ccid,crtid
C95448,CCRT02561
C95449,CCRT02051
C95450,CCRT00924
C95450,CCRT00991
C95453,CCRT02898
C95454,CCRT00950
C95455,CCRT00371
C95456,CCRT00348
C95458,CCRT03035
C95458,CCRT03292
C95459,CCRT00658
C95460,CCRT00658
C95461,CCRT00795
C95462,CCRT03008
C95463,CCRT02436
C95464,CCRT00491
C95464,CCRT02991
C95465,CCRT02198
C95466,CCRT03077
C95467,CCRT01221
C95506,CCRT00090
C95507,CCRT02168
C95508,CCRT03205
C95509,CCRT00371
C95510,CCRT00371
C95511,CCRT01937
C95512,CCRT00131
C95512,CCRT02171
C95515,CCRT01937
C95516,CCRT01450
C95517,CCRT01761
C95518,CCRT02120
C95518,CCRT03035
C95519,CCRT02018
C95520,CCRT02469
C95521,CCRT01900
C95522,CCRT02192
C95523,CCRT01539
C95524,CCRT02201
C95525,CCRT01141
C95526,CCRT00870
C95526,CCRT02035
C95528,CCRT02169
C95529,CCRT00489
C95530,CCRT01202
C95531,CCRT02437
C95532,CCRT02437
C95534,CCRT02280
C95535,CCRT00856
C95536,CCRT03256
C95537,CCRT03170
C95537,CCRT03338
C95538,CCRT00856
C95539,CCRT02032
C95540,CCRT01450
C95541,CCRT02692
C95542,CCRT00717
C95543,CCRT01141
C95544,CCRT02824
C95545,CCRT02740
C95546,CCRT01935
C95547,CCRT00499
C95549,CCRT01064
C95550,CCRT01466
C95550,CCRT02614
C95551,CCRT00489
C95552,CCRT00066
C95553,CCRT01900
C95554,CCRT02247
C95555,CCRT01968
C95555,CCRT02017
C95556,CCRT02240
C95557,CCRT01183
C95558,CCRT00333
C95559,CCRT01761
C95560,CCRT00169
C95561,CCRT01933
C95562,CCRT02709
C95562,CCRT02984
C95563,CCRT00250
C95564,CCRT00748
C95565,CCRT02868
C95566,CCRT01105
C95567,CCRT01450
C95568,CCRT02090
C95569,CCRT01288
C95570,CCRT03347
C95571,CCRT02533
C95573,CCRT00105
C95575,CCRT02726
C95576,CCRT01900
C95578,CCRT02072
C95579,CCRT02536
C95580,CCRT03295
C95582,CCRT00872
C95583,CCRT00244
C95583,CCRT02319
C95584,CCRT02975
C95585,CCRT02385
C95586,CCRT01539
C95587,CCRT03175
C95588,CCRT02632
C95589,CCRT02663
C95590,CCRT00287
C95591,CCRT03355
C95592,CCRT03109
C95593,CCRT02087
C95594,CCRT01701
C95594,CCRT01729
C95595,CCRT02769
C95596,CCRT00867
C95596,CCRT01405
C95597,CCRT02658
C95598,CCRT02087
C95599,CCRT02739
C95600,CCRT01499
C95601,CCRT02320
C95601,CCRT03035
C95602,CCRT01411
C95603,CCRT00112
C95609,CCRT00837
C95610,CCRT00085
C95611,CCRT01562
C95612,CCRT00343
C95614,CCRT01979
C95615,CCRT02301
C95616,CCRT02676
C95617,CCRT00287
C95618,CCRT02385
C95619,CCRT01411
C95620,CCRT00502
C95621,CCRT01576
C95622,CCRT00231
C95622,CCRT03328
C95623,CCRT01107
C95624,CCRT01963
C95625,CCRT02796
C95626,CCRT00924
C95626,CCRT02892
C95627,CCRT00639
C95628,CCRT01807
C95629,CCRT02702
C95630,CCRT01153
C95632,CCRT00170
C95632,CCRT01596
C95633,CCRT03193
C95634,CCRT00144
C95635,CCRT02077
C95636,CCRT01643
C95637,CCRT02543
C95638,CCRT01088
C95639,CCRT01111
C95640,CCRT03290
C95641,CCRT01439
C95641,CCRT03070
C95642,CCRT01409
C95643,CCRT00678
C95644,CCRT00678
C95645,CCRT02192
C95645,CCRT02598
C95646,CCRT00386
C95647,CCRT02870
C95648,CCRT03021
C95649,CCRT00991
C95650,CCRT02445
C95651,CCRT00117
C95652,CCRT01450
C95653,CCRT00283
C95653,CCRT00983
C95654,CCRT00842
C95658,CCRT01061
C95659,CCRT01105
C95660,CCRT00287
C95661,CCRT01500
C95662,CCRT00268
C95663,CCRT02437
C95664,CCRT00072
C95665,CCRT01066
C95666,CCRT01141
C95667,CCRT00703
C95668,CCRT01831
C95669,CCRT02993
C95670,CCRT02898
C95672,CCRT02383
C95673,CCRT02818
C95674,CCRT00244
C95674,CCRT02319
C95675,CCRT00331
C95676,CCRT00331
C95677,CCRT01608
C95678,CCRT01877
C95678,CCRT03170
C95679,CCRT02593
C95680,CCRT01967
C95680,CCRT03328
C95681,CCRT01831
C95682,CCRT01660
C95683,CCRT00183
C95684,CCRT02407
C95686,CCRT03169
C95687,CCRT00452
C95688,CCRT00343
C95689,CCRT01831
C95689,CCRT02642
C95689,CCRT03131
C95690,CCRT01518
C95690,CCRT01831
C95690,CCRT02557
C95691,CCRT00033
C95691,CCRT01831
C95691,CCRT03307
C95692,CCRT01831
C95693,CCRT00678
C95693,CCRT01666
C95693,CCRT01831
C95694,CCRT02919
C95695,CCRT01204
C95695,CCRT01617
C95695,CCRT01831
C95696,CCRT02049
C95697,CCRT00623
C95697,CCRT01831
C95697,CCRT02274
C95698,CCRT01595
C95698,CCRT01831
C95699,CCRT01091
C95699,CCRT01831
C95700,CCRT01091
C95700,CCRT01831
C95701,CCRT01101
C95701,CCRT01406
C95702,CCRT01101
C95702,CCRT01406
C95703,CCRT00400
C95703,CCRT01169
C95703,CCRT01831
C95706,CCRT00499
C95707,CCRT01141
C95708,CCRT02493
C95708,CCRT02692
C95709,CCRT02805
C95710,CCRT00888
C95711,CCRT00592
C95711,CCRT01208
C95712,CCRT02790
C95713,CCRT00888
C95714,CCRT03002
C95715,CCRT02779
C95716,CCRT03265
C95717,CCRT01450
C95718,CCRT01528
C95719,CCRT02168
C95720,CCRT00283
C95720,CCRT01701
C95721,CCRT01303
C95722,CCRT03116
C95723,CCRT01911
C95728,CCRT03263
C95731,CCRT03033
C95732,CCRT01164
C95733,CCRT02573
C95734,CCRT03040
C95735,CCRT02941
C95736,CCRT02113
C95739,CCRT01963
C95740,CCRT00489
C95741,CCRT03187
C95742,CCRT02962
C95743,CCRT02203
C95744,CCRT01940
C95745,CCRT01009
C95746,CCRT02676
C95747,CCRT03269
C95749,CCRT00097
C95750,CCRT02201
C95751,CCRT03187
C95752,CCRT02829
C95753,CCRT01896
C95754,CCRT01539
C95756,CCRT00952
C95757,CCRT01120
C95758,CCRT02453
C95759,CCRT00500
C95760,CCRT00237
C95761,CCRT01198
C95761,CCRT01511
C95762,CCRT00066
C95764,CCRT00056
C95765,CCRT00066
C95766,CCRT00250
C95768,CCRT01862
C95770,CCRT01175
C95770,CCRT01547
C95771,CCRT02739
C95772,CCRT00103
C95774,CCRT02790
C95775,CCRT02099
C95776,CCRT03116
C95777,CCRT00144
C95778,CCRT01179
C95779,CCRT00489
C95780,CCRT02759
C95781,CCRT01531
C95782,CCRT02692
C95783,CCRT02664
C95784,CCRT02260
C95785,CCRT02247
C95786,CCRT00882
C95786,CCRT02622
C95787,CCRT00882
C95787,CCRT02238
C95787,CCRT02623
C95788,CCRT00882
C95788,CCRT02238
C95788,CCRT02623
C95789,CCRT00512
C95790,CCRT02805
C95791,CCRT00548
C95792,CCRT02407
C95794,CCRT02320
C95796,CCRT01297
C95797,CCRT00144
C95798,CCRT02792
C95798,CCRT02882
C95799,CCRT02792
C95799,CCRT02882
C95800,CCRT02792
C95800,CCRT02882
C95801,CCRT00092
C95802,CCRT03330
C95803,CCRT03330
C95804,CCRT01563
C95804,CCRT03330
C95805,CCRT01995
C95805,CCRT02771
C95806,CCRT01021
C95807,CCRT02739
C95808,CCRT02739
C95809,CCRT02739
C95810,CCRT00950
C95811,CCRT02283
C95812,CCRT03104
C95813,CCRT00109
C95816,CCRT00939
C95817,CCRT01940
C95818,CCRT02838
C95819,CCRT01802
C95820,CCRT00348
C95821,CCRT00052
C95822,CCRT01800
C95823,CCRT02072
C95824,CCRT01465
C95825,CCRT02757
C95826,CCRT02039
C95827,CCRT02138
C95828,CCRT03234
C95829,CCRT02932
C95829,CCRT03259
C95830,CCRT01527
C95832,CCRT00914
C95832,CCRT03278
C95833,CCRT01496
C95833,CCRT02608
C95834,CCRT01209
C95835,CCRT01751
C95836,CCRT02495
C95836,CCRT03139
C95838,CCRT02792
C95838,CCRT02882
C95839,CCRT02673
C95840,CCRT02663
C95841,CCRT00760
C95842,CCRT02514
C95842,CCRT03196
C95843,CCRT01450
C95844,CCRT00248
C95845,CCRT02465
C95846,CCRT00535
C95847,CCRT02813
C95848,CCRT02502
C95851,CCRT01987
C95852,CCRT00397
C95854,CCRT03201
C95856,CCRT00977
C95857,CCRT02660
C95858,CCRT01831
C95859,CCRT01221
C95860,CCRT02260
C95862,CCRT02800
C95862,CCRT02965
C95863,CCRT00282
C95864,CCRT00138
C95865,CCRT02021
C95866,CCRT00250
C95867,CCRT00474
C95868,CCRT00794
C95869,CCRT00100
C95870,CCRT00556
C95871,CCRT00945
C95872,CCRT00748
C95873,CCRT02240
C95874,CCRT00337
C95875,CCRT02261
C95876,CCRT01291
C95877,CCRT03294
C95878,CCRT02788
C95880,CCRT00183
C95881,CCRT01434
C95881,CCRT01841
C95882,CCRT02726
C95883,CCRT00549
C95883,CCRT00721
C95884,CCRT00371
C95885,CCRT02383
C95886,CCRT01987
C95887,CCRT01088
C95888,CCRT02966
C95889,CCRT01870
C95890,CCRT00742
C95890,CCRT00767
C95891,CCRT03184
C95892,CCRT00250
C95893,CCRT01450
C95894,CCRT00819
C102235,CCRT02054
C109295,CCRT00012
C109295,CCRT00467
C109296,CCRT00385
C109297,CCRT02810
C110886,CCRT00951
C110887,CCRT02615
C110887,CCRT03146
C110888,CCRT02267
C110888,CCRT03003
C110889,CCRT01583
C110889,CCRT03128
C110892,CCRT02827
C110893,CCRT01442
C110894,CCRT02655
C110896,CCRT02715
C110897,CCRT00191
C110898,CCRT02850
C110899,CCRT02576
C110899,CCRT02981
C110900,CCRT00656
C110901,CCRT01181
C110902,CCRT02845
C110903,CCRT00360
C110903,CCRT02407
C110904,CCRT02577
C110905,CCRT02378
C110905,CCRT02951
C110906,CCRT00554
C110906,CCRT02951
C110907,CCRT02888
C110908,CCRT01142
C110909,CCRT02804
C110910,CCRT00529
C110910,CCRT03016
C110911,CCRT02451
C110912,CCRT01642
C110913,CCRT01510
C110914,CCRT03221
C110916,CCRT02935
C110917,CCRT00207
C110918,CCRT00881
C110919,CCRT02577
C110920,CCRT01793
C110921,CCRT00816
C110922,CCRT02592
C110923,CCRT01320
C110924,CCRT01639
C110925,CCRT02930
C110926,CCRT00731
C110927,CCRT01747
C110928,CCRT00570
C110929,CCRT01392
C110930,CCRT00741
C110931,CCRT03156
C110932,CCRT01484
C110933,CCRT02386
C110934,CCRT03113
C110935,CCRT03113
C110936,CCRT00200
C110937,CCRT00474
C110938,CCRT03113
C110939,CCRT03113
C110940,CCRT02268
C110941,CCRT03113
C110942,CCRT02385
C110943,CCRT02128
C110944,CCRT00939
C110945,CCRT02261
C110946,CCRT02069
C110947,CCRT00785
C110947,CCRT01388
C110948,CCRT00911
C110949,CCRT01819
C110950,CCRT01770
C110950,CCRT01908
C110951,CCRT01387
C110951,CCRT01811
C110951,CCRT02393
C110951,CCRT02471
C110952,CCRT02295
C110953,CCRT01387
C110954,CCRT00188
C110954,CCRT00885
C110954,CCRT01321
C110955,CCRT01920
C110955,CCRT02951
C110956,CCRT01962
C110957,CCRT00318
C110958,CCRT01512
C110958,CCRT02229
C110961,CCRT00420
C110962,CCRT03360
C110963,CCRT00677
C110963,CCRT02951
C110964,CCRT00864
C110965,CCRT00820
C110966,CCRT01392
C110967,CCRT00207
C110968,CCRT01028
C110969,CCRT01224
C110970,CCRT02974
C110971,CCRT00861
C110972,CCRT00570
C110973,CCRT00738
C110974,CCRT00414
C110974,CCRT01444
C110975,CCRT00878
C110976,CCRT01940
C110977,CCRT00518
C110978,CCRT01500
C110979,CCRT01881
C110980,CCRT00634
C110982,CCRT00701
C110983,CCRT02069
C110984,CCRT02069
C110985,CCRT02069
C110987,CCRT00525
C110988,CCRT02926
C110989,CCRT00298
C110990,CCRT01201
C110991,CCRT02031
C110993,CCRT00422
C110993,CCRT02439
C110994,CCRT00168
C110995,CCRT00436
C110995,CCRT02838
C110996,CCRT00158
C110997,CCRT00453
C110998,CCRT01464
C110999,CCRT01125
C111000,CCRT00200
C111001,CCRT00474
C111002,CCRT03104
C111003,CCRT01710
C111004,CCRT02518
C111005,CCRT02410
C111006,CCRT00582
C111009,CCRT02659
C111010,CCRT02446
C111012,CCRT02544
C111013,CCRT00319
C111014,CCRT02365
C111014,CCRT02951
C111015,CCRT02636
C111016,CCRT02348
C111018,CCRT01733
C111019,CCRT01328
C111020,CCRT01657
C111022,CCRT00416
C111022,CCRT02020
C111023,CCRT02549
C111025,CCRT01833
C111026,CCRT01028
C111027,CCRT01524
C111028,CCRT00952
C111029,CCRT00168
C111030,CCRT00555
C111031,CCRT02946
C111032,CCRT00630
C111032,CCRT01301
C111033,CCRT01943
C111034,CCRT01651
C111034,CCRT02826
C111036,CCRT02566
C111036,CCRT02592
C111037,CCRT01054
C111038,CCRT01219
C111040,CCRT01925
C111040,CCRT02439
C111040,CCRT02471
C111040,CCRT02928
C111041,CCRT02510
C111041,CCRT03115
C111042,CCRT00521
C111042,CCRT02908
C111043,CCRT01772
C111044,CCRT02292
C111045,CCRT00826
C111046,CCRT01279
C111047,CCRT00838
C111048,CCRT01133
C111049,CCRT02592
C111050,CCRT02330
C111051,CCRT02641
C111052,CCRT01242
C111053,CCRT02702
C111054,CCRT01556
C111054,CCRT02429
C111055,CCRT01003
C111055,CCRT01108
C111055,CCRT02471
C111055,CCRT02592
C111056,CCRT02216
C111058,CCRT02845
C111059,CCRT00582
C111060,CCRT02129
C111061,CCRT03082
C111062,CCRT02485
C111063,CCRT00863
C111064,CCRT01073
C111065,CCRT00070
C111065,CCRT00188
C111065,CCRT01321
C111066,CCRT02436
C111067,CCRT01694
C111068,CCRT02826
C111069,CCRT02504
C111070,CCRT01342
C111071,CCRT00188
C111071,CCRT00885
C111072,CCRT01125
C111073,CCRT01142
C111074,CCRT00804
C111075,CCRT00864
C111075,CCRT03177
C111076,CCRT02490
C111077,CCRT02254
C111078,CCRT02873
C111079,CCRT02715
C111081,CCRT01067
C111081,CCRT02765
C111082,CCRT00845
C111082,CCRT00864
C111082,CCRT01915
C111082,CCRT02186
C111082,CCRT03177
C111083,CCRT01756
C111083,CCRT02925
C111083,CCRT03276
C111084,CCRT01205
C111084,CCRT01550
C111085,CCRT02406
C111086,CCRT00759
C111086,CCRT01388
C111087,CCRT00500
C111088,CCRT00700
C111089,CCRT01694
C111090,CCRT03025
C111091,CCRT02975
C111092,CCRT02180
C111093,CCRT02063
C111094,CCRT02729
C111096,CCRT01442
C111097,CCRT02729
C111098,CCRT01580
C111099,CCRT01777
C111100,CCRT01397
C111101,CCRT01753
C111102,CCRT02819
C111103,CCRT03123
C111104,CCRT03023
C111621,CCRT02564
C112579,CCRT03075
C112580,CCRT02273
C112581,CCRT00536
C112584,CCRT01332
C112584,CCRT01418
C112584,CCRT02621
C112585,CCRT01621
C112586,CCRT00886
C112586,CCRT02916
C112587,CCRT01222
C112588,CCRT00530
C112588,CCRT02839
C112590,CCRT00157
C112591,CCRT02013
C112592,CCRT00839
C112592,CCRT02050
C112593,CCRT01084
C112594,CCRT00404
C112595,CCRT00952
C112596,CCRT00500
C112596,CCRT00606
C112596,CCRT00995
C112597,CCRT02155
C112598,CCRT02702
C112599,CCRT01223
C112599,CCRT02577
C112600,CCRT03113
C112601,CCRT01089
C112602,CCRT01089
C112603,CCRT03180
C112604,CCRT02702
C112605,CCRT02086
C112606,CCRT02888
C112607,CCRT02104
C112607,CCRT02436
C112608,CCRT03116
C112609,CCRT02941
C112610,CCRT00403
C112611,CCRT01320
C112612,CCRT01945
C112613,CCRT02935
C112614,CCRT02975
C112615,CCRT02301
C112616,CCRT02437
C112616,CCRT03172
C112617,CCRT01724
C112618,CCRT00701
C112619,CCRT02275
C112622,CCRT01001
C112623,CCRT00152
C112624,CCRT01252
C112624,CCRT01512
C112625,CCRT00094
C112626,CCRT01436
C112626,CCRT01680
C112626,CCRT02342
C112627,CCRT01680
C112627,CCRT01747
C112628,CCRT01763
C112629,CCRT02061
C112630,CCRT03233
C112631,CCRT03054
C112632,CCRT02831
C112633,CCRT01365
C112633,CCRT01534
C112634,CCRT00979
C112635,CCRT03283
C112636,CCRT01006
C112637,CCRT02650
C112638,CCRT02025
C112639,CCRT00417
C112640,CCRT01726
C112640,CCRT03276
C112641,CCRT01142
C112642,CCRT01059
C112643,CCRT00618
C112643,CCRT02216
C112644,CCRT02241
C112646,CCRT02761
C112647,CCRT02041
C112647,CCRT03195
C112648,CCRT02386
C112649,CCRT03140
C112650,CCRT00600
C112651,CCRT03177
C112654,CCRT02925
C112655,CCRT00796
C112657,CCRT02848
C112658,CCRT02823
C112659,CCRT02344
C112660,CCRT00687
C112661,CCRT00415
C112662,CCRT02097
C112663,CCRT01252
C112663,CCRT01512
C112664,CCRT01252
C112664,CCRT01512
C112665,CCRT00014
C112666,CCRT00578
C112666,CCRT01537
C112667,CCRT00094
C112668,CCRT00207
C112669,CCRT00167
C112670,CCRT01206
C112670,CCRT02135
C112671,CCRT02902
C112672,CCRT02344
C112674,CCRT00429
C112675,CCRT00551
C112676,CCRT00644
C112677,CCRT01662
C112677,CCRT02804
C112679,CCRT00654
C112679,CCRT02656
C112680,CCRT03188
C112681,CCRT01819
C112683,CCRT01060
C112684,CCRT01908
C112685,CCRT01241
C112686,CCRT01133
C112687,CCRT01925
C112688,CCRT03101
C112689,CCRT00418
C112690,CCRT01201
C112691,CCRT01819
C112692,CCRT02197
C112693,CCRT02197
C112694,CCRT02640
C112695,CCRT00010
C112696,CCRT00666
C112696,CCRT02981
C112697,CCRT01425
C112698,CCRT01425
C112698,CCRT03236
C112699,CCRT03097
C112700,CCRT03305
C112701,CCRT00987
C112702,CCRT01143
C112703,CCRT01024
C112704,CCRT00529
C112705,CCRT01201
C112705,CCRT01363
C112706,CCRT02499
C112707,CCRT02329
C112708,CCRT00646
C112708,CCRT03097
C112709,CCRT00394
C112710,CCRT02555
C112711,CCRT01387
C112712,CCRT00630
C112712,CCRT00667
C112713,CCRT01810
C112714,CCRT00686
C112715,CCRT00976
C112716,CCRT01696
C112717,CCRT00741
C112718,CCRT00757
C112719,CCRT00433
C112720,CCRT03325
C112721,CCRT01568
C112722,CCRT01568
C112723,CCRT00756
C112724,CCRT00831
C112725,CCRT02558
C112726,CCRT00272
C112727,CCRT02857
C112728,CCRT02482
C112729,CCRT00927
C112730,CCRT03369
C112731,CCRT02893
C112732,CCRT00741
C112733,CCRT00553
C112734,CCRT00631
C112735,CCRT00424
C112736,CCRT00631
C112737,CCRT00873
C112738,CCRT02249
C112739,CCRT02129
C112741,CCRT01564
C112742,CCRT02807
C112743,CCRT02936
C112744,CCRT01530
C112745,CCRT02926
C112746,CCRT01307
C112747,CCRT01683
C112748,CCRT02967
C112749,CCRT03369
C112750,CCRT01976
C112751,CCRT02482
C112752,CCRT02647
C112753,CCRT02799
C115366,CCRT03270
C115368,CCRT02669
C115371,CCRT00885
C115371,CCRT01556
C115375,CCRT00405
C115376,CCRT01491
C115377,CCRT00207
C115378,CCRT01819
C115379,CCRT02048
C115380,CCRT00877
C115381,CCRT00667
C115382,CCRT00863
C115382,CCRT03051
C115383,CCRT00776
C115383,CCRT01092
C115384,CCRT00965
C115384,CCRT02562
C115385,CCRT00820
C115386,CCRT02200
C115387,CCRT01940
C115388,CCRT01387
C115389,CCRT02108
C115390,CCRT01584
C115391,CCRT01521
C115391,CCRT03115
C115392,CCRT02510
C115392,CCRT03115
C115393,CCRT01580
C115394,CCRT03371
C115395,CCRT01536
C115396,CCRT00908
C115396,CCRT01749
C115397,CCRT00518
C115398,CCRT00141
C115399,CCRT01864
C115400,CCRT02086
C115401,CCRT02027
C115402,CCRT02103
C115403,CCRT01319
C115405,CCRT03036
C115406,CCRT02267
C115406,CCRT03003
C115407,CCRT02079
C115409,CCRT01371
C115410,CCRT02151
C115411,CCRT00947
C115412,CCRT01206
C115413,CCRT03353
C115414,CCRT03177
C115415,CCRT02386
C115416,CCRT01694
C115417,CCRT02831
C115418,CCRT01215
C115419,CCRT01448
C115420,CCRT02650
C115421,CCRT03048
C115422,CCRT03140
C115423,CCRT02544
C115424,CCRT00591
C115425,CCRT00759
C115426,CCRT02640
C115427,CCRT02901
C115428,CCRT02471
C115429,CCRT01108
C115430,CCRT02793
C115431,CCRT01387
C115432,CCRT03113
C115433,CCRT01585
C115434,CCRT00820
C115435,CCRT01243
C115437,CCRT01067
C115438,CCRT01161
C115439,CCRT02770
C115440,CCRT03153
C115441,CCRT01385
C115442,CCRT01642
C115443,CCRT02216
C115444,CCRT02097
C115445,CCRT01909
C115446,CCRT00830
C115447,CCRT00600
C115448,CCRT03233
C115450,CCRT02041
C115451,CCRT02103
C115453,CCRT02933
C115454,CCRT01789
C115454,CCRT01907
C115455,CCRT01392
C115456,CCRT03048
C115457,CCRT00600
C115458,CCRT02979
C115459,CCRT01400
C115460,CCRT01185
C115460,CCRT03115
C115461,CCRT00877
C115462,CCRT00684
C115462,CCRT01370
C115463,CCRT00006
C115464,CCRT02826
C115465,CCRT01448
C115466,CCRT00500
C115467,CCRT03119
C115468,CCRT02413
C115469,CCRT00952
C115470,CCRT02293
C115471,CCRT02850
C115472,CCRT00759
C115473,CCRT02695
C115474,CCRT00775
C115475,CCRT02963
C115476,CCRT02503
C115477,CCRT02048
C115478,CCRT01072
C115478,CCRT02566
C115479,CCRT01280
C115480,CCRT02947
C115481,CCRT01131
C115482,CCRT02309
C115483,CCRT02436
C115484,CCRT00086
C115485,CCRT01734
C115486,CCRT00952
C115487,CCRT00849
C115488,CCRT01316
C115489,CCRT03359
C115490,CCRT00547
C115490,CCRT01348
C115491,CCRT02765
C115492,CCRT01962
C115493,CCRT02241
C115494,CCRT02544
C115495,CCRT00008
C115495,CCRT02728
C115496,CCRT00820
C115497,CCRT00110
C115498,CCRT00848
C115499,CCRT02928
C115499,CCRT03097
C115501,CCRT01373
C115502,CCRT00435
C115503,CCRT00505
C115504,CCRT01568
C115505,CCRT02508
C115506,CCRT01908
C115507,CCRT03179
C115508,CCRT01239
C115509,CCRT00877
C115510,CCRT00429
C115510,CCRT03199
C115511,CCRT00933
C115512,CCRT02925
C115513,CCRT00392
C115513,CCRT02848
C115515,CCRT00802
C115515,CCRT01402
C115516,CCRT02584
C115517,CCRT02442
C115519,CCRT03285
C115520,CCRT01864
C115521,CCRT02129
C115522,CCRT01143
C115523,CCRT02103
C115524,CCRT01516
C115524,CCRT01658
C115524,CCRT03115
C115525,CCRT00053
C115525,CCRT00699
C115526,CCRT02197
C115527,CCRT00666
C115528,CCRT00010
C115528,CCRT00013
C115529,CCRT02899
C115530,CCRT02218
C115531,CCRT02031
C115532,CCRT03017
C115533,CCRT00970
C115534,CCRT01654
C115534,CCRT02793
C115536,CCRT02857
C115537,CCRT00228
C115538,CCRT02480
C115539,CCRT01239
C115540,CCRT02434
C115541,CCRT03113
C115544,CCRT00873
C115545,CCRT01694
C115546,CCRT00883
C115546,CCRT01770
C115547,CCRT00541
C115548,CCRT02846
C115548,CCRT03085
C115549,CCRT01215
C115551,CCRT00654
C115552,CCRT01811
C115553,CCRT00961
C115555,CCRT00070
C115557,CCRT02350
C115558,CCRT00629
C115559,CCRT02499
C115560,CCRT02429
C115561,CCRT02845
C115562,CCRT02647
C115563,CCRT02508
C115564,CCRT03373
C115565,CCRT02853
C115566,CCRT01407
C115567,CCRT02416
C115568,CCRT01089
C115569,CCRT02048
C115570,CCRT02977
C115571,CCRT02795
C115572,CCRT00553
C115573,CCRT01625
C115575,CCRT02254
C115576,CCRT01484
C115577,CCRT00042
C115577,CCRT00666
C115578,CCRT00848
C115579,CCRT01205
C115580,CCRT02532
C115581,CCRT02516
C115582,CCRT01263
C115583,CCRT00656
C115584,CCRT01435
C115585,CCRT02480
C115586,CCRT00909
C115587,CCRT00803
C115588,CCRT00434
C115589,CCRT00506
C115590,CCRT02460
C115591,CCRT01278
C115592,CCRT01387
C115593,CCRT02802
C115594,CCRT02935
C115595,CCRT02434
C115596,CCRT01694
C115597,CCRT01365
C115597,CCRT01534
C115664,CCRT00990
C115712,CCRT01184
C115914,CCRT02400
C116089,CCRT01001
C116133,CCRT01680
C117443,CCRT01722
