ccid,crtid
C90207,CCRT03064
C90208,CCRT00728
C90209,CCRT01692
C90210,CCRT02301
C90211,CCRT01600
C90211,CCRT02756
C90212,CCRT01361
C90213,CCRT00259
C90213,CCRT02248
C90214,CCRT00779
C90215,CCRT02259
C90216,CCRT01692
C90217,CCRT00430
C90218,CCRT02064
C90219,CCRT02592
C90220,CCRT01211
C90221,CCRT01211
C90222,CCRT02930
C90223,CCRT01553
C90225,CCRT00846
C90226,CCRT02953
C90227,CCRT01082
C90227,CCRT01829
C90228,CCRT01262
C90229,CCRT00430
C90229,CCRT01460
C90232,CCRT00524
C90233,CCRT01263
C90234,CCRT01310
C90235,CCRT00936
C90236,CCRT01925
C90237,CCRT02398
C90238,CCRT01986
C90238,CCRT03102
C90239,CCRT00870
C90239,CCRT01653
C90240,CCRT00259
C90241,CCRT01685
C90242,CCRT00723
C90243,CCRT00623
C90244,CCRT02321
C90245,CCRT02439
C90246,CCRT00773
C90247,CCRT02374
C90248,CCRT02663
C90249,CCRT03201
C90250,CCRT02643
C90251,CCRT03135
C90252,CCRT03016
C90253,CCRT01764
C90254,CCRT01986
C90255,CCRT02383
C90256,CCRT01426
C90257,CCRT00089
C90258,CCRT02930
C90258,CCRT03159
C90259,CCRT02592
C90260,CCRT02163
C90260,CCRT02708
C90261,CCRT03000
C90262,CCRT00501
C90262,CCRT02320
C90262,CCRT03114
C90263,CCRT01194
C90264,CCRT00836
C90265,CCRT01251
C90266,CCRT02945
C90267,CCRT00201
C90268,CCRT02219
C90269,CCRT01390
C90269,CCRT02643
C90270,CCRT00623
C90272,CCRT01692
C90273,CCRT00260
C90273,CCRT02171
C90274,CCRT01565
C90275,CCRT00709
C90276,CCRT02292
C90277,CCRT00275
C90277,CCRT02187
C90278,CCRT01456
C90278,CCRT01704
C90279,CCRT03087
C90280,CCRT01212
C90281,CCRT01986
C90282,CCRT01956
C90283,CCRT01685
C90284,CCRT01829
C90285,CCRT01251
C90286,CCRT02024
C90287,CCRT02608
C90288,CCRT00906
C90289,CCRT03209
C90290,CCRT01839
C90291,CCRT02339
C90291,CCRT03183
C90292,CCRT01274
C90293,CCRT02307
C90294,CCRT01682
C90294,CCRT02172
C90295,CCRT01093
C90295,CCRT02409
C90296,CCRT01523
C90296,CCRT02585
C90297,CCRT00728
C90298,CCRT00232
C90299,CCRT00232
C90299,CCRT03264
C90300,CCRT02600
C90301,CCRT00489
C90302,CCRT00362
C90303,CCRT00277
C90304,CCRT01213
C90305,CCRT00771
C90306,CCRT01928
C90306,CCRT02905
C90307,CCRT01928
C90307,CCRT02905
C90308,CCRT02339
C90309,CCRT01847
C90313,CCRT01473
C90314,CCRT02301
C90315,CCRT02930
C90316,CCRT02953
C90317,CCRT00469
C90319,CCRT00487
C90319,CCRT02663
C90320,CCRT01005
C90321,CCRT01447
C90322,CCRT02301
C90323,CCRT00902
C90323,CCRT02658
C90324,CCRT01883
C90325,CCRT00620
C90326,CCRT00827
C90327,CCRT02321
C90328,CCRT00080
C90329,CCRT00529
C90331,CCRT02374
C90332,CCRT00890
C90333,CCRT01692
C90334,CCRT02663
C90335,CCRT00620
C90336,CCRT02194
C90337,CCRT02528
C90337,CCRT02862
C90338,CCRT02528
C90338,CCRT02862
C90339,CCRT00899
C90340,CCRT01539
C90341,CCRT01897
C90342,CCRT01211
C90344,CCRT00196
C90345,CCRT01682
C90345,CCRT01869
C90346,CCRT00869
C90347,CCRT03135
C90350,CCRT01802
C90351,CCRT01653
C90351,CCRT01805
C90352,CCRT01700
C90353,CCRT00709
C90354,CCRT01933
C90354,CCRT02679
C90355,CCRT00521
C90356,CCRT02341
C90357,CCRT01069
C90357,CCRT02172
C90358,CCRT02301
C90359,CCRT02961
C90360,CCRT01269
C90361,CCRT01262
C90362,CCRT02219
C90363,CCRT02592
C90364,CCRT01308
C90364,CCRT03170
C90365,CCRT03188
C90366,CCRT01482
C90368,CCRT03016
C90369,CCRT00277
C90370,CCRT03288
C90371,CCRT02722
C90371,CCRT02808
C90372,CCRT02370
C90373,CCRT02444
C90374,CCRT02836
C90375,CCRT02572
C90375,CCRT02658
C90376,CCRT01475
C90377,CCRT01476
C90378,CCRT01791
C90378,CCRT01829
C90380,CCRT01103
C90381,CCRT00263
C90382,CCRT00139
C90383,CCRT00709
C90384,CCRT02321
C90385,CCRT02592
C90386,CCRT01614
C90387,CCRT01539
C90388,CCRT01831
C90390,CCRT02150
C90391,CCRT02341
C90392,CCRT00351
C90393,CCRT02301
C90393,CCRT03064
C90394,CCRT00709
C90395,CCRT00237
C90397,CCRT01403
C90399,CCRT00171
C90401,CCRT02266
C90401,CCRT02339
C90403,CCRT01212
C90404,CCRT00620
C90405,CCRT03026
C90407,CCRT01542
C90407,CCRT01835
C90408,CCRT02919
C90409,CCRT00637
C90409,CCRT02150
C90410,CCRT02223
C90410,CCRT03096
C90411,CCRT00248
C90412,CCRT02604
C90413,CCRT00885
C90414,CCRT02874
C90415,CCRT01269
C90416,CCRT02743
C90417,CCRT01745
C90417,CCRT02150
C90418,CCRT02397
C90419,CCRT01624
C90421,CCRT01616
C90422,CCRT03161
C90423,CCRT02321
C90424,CCRT00154
C90425,CCRT00154
C90427,CCRT01499
C90428,CCRT00847
C90428,CCRT01925
C90429,CCRT03136
C90430,CCRT03045
C90431,CCRT01692
C90432,CCRT02341
C90433,CCRT00620
C90435,CCRT01692
C90436,CCRT00054
C90437,CCRT01839
C90440,CCRT02722
C90441,CCRT02064
C90442,CCRT01700
C90443,CCRT02230
C90444,CCRT02996
C90445,CCRT02663
C90446,CCRT02230
C90447,CCRT02393
C90448,CCRT00572
C90449,CCRT03148
C90450,CCRT02320
C90451,CCRT02507
C90452,CCRT02794
C90452,CCRT03203
C90453,CCRT01263
C90454,CCRT03008
C90455,CCRT00353
C90456,CCRT01211
C90456,CCRT01212
C90457,CCRT02714
C90458,CCRT02374
C90459,CCRT02322
C90460,CCRT00253
C90461,CCRT02856
C90462,CCRT02726
C90463,CCRT00182
C90464,CCRT00852
C90465,CCRT00852
C90466,CCRT02608
C90467,CCRT00131
C90468,CCRT00219
C90469,CCRT01211
C90470,CCRT00389
C90471,CCRT01985
C90472,CCRT00596
C90473,CCRT00362
C90474,CCRT00649
C90475,CCRT01085
C90476,CCRT00465
C90477,CCRT00601
C90478,CCRT00472
C90479,CCRT01700
C90480,CCRT00190
C90481,CCRT01700
C90482,CCRT02471
C90483,CCRT00620
C90485,CCRT02162
C90486,CCRT00620
C90487,CCRT01539
C90489,CCRT00237
C90491,CCRT01355
C90492,CCRT02589
C90492,CCRT02938
C90494,CCRT03200
C90495,CCRT00351
C90496,CCRT00180
C90496,CCRT01906
C90497,CCRT00180
C90497,CCRT01906
C90498,CCRT02372
C90499,CCRT01483
C90499,CCRT01535
C90500,CCRT02194
C90502,CCRT02726
C90503,CCRT02663
C90504,CCRT01939
C90505,CCRT01490
C90507,CCRT02301
C90508,CCRT01781
C90510,CCRT01836
C90512,CCRT02301
C90513,CCRT02539
C90514,CCRT02539
C90515,CCRT02052
C90518,CCRT01718
C90518,CCRT02172
C90519,CCRT01717
C90519,CCRT02172
C90520,CCRT01369
C90521,CCRT00196
C90522,CCRT02322
C90523,CCRT01327
C90523,CCRT02450
C90524,CCRT00353
C90525,CCRT00576
C90526,CCRT00130
C90527,CCRT00188
C90527,CCRT01321
C90528,CCRT00188
C90528,CCRT01321
C90529,CCRT00154
C90530,CCRT00367
C90531,CCRT01970
C90531,CCRT02093
C90533,CCRT00253
C90534,CCRT02172
C90534,CCRT03028
C90535,CCRT00531
C90535,CCRT02493
C90536,CCRT02564
C90537,CCRT02321
C90538,CCRT00116
C90542,CCRT01363
C90542,CCRT01939
C90543,CCRT00234
C90543,CCRT00540
C90544,CCRT02658
C90545,CCRT01718
C90546,CCRT01019
C90547,CCRT02420
C90548,CCRT00709
C90549,CCRT02959
C90550,CCRT01977
C90553,CCRT02339
C90554,CCRT01802
C90555,CCRT00122
C90556,CCRT02643
C90557,CCRT03170
C90558,CCRT03084
C90559,CCRT00142
C90560,CCRT02118
C90563,CCRT02339
C90564,CCRT00672
C90564,CCRT03264
C90565,CCRT00890
C90566,CCRT01037
C90567,CCRT00175
C90568,CCRT00575
C90568,CCRT02708
C90569,CCRT01203
C90570,CCRT00089
C90571,CCRT01942
C90572,CCRT01955
C90572,CCRT02243
C90573,CCRT01426
C90574,CCRT02150
C90574,CCRT02598
C90575,CCRT01979
C90577,CCRT03008
C90578,CCRT03161
C90579,CCRT02474
C90581,CCRT01757
C90583,CCRT01271
C90583,CCRT01784
C90584,CCRT02062
C90586,CCRT01426
C90587,CCRT01921
C90588,CCRT01847
C90589,CCRT02307
C90590,CCRT02307
C90591,CCRT01511
C90593,CCRT01704
C90595,CCRT02747
C90596,CCRT00175
C90598,CCRT00322
C90599,CCRT00175
C90600,CCRT03224
C90601,CCRT00199
C90602,CCRT00280
C90603,CCRT00769
C90605,CCRT01598
C90606,CCRT01082
C90606,CCRT01274
C90607,CCRT00081
C90607,CCRT01745
C90607,CCRT02663
C90608,CCRT02125
C90609,CCRT03261
C90610,CCRT00801
C90611,CCRT00623
C90612,CCRT00793
C90613,CCRT00226
C90613,CCRT03266
C90614,CCRT02600
C90615,CCRT01509
C90616,CCRT02301
C90618,CCRT03327
C90621,CCRT01723
C90622,CCRT02320
C90623,CCRT02339
C90624,CCRT01243
C90626,CCRT01812
C90627,CCRT02945
C90628,CCRT02945
C90629,CCRT02945
C90630,CCRT02945
C90631,CCRT00759
C90632,CCRT02362
C90633,CCRT02127
C90634,CCRT02432
C90635,CCRT00201
C90636,CCRT00201
C90637,CCRT02301
C90638,CCRT00623
C90639,CCRT02373
C90640,CCRT02301
C90641,CCRT00463
C90642,CCRT02643
C90643,CCRT01357
C90644,CCRT01496
C90644,CCRT02690
C90645,CCRT00646
C90646,CCRT01187
C90647,CCRT00202
C90648,CCRT01692
C90649,CCRT01273
C90652,CCRT01259
C90653,CCRT01592
C90654,CCRT00288
C90655,CCRT01542
C90656,CCRT02439
C90657,CCRT00715
C90658,CCRT03150
C90659,CCRT02781
C90660,CCRT01692
C90661,CCRT02247
C90663,CCRT01539
C90664,CCRT00461
C90666,CCRT01624
C90670,CCRT02236
C90671,CCRT02156
C90672,CCRT02812
C90673,CCRT02592
C90675,CCRT02332
C90677,CCRT00089
C90678,CCRT01314
C90679,CCRT00246
C90680,CCRT01211
C90681,CCRT00938
C90682,CCRT02331
C90683,CCRT02301
C90684,CCRT00353
C90685,CCRT00353
C90686,CCRT00353
C90687,CCRT01755
C90688,CCRT01930
C90689,CCRT02373
C90690,CCRT03071
C90693,CCRT02658
C90694,CCRT01363
C90694,CCRT01939
C90695,CCRT01146
C90696,CCRT01883
C90698,CCRT00772
C90699,CCRT01309
C90700,CCRT02663
C90701,CCRT00175
C90702,CCRT00672
C90703,CCRT03071
C90704,CCRT01640
C90705,CCRT02769
C90706,CCRT01893
C90706,CCRT02457
C90707,CCRT00357
C90707,CCRT02493
C90708,CCRT03223
C90709,CCRT01097
C90709,CCRT01809
C90710,CCRT01097
C90710,CCRT02390
C90711,CCRT00201
C90712,CCRT02608
C90713,CCRT03064
C90714,CCRT00201
C90714,CCRT00232
C90714,CCRT00353
C90714,CCRT00623
C90714,CCRT00777
C90714,CCRT01251
C90714,CCRT01473
C90714,CCRT01700
C90714,CCRT01933
C90714,CCRT01985
C90714,CCRT02021
C90714,CCRT02219
C90714,CCRT02608
C90715,CCRT01692
C90716,CCRT01682
C90717,CCRT02593
C90718,CCRT01887
C90719,CCRT02243
C90720,CCRT02675
C90721,CCRT00741
C90722,CCRT01030
C90723,CCRT02961
C90724,CCRT00996
C90724,CCRT02708
C90725,CCRT02339
C90726,CCRT02803
C90727,CCRT00280
C90729,CCRT02082
C90730,CCRT02919
C90731,CCRT03050
C90732,CCRT03132
C90734,CCRT02663
C90735,CCRT02599
C90735,CCRT03336
C90736,CCRT00672
C90736,CCRT02172
C90737,CCRT01979
C90738,CCRT02564
C90740,CCRT01757
C90742,CCRT02172
C90742,CCRT03028
C90744,CCRT01082
C90744,CCRT01661
C90745,CCRT02921
C90746,CCRT01938
C90747,CCRT02663
C90748,CCRT02064
C90749,CCRT02663
C90750,CCRT00599
C90751,CCRT00489
C90752,CCRT02301
C90753,CCRT01692
C90756,CCRT01640
C90757,CCRT01947
C90758,CCRT00182
C90758,CCRT01701
C90759,CCRT02150
C90760,CCRT01979
C90762,CCRT00924
C90762,CCRT02658
C90765,CCRT00723
C90766,CCRT02842
C90767,CCRT03228
C90768,CCRT00620
C90769,CCRT00620
C90770,CCRT01443
C90771,CCRT00036
C90773,CCRT02931
C90774,CCRT00575
C90774,CCRT01093
C90775,CCRT00232
C90775,CCRT02708
C90776,CCRT00175
C90777,CCRT01133
C90779,CCRT00347
C90780,CCRT03211
C90782,CCRT02608
C90783,CCRT02658
C90785,CCRT02973
C90787,CCRT00387
C90789,CCRT00177
C90789,CCRT02266
C90790,CCRT02854
C90792,CCRT01616
C90793,CCRT01121
C90793,CCRT02172
C90794,CCRT01462
C90795,CCRT02772
C90796,CCRT01692
C90797,CCRT01692
C90798,CCRT00353
C90799,CCRT01788
C90799,CCRT03212
C90800,CCRT01134
C90801,CCRT02187
C90802,CCRT01717
C90803,CCRT02610
C90804,CCRT02707
C90805,CCRT02646
C90807,CCRT00077
C90808,CCRT00118
C90808,CCRT00252
C90809,CCRT02632
C90810,CCRT01885
C90811,CCRT02021
C90812,CCRT01361
C90813,CCRT00489
C90814,CCRT01520
C90815,CCRT00575
C90816,CCRT02455
C90817,CCRT01700
C90818,CCRT01700
C90819,CCRT01685
C90820,CCRT02054
C90822,CCRT00351
C90823,CCRT03050
C90824,CCRT02592
C90825,CCRT02260
C90827,CCRT01717
C90827,CCRT03264
C90828,CCRT00967
C90829,CCRT01425
C90831,CCRT00865
C90831,CCRT01446
C90832,CCRT02172
C90832,CCRT03349
C90834,CCRT00620
C90835,CCRT00620
C90837,CCRT00759
C90838,CCRT02431
C90839,CCRT01511
C90840,CCRT02602
C90841,CCRT02362
C90842,CCRT01542
C90843,CCRT01692
C90844,CCRT02493
C90844,CCRT03008
C90845,CCRT01717
C90846,CCRT01619
C90847,CCRT01251
C90848,CCRT00798
C90848,CCRT03071
C90849,CCRT03008
C90850,CCRT01495
C90850,CCRT02289
C90850,CCRT02663
C90851,CCRT01831
C90852,CCRT02591
C90853,CCRT00201
C90854,CCRT00736
C90855,CCRT00263
C90856,CCRT00180
C90856,CCRT01906
C90856,CCRT02592
C90857,CCRT02373
C90858,CCRT00188
C90858,CCRT01321
C90860,CCRT00885
C90860,CCRT01363
C90861,CCRT02363
C90862,CCRT01410
C90862,CCRT02602
C90863,CCRT00932
C90863,CCRT01682
C90864,CCRT02016
C90865,CCRT00188
C90865,CCRT01321
C90866,CCRT01829
C90867,CCRT01757
C90868,CCRT01324
C90868,CCRT01592
C90869,CCRT02602
C90870,CCRT01781
C90871,CCRT02978
C90872,CCRT01388
C90873,CCRT01723
C90874,CCRT01432
C90875,CCRT00646
C90875,CCRT02592
C90875,CCRT02794
C90876,CCRT00260
C90876,CCRT02454
C90877,CCRT00342
C90878,CCRT03254
C90879,CCRT00973
C90881,CCRT03228
C90882,CCRT03089
C90883,CCRT01651
C90886,CCRT02836
C90891,CCRT00827
C90892,CCRT02564
C90893,CCRT01624
C90894,CCRT01245
C90894,CCRT02266
C90895,CCRT00082
C90896,CCRT01040
C90898,CCRT02663
C90898,CCRT02766
C90899,CCRT02961
C90900,CCRT03098
C90901,CCRT01093
C90901,CCRT03028
C90902,CCRT01942
C90903,CCRT02564
C90904,CCRT02663
C90905,CCRT02021
C90908,CCRT02329
C90909,CCRT00343
C90910,CCRT02526
C90911,CCRT03049
C90912,CCRT03334
C90913,CCRT01956
C90913,CCRT02493
C90914,CCRT02026
C90915,CCRT02568
C90917,CCRT03089
C90918,CCRT01781
C90919,CCRT00430
C90920,CCRT02722
C90921,CCRT01990
C90923,CCRT03321
C90926,CCRT00232
C90927,CCRT02961
C90928,CCRT02961
C90929,CCRT00056
C90930,CCRT00645
C90930,CCRT01682
C90931,CCRT02961
C90932,CCRT01879
C90933,CCRT02243
C90934,CCRT01262
C90935,CCRT00353
C90936,CCRT00353
C90937,CCRT00343
C90938,CCRT00489
C90940,CCRT00986
C90941,CCRT00986
C90942,CCRT02780
C90943,CCRT02201
C90944,CCRT02201
C90945,CCRT01369
C90946,CCRT02021
C90947,CCRT02841
C90948,CCRT01906
C90949,CCRT02187
C90950,CCRT01344
C90950,CCRT02248
C90951,CCRT00175
C90952,CCRT02221
C90953,CCRT02307
C90954,CCRT00986
C90955,CCRT02564
C90956,CCRT02358
C90957,CCRT03161
C90958,CCRT02223
C90961,CCRT02990
C90962,CCRT00304
C90963,CCRT00956
C90964,CCRT00741
C90965,CCRT00942
C90966,CCRT00455
C90967,CCRT01270
C90968,CCRT01607
C90969,CCRT02545
C90970,CCRT00232
C90973,CCRT01692
C90974,CCRT01781
C90975,CCRT03084
C90976,CCRT03151
C90977,CCRT02358
C90979,CCRT01363
C90979,CCRT01939
C90980,CCRT01462
C90980,CCRT01515
C90981,CCRT03008
C90982,CCRT00237
C90984,CCRT01262
C90985,CCRT01692
C90986,CCRT03071
C90987,CCRT02301
C90988,CCRT00795
C90989,CCRT02321
C90990,CCRT01836
C90991,CCRT00696
C90992,CCRT00469
C90993,CCRT01263
C90994,CCRT01263
C90995,CCRT01263
C90996,CCRT01263
C90997,CCRT03282
C90998,CCRT01263
C90999,CCRT02600
C91000,CCRT00620
C91000,CCRT03027
C91001,CCRT01139
C91001,CCRT01893
C91002,CCRT00885
C91005,CCRT00359
C91006,CCRT00874
C91006,CCRT01492
C91007,CCRT02322
C91008,CCRT02113
C91009,CCRT00715
C91010,CCRT01705
C91011,CCRT00469
C91012,CCRT03345
C91013,CCRT00196
C91014,CCRT02953
C91015,CCRT01523
C91016,CCRT01211
C91017,CCRT00196
C91018,CCRT01426
C91019,CCRT01426
C91020,CCRT00680
C91021,CCRT00343
C91022,CCRT01009
C91023,CCRT00771
C91024,CCRT01152
C91024,CCRT02230
C91025,CCRT02930
C91027,CCRT01311
C91027,CCRT02998
C91029,CCRT01735
C91030,CCRT00740
C91030,CCRT02762
C91032,CCRT00232
C91033,CCRT02106
C91033,CCRT02919
C91034,CCRT00180
C91034,CCRT01906
C91035,CCRT02046
C91035,CCRT03358
C91036,CCRT02247
C91036,CCRT02897
C91038,CCRT03300
C91039,CCRT02301
C91041,CCRT02005
C91041,CCRT02058
C91043,CCRT02292
C91044,CCRT00564
C91044,CCRT00741
C91045,CCRT00859
C91045,CCRT02848
C91046,CCRT02187
C91047,CCRT02606
C91048,CCRT00489
C91049,CCRT02322
C91050,CCRT01718
C91050,CCRT03264
C91051,CCRT00646
C91052,CCRT01191
C91052,CCRT02595
C91053,CCRT02578
C91054,CCRT00620
C91055,CCRT00935
C91056,CCRT01876
C91058,CCRT02301
C91059,CCRT01692
C91060,CCRT00691
C91060,CCRT02981
C91061,CCRT02981
C91062,CCRT00777
C91063,CCRT02945
C91064,CCRT02945
C91066,CCRT01156
C91067,CCRT00704
C91067,CCRT02078
C91068,CCRT01060
C91068,CCRT03004
C91069,CCRT02076
C91070,CCRT02320
C91071,CCRT01462
C91072,CCRT02219
C91073,CCRT02220
C91074,CCRT02339
C91075,CCRT02301
C91077,CCRT01383
C91077,CCRT03070
C91078,CCRT00557
C91078,CCRT01293
C91079,CCRT02022
C91080,CCRT01188
C91080,CCRT03281
C91081,CCRT02602
C91082,CCRT01994
C91083,CCRT00353
C91084,CCRT02064
C91086,CCRT01757
C91087,CCRT00343
C91087,CCRT01416
C91088,CCRT01416
C91088,CCRT01979
C91089,CCRT02172
C91089,CCRT02869
C91090,CCRT02663
C91091,CCRT01044
C91092,CCRT01482
C91093,CCRT01262
C91094,CCRT01482
C91095,CCRT00777
C91096,CCRT00807
C91097,CCRT02322
C91098,CCRT02471
C91099,CCRT02471
C91100,CCRT01056
C91100,CCRT01387
C91102,CCRT02321
C91103,CCRT01829
C91104,CCRT02113
C91105,CCRT01352
C91106,CCRT00146
C91107,CCRT02471
C91108,CCRT00324
C91109,CCRT01539
C91110,CCRT01301
C91111,CCRT02301
C91112,CCRT00894
C91113,CCRT00596
C91114,CCRT00746
C91115,CCRT00589
C91115,CCRT02843
C91116,CCRT02259
C91117,CCRT01296
C91117,CCRT01928
C91118,CCRT01395
C91119,CCRT01082
C91119,CCRT01682
C91120,CCRT00692
C91121,CCRT00511
C91121,CCRT00566
C91121,CCRT02336
C91122,CCRT00078
C91124,CCRT01099
C91125,CCRT00779
C91126,CCRT02683
C91127,CCRT02693
C91128,CCRT02362
C91129,CCRT02076
C91130,CCRT02602
C91131,CCRT01399
C91132,CCRT02016
C91133,CCRT00363
C91134,CCRT01150
C91135,CCRT02324
C91136,CCRT02324
C91137,CCRT01819
C91138,CCRT02301
C91139,CCRT02301
C91139,CCRT03064
C91140,CCRT02885
C91141,CCRT00043
C91141,CCRT02981
C91142,CCRT01133
C91143,CCRT02064
C91145,CCRT02339
C91146,CCRT00131
C91146,CCRT02172
C91147,CCRT01473
C91148,CCRT00199
C91148,CCRT01597
C91149,CCRT03239
C91149,CCRT03273
C91150,CCRT02999
C91151,CCRT02953
C91152,CCRT01211
C91153,CCRT01003
C91154,CCRT01737
C91155,CCRT02471
C91156,CCRT03101
C91157,CCRT02292
C91158,CCRT01731
C91158,CCRT02373
C91160,CCRT01685
C91161,CCRT03221
C91173,CCRT02204
C91174,CCRT01916
C91175,CCRT00741
C91176,CCRT02230
C91177,CCRT02219
C91178,CCRT01894
C91179,CCRT01211
C91180,CCRT00986
C91182,CCRT00740
C91182,CCRT01567
C91183,CCRT01558
C91184,CCRT00620
C91185,CCRT02304
C91185,CCRT03264
C91186,CCRT02322
C91187,CCRT01040
C91188,CCRT00343
C91189,CCRT01894
C91190,CCRT01133
C91191,CCRT00307
C91191,CCRT01393
C91193,CCRT01824
C91193,CCRT03077
C91194,CCRT01302
C91194,CCRT03228
C91195,CCRT00620
C91196,CCRT02663
C91197,CCRT01523
C91198,CCRT01369
C91199,CCRT00237
C91202,CCRT01986
C91204,CCRT00620
C91205,CCRT02956
C91206,CCRT01795
C91206,CCRT02793
C91208,CCRT02665
C91209,CCRT00270
C91210,CCRT02202
C91211,CCRT03268
C91212,CCRT03170
C91213,CCRT00986
C91214,CCRT02658
C91215,CCRT02609
C91216,CCRT02150
C91217,CCRT00829
C91217,CCRT02789
C91218,CCRT02383
C91219,CCRT00010
C91220,CCRT02358
C91220,CCRT02362
C91221,CCRT02611
C91222,CCRT02177
C91223,CCRT02177
C91224,CCRT01637
C91225,CCRT01277
C91225,CCRT02251
C91226,CCRT01369
C91227,CCRT03008
C91228,CCRT03031
C91229,CCRT00620
C91230,CCRT03223
C91231,CCRT02981
C91232,CCRT02602
C91233,CCRT01082
C91233,CCRT02064
C91234,CCRT00875
C91234,CCRT02708
C91235,CCRT02019
C91236,CCRT02301
C91237,CCRT01203
C91237,CCRT03264
C91238,CCRT01956
C91239,CCRT02663
C91240,CCRT00180
C91240,CCRT01906
C91241,CCRT02773
C91242,CCRT02322
C91243,CCRT01592
C91244,CCRT02043
C91245,CCRT00489
C91246,CCRT00232
C91247,CCRT00821
C91247,CCRT00904
C91248,CCRT00489
C91250,CCRT03008
C91251,CCRT01372
C91252,CCRT00967
C91252,CCRT01225
C91253,CCRT02581
C91254,CCRT01757
C91255,CCRT01097
C91255,CCRT02626
C91256,CCRT00620
C91257,CCRT01166
C91257,CCRT01213
C91257,CCRT01622
C91257,CCRT03061
C91258,CCRT02658
C91259,CCRT01956
C91262,CCRT02863
C91263,CCRT02373
C91264,CCRT03188
C91265,CCRT00190
C91266,CCRT03170
C91267,CCRT03124
C91268,CCRT00323
C91272,CCRT01829
C91273,CCRT02722
C91274,CCRT01082
C91274,CCRT01216
C91275,CCRT02339
C91276,CCRT01188
C91277,CCRT00274
C91278,CCRT00728
C91278,CCRT01492
C91279,CCRT00728
C91279,CCRT01493
C91279,CCRT01592
C91280,CCRT01985
C91281,CCRT00791
C91282,CCRT00343
C91283,CCRT01839
C91284,CCRT02866
C91285,CCRT00443
C91286,CCRT02172
C91286,CCRT02243
C91287,CCRT02243
C91288,CCRT01799
C91290,CCRT02663
C91291,CCRT03135
C91292,CCRT00695
C91293,CCRT02663
C91294,CCRT01081
C91295,CCRT00180
C91295,CCRT01906
C91296,CCRT02707
C91297,CCRT00470
C91297,CCRT02375
C91297,CCRT03209
C91298,CCRT01318
C91299,CCRT00836
C91300,CCRT00122
C91303,CCRT02393
C91304,CCRT02620
C91305,CCRT00791
C91306,CCRT00885
C91306,CCRT01556
C91308,CCRT03079
C91309,CCRT01051
C91309,CCRT02579
C91309,CCRT02830
C91309,CCRT03097
C91310,CCRT02411
C91311,CCRT00650
C91311,CCRT00870
C91312,CCRT02301
C91313,CCRT02113
C91314,CCRT02113
C91315,CCRT03227
C91316,CCRT02885
C91317,CCRT00353
C91318,CCRT03231
C91319,CCRT01542
C91322,CCRT03297
C91323,CCRT00643
C91324,CCRT01309
C91325,CCRT02593
C91326,CCRT02369
C91327,CCRT00702
C91328,CCRT01947
C91329,CCRT00089
C91329,CCRT00411
C91330,CCRT00063
C91331,CCRT00795
C91332,CCRT01211
C91333,CCRT02592
C91334,CCRT03327
C91335,CCRT00089
C91336,CCRT01340
C91337,CCRT03115
C91338,CCRT02592
C91339,CCRT01627
C91340,CCRT01133
C91342,CCRT00489
C91343,CCRT00246
C91344,CCRT00299
C91345,CCRT00299
C91346,CCRT02383
C91347,CCRT02663
C91348,CCRT02236
C91349,CCRT00198
C91349,CCRT02546
C91350,CCRT00198
C91350,CCRT02546
C91351,CCRT02223
C91352,CCRT01082
C91352,CCRT01356
C91353,CCRT01251
C91354,CCRT00066
C91355,CCRT01309
C91356,CCRT03161
C91357,CCRT02885
C91358,CCRT02374
C91362,CCRT00288
C91363,CCRT02304
C91363,CCRT03264
C91364,CCRT01897
C91368,CCRT00427
C91368,CCRT01938
C91371,CCRT02301
C91372,CCRT00967
C91373,CCRT01194
C91375,CCRT02359
C91375,CCRT02598
C91376,CCRT02201
C91377,CCRT00237
C91378,CCRT02374
C91379,CCRT00472
C91380,CCRT01069
C91380,CCRT03264
C91381,CCRT00252
C91381,CCRT02172
C91382,CCRT00739
C91383,CCRT00572
C91385,CCRT00038
C91385,CCRT03016
C91386,CCRT03016
C91387,CCRT01339
C91388,CCRT02331
C91389,CCRT01600
C91390,CCRT02608
C91391,CCRT02637
C91392,CCRT00714
C91393,CCRT00073
C91393,CCRT00792
C91394,CCRT00620
C91395,CCRT01854
C91396,CCRT01707
C91397,CCRT00196
C91399,CCRT00387
C91400,CCRT01274
C91401,CCRT01503
C91402,CCRT00060
C91403,CCRT01262
C91404,CCRT00387
C91405,CCRT02121
C91406,CCRT01757
C91407,CCRT00431
C91408,CCRT00201
C91409,CCRT00643
C91410,CCRT01757
C91411,CCRT02322
C91412,CCRT01135
C91413,CCRT01162
C91413,CCRT01783
C91414,CCRT00620
C91415,CCRT03008
C91416,CCRT01685
C91417,CCRT01685
C91418,CCRT01211
C91419,CCRT00967
C91420,CCRT00489
C91422,CCRT00550
C91423,CCRT02307
C91424,CCRT01781
C91426,CCRT02606
C91427,CCRT00986
C91428,CCRT02760
C91429,CCRT02454
C91429,CCRT03008
C91430,CCRT02517
C91431,CCRT02606
C91432,CCRT02564
C91433,CCRT01425
C91434,CCRT02187
C91435,CCRT02880
C91436,CCRT02194
C91437,CCRT00508
C91437,CCRT01003
C91438,CCRT00125
C91439,CCRT00129
C91440,CCRT01480
C91441,CCRT01513
C91441,CCRT03355
C91442,CCRT01944
C91443,CCRT00469
C91444,CCRT03293
