ccid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname
C92452,オジジャリ・ランド,1,0,0,1991-06-05,1991-06-05,C117607,週刊少年サンデー
C92453,押谷万兵衛,1,0,0,1972-08-13,1972-08-13,C117607,週刊少年サンデー
C92454,お食事物語,1,0,0,1993-03-10,1993-03-10,C117607,週刊少年サンデー
C92455,おすもじっ! 司の一貫,90,0,5,2011-03-23,2013-03-20,C117607,週刊少年サンデー
C92457,織田信夫,1,0,0,2005-11-02,2005-11-02,C117607,週刊少年サンデー
C92458,落葉,1,0,0,1973-06-10,1973-06-10,C117607,週刊少年サンデー
C92459,お茶にごす。,108,0,7,2007-04-18,2009-08-12,C117607,週刊少年サンデー
C92460,おっ母ァやくざ,18,0,1,1973-04-01,1973-07-29,C117607,週刊少年サンデー
C92462,オッス!少林寺,67,5,0,1992-05-13,1994-04-13,C117607,週刊少年サンデー
C92468,音吉君のピアノ物語,42,4,0,1989-12-13,1990-12-19,C117607,週刊少年サンデー
C92469,男大空,138,18,2,1980-01-13,1982-10-20,C117607,週刊少年サンデー
C92470,男組,218,11,16,1974-01-27,1979-07-22,C117607,週刊少年サンデー
C92471,男達の人生劇場,1,0,0,1989-11-15,1989-11-15,C117607,週刊少年サンデー
C92472,男どアホウ甲子園,230,9,25,1970-08-02,1999-08-18,C117607,週刊少年サンデー
C92473,おとこ道,40,0,4,1970-08-23,1971-06-06,C117607,週刊少年サンデー
C92476,お悩み解決二九休さん,1,0,0,2004-11-24,2004-11-24,C117607,週刊少年サンデー
C92477,鬼神阿文,1,0,0,2007-04-04,2007-04-04,C117607,週刊少年サンデー
C92478,鬼切丸,1,1,0,1989-04-26,1989-04-26,C117607,週刊少年サンデー
C92479,オニ修業,32,2,1,1976-05-30,1977-01-09,C117607,週刊少年サンデー
C92480,オニデレ,142,0,4,2008-04-16,2011-02-16,C117607,週刊少年サンデー
C92482,鬼姫,1,0,0,2013-09-25,2013-09-25,C117607,週刊少年サンデー
C92483,おにゅう❤,1,0,1,2013-01-09,2013-01-09,C117607,週刊少年サンデー
C92484,お・ね・が・い,1,0,0,1993-12-15,1993-12-15,C117607,週刊少年サンデー
C92490,おはようをもう一度,1,0,0,1980-04-13,1980-04-13,C117607,週刊少年サンデー
C92491,帯をギュッとね!,317,14,5,1989-01-04,1995-12-13,C117607,週刊少年サンデー
C92492,お坊サンバ!!,115,0,3,2005-09-14,2009-10-21,C117607,週刊少年サンデー
C92493,おぼっちゃまくん,4,0,3,1990-08-08,1991-04-10,C117607,週刊少年サンデー
C92495,思わず気分はところ天,3,0,0,1983-11-30,1983-12-14,C117607,週刊少年サンデー
C92496,おやこ刑事,192,17,3,1977-05-22,1981-03-04,C117607,週刊少年サンデー
C92497,おやすみアンディ,1,0,0,1985-06-19,1985-06-19,C117607,週刊少年サンデー
C92498,お山の大将,1,1,1,1971-07-18,1971-07-18,C117607,週刊少年サンデー
C92499,おやめになって生徒会長!!,1,0,0,1991-06-19,1991-06-19,C117607,週刊少年サンデー
C92501,おれが頭だ,1,0,0,1980-09-28,1980-09-28,C117607,週刊少年サンデー
C92502,俺が生きてる足摺の海,1,1,0,1978-05-28,1978-05-28,C117607,週刊少年サンデー
C92503,俺様は?,95,0,3,2003-01-29,2005-01-05,C117607,週刊少年サンデー
C92504,俺様はZ,3,0,0,2005-01-19,2005-02-02,C117607,週刊少年サンデー
C92506,俺たちのフィールド,325,23,4,1992-01-11,1998-10-21,C117607,週刊少年サンデー
C92507,おれとアキアカネ,1,0,0,1973-09-09,1973-09-09,C117607,週刊少年サンデー
C92508,おれの彼女は左まき,1,0,0,1973-10-21,1973-10-21,C117607,週刊少年サンデー
C92509,おれの彼女は悪魔の使い,1,0,0,1973-12-02,1973-12-02,C117607,週刊少年サンデー
C92510,おれのかよたん,1,0,0,1971-05-23,1971-05-23,C117607,週刊少年サンデー
C92513,おれのヤドカリちゃん,3,0,2,1973-08-19,1973-11-18,C117607,週刊少年サンデー
C92514,俺はIQ∞,2,0,0,1989-05-03,1989-05-10,C117607,週刊少年サンデー
C92515,おれは直角,128,11,2,1973-07-22,1976-04-25,C117607,週刊少年サンデー
C92516,おれはナマズ者,54,5,0,1982-01-27,1983-02-16,C117607,週刊少年サンデー
C92517,おれは二代目,1,0,0,1977-10-23,1977-10-23,C117607,週刊少年サンデー
C92519,おろち,4,0,0,1970-08-02,1970-08-23,C117607,週刊少年サンデー
C92520,大蛇 オロチ,1,0,0,2003-10-22,2003-10-22,C117607,週刊少年サンデー
C92521,お笑い国際郵便,3,1,2,1971-07-11,1971-07-25,C117607,週刊少年サンデー
C92522,瘟鬼,1,0,1,2013-02-06,2013-02-06,C117607,週刊少年サンデー
C92523,音速雷撃隊,1,0,0,1974-04-07,1974-04-07,C117607,週刊少年サンデー
C92528,おんりぃyou!!,4,0,0,1985-07-10,1985-07-31,C117607,週刊少年サンデー
C92529,母ちゃんNo.1,38,3,2,1976-05-16,1977-03-20,C117607,週刊少年サンデー
C92530,かあちゃんの甲子園,1,0,0,1974-09-22,1974-09-22,C117607,週刊少年サンデー
C92533,怪奇千万!十五郎,17,0,2,2004-01-01,2004-04-28,C117607,週刊少年サンデー
C92536,怪獣ギョー,2,0,2,1971-08-29,1971-09-05,C117607,週刊少年サンデー
C92537,怪獣にいちゃん,1,0,0,1972-09-03,1972-09-03,C117607,週刊少年サンデー
C92538,海鷲,1,1,0,1976-12-26,1976-12-26,C117607,週刊少年サンデー
C92539,怪人ジャガーマン,10,0,1,1971-04-25,1971-06-27,C117607,週刊少年サンデー
C92541,怪体真書0,57,0,3,2008-09-17,2011-04-20,C117607,週刊少年サンデー
C92543,怪鳥ハゲタン,5,0,0,1973-03-04,1973-07-08,C117607,週刊少年サンデー
C92547,怪盗GINGA,1,0,0,2009-04-08,2009-04-08,C117607,週刊少年サンデー
C92548,怪盗NAO!,1,0,0,2002-07-17,2002-07-17,C117607,週刊少年サンデー
C92550,怪物あんちゃん,1,0,0,1974-09-29,1974-09-29,C117607,週刊少年サンデー
C92551,怪物誕生!―剛球・江川卓投手物語―,1,0,1,1973-09-09,1973-09-09,C117607,週刊少年サンデー
C92553,かおるファミリー,1,0,0,1988-11-23,1988-11-23,C117607,週刊少年サンデー
C92556,香川真司物語 ～無になれ～,1,0,1,2012-02-22,2012-02-22,C117607,週刊少年サンデー
C92557,学園戦記 月影流次郎,1,0,0,2007-08-08,2007-08-08,C117607,週刊少年サンデー
C92558,学園帝国俺はジュウベイ!,39,3,0,1993-01-07,1993-11-03,C117607,週刊少年サンデー
C92561,ガクの詩,2,0,0,2002-05-29,2002-06-05,C117607,週刊少年サンデー
C92562,かぐや,3,0,0,1985-02-27,1985-03-13,C117607,週刊少年サンデー
C92563,かくれんぼ,1,0,1,1973-09-16,1973-09-16,C117607,週刊少年サンデー
C92564,影組,39,0,0,1998-04-01,1999-01-16,C117607,週刊少年サンデー
C92565,カゲシバイ!,1,0,0,2007-07-11,2007-07-11,C117607,週刊少年サンデー
C92568,カズマ来たる!!,1,0,0,2003-12-24,2003-12-24,C117607,週刊少年サンデー
C92571,風っ子ナイン,1,1,0,1975-05-18,1975-05-18,C117607,週刊少年サンデー
C92573,旋風の橘,47,1,4,2002-01-09,2002-12-25,C117607,週刊少年サンデー
C92574,風の伝承者,96,7,0,1997-12-10,2000-02-23,C117607,週刊少年サンデー
C92576,風を抜け!,125,7,0,1986-01-09,1988-06-29,C117607,週刊少年サンデー
C92582,ガチンコ,12,2,0,1992-09-02,1992-11-18,C117607,週刊少年サンデー
C92583,勝手なやつら,1,0,0,1978-07-09,1978-07-09,C117607,週刊少年サンデー
C92584,かってに改蔵,290,2,7,1998-05-06,2011-05-18,C119033,週刊少年マガジン
C92585,かってに頼道,22,4,0,1980-07-27,1980-12-21,C117607,週刊少年サンデー
C92588,カップ越し,1,0,1,2013-01-09,2013-01-09,C117607,週刊少年サンデー
C92589,カッポレ団,12,0,0,1976-07-04,1976-11-28,C117607,週刊少年サンデー
C92590,かつみ,22,3,0,1977-01-16,1977-09-04,C117607,週刊少年サンデー
C92591,克巳パラドックス,1,0,0,1984-01-06,1984-01-06,C117607,週刊少年サンデー
C92592,喝!!ワシが師匠ぜよ!,9,0,0,2010-11-24,2011-02-02,C117607,週刊少年サンデー
C92594,家内安全,1,0,0,1979-02-11,1979-02-11,C117607,週刊少年サンデー
C92596,彼女がリングにあがったら,2,0,0,1994-04-27,1994-05-04,C117607,週刊少年サンデー
C92601,神のみぞ知るセカイ,272,0,21,2008-04-23,2014-04-23,C117607,週刊少年サンデー
C92602,カミロボ誕生物語,1,0,0,2005-08-10,2005-08-10,C117607,週刊少年サンデー
C92604,がむしゃら,13,1,0,1976-02-01,1976-05-02,C117607,週刊少年サンデー
C92609,仮面豪打丸,10,2,1,1975-10-12,1975-12-14,C117607,週刊少年サンデー
C92612,仮面ライダーBlack,60,3,1,1987-09-23,1988-11-23,C117607,週刊少年サンデー
C92613,からかい上手の,1,0,0,2014-06-11,2014-06-11,C117607,週刊少年サンデー
C92615,からくりサーカス,425,3,22,1997-07-23,2006-06-14,C117607,週刊少年サンデー
C92616,からくりの君,1,0,0,1994-11-09,1994-11-09,C117607,週刊少年サンデー
C92617,カラス The master of GAMES,1,0,0,2002-08-07,2002-08-07,C117607,週刊少年サンデー
C92618,ガラスの脳,1,0,1,1971-02-21,1971-02-21,C117607,週刊少年サンデー
C92619,からっ風教室,1,0,0,1977-01-09,1977-01-09,C117607,週刊少年サンデー
C92620,からっ風野郎,1,0,0,1971-04-04,1971-04-04,C117607,週刊少年サンデー
C92621,空手犬,1,0,0,1992-09-30,1992-09-30,C117607,週刊少年サンデー
C92623,ガリベン,1,0,1,1973-04-22,1973-04-22,C117607,週刊少年サンデー
C92624,川上憲伸物語,1,0,0,1999-04-14,1999-04-14,C117607,週刊少年サンデー
C92625,川口能活物語,1,0,1,2002-01-09,2002-01-09,C117607,週刊少年サンデー
C92626,川島敦志物語,2,0,1,1996-10-16,1996-10-23,C117607,週刊少年サンデー
C92627,川添孝一のJリーグカルチョクラブ,6,0,0,1994-01-19,1994-08-31,C117607,週刊少年サンデー
C92628,ガンダムAGE ～始まりの物語～,2,0,2,2011-10-05,2011-10-12,C117607,週刊少年サンデー
C92629,かん太郎物語,10,0,1,1972-08-20,1972-10-22,C117607,週刊少年サンデー
C92630,関東大震災,1,0,0,1975-09-28,1975-09-28,C117607,週刊少年サンデー
C92633,ガンバ!Fly high,4,0,0,2000-09-27,2000-10-18,C117607,週刊少年サンデー
C92634,カンパイ!次郎長先生,1,0,0,1974-05-12,1974-05-12,C117607,週刊少年サンデー
C92636,ガンバ!!Fly high,305,21,6,1994-06-08,2000-09-20,C117607,週刊少年サンデー
C92637,がんばれ!!アパチャイ君,2,0,0,2002-12-11,2003-01-08,C117607,週刊少年サンデー
C92639,がんばれ元気,242,43,6,1976-05-09,1981-03-18,C117607,週刊少年サンデー
C92640,がんばれ三組!!,1,0,0,1972-02-27,1972-02-27,C117607,週刊少年サンデー
C92641,がんばれロボコン,28,0,0,1974-08-18,1975-04-20,C117607,週刊少年サンデー
C92642,カンフー少年 赤っ鼻の安安,1,0,0,2007-06-06,2007-06-06,C117607,週刊少年サンデー
C92643,樹,1,0,0,1988-12-14,1988-12-14,C117607,週刊少年サンデー
C92644,気合を入れろ!,1,0,0,1991-05-29,1991-05-29,C117607,週刊少年サンデー
C92645,きいてください私の悩み,1,0,0,1973-04-08,1973-04-08,C117607,週刊少年サンデー
C92648,消えた入学式,1,0,1,2013-01-09,2013-01-09,C117607,週刊少年サンデー
C92652,気怪,1,0,0,1985-01-01,1985-01-01,C117607,週刊少年サンデー
C92655,鬼月,1,0,0,2008-02-13,2008-02-13,C117607,週刊少年サンデー
C92657,傷あと,1,1,0,1987-07-29,1987-07-29,C117607,週刊少年サンデー
C92658,己棲虫,1,0,0,2007-01-31,2007-01-31,C117607,週刊少年サンデー
C92661,スタンレーの魔女,1,0,0,1973-11-11,1973-11-11,C117607,週刊少年サンデー
C92662,すっかりれっどぞーん,1,0,0,1987-11-11,1987-11-11,C117607,週刊少年サンデー
C92664,ズッコケ動物記,4,0,0,1971-09-12,1971-10-03,C117607,週刊少年サンデー
C92666,すっとん競,1,0,0,1972-02-27,1972-02-27,C117607,週刊少年サンデー
C92667,ステキに野蛮人,19,2,0,1985-01-09,1985-05-22,C117607,週刊少年サンデー
C92668,ストイコビッチ物語,2,1,0,1996-10-30,1996-11-06,C117607,週刊少年サンデー
C92670,ストレートどまん中,1,0,0,1987-08-05,1987-08-05,C117607,週刊少年サンデー
C92673,ズバ蛮,26,1,2,1971-07-04,1971-12-26,C117607,週刊少年サンデー
C92674,スパルタッコ,1,0,1,1971-01-24,1971-01-24,C117607,週刊少年サンデー
C92678,スピカ,2,0,2,2010-07-21,2013-07-03,C117607,週刊少年サンデー
C92679,スピンナウト,38,2,2,1998-08-12,1999-05-26,C117607,週刊少年サンデー
C92680,西部長屋人別帖,1,0,0,1972-08-27,1972-08-27,C117607,週刊少年サンデー
C92682,セーラー服を纏った教祖様,1,0,1,2012-02-08,2012-02-08,C117607,週刊少年サンデー
C92686,世界最初の列車強盗,1,0,0,1976-07-25,1976-07-25,C117607,週刊少年サンデー
C92696,絶対可憐チルドレン,480,0,34,2004-09-08,2017-04-12,C117607,週刊少年サンデー
C92697,絶体絶命でんぢゃらすじーさん,2,0,1,2004-09-01,2005-04-27,C117607,週刊少年サンデー
C92698,せっちん谷の大決闘,1,0,0,1971-09-19,1971-09-19,C117607,週刊少年サンデー
C92699,銭ゲバ,24,1,1,1970-08-02,1971-02-07,C117607,週刊少年サンデー
C92700,背番号は○(まる),1,0,0,2002-03-27,2002-03-27,C117607,週刊少年サンデー
C92702,ゼフィルス,1,0,1,1971-05-23,1971-05-23,C117607,週刊少年サンデー
C92703,セブンデイズ,1,0,0,1993-08-18,1993-08-18,C117607,週刊少年サンデー
C92704,銀塩少年,2,0,0,2009-10-14,2010-01-13,C117607,週刊少年サンデー
C92705,ゼロ,1,0,0,1974-08-11,1974-08-11,C117607,週刊少年サンデー
C92710,全員留年!2年森組♪,1,0,0,2011-05-11,2011-05-11,C117607,週刊少年サンデー
C92712,鮮血夢想,1,0,0,2008-09-03,2008-09-03,C117607,週刊少年サンデー
C92713,スペース用心棒でござ候。,1,0,0,2006-08-16,2006-08-16,C117607,週刊少年サンデー
C92714,スペオペ宙学,36,9,0,1978-08-20,1979-05-20,C117607,週刊少年サンデー
C92715,スポーツてんこ盛り,114,2,2,1987-09-16,1989-12-13,C117607,週刊少年サンデー
C92716,スポーツマン金太郎,1,0,0,1977-09-25,1977-09-25,C117607,週刊少年サンデー
C92717,スマイルfor美衣,112,6,0,1987-01-10,1989-03-29,C117607,週刊少年サンデー
C92718,すみれとリーゼント,1,0,1,1976-07-18,1976-07-18,C117607,週刊少年サンデー
C92719,すもレス三四郎,1,0,0,1988-02-10,1988-02-10,C117607,週刊少年サンデー
C92720,スリル博士,1,0,0,1977-09-25,1977-09-25,C117607,週刊少年サンデー
C92721,星雲児,57,9,0,1983-01-19,1984-02-29,C117607,週刊少年サンデー
C92723,聖結晶アルバトロス,47,0,5,2006-01-01,2006-12-06,C117607,週刊少年サンデー
C92724,青拳狼,30,4,0,1984-05-30,1985-01-01,C117607,週刊少年サンデー
C92725,青春学園,8,0,0,2009-08-19,2015-09-09,C117607,週刊少年サンデー
C92726,育ってダーリン!!,2,0,0,2002-04-24,2002-05-01,C117607,週刊少年サンデー
C92727,速球屋,16,0,1,1971-05-23,1971-10-17,C117607,週刊少年サンデー
C92728,卒業,1,0,0,1993-03-17,1993-03-17,C117607,週刊少年サンデー
C92729,卒業,2,0,0,1996-02-14,1996-02-21,C117607,週刊少年サンデー
C92730,その気になっても❤,32,1,0,1983-04-06,1983-11-09,C117607,週刊少年サンデー
C92731,その名はミユキ,2,0,1,1970-11-08,1970-11-15,C117607,週刊少年サンデー
C92732,その名もあがろう,30,4,0,1983-01-07,1983-08-03,C117607,週刊少年サンデー
C92733,その道のプロ,1,0,0,1995-10-11,1995-10-11,C117607,週刊少年サンデー
C92734,その風のキャンディ,1,0,0,1971-04-11,1971-04-11,C117607,週刊少年サンデー
C92738,空に羽が…,1,0,1,1997-05-07,1997-05-07,C117607,週刊少年サンデー
C92742,それでも僕は変身する,1,0,1,2012-10-03,2012-10-03,C117607,週刊少年サンデー
C92745,だれよりもはやく…,1,0,0,1985-01-18,1985-01-18,C117607,週刊少年サンデー
C92746,ダレン・シャン,113,0,11,2006-08-23,2009-02-18,C117607,週刊少年サンデー
C92747,タロとはなこ,1,0,0,1971-08-29,1971-08-29,C117607,週刊少年サンデー
C92750,団子が増える…,1,0,1,2013-01-09,2013-01-09,C117607,週刊少年サンデー
C92751,断罪の炎人,1,0,0,2004-10-06,2004-10-06,C117607,週刊少年サンデー
C92754,探偵ジョージのミニミニ大作戦,3,0,0,1988-04-13,1988-04-27,C117607,週刊少年サンデー
C92755,弾道トンネル150,1,0,0,1977-06-05,1977-06-05,C117607,週刊少年サンデー
C92756,ちいさいひと 青葉児童相談所物語,14,0,3,2010-11-03,2012-06-20,C117607,週刊少年サンデー
C92759,チェンジボーイ,1,0,0,2008-03-26,2008-03-26,C117607,週刊少年サンデー
C92760,ちかいの背負い投げ,1,0,0,1971-05-30,1971-05-30,C117607,週刊少年サンデー
C92763,ちからくんスパーク☆,5,0,0,1984-04-25,1984-05-23,C117607,週刊少年サンデー
C92764,青春賭博,22,1,3,1971-04-18,1971-09-12,C117607,週刊少年サンデー
C92765,青春の土,1,0,0,1971-06-06,1971-06-06,C117607,週刊少年サンデー
C92766,青春の河,34,2,0,1977-07-17,1978-03-19,C117607,週刊少年サンデー
C92767,青春ナックル4,17,3,0,1980-01-27,1980-05-25,C117607,週刊少年サンデー
C92768,成層圏戦闘機,1,0,0,1973-08-12,1973-08-12,C117607,週刊少年サンデー
C92773,校門に頬ずり,1,0,0,1985-01-09,1985-01-09,C117607,週刊少年サンデー
C92774,降臨!AKB48神占い,1,0,0,2012-03-28,2012-03-28,C117607,週刊少年サンデー
C92775,声の導火線,1,0,0,1976-08-01,1976-08-01,C117607,週刊少年サンデー
C92776,ゴエモンろっく,11,0,0,1975-10-26,1976-01-04,C117607,週刊少年サンデー
C92777,ごお・うえすと,2,0,0,1983-09-14,1983-09-21,C117607,週刊少年サンデー
C92778,ゴーカイ野郎,6,0,0,1972-09-24,1972-10-29,C117607,週刊少年サンデー
C92779,ゴーゴーえっちゃんのキャスター参るゾ!,35,0,0,1995-03-15,1995-11-22,C117607,週刊少年サンデー
C92780,ゴーストスイーパー美神 極楽大作戦!!,389,13,11,1991-05-08,2013-03-06,C117607,週刊少年サンデー
C92781,ゴーストロジック,1,0,0,2004-04-28,2004-04-28,C117607,週刊少年サンデー
C92782,暗号名はBF,30,0,3,2003-07-09,2004-08-25,C117607,週刊少年サンデー
C92783,ゴールド・ク・ラッシュ’86,1,0,0,1986-06-18,1986-06-18,C117607,週刊少年サンデー
C92784,ゴールの呼び声 武田修宏物語,2,0,1,1993-07-28,1993-08-04,C117607,週刊少年サンデー
C92786,ソワチネ,1,0,0,2010-10-06,2010-10-06,C117607,週刊少年サンデー
C92788,ダーティ・リョーコ,2,0,0,1980-01-01,1980-01-27,C117607,週刊少年サンデー
C92789,ダート特急,5,0,0,1982-11-24,1983-01-01,C117607,週刊少年サンデー
C92794,ダイキチの天下一商店,4,0,1,2002-02-20,2002-03-13,C117607,週刊少年サンデー
C92798,大棟梁,19,0,2,2000-08-23,2001-01-17,C117607,週刊少年サンデー
C92799,タイトル君,11,0,0,1970-11-22,1971-02-14,C117607,週刊少年サンデー
C92801,ダイナマイト ファッカー,1,0,0,1993-07-21,1993-07-21,C117607,週刊少年サンデー
C92802,ダイナマ伊藤!,176,2,0,1999-04-07,2002-11-06,C117607,週刊少年サンデー
C92806,大冒険・ラブ,5,0,0,1972-08-06,1972-09-03,C117607,週刊少年サンデー
C92807,タイマンGP,2,0,0,1995-05-10,1995-05-24,C117607,週刊少年サンデー
C92808,タイムチャンプルー,1,0,0,2006-02-22,2006-02-22,C117607,週刊少年サンデー
C92812,ダイヤモンド・アイ,22,0,0,1973-10-14,1974-03-24,C117607,週刊少年サンデー
