ccid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname
C88334,鴉MAN,16,0,2,2001-05-28,2001-09-17,C119459,週刊少年ジャンプ
C88335,カラテいのち,15,0,1,1978-07-24,1978-10-30,C119459,週刊少年ジャンプ
C88336,空手バカ街へ行く,1,0,0,1999-03-15,1999-03-15,C119459,週刊少年ジャンプ
C88337,空丸くん日本晴れ,1,0,1,1989-03-13,1989-03-13,C119459,週刊少年ジャンプ
C88338,カリキュラろぼちゃード・キーン,1,0,1,1978-01-30,1978-01-30,C119459,週刊少年ジャンプ
C88339,ガリバーくん,1,0,0,1975-04-28,1975-04-28,C119459,週刊少年ジャンプ
C88340,華麗なる応援団,1,0,1,1976-02-02,1976-02-02,C119459,週刊少年ジャンプ
C88341,華麗なるジョージ,1,0,0,1980-06-02,1980-06-02,C119459,週刊少年ジャンプ
C88342,かわいいギャンブラ～,11,0,0,1974-09-30,1975-10-06,C119459,週刊少年ジャンプ
C88343,かんとりいぼうい,1,0,0,1989-05-08,1989-05-08,C119459,週刊少年ジャンプ
C88344,ガントレット,1,0,0,1997-11-03,1997-11-03,C119459,週刊少年ジャンプ
C88345,神撫手,14,0,2,2003-03-24,2004-01-15,C119459,週刊少年ジャンプ
C88348,バンバレカンチャン!!,1,0,0,2014-01-22,2014-01-22,C119459,週刊少年ジャンプ
C88350,カンフー用心棒,1,0,0,1976-11-22,1976-11-22,C119459,週刊少年ジャンプ
C88351,巌流島,1,0,0,1978-01-09,1978-01-09,C119459,週刊少年ジャンプ
C88352,キーガール,20,0,1,1971-04-12,1971-08-23,C119459,週刊少年ジャンプ
C88353,奇怪とんち噺 花咲一休,1,0,1,2010-07-26,2010-07-26,C119459,週刊少年ジャンプ
C88354,奇怪噺 花咲一休,15,0,2,2011-05-16,2011-09-12,C119459,週刊少年ジャンプ
C88355,菊一輪,1,0,0,1983-08-29,1983-08-29,C119459,週刊少年ジャンプ
C88356,岸辺露伴は動かない,3,0,3,1997-07-07,2013-10-28,C119459,週刊少年ジャンプ
C88357,傷だらけの春,1,0,0,1970-12-14,1970-12-14,C119459,週刊少年ジャンプ
C88360,奇跡英雄伝ミラクルリン,2,0,0,2001-01-29,2001-03-19,C119459,週刊少年ジャンプ
C88361,輝石燃ゆる時,1,0,1,1996-10-07,1996-10-07,C119459,週刊少年ジャンプ
C88362,北の海,1,0,1,1975-10-27,1975-10-27,C119459,週刊少年ジャンプ
C88365,キックオフ,97,2,10,1981-10-19,1983-11-28,C119459,週刊少年ジャンプ
C88366,キックスメガミックス,13,0,2,2003-06-23,2003-09-22,C119459,週刊少年ジャンプ
C88367,キックスメガミックス!!,1,0,0,2001-07-02,2001-07-02,C119459,週刊少年ジャンプ
C88368,蹴撃手マモル,32,4,1,1990-07-30,1991-03-18,C119459,週刊少年ジャンプ
C88369,機動球児山田 ～めぐりあい稲木～,2,0,0,2004-07-19,2004-07-26,C119459,週刊少年ジャンプ
C88370,機動球児リベラ ～ベンチがアホやから～,1,0,0,2007-03-12,2007-03-12,C119459,週刊少年ジャンプ
C88371,キノコ島の奇跡,1,0,0,2005-01-08,2005-01-08,C119459,週刊少年ジャンプ
C88372,詭弁学派、四ツ谷先生の怪談。,19,0,3,2009-06-22,2010-07-05,C119459,週刊少年ジャンプ
C88373,気まぐれ❤アーティスト,1,1,0,1980-05-12,1980-05-12,C119459,週刊少年ジャンプ
C88374,きまぐれオレンジ★ロード,157,11,6,1984-03-26,1987-09-28,C119459,週刊少年ジャンプ
C88375,きまってないのにキメマルくん,3,0,0,1979-05-14,1979-12-24,C119459,週刊少年ジャンプ
C88376,君が見た地球,1,0,0,1997-01-29,1997-01-29,C119459,週刊少年ジャンプ
C88379,きもだめし,1,0,0,2003-08-25,2003-08-25,C119459,週刊少年ジャンプ
C88380,キャー番長,1,0,0,1976-07-26,1976-07-26,C119459,週刊少年ジャンプ
C88381,ギャグキャラクターの作り方講座,1,0,0,1990-07-09,1990-07-09,C119459,週刊少年ジャンプ
C88383,ギャグマンガ日和,1,0,0,2007-09-10,2007-09-10,C119459,週刊少年ジャンプ
C88384,ギャグマンガ日和,8,0,4,2005-06-27,2014-05-12,C119459,週刊少年ジャンプ
C88386,キャッツ・アイ CATS・EYE,157,19,12,1981-06-29,1985-01-22,C119459,週刊少年ジャンプ
C88387,きゃつら,1,0,0,1971-11-01,1971-11-01,C119459,週刊少年ジャンプ
C88388,キャディーガール瞬,2,0,0,2005-11-07,2005-11-07,C119459,週刊少年ジャンプ
C88389,キャプテンスペース,1,0,0,1980-09-01,1980-09-01,C119459,週刊少年ジャンプ
C88390,キャプテン翼,363,37,24,1980-05-05,2008-08-18,C119459,週刊少年ジャンプ
C88391,キャプテン翼ワールドユース編,159,9,8,1994-05-30,1997-08-25,C119459,週刊少年ジャンプ
C88392,キャプテン翼＜ワールドユース編＞序ー葵の章ー,5,1,1,1994-04-18,1994-05-23,C119459,週刊少年ジャンプ
C88393,キャプテン,1,0,0,2003-05-05,2003-05-05,C119459,週刊少年ジャンプ
C88394,キャプテンはだれだ!?,1,0,0,1973-05-21,1973-05-21,C119459,週刊少年ジャンプ
C88397,ギャルがライバル!!,37,2,3,1981-07-27,1982-04-19,C119459,週刊少年ジャンプ
C88398,ギャグエイジ,1,0,1,1997-06-30,1997-06-30,C119459,週刊少年ジャンプ
C88399,ギャンブルキッド,1,0,0,1976-06-14,1976-06-14,C119459,週刊少年ジャンプ
C88400,究極!!変態仮面,54,5,3,1992-04-06,1993-11-01,C119459,週刊少年ジャンプ
C88401,吸血の夜,1,0,0,1979-12-10,1979-12-10,C119459,週刊少年ジャンプ
C88402,球春ING,1,0,0,1980-12-22,1980-12-22,C119459,週刊少年ジャンプ
C88406,競技ダンス部へようこそ,1,0,1,2011-11-07,2011-11-07,C119459,週刊少年ジャンプ
C88407,兄弟仁義,1,0,0,2004-05-24,2004-05-24,C119459,週刊少年ジャンプ
C88409,恐怖のビーチ,1,0,0,2003-08-25,2003-08-25,C119459,週刊少年ジャンプ
C88410,恐竜大紀行,12,1,1,1988-11-28,1989-03-06,C119459,週刊少年ジャンプ
C88411,局長近藤勇,1,0,0,1972-05-15,1972-05-15,C119459,週刊少年ジャンプ
C88413,巨人たちの伝説,7,0,1,1977-10-17,1977-11-28,C119459,週刊少年ジャンプ
C88414,巨人のベン,1,0,0,1971-08-16,1971-08-16,C119459,週刊少年ジャンプ
C88415,清丸参上!,1,0,0,1974-01-14,1974-01-14,C119459,週刊少年ジャンプ
C88416,キラーBOY,16,1,1,1984-06-25,1984-10-08,C119459,週刊少年ジャンプ
C88417,キララ,15,2,1,1986-11-03,1987-02-23,C119459,週刊少年ジャンプ
C88418,切りさかれた青春,15,0,0,1970-11-16,1971-03-08,C119459,週刊少年ジャンプ
C88419,霧にむせぶ夜,1,0,0,1973-07-30,1973-07-30,C119459,週刊少年ジャンプ
C88420,桐野佐亜子と仲間たち,2,0,1,2004-04-19,2004-04-26,C119459,週刊少年ジャンプ
C88421,霧の柩,1,1,0,1978-05-01,1978-05-01,C119459,週刊少年ジャンプ
C88422,切法師,20,0,3,2004-09-06,2005-10-17,C119459,週刊少年ジャンプ
C88423,きりん ～The Last Unicon～,20,3,1,1997-09-22,1998-02-16,C119459,週刊少年ジャンプ
C88424,銀牙 -流れ星 銀-,164,21,6,1983-11-28,1987-03-09,C119459,週刊少年ジャンプ
C88425,銀河パトロール ジャコ,11,0,1,2013-07-29,2013-10-14,C119459,週刊少年ジャンプ
C88426,銀魂,655,1,65,2004-01-08,2017-07-31,C119459,週刊少年ジャンプ
C88427,キン肉マン,400,72,22,1979-04-02,2008-06-30,C119459,週刊少年ジャンプ
C88428,金のオノ,1,0,0,1982-04-26,1982-04-26,C119459,週刊少年ジャンプ
C88429,金メダル・ウォーズ!!,1,0,0,1992-08-03,1992-08-03,C119459,週刊少年ジャンプ
C88430,金メダル田口キック,1,0,0,1972-10-23,1972-10-23,C119459,週刊少年ジャンプ
C88433,くおん…,11,1,1,1986-09-29,1986-12-15,C119459,週刊少年ジャンプ
C88435,グズ六行進曲,24,0,0,1971-04-26,1972-01-10,C119459,週刊少年ジャンプ
C88436,クソッタレだぜェ!!,1,0,0,1987-12-07,1987-12-07,C119459,週刊少年ジャンプ
C88437,くそ坊主ガン鉄,9,0,0,1972-06-19,1972-08-21,C119459,週刊少年ジャンプ
C88438,クソロボ,1,0,0,2008-12-08,2008-12-08,C119459,週刊少年ジャンプ
C88440,グッドボール,1,0,0,2001-06-18,2001-06-18,C119459,週刊少年ジャンプ
C88441,クライシスダイバー,12,2,1,1990-06-11,1990-08-27,C119459,週刊少年ジャンプ
C88442,クライム・スイーパー,15,0,0,1973-06-11,1973-09-17,C119459,週刊少年ジャンプ
C88443,クライムスイパー第2部ピンク!パンチ!雅,9,0,0,1974-01-28,1974-04-22,C119459,週刊少年ジャンプ
C88444,くらげ中二,6,0,0,2000-05-22,2001-04-02,C119459,週刊少年ジャンプ
C88445,クラッシュヒーロー,1,0,0,1982-10-11,1982-10-11,C119459,週刊少年ジャンプ
C88446,グラナダ -究極科学探検隊-,13,0,1,2003-01-01,2003-03-31,C119459,週刊少年ジャンプ
C88448,暗闇にドッキリ,1,0,0,2002-10-07,2002-10-07,C119459,週刊少年ジャンプ
C88449,暗闇をぶっとばせ!,13,1,1,1994-01-08,1994-04-04,C119459,週刊少年ジャンプ
C88450,グラン・バガン,11,0,2,2001-10-08,2002-01-01,C119459,週刊少年ジャンプ
C88451,クリーチャーズ,1,0,0,1997-10-06,1997-10-06,C119459,週刊少年ジャンプ
C88452,クリスマスプレゼント,1,0,1,1993-01-15,1993-01-15,C119459,週刊少年ジャンプ
C88453,グルメ学園トリコ,1,0,0,2010-11-15,2010-11-15,C119459,週刊少年ジャンプ
C88454,クレイジーハリー,2,0,0,1980-05-12,1980-08-18,C119459,週刊少年ジャンプ
C88457,酒呑☆ドージ,16,3,1,1989-09-11,1990-07-09,C119459,週刊少年ジャンプ
C88458,朱魔罹,1,0,0,1992-03-16,1992-03-16,C119459,週刊少年ジャンプ
C88459,しゅるるるシュールマン,5,0,0,2002-04-08,2002-07-08,C119459,週刊少年ジャンプ
C88460,ジュン JUN,10,2,1,1982-08-02,1982-10-04,C119459,週刊少年ジャンプ
C88461,瞬間×ヒロイズム,1,0,1,2010-08-02,2010-08-02,C119459,週刊少年ジャンプ
C88462,純情パイン,14,0,2,2000-06-19,2001-02-12,C119459,週刊少年ジャンプ
C88463,正月休みと仲間たち,1,0,0,1979-01-15,1979-01-15,C119459,週刊少年ジャンプ
C88464,笑撃コネクション,1,0,0,1980-05-19,1980-05-19,C119459,週刊少年ジャンプ
C88465,笑撃ボンバー,1,0,0,1980-08-25,1980-08-25,C119459,週刊少年ジャンプ
C88466,照元法師絵伝,1,0,0,1999-06-21,1999-06-21,C119459,週刊少年ジャンプ
C88467,少ジャンの良くん,1,0,0,1985-05-13,1985-05-13,C119459,週刊少年ジャンプ
C88468,少女の季節 -サマードリーム-,1,0,1,1992-09-14,1992-09-14,C119459,週刊少年ジャンプ
C88472,翔と大地,31,2,3,1982-08-09,1983-03-21,C119459,週刊少年ジャンプ
C88475,少年守護神,12,0,3,2003-03-03,2004-06-21,C119459,週刊少年ジャンプ
C88476,少年エスパーねじめ,21,0,2,2001-10-29,2002-07-29,C119459,週刊少年ジャンプ
C88477,少年の国,27,0,2,1972-05-01,1972-11-27,C119459,週刊少年ジャンプ
C88478,少年探偵Q,15,1,2,1998-02-23,1998-06-08,C119459,週刊少年ジャンプ
C88479,少年疾駆,15,0,2,2010-05-24,2010-09-06,C119459,週刊少年ジャンプ
C88480,少年たちのいた夏 ～Melody of Jenny～,2,0,0,1995-06-26,1995-07-03,C119459,週刊少年ジャンプ
C88481,少年は青春が好きだった,1,0,0,1982-05-24,1982-05-24,C119459,週刊少年ジャンプ
C88482,翔の伝説,25,4,3,1988-09-05,1989-03-13,C119459,週刊少年ジャンプ
C88483,勝負,1,0,0,1971-12-06,1971-12-06,C119459,週刊少年ジャンプ
C88484,勝負!! -熱き青春の戦い-,1,0,0,1991-04-08,1991-04-08,C119459,週刊少年ジャンプ
C88485,ショーアップハイスクール,12,1,1,1980-01-21,1980-10-13,C119459,週刊少年ジャンプ
C88486,ショートGAG劇場,1,0,0,1993-01-25,1993-01-25,C119459,週刊少年ジャンプ
C88487,ショーリ!!,13,1,1,1985-09-16,1985-12-09,C119459,週刊少年ジャンプ
C88488,職業兇手,1,0,1,1993-01-25,1993-01-25,C119459,週刊少年ジャンプ
C88489,食戟のソーマ,229,0,56,2012-12-10,2017-07-31,C119459,週刊少年ジャンプ
C88490,女子高教師,1,0,0,1980-11-24,1980-11-24,C119459,週刊少年ジャンプ
C88491,ジョジョの奇妙な冒険,594,37,29,1987-01-01,2001-03-19,C119459,週刊少年ジャンプ
C88492,ジョジョの奇妙な冒険 Part6 ストーンオーシャン,154,0,9,2000-01-01,2003-04-21,C119459,週刊少年ジャンプ
C88493,女族ふろとかげ,1,0,0,1976-03-29,1976-03-29,C119459,週刊少年ジャンプ
C88495,ショットＩＮらぶ,1,0,0,1980-03-31,1980-03-31,C119459,週刊少年ジャンプ
C88496,ショルダータックル ヤスザキマン,1,0,1,2007-05-14,2007-05-14,C119459,週刊少年ジャンプ
C88498,私立極道高校,42,5,4,1979-04-23,1980-03-17,C119459,週刊少年ジャンプ
C88499,私立ポセイドン学園高等部,18,0,1,2008-01-21,2008-05-26,C119459,週刊少年ジャンプ
C88500,白い夏の日,1,1,0,1975-03-17,1975-03-17,C119459,週刊少年ジャンプ
C88501,白い白馬から落馬,2,0,0,2002-07-15,2003-08-11,C119459,週刊少年ジャンプ
C88502,白い狩人,11,1,0,1977-08-01,1977-10-10,C119459,週刊少年ジャンプ
C88503,しろくろ,1,0,0,2003-04-07,2003-04-07,C119459,週刊少年ジャンプ
C88504,新・沖田はつらいよ ～空次郎サラダ記念日～,1,0,1,2006-03-06,2006-03-06,C119459,週刊少年ジャンプ
C88505,身海魚 SHINKAIGYO,10,0,2,1999-01-01,1999-03-01,C119459,週刊少年ジャンプ
C88506,すいか割り日記,1,0,0,2003-08-25,2003-08-25,C119459,週刊少年ジャンプ
C88507,ずうずうしい奴,11,0,0,1971-11-29,1972-02-07,C119459,週刊少年ジャンプ
C88508,スーパー巨人,18,2,3,1980-06-02,1980-09-29,C119459,週刊少年ジャンプ
C88510,スーパータヌキマン,1,1,0,1976-03-08,1976-03-08,C119459,週刊少年ジャンプ
C88513,スーパーマシーンRUN,12,2,1,1988-10-31,1989-05-22,C119459,週刊少年ジャンプ
C88514,スーパーメテオ,1,0,0,2004-11-29,2004-11-29,C119459,週刊少年ジャンプ
C88515,超人間ロクロー,1,0,0,1985-01-01,1985-01-01,C119459,週刊少年ジャンプ
C88516,スーファミパパ,1,0,0,1992-01-20,1992-01-20,C119459,週刊少年ジャンプ
C88517,スカイイーグル,12,1,1,1979-05-07,1979-07-23,C119459,週刊少年ジャンプ
C88518,スカルジャッカー,1,0,1,2000-04-17,2000-04-17,C119459,週刊少年ジャンプ
C88519,スキ?こういうの,2,0,0,1976-11-01,1977-01-31,C119459,週刊少年ジャンプ
C88520,すきやき,1,0,0,1973-01-29,1973-01-29,C119459,週刊少年ジャンプ
C88521,スキャンドール,36,2,3,1983-01-08,1983-09-12,C119459,週刊少年ジャンプ
C88522,スクールバトル'94 ～メガネVS天然～,1,0,0,2004-11-29,2004-11-29,C119459,週刊少年ジャンプ
C88523,スクラップ,1,0,0,1971-08-30,1971-08-30,C119459,週刊少年ジャンプ
C88524,スクラップ・スティック物語,1,1,0,1983-03-21,1983-03-21,C119459,週刊少年ジャンプ
C88525,スクラム SCRUM,11,1,1,1982-01-01,1982-03-15,C119459,週刊少年ジャンプ
C88526,スケ番あらし,27,2,1,1974-08-12,1975-10-20,C119459,週刊少年ジャンプ
C88528,スゴばあちゃん,2,0,0,1973-05-28,1973-07-23,C119459,週刊少年ジャンプ
C88529,すすめ!!パイレーツ,150,33,8,1977-08-22,1980-11-17,C119459,週刊少年ジャンプ
C88530,進め!フィンガー5,1,0,0,1974-05-06,1974-05-06,C119459,週刊少年ジャンプ
C88531,ST＆RS -スターズ-,40,0,4,2011-07-18,2012-04-30,C119459,週刊少年ジャンプ
C88532,スター誕生!,1,0,0,1975-06-09,1975-06-09,C119459,週刊少年ジャンプ
C88533,スタートラブルスペコマE-1,1,0,0,1981-01-12,1981-01-12,C119459,週刊少年ジャンプ
C88534,スタア爆発,19,2,1,1987-01-08,1987-05-11,C119459,週刊少年ジャンプ
C88535,スター坊主テニスコートの逆襲,1,0,0,1980-09-01,1980-09-01,C119459,週刊少年ジャンプ
C88536,スタジオHELP,13,1,0,1979-01-15,1979-04-23,C119459,週刊少年ジャンプ
C88537,スチャラカ地下旅物語,1,0,0,1978-09-04,1978-09-04,C119459,週刊少年ジャンプ
C88540,すっとび石松,1,0,0,1977-01-31,1977-01-31,C119459,週刊少年ジャンプ
C88542,すでに真剣!,1,0,0,1998-11-16,1998-11-16,C119459,週刊少年ジャンプ
C88543,ステルス交境曲,22,0,2,2014-03-10,2014-07-28,C119459,週刊少年ジャンプ
C88549,ストップ!!ひばりくん,61,9,4,1981-10-19,1983-11-28,C119459,週刊少年ジャンプ
C88550,ストライカー義経,1,0,1,2004-11-22,2004-11-22,C119459,週刊少年ジャンプ
C88551,FW陣! ー蹴球伝ーフィールドの狼,17,0,1,1999-03-08,1999-07-05,C119459,週刊少年ジャンプ
C88552,スパイクNO.1,12,0,0,1972-12-18,1973-03-05,C119459,週刊少年ジャンプ
C88553,昴 -すばる-,1,1,0,1983-02-28,1983-02-28,C119459,週刊少年ジャンプ
C88554,スパルタ快男児,1,0,0,1971-12-06,1971-12-06,C119459,週刊少年ジャンプ
C88557,スペース・エンジェル,1,1,0,1982-04-05,1982-04-05,C119459,週刊少年ジャンプ
C88558,スベルヲイトワズ,1,0,1,2005-01-22,2005-01-22,C119459,週刊少年ジャンプ
C88559,スポットライト,1,0,0,1993-08-16,1993-08-16,C119459,週刊少年ジャンプ
C88560,スマッシュ・ケン,1,0,0,1977-01-24,1977-01-24,C119459,週刊少年ジャンプ
C88561,スマッシングショーネン!,1,0,1,2005-09-05,2005-09-05,C119459,週刊少年ジャンプ
C88562,スマホで漫画を読もうのまんが,1,1,0,2013-08-12,2013-08-12,C119459,週刊少年ジャンプ
C88563,スモーキーB.B.,15,0,2,2013-06-10,2013-09-23,C119459,週刊少年ジャンプ
C88564,スモークマン,1,0,0,1977-01-31,1977-01-31,C119459,週刊少年ジャンプ
C88565,すもも,10,1,1,1985-05-20,1985-07-22,C119459,週刊少年ジャンプ
C88566,スラッガーベン,1,0,0,1982-07-12,1982-07-12,C119459,週刊少年ジャンプ
C88567,スラッガー平塚,1,0,0,2003-08-25,2003-08-25,C119459,週刊少年ジャンプ
C88569,スレンダー,1,0,0,2003-07-14,2003-07-14,C119459,週刊少年ジャンプ
C88570,ズンバラビン,3,0,0,1970-12-14,1971-11-08,C119459,週刊少年ジャンプ
C88571,世紀末教習所,1,0,0,2000-10-16,2000-10-16,C119459,週刊少年ジャンプ
C88572,世紀末リーダー伝たけし!,238,2,24,1997-07-28,2002-08-26,C119459,週刊少年ジャンプ
C88573,世紀末リーダー外伝たけし!,3,0,0,1997-01-16,1997-02-24,C119459,週刊少年ジャンプ
C88574,青春忍伝!毒河童,1,0,0,2002-09-09,2002-09-09,C119459,週刊少年ジャンプ
C88575,青春120％,1,0,0,1981-02-09,1981-02-09,C119459,週刊少年ジャンプ
C88576,青春最前線,4,0,0,1971-09-06,1971-09-27,C119459,週刊少年ジャンプ
C88577,征次郎の道,1,0,0,2005-02-14,2005-02-14,C119459,週刊少年ジャンプ
C88579,セイテン大帝,1,0,0,2004-10-25,2004-10-25,C119459,週刊少年ジャンプ
C88580,聖なるものども,1,0,0,1972-02-21,1972-02-21,C119459,週刊少年ジャンプ
C88581,征服者ジャパッシュ,26,0,0,1971-05-10,1971-10-25,C119459,週刊少年ジャンプ
C88582,ぐれいとパンプキン,1,0,0,1980-12-29,1980-12-29,C119459,週刊少年ジャンプ
C88583,グレイトパンプキン,1,0,0,1981-03-23,1981-03-23,C119459,週刊少年ジャンプ
C88584,クレージーレース ぼくの弟は怪人,1,0,0,1976-07-05,1976-07-05,C119459,週刊少年ジャンプ
C88586,グレ桃太郎,1,0,0,2004-02-16,2004-02-16,C119459,週刊少年ジャンプ
C88587,黒鉄-クロガネ-,1,0,1,2010-12-20,2010-12-20,C119459,週刊少年ジャンプ
C88588,クロガネ,69,0,10,2011-09-19,2013-02-11,C119459,週刊少年ジャンプ
C88589,クロガネ,1,0,1,2008-09-22,2008-09-22,C119459,週刊少年ジャンプ
C88590,黒き妖のゴゴゴ,1,0,1,2014-04-28,2014-04-28,C119459,週刊少年ジャンプ
C88591,黒き鷹,10,3,4,1979-08-13,1979-10-15,C119459,週刊少年ジャンプ
C88592,クロクロク,18,0,3,2013-01-22,2013-12-09,C119459,週刊少年ジャンプ
C88593,黒子のバスケ,284,0,60,2009-01-08,2016-01-15,C119459,週刊少年ジャンプ
C88594,黒獅子魂,1,0,0,1978-09-11,1978-09-11,C119459,週刊少年ジャンプ
C88595,Xコネクション,1,0,0,1995-05-01,1995-05-01,C119459,週刊少年ジャンプ
C88596,クロス・マネジ,43,0,3,2012-05-07,2013-08-05,C119459,週刊少年ジャンプ
C88597,クロノマンション,1,0,1,2010-08-09,2010-08-09,C119459,週刊少年ジャンプ
C88598,黒ヒゲクライシス,1,0,0,1988-09-19,1988-09-19,C119459,週刊少年ジャンプ
C88600,黒梟,1,0,1,2008-01-21,2008-01-21,C119459,週刊少年ジャンプ
C88601,黒部秘境物語破砕帯をぬけ,6,0,1,1982-12-06,1983-01-24,C119459,週刊少年ジャンプ
C88603,黒蜜様参る!,1,0,1,2009-06-29,2009-06-29,C119459,週刊少年ジャンプ
C88604,ケイゴとタダノブ,1,0,0,2003-08-25,2003-08-25,C119459,週刊少年ジャンプ
C88605,警察犬物語 警視庁・鑑識課雨野しげお奮闘記,47,2,2,1978-05-22,1979-10-08,C119459,週刊少年ジャンプ
C88606,刑事シゲさん,1,0,0,2010-10-18,2010-10-18,C119459,週刊少年ジャンプ
C88608,恵太二人,1,0,0,1993-03-08,1993-03-08,C119459,週刊少年ジャンプ
C88609,G人道!!,1,0,1,2012-11-26,2012-11-26,C119459,週刊少年ジャンプ
C88610,G人道!!SPお年玉プレゼント道場破り!!,1,0,0,2012-01-22,2012-01-22,C119459,週刊少年ジャンプ
C88611,激辛!カレー王子,3,0,1,2013-01-01,2014-10-20,C119459,週刊少年ジャンプ
C88612,激!極虎一家,111,7,7,1980-09-01,1982-10-18,C119459,週刊少年ジャンプ
C88613,『劇場版NARUTO-ナルト-疾風伝』試写に突撃だってばよ!!,1,0,0,2009-08-10,2009-08-10,C119459,週刊少年ジャンプ
C88615,劇団!インプロビゼーション,1,0,0,2008-11-24,2008-11-24,C119459,週刊少年ジャンプ
C88617,月華美人,1,0,1,2000-12-04,2000-12-04,C119459,週刊少年ジャンプ
C88619,月・水・金はスイミング,1,0,1,2011-02-21,2011-02-21,C119459,週刊少年ジャンプ
C88620,結成!?ジャンプ海賊団!!,1,1,0,2003-05-12,2003-05-12,C119459,週刊少年ジャンプ
C88622,血風学級怪,1,0,1,2009-05-04,2009-05-04,C119459,週刊少年ジャンプ
C88623,外道,1,0,0,1997-01-10,1997-01-10,C119459,週刊少年ジャンプ
C88624,ケルベロスッ,1,0,1,2011-10-31,2011-10-31,C119459,週刊少年ジャンプ
C88626,けんか村の茂,1,0,0,1971-10-18,1971-10-18,C119459,週刊少年ジャンプ
C88627,剣客渋井柿之介,13,1,1,1989-03-27,1989-11-06,C119459,週刊少年ジャンプ
C88628,剣客ひょっこり厄三郎,1,0,1,2000-11-27,2000-11-27,C119459,週刊少年ジャンプ
C88629,元気やでっ,10,0,1,1995-03-20,1995-05-29,C119459,週刊少年ジャンプ
C88630,拳侠闘士フィストマン,1,0,1,1998-08-24,1998-08-24,C119459,週刊少年ジャンプ
C88631,犬士ヒムカ,1,0,0,2001-04-02,2001-04-02,C119459,週刊少年ジャンプ
C88632,原色超人PAINT MAN,11,2,1,1993-03-22,1993-06-07,C119459,週刊少年ジャンプ
C88634,現存!古代生物史パッキー,24,0,3,2011-11-28,2012-05-21,C119459,週刊少年ジャンプ
C88637,拳闘王 ゴッドフェニックス順平,1,0,0,1991-01-28,1991-01-28,C119459,週刊少年ジャンプ
C88638,剣之介さま,1,0,1,1987-08-31,1987-08-31,C119459,週刊少年ジャンプ
C88639,現約聖書,33,0,0,1970-10-05,1971-05-31,C119459,週刊少年ジャンプ
C88640,県立海空高校野球部員山下たろーくん,178,17,8,1986-10-13,1990-07-23,C119459,週刊少年ジャンプ
C88641,恋するエジソン,37,0,3,2012-04-16,2013-08-12,C119459,週刊少年ジャンプ
C88642,恋するチーク・ドッグ,1,1,0,1982-04-26,1982-04-26,C119459,週刊少年ジャンプ
C88643,恋染紅葉,1,0,1,2012-05-21,2012-05-21,C119459,週刊少年ジャンプ
C88644,恋染紅葉,28,0,4,2012-02-13,2012-12-03,C119459,週刊少年ジャンプ
C88645,恋の神様,1,0,1,2007-04-30,2007-04-30,C119459,週刊少年ジャンプ
C88646,恋のキューピッド 焼野原塵,22,0,4,2012-08-27,2014-03-03,C119459,週刊少年ジャンプ
C88647,恋人ください,1,0,0,1977-10-03,1977-10-03,C119459,週刊少年ジャンプ
C88648,公害坊や,1,0,0,1971-03-15,1971-03-15,C119459,週刊少年ジャンプ
C88649,高校教師,1,0,0,1974-08-26,1974-08-26,C119459,週刊少年ジャンプ
C88650,孔子暗黒伝,10,0,0,1977-12-12,1978-02-27,C119459,週刊少年ジャンプ
C88651,紅紫炎・ダンディ,1,1,0,1979-04-30,1979-04-30,C119459,週刊少年ジャンプ
C88653,甲子園の狼,4,0,0,1981-08-17,1981-09-07,C119459,週刊少年ジャンプ
C88654,甲子園,1,0,0,2009-08-31,2009-08-31,C119459,週刊少年ジャンプ
C88655,攻・守 -KOSHU- MY FRIEND/OUR DREAM,2,0,1,1998-05-25,1998-06-01,C119459,週刊少年ジャンプ
C88657,光太郎光太郎,1,0,0,1980-06-30,1980-06-30,C119459,週刊少年ジャンプ
C88658,氷の国のナターシャ NATASSIA,1,0,1,1988-03-07,1988-03-07,C119459,週刊少年ジャンプ
C88659,氷姫奇譚,1,0,1,2006-01-20,2006-01-20,C119459,週刊少年ジャンプ
C88660,ゴールデンシュート鳥越,1,0,0,2003-06-09,2003-06-09,C119459,週刊少年ジャンプ
C88662,こがねいろ,3,0,1,2012-06-18,2012-07-02,C119459,週刊少年ジャンプ
C88663,刻魔師 麗,1,0,1,1996-08-19,1996-08-19,C119459,週刊少年ジャンプ
C88664,心,1,0,0,1970-08-31,1970-08-31,C119459,週刊少年ジャンプ
C88665,心の求道者-史上最強のカラテ家 アンディ・フグ物語-,1,0,0,1995-01-01,1995-01-01,C119459,週刊少年ジャンプ
C88666,子鹿ちゃん,1,0,0,1975-06-09,1975-06-09,C119459,週刊少年ジャンプ
C88667,こじろう,1,0,0,1971-03-01,1971-03-01,C119459,週刊少年ジャンプ
C88668,コスモ・エンド,13,1,1,1982-05-03,1982-07-26,C119459,週刊少年ジャンプ
C88669,コスモスストライカー,13,2,1,1988-01-01,1988-03-21,C119459,週刊少年ジャンプ
C88670,湖賊,1,0,0,2004-11-01,2004-11-01,C119459,週刊少年ジャンプ
C88672,こたんころかむい,1,0,0,1998-02-02,1998-02-02,C119459,週刊少年ジャンプ
C88675,こちら葛飾区亀有公園前派出所,1968,71,124,1976-07-19,2016-10-03,C119459,週刊少年ジャンプ
