miid,miname,mcid,mcname,date,price
M579079,週刊少年サンデー 1974年 表示号数39,C117607,週刊少年サンデー,1974-09-22,130.0
M537261,週刊少年マガジン 1974年 表示号数39,C119033,週刊少年マガジン,1974-09-22,130.0
M544595,週刊少年ジャンプ 1974年 表示号数39,C119459,週刊少年ジャンプ,1974-09-23,130.0
M558065,週刊少年チャンピオン 1974年 表示号数40,C120282,週刊少年チャンピオン,1974-09-23,130.0
M579078,週刊少年サンデー 1974年 表示号数40,C117607,週刊少年サンデー,1974-09-29,130.0
M537260,週刊少年マガジン 1974年 表示号数40,C119033,週刊少年マガジン,1974-09-29,130.0
M544594,週刊少年ジャンプ 1974年 表示号数40,C119459,週刊少年ジャンプ,1974-09-30,130.0
M558064,週刊少年チャンピオン 1974年 表示号数41,C120282,週刊少年チャンピオン,1974-09-30,130.0
M579077,週刊少年サンデー 1974年 表示号数41,C117607,週刊少年サンデー,1974-10-06,130.0
M537259,週刊少年マガジン 1974年 表示号数41,C119033,週刊少年マガジン,1974-10-06,130.0
M544593,週刊少年ジャンプ 1974年 表示号数41,C119459,週刊少年ジャンプ,1974-10-07,130.0
M558063,週刊少年チャンピオン 1974年 表示号数42,C120282,週刊少年チャンピオン,1974-10-07,130.0
M579076,週刊少年サンデー 1974年 表示号数42,C117607,週刊少年サンデー,1974-10-13,130.0
M537258,週刊少年マガジン 1974年 表示号数42,C119033,週刊少年マガジン,1974-10-13,130.0
M544592,週刊少年ジャンプ 1974年 表示号数42,C119459,週刊少年ジャンプ,1974-10-14,130.0
M558062,週刊少年チャンピオン 1974年 表示号数43,C120282,週刊少年チャンピオン,1974-10-14,130.0
M579075,週刊少年サンデー 1974年 表示号数43,C117607,週刊少年サンデー,1974-10-20,130.0
M537257,週刊少年マガジン 1974年 表示号数43,C119033,週刊少年マガジン,1974-10-20,130.0
M544591,週刊少年ジャンプ 1974年 表示号数43,C119459,週刊少年ジャンプ,1974-10-21,130.0
M558061,週刊少年チャンピオン 1974年 表示号数44,C120282,週刊少年チャンピオン,1974-10-21,130.0
M579074,週刊少年サンデー 1974年 表示号数44,C117607,週刊少年サンデー,1974-10-27,130.0
M537256,週刊少年マガジン 1974年 表示号数44,C119033,週刊少年マガジン,1974-10-27,130.0
M544590,週刊少年ジャンプ 1974年 表示号数44,C119459,週刊少年ジャンプ,1974-10-28,130.0
M558060,週刊少年チャンピオン 1974年 表示号数45,C120282,週刊少年チャンピオン,1974-10-28,130.0
M579073,週刊少年サンデー 1974年 表示号数45,C117607,週刊少年サンデー,1974-11-03,130.0
M537255,週刊少年マガジン 1974年 表示号数45,C119033,週刊少年マガジン,1974-11-03,130.0
M544589,週刊少年ジャンプ 1974年 表示号数45,C119459,週刊少年ジャンプ,1974-11-04,130.0
M558059,週刊少年チャンピオン 1974年 表示号数46,C120282,週刊少年チャンピオン,1974-11-04,130.0
M579072,週刊少年サンデー 1974年 表示号数46,C117607,週刊少年サンデー,1974-11-10,130.0
M537254,週刊少年マガジン 1974年 表示号数46,C119033,週刊少年マガジン,1974-11-10,130.0
M544588,週刊少年ジャンプ 1974年 表示号数46,C119459,週刊少年ジャンプ,1974-11-11,130.0
M558058,週刊少年チャンピオン 1974年 表示号数47,C120282,週刊少年チャンピオン,1974-11-11,130.0
M579071,週刊少年サンデー 1974年 表示号数47,C117607,週刊少年サンデー,1974-11-17,130.0
M537253,週刊少年マガジン 1974年 表示号数47,C119033,週刊少年マガジン,1974-11-17,130.0
M544586,週刊少年ジャンプ 1974年 表示号数47,C119459,週刊少年ジャンプ,1974-11-18,130.0
M558057,週刊少年チャンピオン 1974年 表示号数48,C120282,週刊少年チャンピオン,1974-11-18,130.0
M579070,週刊少年サンデー 1974年 表示号数48,C117607,週刊少年サンデー,1974-11-24,130.0
M537252,週刊少年マガジン 1974年 表示号数48,C119033,週刊少年マガジン,1974-11-24,130.0
M544585,週刊少年ジャンプ 1974年 表示号数48,C119459,週刊少年ジャンプ,1974-11-25,130.0
M558056,週刊少年チャンピオン 1974年 表示号数49,C120282,週刊少年チャンピオン,1974-11-25,130.0
M579069,週刊少年サンデー 1974年 表示号数49,C117607,週刊少年サンデー,1974-12-01,130.0
M537251,週刊少年マガジン 1974年 表示号数49,C119033,週刊少年マガジン,1974-12-01,130.0
M544584,週刊少年ジャンプ 1974年 表示号数49,C119459,週刊少年ジャンプ,1974-12-02,130.0
M558055,週刊少年チャンピオン 1974年 表示号数50,C120282,週刊少年チャンピオン,1974-12-02,130.0
M579068,週刊少年サンデー 1974年 表示号数50,C117607,週刊少年サンデー,1974-12-08,130.0
M537250,週刊少年マガジン 1974年 表示号数50,C119033,週刊少年マガジン,1974-12-08,130.0
M544583,週刊少年ジャンプ 1974年 表示号数50,C119459,週刊少年ジャンプ,1974-12-09,130.0
M558054,週刊少年チャンピオン 1974年 表示号数51,C120282,週刊少年チャンピオン,1974-12-09,130.0
M579067,週刊少年サンデー 1974年 表示号数51,C117607,週刊少年サンデー,1974-12-15,130.0
M537249,週刊少年マガジン 1974年 表示号数51,C119033,週刊少年マガジン,1974-12-15,130.0
M544582,週刊少年ジャンプ 1974年 表示号数51,C119459,週刊少年ジャンプ,1974-12-16,130.0
M558053,週刊少年チャンピオン 1974年 表示号数52,C120282,週刊少年チャンピオン,1974-12-16,130.0
M579066,週刊少年サンデー 1974年 表示号数52,C117607,週刊少年サンデー,1974-12-22,130.0
M537248,週刊少年マガジン 1974年 表示号数52,C119033,週刊少年マガジン,1974-12-22,130.0
M544581,週刊少年ジャンプ 1974年 表示号数52,C119459,週刊少年ジャンプ,1974-12-23,130.0
M558052,週刊少年チャンピオン 1974年 表示号数53,C120282,週刊少年チャンピオン,1974-12-23,130.0
M579065,週刊少年サンデー 1974年 表示号数53,C117607,週刊少年サンデー,1974-12-29,130.0
M537247,週刊少年マガジン 1974年 表示号数53,C119033,週刊少年マガジン,1974-12-29,130.0
M544580,週刊少年ジャンプ 1974年 表示号数53,C119459,週刊少年ジャンプ,1974-12-30,130.0
M558051,週刊少年チャンピオン 1975年 表示号数1,C120282,週刊少年チャンピオン,1975-01-01,130.0
M579064,週刊少年サンデー 1975年 表示号数1,C117607,週刊少年サンデー,1975-01-05,130.0
M537246,週刊少年マガジン 1975年 表示号数1,C119033,週刊少年マガジン,1975-01-05,130.0
M544579,週刊少年ジャンプ 1975年 表示号数1,C119459,週刊少年ジャンプ,1975-01-06,130.0
M558050,週刊少年チャンピオン 1975年 表示号数2,C120282,週刊少年チャンピオン,1975-01-06,130.0
M579063,週刊少年サンデー 1975年 表示号数2,C117607,週刊少年サンデー,1975-01-12,130.0
M537245,週刊少年マガジン 1975年 表示号数2,C119033,週刊少年マガジン,1975-01-12,130.0
M544578,週刊少年ジャンプ 1975年 表示号数2,C119459,週刊少年ジャンプ,1975-01-13,130.0
M558049,週刊少年チャンピオン 1975年 表示号数3,C120282,週刊少年チャンピオン,1975-01-13,130.0
M579062,週刊少年サンデー 1975年 表示号数3,C117607,週刊少年サンデー,1975-01-19,150.0
M537244,週刊少年マガジン 1975年 表示号数3,C119033,週刊少年マガジン,1975-01-19,150.0
M544577,週刊少年ジャンプ 1975年 表示号数3,C119459,週刊少年ジャンプ,1975-01-20,130.0
M558048,週刊少年チャンピオン 1975年 表示号数4,C120282,週刊少年チャンピオン,1975-01-20,130.0
M558047,週刊少年チャンピオン 1975年 表示号数5,C120282,週刊少年チャンピオン,1975-01-27,130.0
M579061,週刊少年サンデー 1975年 表示号数5,C117607,週刊少年サンデー,1975-02-02,130.0
M537243,週刊少年マガジン 1975年 表示号数5,C119033,週刊少年マガジン,1975-02-02,150.0
M544575,週刊少年ジャンプ 1975年 表示号数5,C119459,週刊少年ジャンプ,1975-02-03,130.0
M579060,週刊少年サンデー 1975年 表示号数6,C117607,週刊少年サンデー,1975-02-09,130.0
M558046,週刊少年チャンピオン 1975年 表示号数7,C120282,週刊少年チャンピオン,1975-02-10,130.0
M579059,週刊少年サンデー 1975年 表示号数7,C117607,週刊少年サンデー,1975-02-16,130.0
M537242,週刊少年マガジン 1975年 表示号数7,C119033,週刊少年マガジン,1975-02-16,150.0
M544574,週刊少年ジャンプ 1975年 表示号数7,C119459,週刊少年ジャンプ,1975-02-17,130.0
M558045,週刊少年チャンピオン 1975年 表示号数8,C120282,週刊少年チャンピオン,1975-02-17,130.0
M579058,週刊少年サンデー 1975年 表示号数8,C117607,週刊少年サンデー,1975-02-23,130.0
M537241,週刊少年マガジン 1975年 表示号数8,C119033,週刊少年マガジン,1975-02-23,130.0
M544573,週刊少年ジャンプ 1975年 表示号数8,C119459,週刊少年ジャンプ,1975-02-24,130.0
M558044,週刊少年チャンピオン 1975年 表示号数9,C120282,週刊少年チャンピオン,1975-02-24,130.0
M579057,週刊少年サンデー 1975年 表示号数9,C117607,週刊少年サンデー,1975-03-02,130.0
M537240,週刊少年マガジン 1975年 表示号数9,C119033,週刊少年マガジン,1975-03-02,130.0
M544572,週刊少年ジャンプ 1975年 表示号数9,C119459,週刊少年ジャンプ,1975-03-03,130.0
M558043,週刊少年チャンピオン 1975年 表示号数10,C120282,週刊少年チャンピオン,1975-03-03,130.0
M579056,週刊少年サンデー 1975年 表示号数10,C117607,週刊少年サンデー,1975-03-09,130.0
M537239,週刊少年マガジン 1975年 表示号数10,C119033,週刊少年マガジン,1975-03-09,130.0
M544571,週刊少年ジャンプ 1975年 表示号数10,C119459,週刊少年ジャンプ,1975-03-10,130.0
M558042,週刊少年チャンピオン 1975年 表示号数11,C120282,週刊少年チャンピオン,1975-03-10,130.0
M579055,週刊少年サンデー 1975年 表示号数11,C117607,週刊少年サンデー,1975-03-16,130.0
M537238,週刊少年マガジン 1975年 表示号数11,C119033,週刊少年マガジン,1975-03-16,130.0
M544570,週刊少年ジャンプ 1975年 表示号数11,C119459,週刊少年ジャンプ,1975-03-17,130.0
M558041,週刊少年チャンピオン 1975年 表示号数12,C120282,週刊少年チャンピオン,1975-03-17,130.0
M579054,週刊少年サンデー 1975年 表示号数12,C117607,週刊少年サンデー,1975-03-23,130.0
M537237,週刊少年マガジン 1975年 表示号数12,C119033,週刊少年マガジン,1975-03-23,150.0
M544569,週刊少年ジャンプ 1975年 表示号数12,C119459,週刊少年ジャンプ,1975-03-24,130.0
M558040,週刊少年チャンピオン 1975年 表示号数13,C120282,週刊少年チャンピオン,1975-03-24,130.0
M579053,週刊少年サンデー 1975年 表示号数13,C117607,週刊少年サンデー,1975-03-30,130.0
M537236,週刊少年マガジン 1975年 表示号数13,C119033,週刊少年マガジン,1975-03-30,130.0
M544568,週刊少年ジャンプ 1975年 表示号数13,C119459,週刊少年ジャンプ,1975-03-31,130.0
M558039,週刊少年チャンピオン 1975年 表示号数14,C120282,週刊少年チャンピオン,1975-03-31,130.0
M579052,週刊少年サンデー 1975年 表示号数14,C117607,週刊少年サンデー,1975-04-06,130.0
M537235,週刊少年マガジン 1975年 表示号数14,C119033,週刊少年マガジン,1975-04-06,130.0
M544567,週刊少年ジャンプ 1975年 表示号数14,C119459,週刊少年ジャンプ,1975-04-07,130.0
M558038,週刊少年チャンピオン 1975年 表示号数15,C120282,週刊少年チャンピオン,1975-04-07,130.0
M579051,週刊少年サンデー 1975年 表示号数15,C117607,週刊少年サンデー,1975-04-13,130.0
M537234,週刊少年マガジン 1975年 表示号数15,C119033,週刊少年マガジン,1975-04-13,150.0
M544566,週刊少年ジャンプ 1975年 表示号数15,C119459,週刊少年ジャンプ,1975-04-14,130.0
M558037,週刊少年チャンピオン 1975年 表示号数16,C120282,週刊少年チャンピオン,1975-04-14,130.0
M579050,週刊少年サンデー 1975年 表示号数16,C117607,週刊少年サンデー,1975-04-20,130.0
M537233,週刊少年マガジン 1975年 表示号数16,C119033,週刊少年マガジン,1975-04-20,150.0
M544565,週刊少年ジャンプ 1975年 表示号数16,C119459,週刊少年ジャンプ,1975-04-21,130.0
M558036,週刊少年チャンピオン 1975年 表示号数17,C120282,週刊少年チャンピオン,1975-04-21,130.0
M579049,週刊少年サンデー 1975年 表示号数17,C117607,週刊少年サンデー,1975-04-27,130.0
M537232,週刊少年マガジン 1975年 表示号数17,C119033,週刊少年マガジン,1975-04-27,130.0
M544564,週刊少年ジャンプ 1975年 表示号数17,C119459,週刊少年ジャンプ,1975-04-28,130.0
M558035,週刊少年チャンピオン 1975年 表示号数18,C120282,週刊少年チャンピオン,1975-04-28,130.0
M579048,週刊少年サンデー 1975年 表示号数18,C117607,週刊少年サンデー,1975-05-04,130.0
M537231,週刊少年マガジン 1975年 表示号数18,C119033,週刊少年マガジン,1975-05-04,130.0
M544563,週刊少年ジャンプ 1975年 表示号数18,C119459,週刊少年ジャンプ,1975-05-05,130.0
M558034,週刊少年チャンピオン 1975年 表示号数19,C120282,週刊少年チャンピオン,1975-05-05,130.0
M579047,週刊少年サンデー 1975年 表示号数19,C117607,週刊少年サンデー,1975-05-11,130.0
M537230,週刊少年マガジン 1975年 表示号数19,C119033,週刊少年マガジン,1975-05-11,130.0
M544562,週刊少年ジャンプ 1975年 表示号数19,C119459,週刊少年ジャンプ,1975-05-12,130.0
M558033,週刊少年チャンピオン 1975年 表示号数20,C120282,週刊少年チャンピオン,1975-05-12,130.0
M579046,週刊少年サンデー 1975年 表示号数20,C117607,週刊少年サンデー,1975-05-18,130.0
M537229,週刊少年マガジン 1975年 表示号数20,C119033,週刊少年マガジン,1975-05-18,130.0
M544561,週刊少年ジャンプ 1975年 表示号数20,C119459,週刊少年ジャンプ,1975-05-19,130.0
M558032,週刊少年チャンピオン 1975年 表示号数21,C120282,週刊少年チャンピオン,1975-05-19,130.0
M579045,週刊少年サンデー 1975年 表示号数21,C117607,週刊少年サンデー,1975-05-25,150.0
M537228,週刊少年マガジン 1975年 表示号数21,C119033,週刊少年マガジン,1975-05-25,150.0
M544560,週刊少年ジャンプ 1975年 表示号数21,C119459,週刊少年ジャンプ,1975-05-26,130.0
M558031,週刊少年チャンピオン 1975年 表示号数22,C120282,週刊少年チャンピオン,1975-05-26,130.0
M579044,週刊少年サンデー 1975年 表示号数22,C117607,週刊少年サンデー,1975-06-01,130.0
M537227,週刊少年マガジン 1975年 表示号数22,C119033,週刊少年マガジン,1975-06-01,130.0
M544559,週刊少年ジャンプ 1975年 表示号数22,C119459,週刊少年ジャンプ,1975-06-02,130.0
M558030,週刊少年チャンピオン 1975年 表示号数23,C120282,週刊少年チャンピオン,1975-06-02,130.0
M579043,週刊少年サンデー 1975年 表示号数23,C117607,週刊少年サンデー,1975-06-08,130.0
M537226,週刊少年マガジン 1975年 表示号数23,C119033,週刊少年マガジン,1975-06-08,130.0
M544558,週刊少年ジャンプ 1975年 表示号数23,C119459,週刊少年ジャンプ,1975-06-09,130.0
M558029,週刊少年チャンピオン 1975年 表示号数24,C120282,週刊少年チャンピオン,1975-06-09,130.0
M579042,週刊少年サンデー 1975年 表示号数24,C117607,週刊少年サンデー,1975-06-15,130.0
M537225,週刊少年マガジン 1975年 表示号数24,C119033,週刊少年マガジン,1975-06-15,130.0
M544557,週刊少年ジャンプ 1975年 表示号数24,C119459,週刊少年ジャンプ,1975-06-16,130.0
M558028,週刊少年チャンピオン 1975年 表示号数25,C120282,週刊少年チャンピオン,1975-06-16,130.0
M579041,週刊少年サンデー 1975年 表示号数25,C117607,週刊少年サンデー,1975-06-22,130.0
M537224,週刊少年マガジン 1975年 表示号数25,C119033,週刊少年マガジン,1975-06-22,150.0
M544556,週刊少年ジャンプ 1975年 表示号数25,C119459,週刊少年ジャンプ,1975-06-23,130.0
M558027,週刊少年チャンピオン 1975年 表示号数26,C120282,週刊少年チャンピオン,1975-06-23,130.0
M579040,週刊少年サンデー 1975年 表示号数26,C117607,週刊少年サンデー,1975-06-29,130.0
M537223,週刊少年マガジン 1975年 表示号数26,C119033,週刊少年マガジン,1975-06-29,130.0
M544555,週刊少年ジャンプ 1975年 表示号数26,C119459,週刊少年ジャンプ,1975-06-30,150.0
M558026,週刊少年チャンピオン 1975年 表示号数27,C120282,週刊少年チャンピオン,1975-06-30,130.0
M579039,週刊少年サンデー 1975年 表示号数27,C117607,週刊少年サンデー,1975-07-06,130.0
M537222,週刊少年マガジン 1975年 表示号数27,C119033,週刊少年マガジン,1975-07-06,130.0
M544553,週刊少年ジャンプ 1975年 表示号数27,C119459,週刊少年ジャンプ,1975-07-07,130.0
M558025,週刊少年チャンピオン 1975年 表示号数28,C120282,週刊少年チャンピオン,1975-07-07,130.0
M579038,週刊少年サンデー 1975年 表示号数28,C117607,週刊少年サンデー,1975-07-13,130.0
M537221,週刊少年マガジン 1975年 表示号数28,C119033,週刊少年マガジン,1975-07-13,130.0
M544552,週刊少年ジャンプ 1975年 表示号数28,C119459,週刊少年ジャンプ,1975-07-14,130.0
M558023,週刊少年チャンピオン 1975年 表示号数29,C120282,週刊少年チャンピオン,1975-07-14,130.0
M579037,週刊少年サンデー 1975年 表示号数29,C117607,週刊少年サンデー,1975-07-20,150.0
M537220,週刊少年マガジン 1975年 表示号数29,C119033,週刊少年マガジン,1975-07-20,150.0
M544551,週刊少年ジャンプ 1975年 表示号数29,C119459,週刊少年ジャンプ,1975-07-21,130.0
M558022,週刊少年チャンピオン 1975年 表示号数30,C120282,週刊少年チャンピオン,1975-07-21,130.0
M579036,週刊少年サンデー 1975年 表示号数30,C117607,週刊少年サンデー,1975-07-27,130.0
M537219,週刊少年マガジン 1975年 表示号数30,C119033,週刊少年マガジン,1975-07-27,130.0
M544550,週刊少年ジャンプ 1975年 表示号数30,C119459,週刊少年ジャンプ,1975-07-28,130.0
M558021,週刊少年チャンピオン 1975年 表示号数31,C120282,週刊少年チャンピオン,1975-07-28,130.0
M579035,週刊少年サンデー 1975年 表示号数31,C117607,週刊少年サンデー,1975-08-03,130.0
M537218,週刊少年マガジン 1975年 表示号数31,C119033,週刊少年マガジン,1975-08-03,130.0
M544549,週刊少年ジャンプ 1975年 表示号数31,C119459,週刊少年ジャンプ,1975-08-04,130.0
M558020,週刊少年チャンピオン 1975年 表示号数32,C120282,週刊少年チャンピオン,1975-08-04,130.0
M579034,週刊少年サンデー 1975年 表示号数32,C117607,週刊少年サンデー,1975-08-10,130.0
M537217,週刊少年マガジン 1975年 表示号数32,C119033,週刊少年マガジン,1975-08-10,130.0
M544548,週刊少年ジャンプ 1975年 表示号数32,C119459,週刊少年ジャンプ,1975-08-11,130.0
M558019,週刊少年チャンピオン 1975年 表示号数33,C120282,週刊少年チャンピオン,1975-08-11,130.0
M579033,週刊少年サンデー 1975年 表示号数33,C117607,週刊少年サンデー,1975-08-17,130.0
M537216,週刊少年マガジン 1975年 表示号数33,C119033,週刊少年マガジン,1975-08-17,150.0
M544547,週刊少年ジャンプ 1975年 表示号数33,C119459,週刊少年ジャンプ,1975-08-18,130.0
M558017,週刊少年チャンピオン 1975年 表示号数34,C120282,週刊少年チャンピオン,1975-08-18,130.0
M579032,週刊少年サンデー 1975年 表示号数34,C117607,週刊少年サンデー,1975-08-24,150.0
M537215,週刊少年マガジン 1975年 表示号数34,C119033,週刊少年マガジン,1975-08-24,150.0
M544546,週刊少年ジャンプ 1975年 表示号数34,C119459,週刊少年ジャンプ,1975-08-25,150.0
M558016,週刊少年チャンピオン 1975年 表示号数35,C120282,週刊少年チャンピオン,1975-08-25,150.0
M579031,週刊少年サンデー 1975年 表示号数35,C117607,週刊少年サンデー,1975-08-31,130.0
M537214,週刊少年マガジン 1975年 表示号数35,C119033,週刊少年マガジン,1975-08-31,150.0
M544545,週刊少年ジャンプ 1975年 表示号数35,C119459,週刊少年ジャンプ,1975-09-01,130.0
M558015,週刊少年チャンピオン 1975年 表示号数36,C120282,週刊少年チャンピオン,1975-09-01,130.0
M579030,週刊少年サンデー 1975年 表示号数36,C117607,週刊少年サンデー,1975-09-07,150.0
M537213,週刊少年マガジン 1975年 表示号数36,C119033,週刊少年マガジン,1975-09-07,150.0
M544544,週刊少年ジャンプ 1975年 表示号数36,C119459,週刊少年ジャンプ,1975-09-08,130.0
M558014,週刊少年チャンピオン 1975年 表示号数37,C120282,週刊少年チャンピオン,1975-09-08,150.0
M579029,週刊少年サンデー 1975年 表示号数37,C117607,週刊少年サンデー,1975-09-14,130.0
M537212,週刊少年マガジン 1975年 表示号数37,C119033,週刊少年マガジン,1975-09-14,150.0
M544543,週刊少年ジャンプ 1975年 表示号数37,C119459,週刊少年ジャンプ,1975-09-15,130.0
M558013,週刊少年チャンピオン 1975年 表示号数38,C120282,週刊少年チャンピオン,1975-09-15,130.0
M579028,週刊少年サンデー 1975年 表示号数38,C117607,週刊少年サンデー,1975-09-21,130.0
M537211,週刊少年マガジン 1975年 表示号数38,C119033,週刊少年マガジン,1975-09-21,150.0
M544542,週刊少年ジャンプ 1975年 表示号数38,C119459,週刊少年ジャンプ,1975-09-22,150.0
M558012,週刊少年チャンピオン 1975年 表示号数39,C120282,週刊少年チャンピオン,1975-09-22,130.0
M579027,週刊少年サンデー 1975年 表示号数39,C117607,週刊少年サンデー,1975-09-28,130.0
M537210,週刊少年マガジン 1975年 表示号数39,C119033,週刊少年マガジン,1975-09-28,150.0
M544541,週刊少年ジャンプ 1975年 表示号数39,C119459,週刊少年ジャンプ,1975-09-29,130.0
M558011,週刊少年チャンピオン 1975年 表示号数40,C120282,週刊少年チャンピオン,1975-09-29,130.0
M579026,週刊少年サンデー 1975年 表示号数40,C117607,週刊少年サンデー,1975-10-05,130.0
M537209,週刊少年マガジン 1975年 表示号数40,C119033,週刊少年マガジン,1975-10-05,150.0
M544540,週刊少年ジャンプ 1975年 表示号数40,C119459,週刊少年ジャンプ,1975-10-06,130.0
M558010,週刊少年チャンピオン 1975年 表示号数41,C120282,週刊少年チャンピオン,1975-10-06,130.0
M579025,週刊少年サンデー 1975年 表示号数41,C117607,週刊少年サンデー,1975-10-12,130.0
M537208,週刊少年マガジン 1975年 表示号数41,C119033,週刊少年マガジン,1975-10-12,150.0
M544539,週刊少年ジャンプ 1975年 表示号数41,C119459,週刊少年ジャンプ,1975-10-13,130.0
M558009,週刊少年チャンピオン 1975年 表示号数42,C120282,週刊少年チャンピオン,1975-10-13,130.0
M579024,週刊少年サンデー 1975年 表示号数42,C117607,週刊少年サンデー,1975-10-19,150.0
M537207,週刊少年マガジン 1975年 表示号数42,C119033,週刊少年マガジン,1975-10-19,150.0
M544538,週刊少年ジャンプ 1975年 表示号数42,C119459,週刊少年ジャンプ,1975-10-20,130.0
M558008,週刊少年チャンピオン 1975年 表示号数43,C120282,週刊少年チャンピオン,1975-10-20,130.0
M579022,週刊少年サンデー 1975年 表示号数43,C117607,週刊少年サンデー,1975-10-26,130.0
M537206,週刊少年マガジン 1975年 表示号数43,C119033,週刊少年マガジン,1975-10-26,150.0
M544537,週刊少年ジャンプ 1975年 表示号数43,C119459,週刊少年ジャンプ,1975-10-27,150.0
M558007,週刊少年チャンピオン 1975年 表示号数44,C120282,週刊少年チャンピオン,1975-10-27,130.0
M578693,週刊少年サンデー 1975年 表示号数44,C117607,週刊少年サンデー,1975-11-02,130.0
M537205,週刊少年マガジン 1975年 表示号数44,C119033,週刊少年マガジン,1975-11-02,150.0
M544536,週刊少年ジャンプ 1975年 表示号数44,C119459,週刊少年ジャンプ,1975-11-03,130.0
M558005,週刊少年チャンピオン 1975年 表示号数45,C120282,週刊少年チャンピオン,1975-11-03,150.0
M579020,週刊少年サンデー 1975年 表示号数45,C117607,週刊少年サンデー,1975-11-09,130.0
M537204,週刊少年マガジン 1975年 表示号数45,C119033,週刊少年マガジン,1975-11-09,150.0
M544535,週刊少年ジャンプ 1975年 表示号数45,C119459,週刊少年ジャンプ,1975-11-10,130.0
M558004,週刊少年チャンピオン 1975年 表示号数46,C120282,週刊少年チャンピオン,1975-11-10,130.0
M579019,週刊少年サンデー 1975年 表示号数46,C117607,週刊少年サンデー,1975-11-16,130.0
M537203,週刊少年マガジン 1975年 表示号数46,C119033,週刊少年マガジン,1975-11-16,150.0
M544534,週刊少年ジャンプ 1975年 表示号数46,C119459,週刊少年ジャンプ,1975-11-17,130.0
M558003,週刊少年チャンピオン 1975年 表示号数47,C120282,週刊少年チャンピオン,1975-11-17,130.0
M579018,週刊少年サンデー 1975年 表示号数47,C117607,週刊少年サンデー,1975-11-23,150.0
M537202,週刊少年マガジン 1975年 表示号数47,C119033,週刊少年マガジン,1975-11-23,150.0
M544533,週刊少年ジャンプ 1975年 表示号数47,C119459,週刊少年ジャンプ,1975-11-24,150.0
M558002,週刊少年チャンピオン 1975年 表示号数48,C120282,週刊少年チャンピオン,1975-11-24,130.0
M579017,週刊少年サンデー 1975年 表示号数48,C117607,週刊少年サンデー,1975-11-30,130.0
M537201,週刊少年マガジン 1975年 表示号数48,C119033,週刊少年マガジン,1975-11-30,150.0
M544532,週刊少年ジャンプ 1975年 表示号数48,C119459,週刊少年ジャンプ,1975-12-01,130.0
M558001,週刊少年チャンピオン 1975年 表示号数49,C120282,週刊少年チャンピオン,1975-12-01,150.0
M579016,週刊少年サンデー 1975年 表示号数49,C117607,週刊少年サンデー,1975-12-07,130.0
M537200,週刊少年マガジン 1975年 表示号数49,C119033,週刊少年マガジン,1975-12-07,150.0
M544531,週刊少年ジャンプ 1975年 表示号数49,C119459,週刊少年ジャンプ,1975-12-08,130.0
M558000,週刊少年チャンピオン 1975年 表示号数50,C120282,週刊少年チャンピオン,1975-12-08,130.0
M579015,週刊少年サンデー 1975年 表示号数50,C117607,週刊少年サンデー,1975-12-14,130.0
M537199,週刊少年マガジン 1975年 表示号数50,C119033,週刊少年マガジン,1975-12-14,150.0
M544530,週刊少年ジャンプ 1975年 表示号数50,C119459,週刊少年ジャンプ,1975-12-15,130.0
M557999,週刊少年チャンピオン 1975年 表示号数51,C120282,週刊少年チャンピオン,1975-12-15,130.0
M579014,週刊少年サンデー 1975年 表示号数51,C117607,週刊少年サンデー,1975-12-21,150.0
M537198,週刊少年マガジン 1975年 表示号数51,C119033,週刊少年マガジン,1975-12-21,150.0
M544529,週刊少年ジャンプ 1975年 表示号数51,C119459,週刊少年ジャンプ,1975-12-22,150.0
M557998,週刊少年チャンピオン 1975年 表示号数52,C120282,週刊少年チャンピオン,1975-12-22,130.0
M579013,週刊少年サンデー 1975年 表示号数52,C117607,週刊少年サンデー,1975-12-28,140.0
M537196,週刊少年マガジン 1975年 表示号数52,C119033,週刊少年マガジン,1975-12-28,150.0
M544528,週刊少年ジャンプ 1975年 表示号数52,C119459,週刊少年ジャンプ,1975-12-29,130.0
M557997,週刊少年チャンピオン 1976年 表示号数1,C120282,週刊少年チャンピオン,1976-01-01,150.0
M579012,週刊少年サンデー 1976年 表示号数1,C117607,週刊少年サンデー,1976-01-04,140.0
M537195,週刊少年マガジン 1976年 表示号数1,C119033,週刊少年マガジン,1976-01-04,150.0
M544527,週刊少年ジャンプ 1976年 表示号数1,C119459,週刊少年ジャンプ,1976-01-05,130.0
M557996,週刊少年チャンピオン 1976年 表示号数2,C120282,週刊少年チャンピオン,1976-01-05,130.0
M579011,週刊少年サンデー 1976年 表示号数2,C117607,週刊少年サンデー,1976-01-11,140.0
M537194,週刊少年マガジン 1976年 表示号数2,C119033,週刊少年マガジン,1976-01-11,150.0
M544526,週刊少年ジャンプ 1976年 表示号数2,C119459,週刊少年ジャンプ,1976-01-12,150.0
M557995,週刊少年チャンピオン 1976年 表示号数3,C120282,週刊少年チャンピオン,1976-01-12,130.0
M579010,週刊少年サンデー 1976年 表示号数3,C117607,週刊少年サンデー,1976-01-18,150.0
M537193,週刊少年マガジン 1976年 表示号数3,C119033,週刊少年マガジン,1976-01-18,150.0
M544525,週刊少年ジャンプ 1976年 表示号数3,C119459,週刊少年ジャンプ,1976-01-19,150.0
M557994,週刊少年チャンピオン 1976年 表示号数4,C120282,週刊少年チャンピオン,1976-01-19,150.0
