acid,acname,初回放送日,アニメ各話数,作品名の文字数
C8690,DRAGON QUEST［第2期］,1991-01-11,11,17
C8692,きんぎょ注意報!,1991-01-12,108,8
C8694,トラップ一家物語,1991-01-13,41,8
C8696,おばけの…ホーリー,1991-01-28,200,9
C8698,太陽の勇者ファイバード,1991-02-02,48,11
C8700,人魚姫マリーナの冒険,1991-02-02,26,10
C8702,ゲッターロボ號,1991-02-11,50,7
C8704,緊急発進セイバーキッズ,1991-02-19,50,11
C8706,藤子不二雄Ⓐの 笑ゥせぇるすまん［第2期］,1991-03-12,51,21
C8708,新世紀GPXサイバーフォーミュラ,1991-03-15,37,16
C8710,絶対無敵ライジンオー,1991-04-03,51,10
C8712,ジャンケンマン,1991-04-04,51,7
C8718,少年アシベ,1991-04-11,111,5
C8720,ハイスクールミステリー 学園七不思議,1991-04-12,41,18
C8722,アニメ ひみつの花園,1991-04-19,39,10
C8724,シティーハンター'91,1991-04-28,13,11
C8726,おてんきボーイズ,1991-04-01,30,8
C8728,ハローESCARGOT島,1991-04-01,100,12
C8734,機甲警察メタルジャック,1991-04-08,37,11
C8736,ちいさなおばけアッチ コッチ ソッチ,1991-04-09,99,18
C8738,21エモン,1991-05-02,39,5
C8740,OH! Myコンブ,1991-05-04,44,9
C8746,おにいさまへ…,1991-07-14,45,7
C8758,魔法のプリンセス ミンキーモモ［新］,1991-10-02,62,18
C8760,ゲンジ通信あげだま,1991-10-04,51,9
C8762,キン肉マン キン肉星王位争奪編,1991-10-06,46,15
C8764,楽しいムーミン一家 冒険日記,1991-10-10,26,14
C8766,燃えろ! トップストライカー,1991-10-10,49,14
C8768,炎の闘球児 ドッジ弾平,1991-10-14,48,11
C8770,横山光輝 三国志,1991-10-18,47,8
C8776,DRAGON QUEST ダイの大冒険,1991-10-17,46,19
C8780,丸出だめ夫,1991-11-02,47,5
C8782,わたしとわたし -ふたりのロッテ-,1991-11-09,29,17
C8784,ウルトラマンキッズ 母をたずねて3000万光年,1991-11-17,26,23
C8790,ママは小学4年生,1992-01-10,51,8
C8792,大草原の小さな天使 ブッシュベイビー,1992-01-12,40,18
C8794,花の魔法使い マリーベル,1992-02-03,50,12
C8798,伝説の勇者ダ・ガーン,1992-02-08,46,10
C8804,宇宙の騎士テッカマンブレード,1992-02-18,50,14
C8806,美少女戦士セーラームーン,1992-03-07,46,12
C8808,藤子不二雄Ⓐのさすらいくん,1992-03-24,14,13
C8810,地球SOS それいけコロリン,1992-04-08,26,14
C8812,メダロット魂,2000-07-07,39,6
C8814,STRaNGE DaWN,2000-09-05,5,12
C8815,うちのショコラ,1993-10-05,98,7
C8817,ドンラゴン,1993-10-05,12,5
C8821,蒼き伝説シュート!,1993-11-07,58,9
C8825,しましまとらの しまじろう,1993-12-13,751,13
C8835,赤ずきんチャチャ,1994-01-07,74,8
C8837,七つの海のティコ,1994-01-16,38,8
C8838,キューティーハニーF,1997-02-15,39,10
C8840,ケロケロちゃいむ,1997-03-06,30,8
C8842,新 天地無用!,1997-04-01,26,7
C8844,手塚治虫の 旧約聖書物語 In The Beginning,1997-04-01,26,29
C8846,ポケットモンスター,1999-12-02,154,9
C8847,クッキングパパ,1992-04-09,157,7
C8849,クレヨンしんちゃん,1992-04-13,1926,9
C8853,あしたへフリーキック,1992-04-14,52,10
C8855,まぼろしまぼちゃん,1992-04-17,24,9
C8857,見ると強くなる痛快! 横綱アニメ ああ播磨灘,1992-04-23,23,22
C8867,スーパービックリマン,1992-05-17,44,10
C8869,妖精ディック,1992-06-07,26,6
C8883,おやゆび姫物語,1992-09-30,26,7
C8885,姫ちゃんのリボン,1992-10-02,64,8
C8887,少年アシベ2,1992-10-03,75,6
C8889,ツヨシしっかりしなさい,1992-10-04,112,11
C8891,ノンタンと いっしょ,1992-10-05,258,10
C8893,スーパーヅガン,1992-10-09,42,7
C8895,南国年パプワくん,1992-10-10,42,8
C8897,フランダースの犬 -ぼくのパトラッシュ-,1992-10-10,24,20
C8899,幽☆遊☆白書,1992-10-10,112,6
C8901,風の中の少女 金髪のジェニー,1992-10-15,52,14
C8903,カリメロ（新）,1992-10-15,52,7
C8909,コボちゃん［シリーズ］,1992-10-19,123,11
C8923,ミラクル★ガールズ,1993-01-08,51,9
C8925,若草物語 ナンとジョー先生,1993-01-17,40,13
C8927,無責任艦長タイラー,1993-01-25,26,9
C8929,勇者特急マイトガイン,1993-01-30,47,10
C8933,熱血最強ゴウザウラー,1993-03-03,51,10
C8935,美少女戦士セーラームーンR,1993-03-06,43,13
C8939,機動戦士Vガンダム,1993-04-02,51,9
C8941,恐竜惑星,1993-04-05,60,4
C8943,ポコニャン!,1993-04-05,170,6
C8945,疾風!アイアンリーガー,1993-04-06,52,11
C8949,剣勇伝説YAIBA,1993-04-09,52,9
C8951,忍たま 乱太郎［第1期］,1993-04-10,95,12
C8953,GS美神,1993-04-11,45,4
C8955,さくらももこ劇場 コジコジ,1997-10-04,100,13
C8957,吸血姫 美夕,1997-10-07,25,6
C8959,発明BOYカニパン,1998-07-03,31,9
C8961,serial experiments laｉn,1998-07-07,13,23
C8967,ももいろシスターズ,1998-08-26,23,9
C8973,時空探偵ゲンシクン,1998-10-01,39,9
C8975,彼氏彼女の事情,1998-10-02,34,7
C8977,突撃!パッパラ隊,1998-10-03,25,8
C8979,魔術士オーフェン,1998-10-03,24,8
C8981,ガサラキ,1998-10-04,25,4
C8992,勇者警察ジェイデッカー,1994-02-05,48,11
C8998,ママレ～ド❤ボ～イ,1994-03-13,76,9
C9000,美少女戦士セーラームーンS,1994-03-19,38,13
C9002,モンタナ・ジョーンズ,1994-04-02,52,10
C9004,3丁目のタマ うちのタマ 知りませんか?［シリーズ］,1994-04-03,51,26
C9006,ゴールFH,1994-04-04,39,5
C9008,ジーンダイバー,1994-04-04,56,7
C9010,〔○超〕くせになりそう❤,1994-04-05,39,12
C9012,覇王大系リューナイト,1994-04-05,52,10
C9014,レッドバロン,1994-04-05,49,6
C9016,白雪姫の伝説,1994-04-06,52,6
C9018,とっても!ラッキーマン,1994-04-06,50,11
C9020,おまかせスクラッパーズ,1994-04-07,39,11
C9022,銀河戦国群雄伝ライ,1994-04-08,52,9
C9024,ヤマトタケル,1994-04-09,37,6
C9026,機動武闘伝Gガンダム,1994-04-01,52,10
C9028,サッカーフィーバー,1994-04-04,52,9
C9056,メタルファイター❤MIKU,1994-07-08,13,13
C9062,ハックルベリー・フィン物語,1994-08-26,26,13
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],1994-08-15,10,25
C9072,とんでぶーりん,1994-09-03,51,7
C9080,親子クラブ,1999-12-02,1363,5
C9082,忍たま乱太郎 第2期,1994-10-03,120,10
C9084,BLUE SEED,1994-10-05,26,9
C9088,D・N・A2 ～何処かでなくしたあいつのアイツ～,1994-10-07,12,24
C9090,魔法陣グルグル,1994-10-13,45,7
C9092,マクロス7,1994-10-16,49,5
C9094,魔法騎士レイアース,1994-10-17,50,9
C9096,キャプテン翼J,1994-10-21,47,7
C9102,真拳伝説タイトロード,1994-10-07,13,10
C9110,サイボーグ花ちゃん,1994-11-28,12,9
C9120,空想科学世界ガリバーボーイ,1995-01-08,50,13
C9122,ちびまる子ちゃん［新］,1999-12-05,994,11
C9124,鬼神童子ZENKI,1995-01-09,51,9
C9126,NINKŪ -忍空-,1995-01-15,55,10
C9128,ロミオの青い空,1995-01-15,33,7
C9140,黄金勇者ゴルドラン,1995-02-04,48,9
C9146,美少女戦士セーラームーンSuperS,1995-03-04,42,18
C9152,恐竜冒険記 ジュラトリッパー,1995-04-02,39,14
C9154,天地無用!,1995-04-02,26,5
C9156,あずきちゃん,1995-04-04,39,6
C9160,愛天使伝説ウェディングピーチ,1995-04-05,51,14
C9162,ヤンボウ ニンボウ トンボウ,1995-04-05,39,14
C9164,行け! 稲中卓球部,1995-04-06,52,9
C9172,十二戦支爆烈エトレンジャー,1995-04-07,39,13
C9174,新機動戦記ガンダムW,1995-04-07,49,10
C9176,スレイヤーズ,1995-04-07,26,6
C9179,クマのプー太郎,1995-04-26,90,7
C9181,カラオケ戦士マイク次郎[25分版],1995-04-04,20,17
C9189,ロボットパルタ［シリーズ］,2000-01-06,25,13
C9193,アリス 探偵局[第1期],1995-04-05,28,12
C9197,ニャッキ!,2000-04-04,30,5
C9201,BｉT the CUPID,1995-04-20,48,13
C9203,Jam the HOUSNAIL,1999-12-31,12,16
C9205,ガンバリスト!駿,1996-07-01,30,8
C9207,赤ちゃんと僕,1996-07-11,35,6
C9213,はりもぐハーリー[第1期],1996-08-05,80,13
C9215,夢のクレヨン王国,1997-09-07,70,8
C9217,マスターモスキートン'99,1997-09-30,26,13
C9221,ハニ太郎です。,1997-10-06,70,7
C9223,ぼのぼの,1995-04-20,48,4
C9235,ナースエンジェルりりかSOS,1995-07-07,35,14
C9243,忍たま乱太郎[第3期],1995-10-02,120,11
C9245,爆れつハンター,1995-10-03,26,7
C9247,モジャ公,1995-10-03,74,4
C9249,新世紀エヴァンゲリオン,1995-10-04,26,11
C9251,闘魔鬼神伝ONI,1995-10-05,25,8
C9253,ドッカン! ロボ天どん,1995-10-05,26,11
C9255,神秘の世界 エルハザード,1995-10-06,26,12
C9257,バーチャファイター[第1期],1995-10-09,24,14
C9259,怪盗セイント・テール,1995-10-12,43,10
C9277,ゲゲゲの鬼太郎[第4作],1996-01-07,114,12
C9279,爆走兄弟レッツ＆ゴー!!,1996-01-08,52,12
C9281,バケツでごはん,1996-01-08,20,7
C9283,名探偵コナン,1999-12-06,729,6
C9285,るろうに剣心―明治剣客浪漫譚―,1996-01-10,105,15
C9287,名犬ラッシー,1996-01-14,26,6
C9289,勇者指令ダグオン,1996-02-03,48,8
C9291,DRAGON BALL GT,1996-02-07,66,14
C9293,みどりのマキバオー,1996-03-02,61,9
C9295,美少女戦士セーラームーン セーラースターズ,1996-03-09,34,21
C9297,忍たま乱太郎[第4期],1996-04-01,120,11
C9299,天空のエスカフローネ,1996-04-02,26,10
C9301,VS騎士ラムネ＆40 炎,1996-04-03,26,12
C9303,はじめ人間 ゴン,1996-04-03,117,8
C9305,水色時代,1996-04-04,47,4
C9307,機動新世紀ガンダムX,1996-04-05,39,10
C9309,こどものおもちゃ,1996-04-05,104,8
C9311,スレイヤーズNEXT,1996-04-05,26,10
C9313,少年サンタの大冒険!,1996-04-06,24,10
C9315,B'T X,1996-04-06,25,5
C9321,地獄先生ぬ～べ～,1996-04-13,49,8
C9323,いじわるばあさん[新],1996-04-19,92,11
C9329,シンデレラ物語,1996-04-04,26,7
C9331,快傑ゾロ,1996-04-05,46,4
C9333,アリス探偵局[第2期],1996-04-09,28,11
C9341,こちら葛飾区亀有公園前派出所,1999-12-05,198,14
C9344,The Adventure of STRAY SHEEP ストレイシープの大冒険,1999-12-25,3,40
C9346,家なき子レミ,1996-09-01,23,6
C9348,花より男子,1996-09-08,51,5
C9350,機動戦艦ナデシコ Martian Successor NADESICO,1996-10-01,26,35
C9352,セイバーマリオネットJ,1996-10-01,25,11
C9354,超者ライディーン,1996-10-02,38,8
C9356,エルフを狩るモノたち,1996-10-04,12,10
C9358,魔法少女プリティサミー,1996-10-04,26,11
C9360,きこちゃんすまいる,1996-10-05,126,9
C9362,逮捕しちゃうぞ[第1期],1996-10-05,51,12
C9364,YAT安心!宇宙旅行[第1期],1996-10-05,50,15
C9366,わんころべえ,1996-10-06,26,6
C9380,爆走兄弟レッツ＆ゴー!! WGP,1997-01-06,51,16
C9382,マッハGoGoGo[新],1997-01-09,34,12
C9384,EAT-MAN,1997-01-10,12,7
C9386,勇者王ガオガイガー,1997-02-01,49,9
C9390,星方武侠 OUTLAW STAR. FUTURE HERO NEXT GENERATION,1998-01-09,26,45
C9392,春庭家の3人目,1998-01-23,45,7
C9394,ヘリタコぷーちゃん,1998-02-14,42,9
C9398,Bビーダマン 爆外伝,1998-02-07,48,10
C9400,こっちむいてみい子,1998-02-14,42,9
C9402,ふしぎ魔法ファンファンファーマシィー,1998-02-14,48,18
C9404,銀河漂流バイファム13,1998-03-22,26,11
C9410,アンドロイド・アナ MAICO 2010,1998-04-06,24,20
C9418,のらねこダウンタウン,1998-04-06,10,10
C9428,少女革命ウテナ,1997-04-02,39,7
C9430,スーパーフィッシング グランダー武蔵,1997-04-02,25,18
C9434,HAUNTED じゃんくしょん,1997-04-03,12,15
C9436,MAZE★爆熱時空,1997-04-03,25,9
C9438,スレイヤーズTRY,1997-04-04,26,9
C9440,はいぱーぽりす,1997-04-04,25,7
C9442,金田一少年の 事件簿,1997-04-07,148,10
C9444,救命戦士ナノセイバー,1997-04-09,28,10
C9446,白鯨伝説,1997-04-04,28,4
C9450,中華一番,1997-04-27,52,4
C9464,CLAMP学園探偵団,1997-05-03,26,10
C9470,はれときどきぶた,1997-07-03,62,8
C9472,みすて❤ないで デイジー,1997-07-03,12,12
C9474,忍ペンまん丸,1997-07-05,60,6
C9476,あずみマンマ・ミーア,1997-07-07,60,10
C9478,烈火の炎,1997-07-19,42,4
C9483,エルフを狩るモノたち Ⅱ,1997-10-02,12,12
C9485,超魔神英雄伝ワタル,1997-10-02,51,9
C9487,VIRUS ―VIRUS BUSTER SERGE―,1997-10-03,12,26
C9489,バトルアスリーテス大運動会,1997-10-03,26,13
C9491,アニメ がんばれゴエモン,1997-10-04,23,12
C9493,剣風伝説ベルセルク,1997-10-08,25,9
C9495,深海伝説MEREMANOID,1997-10-09,24,14
C9497,忍たま乱太郎[第5期],1997-10-06,100,11
C9499,フォーチュン・クエストL,1997-10-19,26,12
C9501,学級王ヤマザキ,1997-10-27,58,7
C9503,ネクスト戦記EHRGEIZ,1997-10-02,12,13
C9505,ドクタースランプ,1997-11-26,93,8
C9511,BURN-UP EXCESS,1997-12-12,13,14
C9513,『ドリトル先生物語』,1997-12-24,13,10
C9521,異次元の世界エルハザード,1998-01-08,12,12
C9523,AWOL ABSENT WITHOUT LEAVE,1998-01-08,12,25
C9525,セクシーコマンドー外伝 すごいよ!! マサルさん,1998-01-06,50,24
C9527,爆走兄弟レッツ＆ゴー!! MAX,1998-01-05,51,16
C9528,KAIKAN フレーズ,1999-04-20,44,11
C9532,ぶぶチャチャ,1999-04-29,26,6
C9534,モアモア［アニメ・実写併用］,1999-05-03,14,14
C9536,わたせ せいぞう ひと粒の恋,2000-10-03,3,14
C9539,日本一の男の魂2,1999-05-04,51,8
C9543,SURF SIDE HIGH-SCHOOL,1999-06-01,20,21
C9545,なんでもQ むしまるQ ゴールド,2000-01-14,35,16
C9547,GTO,1999-06-30,46,3
C9549,下級生,1999-07-02,13,3
C9551,バーバパパ 世界をまわる,1999-07-05,50,12
C9555,スーパーマン,2003-07-07,25,6
C9557,ブギーポップは 笑わない Boogiepop Phantom,2000-01-06,13,30
C9560,万能文化猫娘,1998-01-07,12,6
C9561,DTエイトロン,1998-04-19,26,7
C9563,ふたり暮らし,1998-04-28,36,6
C9565,ビーストウォーズⅡ,1998-04-01,43,9
C9572,小さな巨人 ミクロマン,1999-01-04,52,11
C9574,宇宙海賊ミトの大冒険,1999-01-05,13,10
C9576,火魅子伝,1999-01-07,12,4
C9578,イケてる2人,1999-02-02,16,6
C9580,ビーストウォーズネオ,1999-02-03,35,10
C9582,超発明BOYカニパン,1999-02-05,21,10
C9584,おジャ魔女どれみ,1999-02-07,51,8
C9586,B[ボンバーマン]ビーダマン 爆外伝 V,1999-02-07,50,20
C9588,神風怪盗 ジャンヌ,1999-02-13,44,9
C9592,Petshop of Horrors,1999-03-02,4,18
C9594,デジモン アドベンチャー,1999-03-07,54,12
C9597,トラブル チョコレート,1999-10-09,20,11
C9599,未来少年コナンⅡ タイガアドベンチャー,1999-10-16,24,19
C9600,ロードス島戦記 英雄騎士伝,1998-04-01,27,13
C9602,TRIGUN,1998-04-02,26,6
C9604,カウボーイビバップ,1998-04-03,13,9
C9606,LEGEND OF BASARA,1998-04-03,13,16
C9608,ロスト・ユニバース,1998-04-03,26,9
C9610,アキハバラ電脳組,1998-04-04,26,8
C9612,グランダー武蔵RV レボリューション,1998-04-04,39,18
C9614,たこやきマントマン,1998-04-04,154,9
C9616,遊☆戯☆王,1998-04-04,27,5
C9618,ひみつのアッコちゃん（第3作）,1998-04-05,44,15
C9620,魔法のステージ ファンシーララ,1998-04-05,26,15
C9622,忍たま乱太郎[第6期],1998-04-06,60,11
C9624,ああっ女神さまっ 小っちゃいって事は便利だねっ,1998-04-06,48,23
C9626,アリスSOS,1998-04-06,54,6
C9628,南海奇皇[第1期],1998-04-06,24,9
C9630,カードキャプターさくら,1998-04-07,35,11
C9632,サイレントメビウス,1998-04-07,26,9
C9634,プリンセスナイン如月女子高野球部,1998-04-08,26,16
C9636,ブレンパワード,1998-04-08,26,7
C9638,Weｉβ kreuz,1998-04-09,25,10
C9640,センチメンタル ジャーニー,1998-04-09,12,13
C9642,熱沙の覇王ガンダーラ,1998-04-11,26,10
C9644,YAT 安心!宇宙旅行[第2期],1998-04-11,25,16
C9646,頭文字D,1998-04-19,26,4
C9648,ふしぎなメルモ リニューアル,1998-05-06,27,14
C9650,パニポニ,1998-05-07,48,4
C9654,浦安鉄筋家族,1998-07-01,32,6
C9656,Night Walker ―真夜中の探偵―,1998-07-09,12,21
C9658,影技 SHADOW SKILL,1998-07-03,26,15
C9659,ポポロクロイス物語,1998-10-04,25,9
C9661,おじゃる丸,1998-10-05,90,5
C9663,鉄コミュニケイション,1998-10-05,24,10
C9665,スーパードール★リカちゃん,1998-10-06,52,13
C9667,セイバーマリオネットJ to X,1998-10-06,25,16
C9669,聖ルミナス女学院,1998-10-06,13,8
C9671,MASTER KEATON マスターキートン,1998-10-06,24,22
C9673,LET'Sぬぷぬぷっ,1998-10-07,16,10
C9675,快傑蒸気探偵団 TV ANIMATION SERIES,1998-10-07,26,27
C9677,ジェネレイターガウル,1998-10-07,12,10
C9679,EAT-MAN '98,1998-10-08,12,11
C9681,バブルガムクライシス TOKYO2040,1998-10-08,24,20
C9683,花さか天使テンテンくん,1998-10-10,43,11
C9685,デビルマンレディー,1998-10-11,26,9
C9687,まもって守護月天!,1998-10-17,22,9
C9689,どっきりドクター,1998-10-21,27,8
C9693,よいこ,1998-11-07,20,3
C9695,Only・You ビバ! キャバクラ,1998-11-04,15,18
C9699,超速スピナー,1998-11-30,22,6
C9701,夢で逢えたら,1998-12-01,16,6
C9705,ハムスターサム,2000-02-14,1,7
C9717,日本一の男の魂,1999-01-05,48,7
C9719,爆球連発!! スーパービーダマン,1999-01-04,18,16
C9720,逮捕しちゃうぞ[Special],1999-03-30,20,16
C9724,スージーちゃんと マービー,1999-04-05,104,13
C9728,やんちゃる モンちゃ,1999-12-09,36,10
C9730,十兵衛ちゃん ラブリー眼帯の秘密,1999-04-06,13,16
C9732,カードキャプター さくら[第2期],1999-04-06,29,17
C9736,ゴクドーくん漫遊記,1999-04-02,26,9
C9738,To Heart,1999-04-02,13,8
C9740,ベターマン,1999-04-02,26,5
C9742,神八剣伝,1999-04-03,26,4
C9744,POWER STONE,1999-04-03,26,11
C9746,ムーぽん[第1期],1999-04-03,52,9
C9748,モンスター ファーム ～円盤石の秘密～,1999-04-17,48,19
C9750,それゆけ! 宇宙戦艦ヤマモト・ヨーコ,1999-04-04,26,18
C9752,おじゃる丸[第2期],1999-04-05,90,10
C9754,ArcTheLad,1999-04-05,26,9
C9756,イソップ ワールド,1999-04-05,26,9
C9758,エデンズボゥイ,1999-04-06,26,7
C9760,D4プリンセス,1999-04-06,24,7
C9762,南海奇皇[第2期],1999-03-29,25,9
C9764,星方天使エンジェル リンクス,1999-04-07,13,14
C9766,天使になるもんっ!,1999-04-07,26,9
C9768,A.D. POLICE,1999-04-08,12,11
C9770,デュアル! ぱられルンルン物語,1999-04-08,13,15
C9772,コレクター・ユイ[第1期],1999-04-09,26,13
C9774,∀ GUNDAM,1999-04-09,50,8
C9778,キョロちゃん,1999-07-01,90,6
C9780,メダロット,1999-07-02,52,5
C9782,-仙界伝- 封神 演義,1999-07-03,26,11
C9784,パパと踊ろう,1999-07-06,27,6
