マンガ作品ID,マンガ各話ID,掲載日,掲載位置,アニメ化,マンガ雑誌名,話数
C88034,CE161976,2012-09-03,0.1448412698412698,True,週刊少年ジャンプ,7
C88034,CE161998,2012-09-10,0.1204081632653061,True,週刊少年ジャンプ,8
C88059,CE162793,2013-06-10,0.2011278195488721,False,週刊少年ジャンプ,1
C88059,CE162835,2013-06-17,0.950199203187251,False,週刊少年ジャンプ,2
C88059,CE162991,2013-08-05,0.9805194805194806,False,週刊少年ジャンプ,3
C88059,CE163035,2013-08-19,0.9899598393574296,False,週刊少年ジャンプ,4
C88059,CE188221,2017-01-23,0.9781181619256016,False,週刊少年ジャンプ,5
C88059,CE188240,2017-01-30,0.978401727861771,False,週刊少年ジャンプ,6
C88059,CE188259,2017-02-06,0.9782135076252724,False,週刊少年ジャンプ,7
C88059,CE188279,2017-02-13,0.9795501022494888,False,週刊少年ジャンプ,8
C88060,CE163231,2013-11-04,0.0064655172413793,False,週刊少年ジャンプ,1
C88060,CE163252,2013-11-04,0.980603448275862,False,週刊少年ジャンプ,2
C88060,CE163257,2013-11-11,0.1820175438596491,False,週刊少年ジャンプ,3
C88060,CE163276,2013-11-11,0.9671052631578948,False,週刊少年ジャンプ,4
C88060,CE163277,2013-11-11,0.9824561403508772,False,週刊少年ジャンプ,5
C88060,CE163293,2013-11-18,0.7408163265306122,False,週刊少年ジャンプ,6
C88060,CE163300,2013-11-18,0.9816326530612244,False,週刊少年ジャンプ,7
C88060,CE163317,2013-11-25,0.742914979757085,False,週刊少年ジャンプ,8
C88064,CE51389,2002-03-04,0.019438444924406,True,週刊少年ジャンプ,1
C88064,CE51370,2002-03-11,0.1727078891257995,True,週刊少年ジャンプ,2
C88064,CE51355,2002-03-18,0.494407158836689,True,週刊少年ジャンプ,3
C88064,CE51329,2002-03-25,0.2154195011337868,True,週刊少年ジャンプ,4
C88064,CE51308,2002-04-01,0.2287581699346405,True,週刊少年ジャンプ,5
C88064,CE51291,2002-04-08,0.4125269978401727,True,週刊少年ジャンプ,6
C88064,CE51268,2002-04-15,0.3617977528089887,True,週刊少年ジャンプ,7
C88064,CE51245,2002-04-22,0.3054945054945055,True,週刊少年ジャンプ,8
C88072,CE44910,2008-09-08,0.4805725971370143,False,週刊少年ジャンプ,1
C88072,CE44885,2008-09-15,0.2883435582822086,False,週刊少年ジャンプ,2
C88072,CE44886,2008-09-15,0.3047034764826176,False,週刊少年ジャンプ,3
C88072,CE44861,2008-09-22,0.2144373673036093,False,週刊少年ジャンプ,4
C88072,CE44862,2008-09-22,0.2250530785562632,False,週刊少年ジャンプ,5
C88072,CE44863,2008-09-22,0.2356687898089172,False,週刊少年ジャンプ,6
C88072,CE44846,2008-09-29,0.6339869281045751,False,週刊少年ジャンプ,7
C88072,CE44847,2008-09-29,0.644880174291939,False,週刊少年ジャンプ,8
C88080,CE163596,2014-02-24,0.0221774193548387,False,週刊少年ジャンプ,1
C88080,CE163622,2014-03-03,0.2387755102040816,False,週刊少年ジャンプ,2
C88080,CE163647,2014-03-10,0.3857142857142857,False,週刊少年ジャンプ,3
C88080,CE163675,2014-03-17,0.5923694779116466,False,週刊少年ジャンプ,4
C88080,CE163698,2014-03-24,0.5873362445414847,False,週刊少年ジャンプ,5
C88080,CE163723,2014-03-31,0.696652719665272,False,週刊少年ジャンプ,6
C88080,CE163736,2014-04-07,0.3170212765957447,False,週刊少年ジャンプ,7
C88080,CE163769,2014-04-14,0.7355212355212355,False,週刊少年ジャンプ,8
C88110,CE58738,1994-07-18,0.0211416490486257,False,週刊少年ジャンプ,1
C88110,CE58721,1994-07-25,0.2448512585812357,False,週刊少年ジャンプ,2
C88110,CE58712,1994-08-01,0.8095238095238095,False,週刊少年ジャンプ,3
C88110,CE58687,1994-08-08,0.550351288056206,False,週刊少年ジャンプ,4
C88110,CE58664,1994-08-15,0.4518201284796574,False,週刊少年ジャンプ,5
C88110,CE58638,1994-08-22,0.1094736842105263,False,週刊少年ジャンプ,6
C88110,CE58627,1994-09-05,0.5856236786469344,False,週刊少年ジャンプ,7
C88110,CE58609,1994-09-12,0.7380352644836272,False,週刊少年ジャンプ,8
C88121,CE63084,1990-01-01,0.0221130221130221,False,週刊少年ジャンプ,1
C88121,CE63067,1990-01-08,0.2327790973871734,False,週刊少年ジャンプ,2
C88121,CE63046,1990-01-15,0.2302483069977426,False,週刊少年ジャンプ,3
C88121,CE63025,1990-01-22,0.2234762979683973,False,週刊少年ジャンプ,4
C88121,CE63007,1990-01-29,0.4388489208633093,False,週刊少年ジャンプ,5
C88121,CE62979,1990-02-05,0.0773067331670823,False,週刊少年ジャンプ,6
C88121,CE62963,1990-02-12,0.3090024330900243,False,週刊少年ジャンプ,7
C88121,CE62939,1990-02-19,0.0623441396508728,False,週刊少年ジャンプ,8
C88130,CE42751,2010-09-13,0.0237580993520518,False,週刊少年ジャンプ,1
C88130,CE42737,2010-09-20,0.3375796178343949,False,週刊少年ジャンプ,2
C88130,CE42722,2010-09-27,0.494407158836689,False,週刊少年ジャンプ,3
C88130,CE42702,2010-10-04,0.4596949891067538,False,週刊少年ジャンプ,4
C88130,CE42682,2010-10-11,0.4727668845315904,False,週刊少年ジャンプ,5
C88130,CE42662,2010-10-18,0.5137420718816068,False,週刊少年ジャンプ,6
C88130,CE42640,2010-10-25,0.346072186836518,False,週刊少年ジャンプ,7
C88130,CE42616,2010-11-01,0.2170385395537525,False,週刊少年ジャンプ,8
C88132,CE47271,2006-05-22,0.0332681017612524,False,週刊少年ジャンプ,1
C88132,CE47258,2006-05-29,0.468682505399568,False,週刊少年ジャンプ,2
C88132,CE47232,2006-06-05,0.2549889135254989,False,週刊少年ジャンプ,3
C88132,CE47217,2006-06-12,0.5056179775280899,False,週刊少年ジャンプ,4
C88132,CE47193,2006-06-19,0.3915929203539823,False,週刊少年ジャンプ,5
C88132,CE47179,2006-06-26,0.7062634989200864,False,週刊少年ジャンプ,6
C88132,CE47155,2006-07-03,0.5827664399092971,False,週刊少年ジャンプ,7
C88132,CE47138,2006-07-10,0.7431578947368421,False,週刊少年ジャンプ,8
C88139,CE59005,1994-04-11,0.0074812967581047,False,週刊少年ジャンプ,1
C88139,CE59008,1994-04-11,0.1820448877805486,False,週刊少年ジャンプ,2
C88139,CE59010,1994-04-11,0.2618453865336658,False,週刊少年ジャンプ,3
C88139,CE58993,1994-04-18,0.484029484029484,False,週刊少年ジャンプ,4
C88139,CE58985,1994-04-25,0.9868131868131867,False,週刊少年ジャンプ,5
C88139,CE58959,1994-05-02,0.6873449131513648,False,週刊少年ジャンプ,6
C88139,CE58945,1994-05-09,0.9872611464968152,False,週刊少年ジャンプ,7
C88139,CE58923,1994-05-23,0.9849624060150376,False,週刊少年ジャンプ,8
C88141,CE43503,2009-12-14,0.3537284894837476,False,週刊少年ジャンプ,1
C88141,CE42924,2010-07-12,0.0060362173038229,False,週刊少年ジャンプ,2
C88141,CE42907,2010-07-19,0.3057199211045365,False,週刊少年ジャンプ,3
C88141,CE42885,2010-07-26,0.3060428849902534,False,週刊少年ジャンプ,4
C88141,CE42870,2010-08-02,0.6509240246406571,False,週刊少年ジャンプ,5
C88141,CE42841,2010-08-09,0.3013435700575815,False,週刊少年ジャンプ,6
C88141,CE42825,2010-08-23,0.6179337231968811,False,週刊少年ジャンプ,7
C88141,CE42809,2010-08-30,0.8799171842650103,False,週刊少年ジャンプ,8
C88152,CE60963,1992-03-23,0.8711217183770883,False,週刊少年ジャンプ,1
C88152,CE60485,1992-09-21,0.0074812967581047,False,週刊少年ジャンプ,2
C88152,CE60478,1992-09-28,0.6758104738154613,False,週刊少年ジャンプ,3
C88152,CE60460,1992-10-05,0.7057356608478803,False,週刊少年ジャンプ,4
C88152,CE60428,1992-10-12,0.1177829099307159,False,週刊少年ジャンプ,5
C88152,CE60422,1992-10-19,0.769041769041769,False,週刊少年ジャンプ,6
C88152,CE60406,1992-10-26,0.912718204488778,False,週刊少年ジャンプ,7
C88152,CE60387,1992-11-02,0.9114219114219114,False,週刊少年ジャンプ,8
C88155,CE48340,2005-04-25,0.6955602536997886,False,週刊少年ジャンプ,1
C88155,CE47826,2005-10-24,0.0063965884861407,False,週刊少年ジャンプ,2
C88155,CE47811,2005-10-31,0.3276955602536998,False,週刊少年ジャンプ,3
C88155,CE47788,2005-11-07,0.3507625272331154,False,週刊少年ジャンプ,4
C88155,CE47770,2005-11-14,0.4451754385964912,False,週刊少年ジャンプ,5
C88155,CE47749,2005-11-21,0.4029850746268656,False,週刊少年ジャンプ,6
C88155,CE47732,2005-11-28,0.5460385438972163,False,週刊少年ジャンプ,7
C88155,CE47712,2005-12-05,0.5173160173160173,False,週刊少年ジャンプ,8
C88193,CE57619,1995-09-04,0.1076923076923077,False,週刊少年ジャンプ,1
C88193,CE57268,1996-01-16,0.0533049040511727,False,週刊少年ジャンプ,2
C88193,CE57254,1996-01-29,0.2846715328467153,False,週刊少年ジャンプ,3
C88193,CE57233,1996-02-05,0.1908045977011494,False,週刊少年ジャンプ,4
C88193,CE57222,1996-02-12,0.6597701149425287,False,週刊少年ジャンプ,5
C88193,CE57192,1996-02-19,0.0887290167865707,False,週刊少年ジャンプ,6
C88193,CE57186,1996-02-26,0.8142548596112311,False,週刊少年ジャンプ,7
C88193,CE57164,1996-03-04,0.7116704805491991,False,週刊少年ジャンプ,8
C88232,CE55428,1998-01-01,0.0069930069930069,False,週刊少年ジャンプ,1
C88232,CE55414,1998-01-08,0.3421633554083885,False,週刊少年ジャンプ,2
C88232,CE55394,1998-01-15,0.3935969868173258,False,週刊少年ジャンプ,3
C88232,CE55375,1998-01-26,0.5138888888888888,False,週刊少年ジャンプ,4
C88232,CE55354,1998-01-31,0.4712643678160919,False,週刊少年ジャンプ,5
C88232,CE55328,1998-02-02,0.0978520286396181,False,週刊少年ジャンプ,6
C88232,CE55322,1998-02-09,0.767337807606264,False,週刊少年ジャンプ,7
C88232,CE55307,1998-02-16,0.8854415274463007,False,週刊少年ジャンプ,8
C88246,CE52975,2000-07-31,0.0203619909502262,False,週刊少年ジャンプ,1
C88246,CE52964,2000-08-07,0.5266524520255863,False,週刊少年ジャンプ,2
C88246,CE52947,2000-08-14,0.6629464285714286,False,週刊少年ジャンプ,3
C88246,CE52922,2000-08-21,0.4250513347022587,False,週刊少年ジャンプ,4
C88246,CE52907,2000-09-04,0.7118279569892473,False,週刊少年ジャンプ,5
C88246,CE52888,2000-09-11,0.7748344370860927,False,週刊少年ジャンプ,6
C88246,CE52870,2000-09-18,0.8713968957871396,False,週刊少年ジャンプ,7
C88246,CE52849,2000-09-25,0.8610526315789474,False,週刊少年ジャンプ,8
C88247,CE42398,2011-02-07,0.4228187919463087,False,週刊少年ジャンプ,1
C88247,CE178399,2015-03-09,0.0063157894736842,False,週刊少年ジャンプ,2
C88247,CE178422,2015-03-16,0.2545824847250509,False,週刊少年ジャンプ,3
C88247,CE178446,2015-03-23,0.3530655391120507,False,週刊少年ジャンプ,4
C88247,CE178476,2015-03-30,0.7484276729559748,False,週刊少年ジャンプ,5
C88247,CE178487,2015-04-06,0.2452830188679245,False,週刊少年ジャンプ,6
C88247,CE178519,2015-04-13,0.6795131845841785,False,週刊少年ジャンプ,7
C88247,CE178542,2015-04-20,0.7330754352030948,False,週刊少年ジャンプ,8
C88254,CE48248,2005-05-30,0.0198675496688741,False,週刊少年ジャンプ,1
C88254,CE48231,2005-06-06,0.2900608519269776,False,週刊少年ジャンプ,2
C88254,CE48217,2005-06-13,0.604040404040404,False,週刊少年ジャンプ,3
C88254,CE48197,2005-06-20,0.596529284164859,False,週刊少年ジャンプ,4
C88254,CE48174,2005-06-27,0.4839400428265524,False,週刊少年ジャンプ,5
C88254,CE48154,2005-07-04,0.578021978021978,False,週刊少年ジャンプ,6
C88254,CE48136,2005-07-11,0.7054945054945055,False,週刊少年ジャンプ,7
C88254,CE48116,2005-07-18,0.7453027139874739,False,週刊少年ジャンプ,8
C88261,CE57682,1995-08-07,0.0924731182795698,False,週刊少年ジャンプ,1
C88261,CE57368,1995-12-04,0.0068649885583524,False,週刊少年ジャンプ,2
C88261,CE57354,1995-12-11,0.3775743707093821,False,週刊少年ジャンプ,3
C88261,CE57341,1996-01-01,0.7192224622030238,False,週刊少年ジャンプ,4
C88261,CE57321,1996-01-08,0.7115839243498818,False,週刊少年ジャンプ,5
C88261,CE57303,1996-01-10,0.8150537634408602,False,週刊少年ジャンプ,6
C88261,CE57287,1996-01-16,0.9445628997867804,False,週刊少年ジャンプ,7
C88261,CE57262,1996-01-29,0.732360097323601,False,週刊少年ジャンプ,8
C88263,CE160800,2011-07-25,0.0237580993520518,False,週刊少年ジャンプ,1
C88263,CE160826,2011-08-01,0.270440251572327,False,週刊少年ジャンプ,2
C88263,CE160852,2011-08-08,0.5522388059701493,False,週刊少年ジャンプ,3
C88263,CE160866,2011-08-15,0.2112676056338028,False,週刊少年ジャンプ,4
C88263,CE160891,2011-08-22,0.3857965451055662,False,週刊少年ジャンプ,5
C88263,CE160912,2011-09-05,0.3513513513513513,False,週刊少年ジャンプ,6
C88263,CE160932,2011-09-12,0.3084886128364389,False,週刊少年ジャンプ,7
C88263,CE160950,2011-09-19,0.2747252747252747,False,週刊少年ジャンプ,8
C88265,CE43973,2009-07-27,0.0066815144766146,False,週刊少年ジャンプ,1
C88265,CE43960,2009-08-03,0.4418604651162791,False,週刊少年ジャンプ,2
C88265,CE43938,2009-08-10,0.487279843444227,False,週刊少年ジャンプ,3
C88265,CE43912,2009-08-17,0.3359223300970874,False,週刊少年ジャンプ,4
C88265,CE43893,2009-08-31,0.525233644859813,False,週刊少年ジャンプ,5
C88265,CE43860,2009-09-07,0.6399132321041214,False,週刊少年ジャンプ,6
C88265,CE43840,2009-09-14,0.8095238095238095,False,週刊少年ジャンプ,7
C88265,CE43820,2009-09-21,0.9329140461215932,False,週刊少年ジャンプ,8
C88282,CE59247,1994-01-10,0.1182795698924731,False,週刊少年ジャンプ,1
C88282,CE59107,1994-03-07,0.0068965517241379,False,週刊少年ジャンプ,2
C88282,CE59099,1994-03-14,0.6068796068796068,False,週刊少年ジャンプ,3
C88282,CE59077,1994-03-21,0.5358024691358024,False,週刊少年ジャンプ,4
C88282,CE59057,1994-03-28,0.5782312925170068,False,週刊少年ジャンプ,5
C88282,CE59027,1994-04-04,0.1134751773049645,False,週刊少年ジャンプ,6
C88282,CE59017,1994-04-11,0.5860349127182045,False,週刊少年ジャンプ,7
C88282,CE58996,1994-04-18,0.5921375921375921,False,週刊少年ジャンプ,8
C88285,CE54901,1998-07-20,0.0197802197802197,False,週刊少年ジャンプ,1
C88285,CE54885,1998-07-27,0.2426303854875283,False,週刊少年ジャンプ,2
C88285,CE54866,1998-08-03,0.232183908045977,False,週刊少年ジャンプ,3
C88285,CE54845,1998-08-10,0.1824480369515011,False,週刊少年ジャンプ,4
C88285,CE54829,1998-08-17,0.3439635535307517,False,週刊少年ジャンプ,5
C88285,CE54805,1998-08-24,0.1656920077972709,False,週刊少年ジャンプ,6
C88285,CE54787,1998-09-07,0.217391304347826,False,週刊少年ジャンプ,7
C88285,CE54772,1998-09-14,0.4850574712643678,False,週刊少年ジャンプ,8
C88287,CE44658,2008-12-01,0.7687366167023555,False,週刊少年ジャンプ,1
C88287,CE43780,2009-09-28,0.0228690228690228,False,週刊少年ジャンプ,2
C88287,CE43720,2009-10-04,0.4161220043572984,False,週刊少年ジャンプ,3
C88287,CE43761,2009-10-05,0.238095238095238,False,週刊少年ジャンプ,4
C88287,CE43704,2009-10-12,0.6556291390728477,False,週刊少年ジャンプ,5
C88287,CE43743,2009-10-12,0.4135667396061269,False,週刊少年ジャンプ,6
C88287,CE43676,2009-10-19,0.3709327548806941,False,週刊少年ジャンプ,7
C88287,CE43660,2009-10-26,0.6407982261640798,False,週刊少年ジャンプ,8
C88291,CE58435,1994-11-14,1.0,False,週刊少年ジャンプ,1
C88291,CE58414,1994-11-21,1.0,False,週刊少年ジャンプ,2
C88291,CE58392,1994-11-28,1.0,False,週刊少年ジャンプ,3
C88291,CE58371,1994-12-05,1.0,False,週刊少年ジャンプ,4
C88291,CE58349,1994-12-12,1.0,False,週刊少年ジャンプ,5
C88291,CE58328,1995-01-01,1.0,False,週刊少年ジャンプ,6
C88291,CE58307,1995-01-08,1.0,False,週刊少年ジャンプ,7
C88291,CE58285,1995-01-10,1.0,False,週刊少年ジャンプ,8
C88308,CE55645,1997-09-29,0.5343680709534369,False,週刊少年ジャンプ,1
C88308,CE55592,1997-10-20,0.7975903614457831,False,週刊少年ジャンプ,2
C88308,CE55494,1997-11-24,0.5952941176470589,False,週刊少年ジャンプ,3
C88308,CE55257,1998-03-02,0.0201342281879194,False,週刊少年ジャンプ,4
C88308,CE55246,1998-03-09,0.4468085106382978,False,週刊少年ジャンプ,5
C88308,CE55227,1998-03-16,0.350835322195704,False,週刊少年ジャンプ,6
C88308,CE55208,1998-03-23,0.4192037470725995,False,週刊少年ジャンプ,7
C88308,CE55191,1998-03-30,0.4940898345153664,False,週刊少年ジャンプ,8
C88312,CE49679,2003-12-01,0.4397321428571428,True,週刊少年ジャンプ,1
C88312,CE49178,2004-06-07,0.0064794816414686,True,週刊少年ジャンプ,2
C88312,CE49162,2004-06-14,0.3263157894736842,True,週刊少年ジャンプ,3
C88312,CE49145,2004-06-21,0.4207188160676532,True,週刊少年ジャンプ,4
C88312,CE49125,2004-06-28,0.3661670235546038,True,週刊少年ジャンプ,5
C88312,CE49106,2004-07-05,0.4153846153846154,True,週刊少年ジャンプ,6
C88312,CE49089,2004-07-12,0.5233853006681515,True,週刊少年ジャンプ,7
C88312,CE49070,2004-07-19,0.5929978118161926,True,週刊少年ジャンプ,8
C88314,CE50060,2003-07-14,0.0193548387096774,False,週刊少年ジャンプ,1
C88314,CE50042,2003-07-21,0.164882226980728,False,週刊少年ジャンプ,2
C88314,CE50025,2003-07-28,0.2314225053078556,False,週刊少年ジャンプ,3
C88314,CE50005,2003-08-04,0.1848552338530066,False,週刊少年ジャンプ,4
C88314,CE49984,2003-08-11,0.1663066954643628,False,週刊少年ジャンプ,5
C88314,CE49973,2003-08-18,0.6586433260393874,False,週刊少年ジャンプ,6
C88314,CE49926,2003-08-25,0.2699784017278617,False,週刊少年ジャンプ,7
C88314,CE49916,2003-09-08,0.7539149888143176,False,週刊少年ジャンプ,8
C88332,CE57911,1995-05-22,0.0110864745011086,True,週刊少年ジャンプ,1
C88332,CE57895,1995-05-29,0.3446088794926004,True,週刊少年ジャンプ,2
C88332,CE57882,1995-06-05,0.6690647482014388,True,週刊少年ジャンプ,3
C88332,CE57852,1995-06-12,0.2781609195402298,True,週刊少年ジャンプ,4
C88332,CE57827,1995-06-19,0.1065759637188208,True,週刊少年ジャンプ,5
C88332,CE57812,1995-06-26,0.4065934065934066,True,週刊少年ジャンプ,6
C88332,CE57790,1995-07-03,0.3701149425287356,True,週刊少年ジャンプ,7
C88332,CE57764,1995-07-10,0.0071599045346062,True,週刊少年ジャンプ,8
C88334,CE52180,2001-05-28,0.0188679245283018,False,週刊少年ジャンプ,1
C88334,CE52166,2001-06-04,0.4040632054176072,False,週刊少年ジャンプ,2
C88334,CE52144,2001-06-11,0.3002257336343115,False,週刊少年ジャンプ,3
C88334,CE52123,2001-06-18,0.2689655172413793,False,週刊少年ジャンプ,4
C88334,CE52108,2001-06-25,0.5291576673866091,False,週刊少年ジャンプ,5
C88334,CE52092,2001-07-02,0.8201284796573876,False,週刊少年ジャンプ,6
C88334,CE52070,2001-07-09,0.755011135857461,False,週刊少年ジャンプ,7
C88334,CE52050,2001-07-16,0.7969094922737306,False,週刊少年ジャンプ,8
C88345,CE50352,2003-03-24,0.4309978768577495,False,週刊少年ジャンプ,1
C88345,CE49828,2003-10-06,0.0190274841437632,False,週刊少年ジャンプ,2
C88345,CE49817,2003-10-13,0.4247191011235955,False,週刊少年ジャンプ,3
C88345,CE49792,2003-10-20,0.1948608137044968,False,週刊少年ジャンプ,4
C88345,CE49779,2003-10-27,0.4675615212527964,False,週刊少年ジャンプ,5
C88345,CE49758,2003-11-03,0.4989293361884368,False,週刊少年ジャンプ,6
C88345,CE49740,2003-11-10,0.5238095238095238,False,週刊少年ジャンプ,7
C88345,CE49719,2003-11-17,0.4900221729490022,False,週刊少年ジャンプ,8
C88354,CE42140,2011-05-16,0.0227743271221532,False,週刊少年ジャンプ,1
C88354,CE160659,2011-06-06,0.2472160356347438,False,週刊少年ジャンプ,2
C88354,CE160681,2011-06-13,0.3120728929384966,False,週刊少年ジャンプ,3
C88354,CE160702,2011-06-20,0.3170731707317073,False,週刊少年ジャンプ,4
C88354,CE160725,2011-06-27,0.4285714285714285,False,週刊少年ジャンプ,5
C88354,CE160744,2011-07-04,0.3260393873085339,False,週刊少年ジャンプ,6
C88354,CE160765,2011-07-11,0.3289183222958057,False,週刊少年ジャンプ,7
C88354,CE160789,2011-07-18,0.5198329853862212,False,週刊少年ジャンプ,8
C88366,CE50116,2003-06-23,0.0066815144766146,False,週刊少年ジャンプ,1
C88366,CE50101,2003-06-30,0.2764044943820224,False,週刊少年ジャンプ,2
C88366,CE50085,2003-07-07,0.3512304250559284,False,週刊少年ジャンプ,3
C88366,CE50067,2003-07-14,0.4666666666666667,False,週刊少年ジャンプ,4
C88366,CE50051,2003-07-21,0.6445396145610278,False,週刊少年ジャンプ,5
C88366,CE50030,2003-07-28,0.5031847133757962,False,週刊少年ジャンプ,6
C88366,CE50011,2003-08-04,0.5501113585746102,False,週刊少年ジャンプ,7
C88366,CE49993,2003-08-11,0.5550755939524838,False,週刊少年ジャンプ,8
C88368,CE62499,1990-07-30,0.0074812967581047,False,週刊少年ジャンプ,1
C88368,CE62488,1990-08-06,0.4463840399002494,False,週刊少年ジャンプ,2
C88368,CE62471,1990-08-13,0.605568445475638,False,週刊少年ジャンプ,3
C88368,CE62442,1990-08-20,0.1105651105651105,False,週刊少年ジャンプ,4
C88368,CE62438,1990-08-27,0.8678815489749431,False,週刊少年ジャンプ,5
C88368,CE62418,1990-09-03,0.8581560283687943,False,週刊少年ジャンプ,6
C88368,CE62401,1990-09-10,0.9578454332552692,False,週刊少年ジャンプ,7
C88368,CE62381,1990-09-17,0.9049881235154394,False,週刊少年ジャンプ,8
C88372,CE44079,2009-06-22,0.3405639913232104,False,週刊少年ジャンプ,1
C88372,CE43275,2010-03-01,0.0062893081761006,False,週刊少年ジャンプ,2
C88372,CE43258,2010-03-08,0.2647702407002188,False,週刊少年ジャンプ,3
C88372,CE43236,2010-03-15,0.2962138084632517,False,週刊少年ジャンプ,4
C88372,CE43216,2010-03-22,0.4778947368421052,False,週刊少年ジャンプ,5
C88372,CE43198,2010-03-29,0.6494845360824743,False,週刊少年ジャンプ,6
C88372,CE43174,2010-04-05,0.5118790496760259,False,週刊少年ジャンプ,7
C88372,CE43157,2010-04-12,0.7449664429530202,False,週刊少年ジャンプ,8
C88384,CE48172,2005-06-27,0.4218415417558886,False,週刊少年ジャンプ,1
C88384,CE46729,2006-11-27,0.5229759299781181,False,週刊少年ジャンプ,2
C88384,CE45745,2007-11-12,0.2754880694143167,False,週刊少年ジャンプ,3
C88384,CE43886,2009-08-31,0.4504672897196262,False,週刊少年ジャンプ,4
C88384,CE43508,2009-12-14,0.5717017208413002,False,週刊少年ジャンプ,5
C88384,CE42823,2010-08-23,0.5087719298245614,False,週刊少年ジャンプ,6
C88384,CE42442,2011-01-04,0.7037773359840954,False,週刊少年ジャンプ,7
C88384,CE163853,2014-05-12,0.5041322314049587,False,週刊少年ジャンプ,8
C88391,CE58883,1994-05-30,0.0249433106575963,False,週刊少年ジャンプ,1
C88391,CE58866,1994-06-06,0.3379310344827586,False,週刊少年ジャンプ,2
C88391,CE58843,1994-06-13,0.2518703241895262,False,週刊少年ジャンプ,3
C88391,CE58819,1994-06-20,0.0347394540942928,False,週刊少年ジャンプ,4
C88391,CE58801,1994-06-27,0.1563275434243176,False,週刊少年ジャンプ,5
C88391,CE58786,1994-07-04,0.4452214452214452,False,週刊少年ジャンプ,6
C88391,CE58762,1994-07-11,0.2517985611510791,False,週刊少年ジャンプ,7
C88391,CE58747,1994-07-18,0.5391120507399577,False,週刊少年ジャンプ,8
C88400,CE60920,1992-04-06,0.5941320293398533,False,週刊少年ジャンプ,1
C88400,CE60447,1992-10-05,0.0074812967581047,False,週刊少年ジャンプ,2
C88400,CE60436,1992-10-12,0.5427251732101617,False,週刊少年ジャンプ,3
C88400,CE60417,1992-10-19,0.5331695331695332,False,週刊少年ジャンプ,4
C88400,CE60390,1992-10-26,0.0997506234413965,False,週刊少年ジャンプ,5
C88400,CE60380,1992-11-02,0.578088578088578,False,週刊少年ジャンプ,6
C88400,CE60361,1992-11-09,0.600997506234414,False,週刊少年ジャンプ,7
C88400,CE60344,1992-11-16,0.7556109725685786,False,週刊少年ジャンプ,8
C88422,CE48941,2004-09-06,0.1917525773195876,False,週刊少年ジャンプ,1
C88422,CE48206,2005-06-13,0.006060606060606,False,週刊少年ジャンプ,2
C88422,CE48192,2005-06-20,0.3449023861171366,False,週刊少年ジャンプ,3
C88422,CE48170,2005-06-27,0.3062098501070663,False,週刊少年ジャンプ,4
C88422,CE48151,2005-07-04,0.4505494505494505,False,週刊少年ジャンプ,5
C88422,CE48128,2005-07-11,0.3230769230769231,False,週刊少年ジャンプ,6
C88422,CE48118,2005-07-18,0.8329853862212944,False,週刊少年ジャンプ,7
C88422,CE48092,2005-07-25,0.5408388520971302,False,週刊少年ジャンプ,8
C88423,CE55655,1997-09-22,0.0198675496688741,False,週刊少年ジャンプ,1
C88423,CE55643,1997-09-29,0.4323725055432372,False,週刊少年ジャンプ,2
C88423,CE55622,1997-10-06,0.3741794310722101,False,週刊少年ジャンプ,3
C88423,CE55599,1997-10-13,0.1728665207877461,False,週刊少年ジャンプ,4
C88423,CE55587,1997-10-20,0.5228915662650603,False,週刊少年ジャンプ,5
C88423,CE55567,1997-10-27,0.4462242562929062,False,週刊少年ジャンプ,6
C88423,CE55550,1997-11-03,0.5440180586907449,False,週刊少年ジャンプ,7
C88423,CE55537,1997-11-10,0.9084967320261438,False,週刊少年ジャンプ,8
C88425,CE162948,2013-07-29,0.00625,False,週刊少年ジャンプ,1
C88425,CE162972,2013-08-05,0.2099567099567099,False,週刊少年ジャンプ,2
C88425,CE163000,2013-08-12,0.4456521739130434,False,週刊少年ジャンプ,3
C88425,CE163021,2013-08-19,0.4437751004016064,False,週刊少年ジャンプ,4
C88425,CE163044,2013-09-02,0.4405737704918033,False,週刊少年ジャンプ,5
C88425,CE163070,2013-09-09,0.6548117154811716,False,週刊少年ジャンプ,6
C88425,CE163092,2013-09-16,0.7057613168724279,False,週刊少年ジャンプ,7
C88425,CE163115,2013-09-23,0.6983122362869199,False,週刊少年ジャンプ,8
C88426,CE49614,2004-01-08,0.0066815144766146,True,週刊少年ジャンプ,1
C88426,CE49598,2004-01-15,0.3347547974413646,True,週刊少年ジャンプ,2
C88426,CE49573,2004-01-16,0.2963752665245202,True,週刊少年ジャンプ,3
C88426,CE49579,2004-01-16,0.326226012793177,True,週刊少年ジャンプ,4
C88426,CE49542,2004-01-23,0.3932135728542914,True,週刊少年ジャンプ,5
C88426,CE49523,2004-02-02,0.3626373626373626,True,週刊少年ジャンプ,6
C88426,CE49508,2004-02-09,0.5629139072847682,True,週刊少年ジャンプ,7
C88426,CE49486,2004-02-16,0.4426966292134831,True,週刊少年ジャンプ,8
C88441,CE62641,1990-06-11,0.0438799076212471,False,週刊少年ジャンプ,1
C88441,CE62630,1990-06-18,0.4545454545454545,False,週刊少年ジャンプ,2
C88441,CE62608,1990-06-25,0.4562647754137116,False,週刊少年ジャンプ,3
C88441,CE62579,1990-07-02,0.0723192019950124,False,週刊少年ジャンプ,4
