アニメ作品ID,アニメ作品名,weekday,放送曜日,アニメ作品の合計話数
C9728,やんちゃる モンちゃ,2,水,6
C11125,甲虫王者ムシキング 森の民の伝説,2,水,52
C12327,Funny Pets [第1期],2,水,12
C12196,NANA,2,水,40
C12191,鍵姫物語永久アリス輪舞曲［ロンド］,2,水,13
C12189,あまえ ないでよっ!! 喝!!,2,水,13
C9301,VS騎士ラムネ＆40 炎,2,水,26
C9695,Only・You ビバ! キャバクラ,2,水,4
C10938,Legend of DUO,2,水,11
C12339,Kin-Qキッズ ★ おたすK隊,2,水,12
C10934,巌窟王,2,水,24
C12345,ふたりは プリキュアSplash★Star,2,水,1
C11152,かみちゅ!,2,水,12
C9689,どっきりドクター,2,水,26
C10930,みどりのくにの こえだちゃん,2,水,52
C9297,忍たま乱太郎[第4期],2,水,24
C12178,エア・ギア,2,水,25
C9291,DRAGON BALL GT,2,水,66
C10997,BLEACH,2,水,90
C9354,超者ライディーン,2,水,37
C11121,いちご100％,2,水,12
C12198,桜蘭高校ホスト部,2,水,26
C11067,Starship Operators,2,水,13
C9717,日本一の男の魂,2,水,14
C11053,U.H.O. フューチャーレスキュー2061,2,水,10
C12257,けいおん!!,2,水,26
C12259,RAINBOW 二舎六房の七人,2,水,26
C11083,だめっこどうぶつ,2,水,5
C9720,逮捕しちゃうぞ[Special],2,水,5
C11087,NePoS NaPoS,2,水,8
C11045,忍たま乱太郎［第12期］,2,水,16
C11043,おじゃる丸［第7期］,2,水,18
C11184,ひまわりっ!!,2,水,1
C11097,LOVELESS,2,水,1
C11103,バジリスク 甲賀忍法帖,2,水,24
C11039,いない いない ばあっ!［第9期］,2,水,18
C11029,メジャー,2,水,1
C11106,ふしぎ星の★ふたご姫,2,水,1
C12292,蛙男劇場,2,水,2
C9724,スージーちゃんと マービー,2,水,26
C9701,夢で逢えたら,2,水,4
C11001,遙かなる時空のなかで 八葉抄,2,水,26
C10999,tactics,2,水,25
C12201,はなかっぱ,2,水,15
C11041,パンツぱんくろう,2,水,19
C9289,勇者指令ダグオン,2,水,1
C10892,お伽草子,2,水,26
C9752,おじゃる丸[第2期],2,水,18
C9784,パパと踊ろう,2,水,8
C11235,ノエイン もうひとりの君へ,2,水,24
C11253,南の島の小さな飛行機バーディー[第1期],2,水,3
C9249,新世紀エヴァンゲリオン,2,水,26
C9786,魔法使いTai!,2,水,13
C10784,じゃがいぬくん,2,水,2
C12421,だんご3兄弟 あっという間劇場,2,水,3
C11257,モリゾーとキッコロ ［第2期］,2,水,2
C10776,GANTZ ～the first stage～,2,水,1
C12427,おじゃる丸［第3期］,2,水,18
C9669,聖ルミナス女学院,2,水,1
C10772,忘却の旋律,2,水,24
C9792,愛の若草山物語,2,水,6
C12428,魔界戦記 ディスガイア,2,水,12
C9794,おるちゅばんエビちゅ,2,水,12
C12430,ラブゲッCHU❤ ミラクル声優白書,2,水,26
C12432,錬金3級 まじかる? ぽか～ん,2,水,24
C9661,おじゃる丸,2,水,18
C10764,モリゾーとキッコロ［第1期］,2,水,1
C9796,小梅ちゃんが行く!!,2,水,6
C9798,チックン タック,2,水,2
C11296,アニ*クリ15,2,水,3
C10770,爆裂天使,2,水,24
C12446,RAY THE ANIMATION,2,水,1
C10811,じゃがいぬくん［シリーズ］,2,水,2
C10818,ななみちゃん,2,水,2
C12369,Soul Link,2,水,12
C11187,CLUSTER EDGE,2,水,25
C12176,フラカッパー,2,水,23
C9677,ジェネレイターガウル,2,水,12
C9756,イソップ ワールド,2,水,8
C9285,るろうに剣心―明治剣客浪漫譚―,2,水,70
C9675,快傑蒸気探偵団 TV ANIMATION SERIES,2,水,26
C9382,マッハGoGoGo[新],2,水,13
C12383,ぜんまいざむらい,2,水,36
C9764,星方天使エンジェル リンクス,2,水,13
C11223,灼眼のシャナ,2,水,1
C9766,天使になるもんっ!,2,水,26
C9673,LET'Sぬぷぬぷっ,2,水,4
C10849,Wind -a breath of heart-,2,水,13
C10847,ちぃちゃんとヒゲおじさん,2,水,4
C11211,ガンパレード・オーケストラ,2,水,24
C11213,地獄少女,2,水,27
C10836,MONSTER,2,水,75
C11215,闘牌伝説 アカギ 闇に舞い降りた天才,2,水,26
C12394,スパイダーライダーズ オラクルの勇者たち,2,水,26
C12396,とっとこ ハム太郎 は～い!,2,水,78
C12398,ひぐらしのなく頃に,2,水,26
C10851,東奔西走スクールライフANIMATION 月は東に日は西に ―Operation Sanctuary―,2,水,13
C9865,Di Gi Charat,2,水,4
C12595,RED GARDEN,2,水,22
C11069,らいむいろ流奇譚 X［cross］ ～恋、教ヘテクダサイ。～,2,水,13
C10092,THE SOUL TAKER,2,水,13
C10094,新白雪姫伝説プリーティア,2,水,13
C12825,［ボキャレース］,2,水,10
C10256,攻殻機動隊 STAND ALONE COMPLEX,2,水,4
C10247,Rahxephon,2,水,17
C12831,いない いない ばあっ!［第10期］,2,水,18
C12923,10本アニメ,2,水,16
C9505,ドクタースランプ,2,水,93
C12921,てれび絵本,2,水,92
C10241,キン肉マンⅡ世,2,水,51
C12833,ポキポキ アニメ,2,水,6
C9915,NieA_7 domestic poor@nimation,2,水,13
C9551,バーバパパ 世界をまわる,2,水,10
C12919,いない いない ばあっ!［第8期］,2,水,17
C11701,チェブラーシカあれれ?,2,水,18
C12835,ウキウキ わんちゃんず,2,水,46
C9964,ラブひな,2,水,24
C9497,忍たま乱太郎[第5期],2,水,20
C12838,だぁ!だぁ!だぁ! ［第2期］,2,水,1
C11828,魍魎の匣,2,水,13
C10262,ヒートガイジェイ,2,水,25
C9983,Di Gi Charat サマースペシャル 20*0*0*,2,水,2
C12813,おじゃる丸[第4期],2,水,18
C9981,じゃがいぬくん,2,水,2
C11832,カオス;ヘッド,2,水,12
C11656,Qファイターズ!チョロQデッキシステム,2,水,1
C10288,巨人の星 【特別篇】 猛虎 花形満 ～『巨人の星』全182話より特別編集～,2,水,3
C9975,HAND MAiD May,2,水,10
C9511,BURN-UP EXCESS,2,水,2
C10286,デュエル・マスターズ,2,水,1
C12815,忍たま乱太郎［第9期］,2,水,16
C10282,Kiddy Grade,2,水,24
C12929,ケロケロキングデラックス プラス,2,水,6
C11762,一騎当千Great Guardians,2,水,12
C9555,スーパーマン,2,水,8
C11830,"ONE OUTS Nobody wins,but I!",2,水,25
C10264,ボンバーマン ジェッターズ,2,水,51
C12819,いない いない ばあっ!［第6期］,2,水,20
C10260,花田少年史,2,水,25
C11647,チーズスイートホーム,2,水,26
C9536,わたせ せいぞう ひと粒の恋,2,水,1
C10217,こげぱん,2,水,2
C11776,恋姫†無双,2,水,12
C12874,いない いない ばあっ!［第7期］,2,水,20
C10171,ちっちゃな雪使いシュガ～,2,水,24
C9501,学級王ヤマザキ,2,水,1
C12896,よばれてとびでて! アクビちゃん［第2期］,2,水,1
C9102,真拳伝説タイトロード,2,水,1
C10165,くるくるアミー,2,水,13
C12876,でこぼこフレンズ,2,水,6
C10133,あぃまぃみぃ! ストロベリー・エッグ,2,水,12
C10135,シャーマンキング,2,水,64
C12890,FRAMY,2,水,6
C10153,筋肉 番付 金剛くんの大冒険!,2,水,1
C12880,［ボキャレース］［第2期］,2,水,6
C12882,クレヨンまるの ミラクルおえかき,2,水,31
C10147,星界の戦旗Ⅱ,2,水,10
C12888,レッチュ ゲッチュ サルゲッチュ,2,水,20
C10137,スクライド,2,水,26
C11746,CRYSTAL BLAZE,2,水,12
C12840,Mr.Digital TOKORO the comical cartoon [第2期],2,水,24
C9950,陽だまりの樹,2,水,25
C9110,サイボーグ花ちゃん,2,水,3
C9547,GTO,2,水,10
C9962,遊☆戯☆王 デュエルモンスターズ,2,水,53
C12647,ももんがぁモン,2,水,4
C10195,ヒカルの碁,2,水,75
C12906,ZoomZoo [ストーリー],2,水,23
C12848,ミニモニ。やるのだぴょん,2,水,13
C12904,ZoomZoo [キャラクター],2,水,12
C9943,X,2,水,24
C9946,タイムボカン2000 怪盗 きらめき マン,2,水,26
C9948,トランスフォーマー カーロボット,2,水,39
C11782,セキレイ,2,水,12
C9120,空想科学世界ガリバーボーイ,2,水,2
C12856,クレヨンまる,2,水,25
C11780,いじいじくん,2,水,4
C9543,SURF SIDE HIGH-SCHOOL,2,水,5
C11744,RD 潜脳調査室,2,水,26
C10179,ストレイシープ ポーのちっちゃな大冒険,2,水,1
C11900,はじめの 一歩 THE FIGHTING! NewChallenger,2,水,26
C9560,万能文化猫娘,2,水,12
C9903,へろへろくん,2,水,26
C9160,愛天使伝説ウェディングピーチ,2,水,51
C10382,Witch Hunter ロビン,2,水,26
C12701,ひとりでできるもん!［第1期］,2,水,19
C10372,王ドロボウ JING,2,水,13
C9565,ビーストウォーズⅡ,2,水,43
C10022,ベイビーフィリックス,2,水,9
C9164,行け! 稲中卓球部,2,水,3
C11948,キャラディのジョ～クな毎日,2,水,58
C11940,チーズスイートホームあたらしいおうち,2,水,27
C12771,はりもぐハーリー[第2期],2,水,12
C11623,GUNSLINGER GIRL.IL TEATRINO,2,水,1
C9525,セクシーコマンドー外伝 すごいよ!! マサルさん,2,水,12
C10032,学校の怪談,2,水,1
C12939,ミニモニ。じゃてーびぃー,2,水,3
C9877,超特急 ヒカリアン JAPAN HIKARIAN RAILROAD[第3期],2,水,52
C9869,風雲! 戦国を駆ける武将 ～ アニメ 静岡県史～,2,水,3
C9082,忍たま乱太郎 第2期,2,水,25
C10012,はじめの 一歩 THE FIGHTING!,2,水,75
C9867,お茶の水博士の 20世紀の贈りもの,2,水,1
C11553,伯爵と妖精,2,水,11
C10005,探偵少年カゲマン,2,水,4
C11969,毎日かあさん,2,水,91
C10006,Mr.Digital TOKORO the comical cartoon ［第1期］,2,水,24
C12945,トムトム★ブー,2,水,4
C9584,おジャ魔女どれみ,2,水,1
C9578,イケてる2人,2,水,4
C12657,ヒピラくん 原作/大友克洋,2,水,3
C10404,ハングリーハート WILD STRIKER,2,水,50
C10008,GEAR戦士[ギアファイター]  電童,2,水,38
C10400,キ・ファイター テラン,2,水,26
C9580,ビーストウォーズネオ,2,水,35
C11583,AYAKASHI,2,水,12
C10010,グラビテーション,2,水,13
C12943,絶体絶命 でんぢゃらす じーさん ［第1期］,2,水,24
C12783,超特急ヒカリアン JAPAN HIKARIAN RAILROAD[第2期],2,水,52
C9989,ハムスター 倶楽部,2,水,25
C9539,日本一の男の魂2,2,水,13
C10338,天地無用! GXP,2,水,26
C9563,ふたり暮らし,2,水,9
C10318,りぜるまいん,2,水,12
C9162,ヤンボウ ニンボウ トンボウ,2,水,39
C12801,いない いないばあっ!［第5期］,2,水,6
C12805,タイニー トゥーンズ,2,水,3
C10334,おじゃる丸[第5期］,2,水,18
C11938,クッキンアイドルアイ!マイ!まいん!,2,水,15
C9885,風まかせ 月影蘭,2,水,13
C11625,狼と香辛料,2,水,12
C12799,忍たま 乱太郎 [第8期],2,水,16
C10051,激動! 歴史を変える男たち ～ アニメ 静岡県史～,2,水,2
C12937,R.O.D THE TV,2,水,2
C9513,『ドリトル先生物語』,2,水,13
C10336,ちょびっツ,2,水,26
C10324,ベイベー ばぁちゃん,2,水,20
C11932,空を見上げる少女の瞳に映る世界,2,水,9
C12785,ようこそロードス島へ!,2,水,27
C9084,BLUE SEED,2,水,26
C9493,剣風伝説ベルセルク,2,水,25
C10042,ピポパポ パトルくん,2,水,13
C10054,破壊魔定光,2,水,10
C14827,京騒戯画,3,木,13
C11091,JINKI:EXTEND,3,木,12
C11768,スケアクロウマンSCARECROWMAN THE ANIMATION,3,木,26
C11780,いじいじくん,3,木,4
C14811,ウサビッチ[第5期],3,木,1
C11127,極上生徒会,3,木,26
C14770,忍たま 乱太郎[第20期],3,木,18
C16220,ゲーマーズ!,3,木,13
C9673,LET'Sぬぷぬぷっ,3,木,4
C16224,おじゃる丸[第20期],3,木,14
C14548,太宰 治 短編小説集[第2期] 畜犬談,3,木,1
C14532,ガーゴイルズ,3,木,12
C14830,銀河機攻隊 マジェスティック プリンス,3,木,24
C11838,キャシャーンSins,3,木,13
C11119,アイシールド21,3,木,1
C9717,日本一の男の魂,3,木,11
C14803,アニメ　おしりかじり虫[第2期],3,木,4
C14835,GJ部[グッジョぶ],3,木,12
C11083,だめっこどうぶつ,3,木,5
C14282,はたらく魔王さま!,3,木,13
C14828,きょうの料理　ビギナーズ　[第7期],3,木,8
C14839,幻影ヲ駆ケル太陽 il sole penetra le illusioni,3,木,13
C9525,セクシーコマンドー外伝 すごいよ!! マサルさん,3,木,13
C9695,Only・You ビバ! キャバクラ,3,木,4
C14535,漂流家族　昭和パンダ物語[第1期],3,木,1
C11812,のらみみ2,3,木,12
C11148,雪の女王,3,木,3
C16103,小林さんちのメイドラゴン,3,木,13
C9532,ぶぶチャチャ,3,木,26
C14816,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,3,木,10
C11176,涼風［すずか］,3,木,26
C9681,バブルガムクライシス TOKYO2040,3,木,24
C11160,FNS地球特捜隊 ダイバスター［スペシャル］,3,木,2
C9528,KAIKAN フレーズ,3,木,1
C14533,忍たま 乱太郎[第18期],3,木,19
C14818,カーニヴァル,3,木,13
C14788,めだか ボックス アブノーマル,3,木,12
C14791,遊★戯★王ゼアルⅡ[セカンド] ZEXAL,3,木,3
C14780,ファイ・ブレイン 神のパズル[第2期],3,木,1
C11129,フタコイ オルタナティブ,3,木,13
C11840,屍姫赫,3,木,13
C14776,パンダの たぷたぷ,3,木,85
C14774,はなかっぱ[第3期],3,木,10
C11784,スレイヤーズREVOLUTION,3,木,13
C11786,魔法遣いに大切なこと～夏のソラ～,3,木,12
C9701,夢で逢えたら,3,木,4
C14536,漂流家族　昭和パンダ物語[第2期],3,木,1
C9536,わたせ せいぞう ひと粒の恋,3,木,1
C14819,ガイスト クラッシャー,3,木,1
C14824,がんばれ! ルル ロロ TINY★TWIN★BEARS,3,木,6
C11844,ヒャッコ,3,木,13
C14775,パブー ＆モジーズ,3,木,1
C11097,LOVELESS,3,木,12
C11842,とらドラ!,3,木,25
C14814,俺の妹がこんなに　可愛いわけがない　[TRUE ROUTE スペシャル版],3,木,4
C11178,TIDE-LINE BLUE,3,木,12
C9679,EAT-MAN '98,3,木,12
C14826,境界の彼方,3,木,12
C14628,ウチュレイ![2010夏],3,木,4
C11219,IGPX Immortal Grand Prix,3,木,24
C14597,さくらんBOY DT,3,木,11
C11071,Xenosaga THE ANIMATION,3,木,12
C14596,恋時雨,3,木,6
C11428,School Days,3,木,1
C14669,忍たま 乱太郎 [第21期],3,木,15
C11623,GUNSLINGER GIRL.IL TEATRINO,3,木,1
C14594,きょうの料理 ビギナーズ[第3期],3,木,24
C14673,いない いない ばあっ![第16期],3,木,22
C11408,Devil May Cry,3,木,12
C11637,Mnemosyne-ムネモシュネの娘たち─,3,木,12
C14666,凪のあすから,3,木,26
C14587,おじゃる丸[第12期],3,木,19
C14677,額縁をくぐって物語の中へ　[スペシャル],3,木,1
C11403,ながされて藍蘭島,3,木,26
C14679,神のみぞ知るセカイⅡ,3,木,1
C11401,鋼鉄神ジーグ,3,木,13
C11399,機神大戦ギガンティック・フォーミュラ,3,木,26
C11647,チーズスイートホーム,3,木,26
C14585,いない いない ばあっ![第14期],3,木,23
C9557,ブギーポップは 笑わない Boogiepop Phantom,3,木,12
C14683,だじゃれ パラパラ,3,木,5
C14584,いすのまちのコッシー,3,木,17
C11406,トレジャーガウスト,3,木,1
C14665,ちょぼらうにょぽみ劇場 あいまい みー,3,木,13
C11450,シグルイ,3,木,8
C14656,おじゃる丸[第16期],3,木,14
C14627,いない いない ばあっ![第15期],3,木,22
C11569,神霊狩/GHOST HOUND,3,木,10
C9602,TRIGUN,3,木,26
C14633,株式会社ZOO,3,木,7
C16176,SUPER LOVERS 2,3,木,10
C14635,起業忍者 イガ社長と 秘書ガーコ,3,木,20
C14636,きょうの料理 ビギナーズ[第4期],3,木,18
C14637,クッキンアイドル アイ!マイ! まいん![第2期],3,木,15
C14638,クノーチェ,3,木,19
C14640,ケツ犬,3,木,4
C11506,DRAGONAUT-THE RESONANCE-,3,木,25
C11504,ご愁傷さま二ノ宮くん,3,木,12
C14614,忍たま乱太郎[第17期],3,木,18
C9578,イケてる2人,3,木,4
C9576,火魅子伝,3,木,12
C14647,J.ブンガク　世界が愛した ニホンの感性　[第2期],3,木,1
C11607,のらみみ,3,木,12
C14648,10秒チョットのアニメ,3,木,4
C11613,ロザリオとバンパイア,3,木,13
C14602,太宰 治生誕百年短編小説集,3,木,1
C14649,[ストロー びゅるる],3,木,1
C9563,ふたり暮らし,3,木,9
C9622,忍たま乱太郎[第6期],3,木,12
C11656,Qファイターズ!チョロQデッキシステム,3,木,1
C16194,サクラクエスト,3,木,25
C9555,スーパーマン,3,木,2
C11666,とある魔術の禁書目録[インデックス],3,木,24
C11300,Romeo×Juliet,3,木,24
C14565,X-MEN エボリューション,3,木,17
C14725,GON,3,木,1
C14564,うら最,3,木,24
C14562,MONSTER[特別編],3,木,1
C11296,アニ*クリ15,3,木,6
C11716,仮面のメイドガイ,3,木,12
C14732,Zoobles　[シリーズ],3,木,26
C11290,風のスティグマ[風の聖痕],3,木,24
C14733,スッキリ!!　×　映画　ひみつの　アッコちゃん　[～テクマクマヤコン　テクマクマヤコン　ステキなOLにな～れ!～],3,木,2
C14560,スーパーロボット モンキー チーム ハイパー フォース GO!,3,木,5
C9543,SURF SIDE HIGH-SCHOOL,3,木,5
C9661,おじゃる丸,3,木,17
C14740,たまごっち! ゆめキラドリーム,3,木,22
C11257,モリゾーとキッコロ ［第2期］,3,木,4
C11253,南の島の小さな飛行機バーディー[第1期],3,木,3
C14749,DiABOLiK LOVERS,3,木,1
C11243,銀牙伝説WEED,3,木,26
C14551,U.H.O.　フューチャーレスキュー2061　[第6期],3,木,5
C9539,日本一の男の魂2,3,木,17
C11225,冒険王ビィト エクセリオン BEET THE VANDEL BUSTER,3,木,25
C11223,灼眼のシャナ,3,木,24
C14765,つり球,3,木,1
C14569,House of Mouse,3,木,45
C11217,ARIA The ANIMATION,3,木,13
C11703,リストランテ・パラディーゾ,3,木,11
C9656,Night Walker ―真夜中の探偵―,3,木,12
C9626,アリスSOS,3,木,10
C14689,はなかっぱ[第2期],3,木,15
C11359,やさいのようせいN.Y. SALAD,3,木,14
C11683,アリソンとリリア,3,木,24
C16195,きょうの料理 ビギナーズ [第10期],3,木,20
C11355,桃華月憚,3,木,1
C9638,Weｉβ kreuz,3,木,25
C9640,センチメンタル ジャーニー,3,木,12
