アニメ作品ID,アニメ作品名,weekday,放送曜日,アニメ作品の合計話数
C13068,おじゃる丸[第10期],3,木,18
C13354,おじゃる丸[第11期],3,木,18
C12527,内閣権力犯罪強制取締官 財前丈太郎,3,木,11
C12162,おまもりひまり,3,木,12
C13675,おはよう忍者隊 ガッチャマン,3,木,96
C13070,[おかあさんと あそぼっ!] きょうの おはなし,3,木,1
C9207,赤ちゃんと僕,3,木,23
C12538,忍たま乱太郎[第7期],3,木,16
C12478,砂沙美☆魔法少女クラブ,3,木,13
C9018,とっても!ラッキーマン,3,木,22
C13356,忍たま乱太郎[第16期],3,木,20
C8891,ノンタンと いっしょ,3,木,66
C12480,姫様ご用心,3,木,12
C9223,ぼのぼの,3,木,46
C12519,和和和 ワッピちゃん,3,木,12
C9213,はりもぐハーリー[第1期],3,木,16
C8680,三つ目がとおる,3,木,48
C12870,火星は ぼくらの惑星だ!,3,木,2
C12172,ひだまり スケッチ × ☆☆☆[ほしみっつ],3,木,1
C12176,フラカッパー,3,木,27
C9221,ハニ太郎です。,3,木,13
C12166,バカとテスト と召喚獣,3,木,13
C13709,忍たま 乱太郎[第19期],3,木,18
C8853,あしたへフリーキック,3,木,1
C8849,クレヨンしんちゃん,3,木,17
C13018,なぞなぞう,3,木,1
C13323,ともだち8にん,3,木,19
C12164,ダンス イン ザ ヴァンパイアバンド,3,木,13
C12505,はぴねす! It's a happy ＆ heartful school life.,3,木,1
C13684,クッキンアイドル アイ!マイ! まいん![第3期],3,木,16
C13066,忍たま 乱太郎[第15期],3,木,9
C12921,てれび絵本,3,木,88
C9110,サイボーグ花ちゃん,3,木,3
C12874,いない いない ばあっ!［第7期］,3,木,20
C12919,いない いない ばあっ!［第8期］,3,木,17
C12540,ぴりっとQ,3,木,2
C8666,平成イヌ物語 バウ,3,木,80
C13277,ウスペラーズ,3,木,1
C13645,額縁をくぐって物語の中へ　[シリーズ],3,木,20
C13002,もっともっと兼本さん宅[石川番外篇],3,木,3
C13794,まりあ†ほりっく あらいぶ,3,木,12
C12203,リトル・チャロ2 英語に恋する物語,3,木,34
C12929,ケロケロキングデラックス プラス,3,木,6
C12205,真 恋姫†無双 ～乙女大乱～,3,木,11
C9122,ちびまる子ちゃん［新］,3,木,1
C13275,やっこはん姉妹きぬやっこ もめんやっこ,3,木,1
C9201,BｉT the CUPID,3,木,46
C9418,のらねこダウンタウン,3,木,2
C8649,カラ天狗 カブト,3,木,1
C12446,RAY THE ANIMATION,3,木,13
C13273,ななみちゃん[第4期],3,木,1
C12444,吉宗,3,木,24
C12233,HEROMAN,3,木,26
C13803,もしドラ　もし高校野球の女子マネージャーが　ドラッカーの『マネジメント』を読んだら,3,木,3
C13784,マイクロストーリー,3,木,12
C13653,TIGER ＆ BUNNY,3,木,1
C13780,ポケットモンスター　ダイヤモンド＆パール　[特別編],3,木,2
C12124,ささめきこと,3,木,13
C13358,いない いない ばあっ! [第13期],3,木,22
C9020,おまかせスクラッパーズ,3,木,39
C13290,スイスイ! フィジー!,3,木,50
C12196,NANA,3,木,11
C13769,フリージング,3,木,1
C12848,ミニモニ。やるのだぴょん,3,木,13
C9243,忍たま乱太郎[第3期],3,木,24
C8651,ロビンフッドの大冒険,3,木,2
C13071,ななみちゃんのわくわくどうぶつえん,3,木,2
C13363,イタズラなKiss,3,木,25
C13774,へうげもの,3,木,37
C8901,風の中の少女 金髪のジェニー,3,木,49
C12201,はなかっぱ,3,木,15
C8696,おばけの…ホーリー,3,木,45
C12549,iNNOCENT VENUS,3,木,12
C9392,春庭家の3人目,3,木,9
C13673,おじゃる丸[第14期],3,木,17
C8943,ポコニャン!,3,木,31
C12632,忍たま乱太郎［第13期］,3,木,11
C9259,怪盗セイント・テール,3,木,43
C12799,忍たま 乱太郎 [第8期],3,木,17
C8726,おてんきボーイズ,3,木,2
C14079,貧乏神が!,3,木,12
C12647,ももんがぁモン,3,木,1
C8766,燃えろ! トップストライカー,3,木,48
C13130,機動戦士 ガンダム S［シード］ DESTINY ［総集編］砕かれた世界,3,木,1
C13483,探偵オペラ ミルキィホームズ,3,木,12
C12801,いない いないばあっ!［第5期］,3,木,6
C12888,レッチュ ゲッチュ サルゲッチュ,3,木,7
C8967,ももいろシスターズ,3,木,6
C13126,チビナックス,3,木,25
C13058,人形アニメーションリカちゃん,3,木,2
C11896,まりあ†ほりっく,3,木,12
C12805,タイニー トゥーンズ,3,木,3
C14102,えびてん 公立海老栖川高校天悶部,3,木,10
C13140,ななみちゃん[第3期],3,木,2
C14104,中二病でも 恋がしたい!,3,木,12
C12369,Soul Link,3,木,1
C12896,よばれてとびでて! アクビちゃん［第2期］,3,木,2
C14023,LUPIN the Third 峰不二子という女,3,木,13
C12297,ストライク ウィッチーズ2,3,木,12
C12701,ひとりでできるもん!［第1期］,3,木,20
C14029,戦国コレクション,3,木,3
C8724,シティーハンター'91,3,木,3
C13158,砂沙美☆魔法少女クラブ ～シーズン2～,3,木,13
C9497,忍たま乱太郎[第5期],3,木,19
C13156,モッタイナイナイ ムッピといっしょ,3,木,3
C13560,イナズマイレブン GO,3,木,1
C12759,バーチャファイター[第2期],3,木,11
C12771,はりもぐハーリー[第2期],3,木,12
C11910,エグザムライ戦国,3,木,13
C12305,キン肉マンⅡ世 ULTIMATE MUSCLE 2,3,木,13
C12375,アクビ Girl,3,木,1
C13467,リタと ナントカ,3,木,5
C12943,絶体絶命 でんぢゃらす じーさん ［第1期］,3,木,2
C14021,めだか ボックス,3,木,13
C14106,ハヤテのごとく! Hayate the combat buttler CAN'T TAKE MY EYES OFF YOU,3,木,12
C9305,水色時代,3,木,47
C13109,いない いない ばあっ! [第11期],3,木,18
C11868,TYTANIA,3,木,25
C14144,ロンゴマックス　論語MAX,3,木,3
C12815,忍たま乱太郎［第9期］,3,木,16
C8738,21エモン,3,木,39
C9521,異次元の世界エルハザード,3,木,12
C14158,うたの☆プリンスさまっ♪ マジ LOVE 2000!,3,木,13
C14162,たまこまーけっと,3,木,12
C13107,おじゃる丸[第9期],3,木,18
C12819,いない いない ばあっ!［第6期］,3,木,20
C9297,忍たま乱太郎[第4期],3,木,24
C13500,宮西達也劇場 おまえ うまそうだな,3,木,4
C13105,忍たま 乱太郎[第14期],3,木,10
C8764,楽しいムーミン一家 冒険日記,3,木,24
C12827,Yum. Yum. Yummy［第1期］,3,木,10
C12945,トムトム★ブー,3,木,6
C14108,BTOOOM!,3,木,12
C12884,Yum. Yum. Yummy[第2期],3,木,6
C16228,忍たま乱太郎[第25期],3,木,11
C13538,モンハン 日記 ぎりぎり アイルー村 ★アイルー危機一髪★,3,木,10
C13120,南の島の小さな飛行機 バーディー[第2期],3,木,2
C12329,かしまし ～ガール・ミーツ・ガール～,3,木,12
C13490,神のみぞ知るセカイ,3,木,12
C8728,ハローESCARGOT島,3,木,20
C14170,Free!,3,木,12
C11890,屍 姫 玄,3,木,12
C13116,理科5年ふしぎワールド,3,木,1
C13114,古墳ギャルの Coffy[THE FROGMAN SHOW],3,木,11
C8973,時空探偵ゲンシクン,3,木,38
C13113,鷹の爪[THE FROGMAN SHOW],3,木,11
C9501,学級王ヤマザキ,3,木,1
C13111,パンツ コインちゃん,3,木,2
C12813,おじゃる丸[第4期],3,木,18
C11879,ミチコとハッチン,3,木,22
C9503,ネクスト戦記EHRGEIZ,3,木,12
C9164,行け! 稲中卓球部,3,木,47
C13138,機動戦士 ガンダム S［シード］ DESTINY ［総集編］それぞれの剣,3,木,1
C12655,ポケットモンスター ベストウイッシュ,3,木,86
C13172,モリゾー・キッコロ 地球環境の旅,3,木,8
C13085,ぴよだまり,3,木,1
C11940,チーズスイートホームあたらしいおうち,3,木,25
C8328,ヨーヨーの猫つまみ,3,木,26
C13971,ふしぎのヤッポ島　プキプキとポイ,3,木,5
C13170,ケンちゃんの 晩めし前!,3,木,75
C12876,でこぼこフレンズ,3,木,9
C13573,パッコロリン,3,木,26
C12657,ヒピラくん 原作/大友克洋,3,木,3
C11948,キャラディのジョ～クな毎日,3,木,57
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],3,木,1
C13182,いない いない ばあっ! [第12期],3,木,22
C12383,ぜんまいざむらい,3,木,37
C9495,深海伝説MEREMANOID,3,木,24
C12941,GAD GUARD ［完全版］,3,木,3
C13992,ガッ活!,3,木,1
C9090,魔法陣グルグル,3,木,44
C13030,MOONLIGHTMILE2ndシーズン Touch down,3,木,14
C12387,味楽る! ミミカ [第1期],3,木,1
C13064,コロコロアニマル,3,木,12
C12290,神様家族,3,木,13
C14015,これは×ゾンビ ですか? OF THE DEAD,3,木,10
C11938,クッキンアイドルアイ!マイ!まいん!,3,木,16
C14017,しろ くま カフェ,3,木,50
C14019,フリッジ,3,木,20
C12975,桂三枝の アニメで一席,3,木,1
C11926,鉄腕バーディーDECODE:02,3,木,1
C8776,DRAGON QUEST ダイの大冒険,3,木,46
C15634,みりたり！,4,金,13
C12387,味楽る! ミミカ [第1期],4,金,14
C15071,犬神さんと猫山さん,4,金,13
C14986,ｓｅｌｅｃｔｏｒ infected WIXOSS,4,金,12
C9804,COLORFUL,4,金,4
C13354,おじゃる丸[第11期],4,金,18
C15981,文豪ストレイドッグス [第2期],4,金,12
C12482,ザ・サード 蒼い瞳の少女,4,金,24
C15240,ふうせんいぬ ティニー,4,金,15
C13356,忍たま乱太郎[第16期],4,金,20
C9255,神秘の世界 エルハザード,4,金,25
C15793,ほのぼのログ honobono log,4,金,2
C15094,バットマン THE ANIMATED SERIES,4,金,5
C15050,ベイビーステップ,4,金,1
C15233,旦那が何を言っているか わからない件 2スレ目,4,金,13
C10916,舞-HiME,4,金,26
C9235,ナースエンジェルりりかSOS,4,金,35
C14988,STRANGE +,4,金,13
C16015,舟を編む,4,金,11
C16016,おしえて！ じしょたんず!![舟を編む],4,金,11
C15235,PSYCHO-PASS 2,4,金,11
C14984,ＲＡＩＬＷＡＲＳ!,4,金,12
C9956,コレクター・ユイ [第2期],4,金,26
C16018,ラララ. ララちゃん ～パタ パタ だいせんそう～,4,金,10
C9784,パパと踊ろう,4,金,6
C14992,Z/X IGNITION,4,金,12
C12484,獣王星,4,金,11
C13064,コロコロアニマル,4,金,12
C10709,エリア88,4,金,12
C10175,VANDREAD the Second Stage,4,金,13
C8847,クッキングパパ,4,金,1
C12351,しにがみのバラッド。 Momo the girl god of death,4,金,6
C13414,NO.6,4,金,10
C10811,じゃがいぬくん［シリーズ］,4,金,2
C15274,愛天地無用!,4,金,12
C13066,忍たま 乱太郎[第15期],4,金,10
C9808,GREGORY HORROR SHOW,4,金,12
C14976,Go♪ Go♪ 575,4,金,4
C12347,パピヨンローゼ New Season,4,金,6
C9772,コレクター・ユイ[第1期],4,金,26
C15615,東京喰種 トーキョーグール √A,4,金,12
C9297,忍たま乱太郎[第4期],4,金,24
C15999,ZIP! presents 朝だよ! 貝社員,4,金,37
C9774,∀ GUNDAM,4,金,48
C15277,レーカン!,4,金,13
C13500,宮西達也劇場 おまえ うまそうだな,4,金,4
C14983,ｐｕｐａ,4,金,12
C13412,UN-GO,4,金,10
C15620,ハッピー ジョージ,4,金,14
C12485,ハチミツとクローバーⅡ,4,金,12
C12487,貧乏姉妹物語,4,金,10
C15998,ゴー!ゴー! キッチン戦隊 クックルン[第2期],4,金,13
C8844,手塚治虫の 旧約聖書物語 In The Beginning,4,金,6
C10157,Di Gi Charat なつやすみスペシャル,4,金,2
C8790,ママは小学4年生,4,金,51
C14982,PSYCHO-PASS［新編集版］,4,金,10
C9740,ベターマン,4,金,26
C14981,P4GA persona4 the Golden ANIMATION,4,金,12
C15045,ピンポン THE ANIMATION,4,金,11
C8812,メダロット魂,4,金,39
C12493,Kanon［新］,4,金,24
C9806,アレクサンダー戦記［合作］,4,金,3
C10677,GUNSLINGER GIRL.,4,金,1
C12495,Gift -eternal rainbow-,4,金,12
C9780,メダロット,4,金,52
C9221,ハニ太郎です。,4,金,14
C13358,いない いない ばあっ! [第13期],4,金,22
C13445,アニメ漫才猫ラーメン,4,金,8
C10714,トランスフォーマー スーパーリンク,4,金,51
C15064,鬼灯の 冷徹,4,金,13
C10857,こいこい7,4,金,1
C13372,やさいのようせいN.Y. SALAD[第2期],4,金,5
C13467,リタと ナントカ,4,金,6
C8770,横山光輝 三国志,4,金,46
C15081,忍たま 乱太郎［第22期］,4,金,15
C9752,おじゃる丸[第2期],4,金,18
C13459,Starry☆Sky,4,金,26
C9287,名犬ラッシー,4,金,1
C10884,機動戦士 ガンダムSEED [- 遥かなる暁 -],4,金,1
C15061,悪魔の リドル riddle story of devil,4,金,12
C13386,なぜ? どうして? がおがおぶーっ!,4,金,5
C10739,トリニティ・ブラッド,4,金,23
C13473,海月姫,4,金,17
C13477,FORTUNE・ARTERIAL 赤い約束,4,金,1
C9798,チックン タック,4,金,1
C15084,普通の女子校生が 【ろこどる】 やってみた。,4,金,11
C12876,でこぼこフレンズ,4,金,7
C12874,いない いない ばあっ!［第7期］,4,金,20
C16007,ろんぐ らいだぁす! ❤Let's enjoy cycling!,4,金,1
C10762,最遊記RELOAD GUNLOCK,4,金,26
C15074,真[SIN]ストレンジ+プラス,4,金,13
C13382,びわ湖放送presents 藤井組TV,4,金,14
C10864,SAMURAI 7,4,金,1
C15068,銀の匙 Silver Spoon［第2期］,4,金,11
C13384,ニコニコ♪コニーちゃん,4,金,1
C15627,ふうせんいぬ ティニー[第2期],4,金,12
C13465,カッコかわいい宣言,4,金,2
C10866,KURAU Phantom Memory,4,金,13
C15012,シドニアの騎士,4,金,12
C12375,アクビ Girl,4,金,1
C15995,忍たま 乱太郎 [第24期],4,金,14
C12427,おじゃる丸［第3期］,4,金,18
C9756,イソップ ワールド,4,金,5
C15080,東京喰種 トーキョーグール,4,金,12
C15001,おじゃる丸［第17期］,4,金,14
C8835,赤ずきんチャチャ,4,金,73
C12448,ああっ女神さまっ それぞれの翼,4,金,24
C10165,くるくるアミー,4,金,13
C12454,xxxHOLiC,4,金,24
C12456,リングにかけろ1 -日米決戦編-,4,金,12
C13487,それでも町は 廻っている,4,金,12
C9243,忍たま乱太郎[第3期],4,金,24
C15092,いない いない ばあっ![第5期],4,金,13
C15794,それいけ! サブイボマスク,4,金,8
C15987,DRIFTERS Battle in a Brand-new World War,4,金,12
C10839,魔法少女隊アルス,4,金,40
C15027,となりの関くん［地上波未放映版］,4,金,8
C15623,ビーズの森の らびぃ,4,金,1
C16014,ムズムズ18 エイティーン [第3期],4,金,1
C10788,恋風,4,金,12
C10790,この醜くも 美しい世界,4,金,12
C15624,ピカイア![シリーズ],4,金,2
C10784,じゃがいぬくん,4,金,2
C15988,ガーリッシュナンバー gi（a）rlish number,4,金,12
C15091,いない いない ばあっ![第4期],4,金,7
C12452,しばわんこの和のこころ,4,金,70
C15991,ドリフェス!!!!!！ ―― DREAM FESTIVAL ――,4,金,13
C15060,ロボットガールズ Z,4,金,1
C15088,龍ヶ嬢七々々の 埋蔵金,4,金,11
C15990,私 がモテて どうすんだ,4,金,12
C15989,バーナード嬢曰く。,4,金,13
C13481,咎狗の血,4,金,12
C12421,だんご3兄弟 あっという間劇場,4,金,13
C10792,天上天下,4,金,24
C13449,Peeping Life,4,金,3
C12383,ぜんまいざむらい,4,金,26
C16002,おじゃる丸[第19期],4,金,22
C10734,機動戦士 ガンダムSEED [- 虚空の戦場 -],4,金,1
C13370,Domo,4,金,3
C10657,鋼の錬金術師,4,金,1
C10904,宇宙交響詩メーテル 銀河鉄道999 外伝,4,金,13
C13396,スッキリ!!・クロラ,4,金,4
C9800,人形[からくり]草紙 あやつり 左近,4,金,25
C15279,わかば・ガール,4,金,13
C8901,風の中の少女 金髪のジェニー,4,金,1
C10653,ヤミと帽子と本の旅人,4,金,13
C15856,石膏ボーイズ,4,金,12
C15487,純情ロマンチカ3,4,金,12
C15488,城下町の ダンデライオン,4,金,23
C15855,紅殻のパンドラ GHOST URN,4,金,12
C8943,ポコニャン!,4,金,38
C15854,おしえて! ギャル子 ちゃん,4,金,12
C10408,まほろまてぃっく Automatic Maiden ～もっと美しいもの～,4,金,14
C15493,それが声優！,4,金,13
C13182,いない いない ばあっ! [第12期],4,金,22
C10406,アクエリアンエイジ Sign for Evolution,4,金,13
C12659,機動戦士ガンダム00[ダブルオー][第2期],4,金,1
C15851,Re:ぷち Re:プチから始める異世界生活,4,金,14
C15850,Re:ゼロ から始める休憩時間[ブレイク タイム],4,金,11
C10398,プリンセスチュチュ,4,金,41
C9174,新機動戦記ガンダムW,4,金,49
C9172,十二戦支爆烈エトレンジャー,4,金,39
C13176,メジャー[第3期],4,金,1
C8949,剣勇伝説YAIBA,4,金,51
C12837,オトナ語の謎。,4,金,24
C13170,ケンちゃんの 晩めし前!,4,金,76
C15593,わし*も[第1期],4,金,2
C15509,ミス・モノクローム -The Animation- 2,4,金,13
C10374,リリパット王国,4,金,82
C8998,ママレ～ド❤ボ～イ,4,金,1
C13087,CG侍,4,金,13
C15857,旅街レイトショー Awaiting my journey,4,金,4
C15858,この男子、 魔法がお仕事です。,4,金,4
C15859,彼女と彼女の猫 -Everything Flows-,4,金,4
C15861,うしおととら[第2期],4,金,13
C15875,KAGEWANI 影鰐 承,4,金,13
C13207,きょうの料理 ビギナーズ [第2期],4,金,2
C9179,クマのプー太郎,4,金,36
C9861,ヨシモト ムチッ子物語[CG版],4,金,17
C15460,おじゃる丸［第18期］,4,金,20
C15461,冴えない彼女*の 育てかた[ヒロイン],4,金,13
C10432,Weｉβ kreuz Glühen,4,金,1
C13205,味楽る!ミミカ[第3期],4,金,14
C12641,絶体絶命 でんぢゃらす じーさん [第3期],4,金,15
C15463,青春[アオハル]×機関銃,4,金,12
C10428,奇鋼仙女 ロウラン,4,金,28
C15465,アクエリオン ロゴス,4,金,4
C12701,ひとりでできるもん!［第1期］,4,金,19
C10426,げんきげんきノンタン,4,金,3
C15469,うーさーの その日暮らし 夢幻編,4,金,13
C15470,うしおととら,4,金,26
C12645,ななみちゃん ［第2期］,4,金,15
C15867,宇宙 パトロール ルル 子,4,金,13
C13203,ぜんまい ざむらい [10分版],4,金,25
C10419,ワンダーベビルくん,4,金,30
C15598,ウサビッチ[ZERO],4,金,10
C9176,スレイヤーズ,4,金,26
C13194,MARVEL WOLVERINE,4,金,13
C15863,あはれ! 名作 くん,4,金,26
C15479,空戦魔導士 候補生の教官,4,金,12
C9865,Di Gi Charat,4,金,4
C15870,甲鉄城のカバネリ,4,金,12
C10370,ホイッスル!,4,金,2
C10368,ナッチョとポム,4,金,34
C12715,スペースオズの冒険,4,金,1
C13118,おでんくん The Adventure of Oden-kun [第2期],4,金,33
C10288,巨人の星 【特別篇】 猛虎 花形満 ～『巨人の星』全182話より特別編集～,4,金,3
C15546,みんなだいすき そらジロー,4,金,3
C13111,パンツ コインちゃん,4,金,1
C15549,森の人と 小てんぐちゃん,4,金,1
C15807,暗殺教室[第2期],4,金,25
C15583,バキバキ モンスター,4,金,2
C10286,デュエル・マスターズ,4,金,3
C12813,おじゃる丸[第4期],4,金,18
C15805,おじさんとマシュマロ,4,金,13
C15558,ランス アンドマスクスKnights of the World.,4,金,24
C13109,いない いない ばあっ! [第11期],4,金,18
C15808,Divine Gate,4,金,12
C15804,だがしかし,4,金,23
C15802,僕だけがいない街,4,金,12
C15801,猫も、オンダケ,4,金,12
C12815,忍たま乱太郎［第9期］,4,金,18
C15569,監督不行届,4,金,13
C13107,おじゃる丸[第9期],4,金,18
C12819,いない いない ばあっ!［第6期］,4,金,20
C13105,忍たま 乱太郎[第14期],4,金,10
C8975,彼氏彼女の事情,4,金,33
C10256,攻殻機動隊 STAND ALONE COMPLEX,4,金,4
C15575,スミ子,4,金,8
C15581,ナンダカ ベロニカ,4,金,2
C15578,地下すぎアイドル あかえ ちゃん,4,金,1
C15803,PHANTASY STAR ONLINE 2 THE ANIMATION,4,金,12
C12632,忍たま乱太郎［第13期］,4,金,13
C9156,あずきちゃん,4,金,1
C15810,ヘヴィー オブジェクト,4,金,5
C9867,お茶の水博士の 20世紀の贈りもの,4,金,1
C15516,ぐでたま,4,金,86
C12757,あずきちゃん[第2期],4,金,1
C9869,風雲! 戦国を駆ける武将 ～ アニメ 静岡県史～,4,金,2
C12771,はりもぐハーリー[第2期],4,金,12
C15518,Go!Go! 家電男子[第2期],4,金,31
C9875,MONKEY MAGiC,4,金,1
C15520,コンパクト もののくま,4,金,4
C10217,こげぱん,4,金,2
C8959,発明BOYカニパン,4,金,30
C10342,爆闘宣言ダイガンダー,4,金,39
C13140,ななみちゃん[第3期],4,金,6
C12805,タイニー トゥーンズ,4,金,2
C13138,機動戦士 ガンダム S［シード］ DESTINY ［総集編］それぞれの剣,4,金,1
C10334,おじゃる丸[第5期］,4,金,18
C12799,忍たま 乱太郎 [第8期],4,金,16
C15525,こにぎり くん,4,金,1
C15529,だんちがい,4,金,13
C15530,蒼穹のファフナーDead Aggressor EXODUS[第2期],4,金,8
C12801,いない いないばあっ!［第5期］,4,金,6
C8967,ももいろシスターズ,4,金,6
C10304,おジャ魔女どれみドッカ～ン!,4,金,2
C15537,鷹の爪 EX[エクストリーム],4,金,32
C15589,ゆうとくんがいく,4,金,1
C10233,ぱにょ ぱにょ デ・ジ・キャラット,4,金,8
C13120,南の島の小さな飛行機 バーディー[第2期],4,金,2
C15523,すすめ! キッチン戦隊 クックルン[第2期],4,金,12
C15454,銃皇無尽の ファフニール,4,金,12
C10440,忍たま乱太郎［第10期］,4,金,16
C15452,幸×腹 グラフィティ,4,金,12
C12852,納涼発明大学 ～エジソンになれなかった男達～,4,金,1
C15345,ハウス・オブ・マウス ～ミッキーと ディズニーのなかまたち～,4,金,1
C15346,[ペコラ],4,金,1
C10569,おじゃる丸[第6期］,4,金,18
C12534,働きマン,4,金,12
C9837,へっぽこ 実験アニメーション エクセル❤サーガ,4,金,25
C12538,忍たま乱太郎[第7期],4,金,17
C15351,プロジェクト パポ,4,金,5
C10567,GO!GO! カートくん,4,金,1
C8891,ノンタンと いっしょ,4,金,26
C8893,スーパーヅガン,4,金,42
C12540,ぴりっとQ,4,金,2
C13068,おじゃる丸[第10期],4,金,17
C15357,目玉焼きの黄身、いつつぶす？,4,金,1
C13290,スイスイ! フィジー!,4,金,52
C12848,ミニモニ。やるのだぴょん,4,金,14
C15939,迷 家[マヨイガ],4,金,1
C15604,Good Morning!!! DORONJO,4,金,12
C15365,G[Gundam]のレコンギスタ,4,金,26
C13071,ななみちゃんのわくわくどうぶつえん,4,金,1
C15915,サバ パラ Saba-gee Paradise,4,金,6
C10930,みどりのくにの こえだちゃん,4,金,51
C13277,ウスペラーズ,4,金,1
C15375,おまけアニメ ゆるがろ ララフォンソのドキドキティータイム,4,金,11
C12844,ムービングマンガ劇場 恐怖の夢路館,4,金,3
C9847,頭文字[[イニシャル]]D Second Stage,4,金,13
C13070,[おかあさんと あそぼっ!] きょうの おはなし,4,金,2
C15911,ももくり,4,金,14
C8885,姫ちゃんのリボン,4,金,64
C15341,スパイダーマン [2004年版・合作],4,金,7
C10651,魁!! クロマティ高校,4,金,26
C12497,銀色のオリンシス TOKITO,4,金,12
C15280,おはよう ハクション 大魔王,4,金,35
C12499,コードギアス 反逆のルルーシュ,4,金,25
C10640,【真月譚】 月姫,4,金,12
C12501,すもももももも ～地上最強のヨメ～,4,金,22
C13323,ともだち8にん,4,金,17
C10632,円盤皇女[ゆーふぉーぷりんせす] ワるきゅーレ 十二月の夜想曲,4,金,12
C9818,イッパツ危機娘,4,金,4
C12503,009-1,4,金,12
C15287,きょうの料理 ビギナーズ [第8期],4,金,1
C10608,ちっちゃな雪使い　シュガ～　特別編,4,金,2
C15797,ラララ ララちゃん,4,金,2
C12505,はぴねす! It's a happy ＆ heartful school life.,4,金,12
C15288,きらめけ!! メガネボーイ,4,金,6
C12507,護くんに女神の祝福を!,4,金,24
C9213,はりもぐハーリー[第1期],4,金,16
C10600,ぽぽたん,4,金,12
C10583,光と水のダフネ DAPHNE IN THE BRILLIANT BLUE,4,金,12
C15339,バットマン ザ・フューチャー,4,金,12
C10581,ゆめりあ,4,金,12
C10579,超重神グラヴィオンZwei,4,金,12
C8855,まぼろしまぼちゃん,4,金,24
C12519,和和和 ワッピちゃん,4,金,6
C9835,BLUE GENDER,4,金,26
C10571,忍たま乱太郎[第11期],4,金,16
C8853,あしたへフリーキック,4,金,1
C10177,ナジカ電撃作戦,4,金,6
C15799,ムズムズ18 エイティーン[第1期],4,金,1
C9203,Jam the HOUSNAIL,4,金,2
C15891,はんだくん,4,金,24
C10484,魔法遣いに大切なことSOMEDAY'sDREAMERS,4,金,12
C10482,超ロボット生命体トランスフォーマー マイクロン伝説,4,金,51
C12609,あさって の方向。,4,金,12
C15428,蒼穹のファフナー Dead Aggressor EXODUS,4,金,13
C13244,味楽る!ミミカ[第2期],4,金,15
C15882,ぐらP & ろで夫 II,4,金,27
C9859,101 101匹わんちゃん,4,金,4
C10470,HAPPY★LESSON ADVANCE,4,金,10
C10201,コ・コ・ロ・図・書・館,4,金,12
C10462,SaintBeast 四聖獣 ～聖獣降臨編～,4,金,8
C10205,バンパイヤン・キッズ,4,金,2
C10492,明日のナージャ,4,金,1
C15436,忍たま 乱太郎[第23期],4,金,15
C10458,東京ムービー劇場梅四エッキス,4,金,13
C15878,銀河機攻隊 マジェスティック プリンス[第25話],4,金,1
C10215,i wish you were here あなたがここにいてほしい,4,金,1
C8939,機動戦士Vガンダム,4,金,51
C15440,パンチ ライン,4,金,12
C15876,斉木楠雄のΨ難,4,金,14
C12630,おじゃる丸［第8期］,4,金,18
C15445,魔法少女 リリカル なのは☆ ViVid,4,金,13
C10446,L/RLicensed by Royal,4,金,1
C13217,おでんくんThe Adventure of Oden-kun[第4期],4,金,39
C15448,やはり俺の 青春ラブコメは まちがっている。 ― 続 ―,4,金,13
C13215,きらりん☆レボリューションSTAGE3,4,金,51
C12620,うっかりペネロペ,4,金,5
C15602,キョートカクテル Season 2,4,金,1
C15893,あまんちゅ！,4,金,14
C8923,ミラクル★ガールズ,4,金,51
C9855,ONE PIECE,4,金,1
C15384,ナノ・インベーダーズ,4,金,12
C15385,俺、ツインテールに なります。,4,金,12
C12840,Mr.Digital TOKORO the comical cartoon [第2期],4,金,24
C15601,【オレアレ】,4,金,1
C15388,甘城ブリリアント パーク,4,金,13
C13275,やっこはん姉妹きぬやっこ もめんやっこ,4,金,1
C10522,無限戦記 ポトリス TANK KNIGHTS PORTRISS,4,金,1
C15392,結城友奈は勇者である,4,金,12
C12563,BLACK BLOOD BROTHERS,4,金,12
C15395,四月は君の嘘　I met the girl　 under full-bloomed cherry　 blossoms. and my fate has　 begun to change.,4,金,22
C15905,ALL OUT!!,4,金,12
C13250,おでんくん The Adventure of Oden-kun [第3期],4,金,27
C10199,ピロッポ,4,金,1
C13271,王さまものがたり,4,金,1
C13269,復活! じゃないよ!? ウゴ・ウゴ ルーガ スペシャル,4,金,15
C15402,旦那が何を言っているかわからない件,4,金,13
C13266,AFROSAMURAI,4,金,3
C15404,島耕作のアジア立志伝　[第4期],4,金,2
C15405,曇天に笑う,4,金,1
C9857,いつも心に太陽を!,4,金,5
C10498,天使のしっぽchu!,4,金,1
C10496,かっぱまき,4,金,26
C15896,この美術部 には 問題がある！,4,金,27
C15414,うらわの調*ちゃん[うさぎ],4,金,12
C8903,カリメロ（新）,4,金,3
C13273,ななみちゃん[第4期],4,金,16
C14969,魔法戦争,4,金,12
C12945,トムトム★ブー,4,金,4
C16019,100％ パスカル先生,4,金,1
C11508,CLANNAD,4,金,23
C9476,あずみマンマ・ミーア,4,金,11
C8529,ドラゴンリーグ,4,金,30
C10042,ピポパポ パトルくん,4,金,13
C15727,普通の女子校生が【ろこどる】やってみた。[クリスマススペシャル],4,金,2
