パッケージID,ゲームパッケージの発売日,価格,プラットフォーム名,価格%1000,メーカー名
M720995,2010-11-03,6279.0,ニンテンドーDS,279.0,任天堂
M754299,2010-11-04,600.0,ゲームアーカイブス,600.0,ソニー
M750995,2010-11-04,500.0,ニンテンドーDS,500.0,任天堂
M763834,2010-11-04,500.0,ニンテンドーDS,500.0,任天堂
M763833,2010-11-04,500.0,ニンテンドーDS,500.0,任天堂
M757606,2010-11-04,4200.0,プレイステーション・ポータブル,200.0,ソニー
M746351,2010-11-04,500.0,ニンテンドーDS,500.0,任天堂
M721476,2010-11-04,5040.0,ニンテンドーDS,40.0,任天堂
M739006,2010-11-04,8190.0,プレイステーション3,190.0,ソニー
M754097,2010-11-10,500.0,ニンテンドーDS,500.0,任天堂
M763974,2010-11-10,600.0,ゲームアーカイブス,600.0,ソニー
M744583,2010-11-10,200.0,ニンテンドーDS,200.0,任天堂
M750253,2010-11-10,500.0,ニンテンドーDS,500.0,任天堂
M743010,2010-11-10,300.0,ゲームアーカイブス,300.0,ソニー
M749837,2010-11-10,200.0,ニンテンドーDS,200.0,任天堂
M762424,2010-11-10,1000.0,ゲームアーカイブス,0.0,ソニー
M761525,2010-11-10,600.0,ゲームアーカイブス,600.0,ソニー
M743006,2010-11-10,300.0,ゲームアーカイブス,300.0,ソニー
M754098,2010-11-10,500.0,ニンテンドーDS,500.0,任天堂
M755406,2010-11-11,2940.0,ニンテンドーDS,940.0,任天堂
M753515,2010-11-11,2990.0,プレイステーション3,990.0,ソニー
M763047,2010-11-11,6090.0,Wii,90.0,任天堂
M762755,2010-11-11,7140.0,プレイステーション3,140.0,ソニー
M753400,2010-11-11,4800.0,Wii,800.0,任天堂
M730776,2010-11-11,7140.0,プレイステーション3,140.0,ソニー
M755403,2010-11-11,2940.0,プレイステーション・ポータブル,940.0,ソニー
M766838,2010-11-11,6090.0,プレイステーション・ポータブル,90.0,ソニー
M751044,2010-11-11,5040.0,ニンテンドーDS,40.0,任天堂
M748277,2010-11-11,3800.0,プレイステーション・ポータブル,800.0,ソニー
M755405,2010-11-11,2800.0,Wii,800.0,任天堂
M743846,2010-11-11,5800.0,Wii,800.0,任天堂
M746622,2010-11-11,6090.0,プレイステーション・ポータブル,90.0,ソニー
M750359,2010-11-11,2940.0,プレイステーション3,940.0,ソニー
M750957,2010-11-11,2100.0,プレイステーション・ポータブル,100.0,ソニー
M720994,2010-11-11,5980.0,プレイステーション・ポータブル,980.0,ソニー
M766839,2010-11-11,8190.0,プレイステーション・ポータブル,190.0,ソニー
M721475,2010-11-11,2940.0,プレイステーション・ポータブル,940.0,ソニー
M747589,2010-11-11,5040.0,ニンテンドーDS,40.0,任天堂
M752557,2010-11-11,7329.0,プレイステーション3,329.0,ソニー
M762957,2010-11-11,2940.0,プレイステーション2,940.0,ソニー
M765964,2010-11-16,823.0,Wii,823.0,任天堂
M764390,2010-11-16,800.0,Wii,800.0,任天堂
M751015,2010-11-17,600.0,ゲームアーカイブス,600.0,ソニー
M737328,2010-11-17,500.0,ニンテンドーDS,500.0,任天堂
M733943,2010-11-17,800.0,ゲームアーカイブス,800.0,ソニー
M721473,2010-11-18,4725.0,プレイステーション2,725.0,ソニー
M754300,2010-11-18,600.0,ゲームアーカイブス,600.0,ソニー
M748569,2010-11-18,7665.0,プレイステーション3,665.0,ソニー
M747709,2010-11-18,6090.0,プレイステーション・ポータブル,90.0,ソニー
M721474,2010-11-18,4980.0,プレイステーション・ポータブル,980.0,ソニー
M765080,2010-11-18,3980.0,プレイステーション3,980.0,ソニー
M765538,2010-11-18,6090.0,プレイステーション・ポータブル,90.0,ソニー
M720993,2010-11-18,1500.0,プレイステーション・ポータブル,500.0,ソニー
M748163,2010-11-18,7980.0,プレイステーション3,980.0,ソニー
M762722,2010-11-18,1200.0,プレイステーション・ポータブル,200.0,ソニー
M760729,2010-11-18,1200.0,プレイステーション・ポータブル,200.0,ソニー
M740838,2010-11-18,3980.0,プレイステーション3,980.0,ソニー
M741445,2010-11-18,3045.0,プレイステーション2,45.0,ソニー
M744558,2010-11-18,9429.0,プレイステーション3,429.0,ソニー
M744213,2010-11-18,1600.0,プレイステーション・ポータブル,600.0,ソニー
M750599,2010-11-18,5040.0,ニンテンドーDS,40.0,任天堂
M759667,2010-11-18,5040.0,ニンテンドーDS,40.0,任天堂
M744557,2010-11-18,7329.0,プレイステーション3,329.0,ソニー
M759280,2010-11-18,2800.0,プレイステーション・ポータブル,800.0,ソニー
M750972,2010-11-18,4800.0,Wii,800.0,任天堂
M738733,2010-11-18,7665.0,プレイステーション3,665.0,ソニー
M762823,2010-11-18,2940.0,プレイステーション3,940.0,ソニー
M759993,2010-11-18,3045.0,プレイステーション2,45.0,ソニー
M747708,2010-11-18,4800.0,プレイステーション・ポータブル,800.0,ソニー
M760989,2010-11-18,6279.0,プレイステーション3,279.0,ソニー
M749491,2010-11-18,4800.0,ニンテンドーDS,800.0,任天堂
M762391,2010-11-18,3990.0,Wii,990.0,任天堂
M750598,2010-11-18,6090.0,Wii,90.0,任天堂
M760990,2010-11-18,7329.0,プレイステーション3,329.0,ソニー
M757846,2010-11-18,5040.0,ニンテンドーDS,40.0,任天堂
M765455,2010-11-24,800.0,Wii,800.0,任天堂
M760356,2010-11-24,600.0,ゲームアーカイブス,600.0,ソニー
M732941,2010-11-24,300.0,ゲームアーカイブス,300.0,ソニー
M755203,2010-11-24,600.0,ゲームアーカイブス,600.0,ソニー
M741429,2010-11-24,1000.0,プレイステーション3,0.0,ソニー
M747782,2010-11-24,1000.0,プレイステーション3,0.0,ソニー
M755261,2010-11-24,600.0,ゲームアーカイブス,600.0,ソニー
M743750,2010-11-24,1200.0,プレイステーション3,200.0,ソニー
M757723,2010-11-24,600.0,ゲームアーカイブス,600.0,ソニー
M745181,2010-11-24,500.0,ニンテンドーDS,500.0,任天堂
M756797,2010-11-24,500.0,ニンテンドーDS,500.0,任天堂
M738769,2010-11-24,600.0,ゲームアーカイブス,600.0,ソニー
M742013,2010-11-24,500.0,ニンテンドーDS,500.0,任天堂
M737315,2010-11-24,800.0,ニンテンドーDS,800.0,任天堂
M751411,2010-11-25,5040.0,プレイステーション・ポータブル,40.0,ソニー
M751412,2010-11-25,6825.0,プレイステーション・ポータブル,825.0,ソニー
M741450,2010-11-25,9240.0,プレイステーション2,240.0,ソニー
M763170,2010-11-25,7800.0,プレイステーション3,800.0,ソニー
M745271,2010-11-25,5980.0,Wii,980.0,任天堂
M753931,2010-11-25,6090.0,プレイステーション3,90.0,ソニー
M758520,2010-11-25,6090.0,プレイステーション・ポータブル,90.0,ソニー
M762906,2010-11-25,6825.0,プレイステーション・ポータブル,825.0,ソニー
M761345,2010-11-25,3129.0,ニンテンドーDS,129.0,任天堂
M762907,2010-11-25,8400.0,プレイステーション・ポータブル,400.0,ソニー
M738651,2010-11-25,5040.0,ニンテンドーDS,40.0,任天堂
M741449,2010-11-25,7140.0,プレイステーション2,140.0,ソニー
M753068,2010-11-25,2400.0,プレイステーション・ポータブル,400.0,ソニー
M740574,2010-11-25,5800.0,Wii,800.0,任天堂
M744168,2010-11-25,500.0,プレイステーション・ポータブル,500.0,ソニー
M743540,2010-11-25,8190.0,プレイステーション3,190.0,ソニー
M753930,2010-11-25,4800.0,プレイステーション3,800.0,ソニー
M747168,2010-11-25,1500.0,プレイステーション3,500.0,ソニー
M749370,2010-11-25,7329.0,プレイステーション3,329.0,ソニー
M751093,2010-11-25,5229.0,プレイステーション・ポータブル,229.0,ソニー
M757155,2010-11-25,4800.0,ニンテンドーDS,800.0,任天堂
M747610,2010-11-25,7980.0,プレイステーション3,980.0,ソニー
M759670,2010-11-25,5040.0,プレイステーション・ポータブル,40.0,ソニー
M760253,2010-11-25,6090.0,プレイステーション・ポータブル,90.0,ソニー
M751092,2010-11-25,2800.0,プレイステーション・ポータブル,800.0,ソニー
M759671,2010-11-25,5040.0,プレイステーション・ポータブル,40.0,ソニー
M738034,2010-11-25,7140.0,プレイステーション2,140.0,ソニー
M737378,2010-11-25,3800.0,プレイステーション・ポータブル,800.0,ソニー
M760254,2010-11-25,8190.0,プレイステーション・ポータブル,190.0,ソニー
M737379,2010-11-25,5229.0,プレイステーション・ポータブル,229.0,ソニー
M766807,2010-11-25,5040.0,ニンテンドーDS,40.0,任天堂
M753755,2010-11-25,6090.0,プレイステーション・ポータブル,90.0,ソニー
M721470,2010-11-25,2940.0,プレイステーション・ポータブル,940.0,ソニー
M738035,2010-11-25,9240.0,プレイステーション2,240.0,ソニー
M749733,2010-11-25,6090.0,ニンテンドーDS,90.0,任天堂
M748392,2010-11-25,1000.0,プレイステーション3,0.0,ソニー
M747609,2010-11-25,7980.0,プレイステーション3,980.0,ソニー
M753756,2010-11-25,8190.0,プレイステーション・ポータブル,190.0,ソニー
M760497,2010-11-30,800.0,Wii,800.0,任天堂
M746751,2010-11-30,800.0,Wii,800.0,任天堂
M766153,2010-11-30,1200.0,プレイステーション・ポータブル,200.0,ソニー
M740246,2010-11-30,1500.0,プレイステーション3,500.0,ソニー
M764658,2010-11-30,300.0,プレイステーション3,300.0,ソニー
M758770,2010-12-01,200.0,ニンテンドーDS,200.0,任天堂
M744970,2010-12-01,200.0,ニンテンドーDS,200.0,任天堂
M720684,2010-12-01,5800.0,プレイステーション・ポータブル,800.0,ソニー
M721467,2010-12-02,4800.0,ニンテンドーDS,800.0,任天堂
M751155,2010-12-02,2940.0,プレイステーション・ポータブル,940.0,ソニー
M761112,2010-12-02,2940.0,プレイステーション・ポータブル,940.0,ソニー
M721466,2010-12-02,6090.0,プレイステーション・ポータブル,90.0,ソニー
M721465,2010-12-02,5250.0,ニンテンドーDS,250.0,任天堂
M753313,2010-12-02,5040.0,ニンテンドーDS,40.0,任天堂
M759493,2010-12-02,5040.0,プレイステーション・ポータブル,40.0,ソニー
M740120,2010-12-02,2980.0,プレイステーション3,980.0,ソニー
M760584,2010-12-02,2800.0,プレイステーション・ポータブル,800.0,ソニー
M764867,2010-12-02,5460.0,ニンテンドーDS,460.0,任天堂
M763426,2010-12-02,8190.0,プレイステーション・ポータブル,190.0,ソニー
M760076,2010-12-02,6090.0,Wii,90.0,任天堂
M751157,2010-12-02,3129.0,プレイステーション3,129.0,ソニー
M763920,2010-12-02,5040.0,Wii,40.0,任天堂
M763425,2010-12-02,2980.0,プレイステーション・ポータブル,980.0,ソニー
M754185,2010-12-02,3980.0,プレイステーション3,980.0,ソニー
M763424,2010-12-02,9240.0,プレイステーション2,240.0,ソニー
M733911,2010-12-02,3800.0,プレイステーション・ポータブル,800.0,ソニー
M737094,2010-12-02,2940.0,プレイステーション・ポータブル,940.0,ソニー
M751540,2010-12-02,8379.0,プレイステーション3,379.0,ソニー
M747822,2010-12-02,5040.0,ニンテンドーDS,40.0,任天堂
M737096,2010-12-02,3444.0,プレイステーション3,444.0,ソニー
M765829,2010-12-02,3990.0,プレイステーション3,990.0,ソニー
M763423,2010-12-02,7140.0,プレイステーション2,140.0,ソニー
M763921,2010-12-02,7980.0,Wii,980.0,任天堂
M740937,2010-12-02,6800.0,Wii,800.0,任天堂
M740358,2010-12-02,2800.0,プレイステーション・ポータブル,800.0,ソニー
M720683,2010-12-02,6090.0,プレイステーション・ポータブル,90.0,ソニー
M740355,2010-12-02,2200.0,プレイステーション・ポータブル,200.0,ソニー
M742153,2010-12-02,5040.0,ニンテンドーDS,40.0,任天堂
M759494,2010-12-02,7140.0,プレイステーション・ポータブル,140.0,ソニー
M742154,2010-12-02,6279.0,ニンテンドーDS,279.0,任天堂
M746840,2010-12-02,5040.0,ニンテンドーDS,40.0,任天堂
M756011,2010-12-02,6090.0,Wii,90.0,任天堂
M740206,2010-12-03,5980.0,ニンテンドーDS,980.0,任天堂
M721463,2010-12-06,1980.0,プレイステーション・ポータブル,980.0,ソニー
M758299,2010-12-07,800.0,Wii,800.0,任天堂
M755508,2010-12-07,823.0,Wii,823.0,任天堂
M761071,2010-12-07,2300.0,プレイステーション・ポータブル,300.0,ソニー
M759698,2010-12-07,1200.0,プレイステーション・ポータブル,200.0,ソニー
M744856,2010-12-08,600.0,ゲームアーカイブス,600.0,ソニー
M758591,2010-12-08,600.0,ゲームアーカイブス,600.0,ソニー
M747206,2010-12-08,500.0,ニンテンドーDS,500.0,任天堂
M758592,2010-12-08,600.0,ゲームアーカイブス,600.0,ソニー
M747396,2010-12-08,200.0,ニンテンドーDS,200.0,任天堂
M744971,2010-12-08,200.0,ニンテンドーDS,200.0,任天堂
M761332,2010-12-08,600.0,ゲームアーカイブス,600.0,ソニー
M744584,2010-12-08,200.0,ニンテンドーDS,200.0,任天堂
M761799,2010-12-08,600.0,ゲームアーカイブス,600.0,ソニー
M756695,2010-12-08,600.0,ゲームアーカイブス,600.0,ソニー
M744804,2010-12-09,7700.0,プレイステーション3,700.0,ソニー
M720991,2010-12-09,2940.0,プレイステーション・ポータブル,940.0,ソニー
M739246,2010-12-09,5040.0,Wii,40.0,任天堂
M752914,2010-12-09,3800.0,プレイステーション・ポータブル,800.0,ソニー
M738793,2010-12-09,3990.0,プレイステーション3,990.0,ソニー
M721461,2010-12-09,3980.0,プレイステーション3,980.0,ソニー
M755736,2010-12-09,1900.0,プレイステーション3,900.0,ソニー
M755737,2010-12-09,2980.0,プレイステーション3,980.0,ソニー
M737451,2010-12-09,6300.0,ニンテンドーDS,300.0,任天堂
M755630,2010-12-09,3980.0,プレイステーション3,980.0,ソニー
M763638,2010-12-09,1700.0,プレイステーション・ポータブル,700.0,ソニー
M765584,2010-12-09,6090.0,ニンテンドーDS,90.0,任天堂
M757199,2010-12-09,5040.0,ニンテンドーDS,40.0,任天堂
M752998,2010-12-09,7665.0,プレイステーション3,665.0,ソニー
M760986,2010-12-09,1200.0,プレイステーション・ポータブル,200.0,ソニー
M752995,2010-12-09,6090.0,Wii,90.0,任天堂
M745846,2010-12-09,5040.0,ニンテンドーDS,40.0,任天堂
M721460,2010-12-09,5040.0,ニンテンドーDS,40.0,任天堂
M721462,2010-12-09,5800.0,Wii,800.0,任天堂
M756194,2010-12-09,5040.0,プレイステーション・ポータブル,40.0,ソニー
M746757,2010-12-09,3990.0,Wii,990.0,任天堂
M746756,2010-12-09,7140.0,Wii,140.0,任天堂
M747643,2010-12-09,2940.0,プレイステーション・ポータブル,940.0,ソニー
M744407,2010-12-09,9240.0,プレイステーション2,240.0,ソニー
M765361,2010-12-09,5670.0,ニンテンドーDS,670.0,任天堂
M764520,2010-12-09,2940.0,プレイステーション・ポータブル,940.0,ソニー
M744406,2010-12-09,7140.0,プレイステーション2,140.0,ソニー
M764378,2010-12-15,800.0,ゲームアーカイブス,800.0,ソニー
M766226,2010-12-15,800.0,ゲームアーカイブス,800.0,ソニー
M746381,2010-12-15,200.0,ニンテンドーDS,200.0,任天堂
M747203,2010-12-15,500.0,ニンテンドーDS,500.0,任天堂
M758972,2010-12-15,800.0,ニンテンドーDS,800.0,任天堂
M765732,2010-12-15,600.0,ゲームアーカイブス,600.0,ソニー
M763835,2010-12-15,500.0,ニンテンドーDS,500.0,任天堂
M755564,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M755566,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M749187,2010-12-16,2980.0,ニンテンドーDS,980.0,任天堂
M749214,2010-12-16,6249.0,プレイステーション・ポータブル,249.0,ソニー
M720988,2010-12-16,5229.0,プレイステーション・ポータブル,229.0,ソニー
M748164,2010-12-16,7980.0,プレイステーション3,980.0,ソニー
M720987,2010-12-16,6279.0,プレイステーション・ポータブル,279.0,ソニー
M753999,2010-12-16,5040.0,Wii,40.0,任天堂
M738087,2010-12-16,3990.0,プレイステーション3,990.0,ソニー
M751414,2010-12-16,5775.0,プレイステーション・ポータブル,775.0,ソニー
M751413,2010-12-16,3990.0,プレイステーション・ポータブル,990.0,ソニー
M745421,2010-12-16,4980.0,ニンテンドーDS,980.0,任天堂
M745859,2010-12-16,8379.0,プレイステーション3,379.0,ソニー
M744263,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M755212,2010-12-16,6400.0,ニンテンドーDS,400.0,任天堂
M755211,2010-12-16,4800.0,ニンテンドーDS,800.0,任天堂
M755210,2010-12-16,6400.0,ニンテンドーDS,400.0,任天堂
M755209,2010-12-16,4800.0,ニンテンドーDS,800.0,任天堂
M759841,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M759849,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M752789,2010-12-16,3990.0,ニンテンドーDS,990.0,任天堂
M744264,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M721458,2010-12-16,7800.0,プレイステーション3,800.0,ソニー
M763082,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M749885,2010-12-16,5040.0,プレイステーション3,40.0,ソニー
M720990,2010-12-16,3780.0,プレイステーション・ポータブル,780.0,ソニー
M747725,2010-12-16,9450.0,プレイステーション2,450.0,ソニー
M721457,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M746706,2010-12-16,7140.0,プレイステーション・ポータブル,140.0,ソニー
M746707,2010-12-16,9240.0,プレイステーション・ポータブル,240.0,ソニー
M747724,2010-12-16,6825.0,プレイステーション2,825.0,ソニー
M745536,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M720989,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M757463,2010-12-16,2940.0,ニンテンドーDS,940.0,任天堂
M749071,2010-12-16,6090.0,Wii,90.0,任天堂
M759627,2010-12-16,600.0,ゲームアーカイブス,600.0,ソニー
M745538,2010-12-16,2940.0,プレイステーション・ポータブル,940.0,ソニー
M736997,2010-12-21,800.0,Wii,800.0,任天堂
M751199,2010-12-21,500.0,Wii,500.0,任天堂
M754978,2010-12-21,800.0,Wii,800.0,任天堂
M756090,2010-12-21,800.0,Wii,800.0,任天堂
M748858,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M748857,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M758809,2010-12-22,600.0,ゲームアーカイブス,600.0,ソニー
M765976,2010-12-22,600.0,ゲームアーカイブス,600.0,ソニー
M766122,2010-12-22,600.0,ゲームアーカイブス,600.0,ソニー
M745435,2010-12-22,500.0,ニンテンドーDS,500.0,任天堂
M754638,2010-12-22,500.0,ニンテンドーDS,500.0,任天堂
M766728,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M743171,2010-12-22,2100.0,プレイステーション・ポータブル,100.0,ソニー
M742783,2010-12-22,5040.0,プレイステーション・ポータブル,40.0,ソニー
M744958,2010-12-22,500.0,ニンテンドーDS,500.0,任天堂
M766727,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M761755,2010-12-22,823.0,ゲームアーカイブス,823.0,ソニー
M756807,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M755983,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M747274,2010-12-22,800.0,ニンテンドーDS,800.0,任天堂
M757543,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M744973,2010-12-22,500.0,ニンテンドーDS,500.0,任天堂
M757544,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M728467,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M762369,2010-12-22,8190.0,プレイステーション3,190.0,ソニー
M757724,2010-12-22,600.0,ゲームアーカイブス,600.0,ソニー
M761232,2010-12-22,600.0,ゲームアーカイブス,600.0,ソニー
M753742,2010-12-22,3990.0,プレイステーション・ポータブル,990.0,ソニー
M736846,2010-12-22,500.0,ニンテンドーDS,500.0,任天堂
M743259,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M743260,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M728466,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M766929,2010-12-22,8500.0,プレイステーション・ポータブル,500.0,ソニー
M766928,2010-12-22,5700.0,プレイステーション・ポータブル,700.0,ソニー
M737122,2010-12-22,8190.0,プレイステーション・ポータブル,190.0,ソニー
M755982,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M737121,2010-12-22,6090.0,プレイステーション・ポータブル,90.0,ソニー
M764974,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M758432,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M758433,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M752933,2010-12-22,2980.0,Wii,980.0,任天堂
M756808,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M760269,2010-12-22,700.0,プレイステーション・ポータブル,700.0,ソニー
M751696,2010-12-22,600.0,ゲームアーカイブス,600.0,ソニー
M766584,2010-12-22,5544.0,プレイステーション・ポータブル,544.0,ソニー
M760268,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M763169,2010-12-22,5800.0,プレイステーション3,800.0,ソニー
M720986,2010-12-22,3129.0,プレイステーション・ポータブル,129.0,ソニー
M764973,2010-12-22,900.0,プレイステーション3,900.0,ソニー
M720544,2010-12-22,6090.0,プレイステーション・ポータブル,90.0,ソニー
M744374,2010-12-22,600.0,ゲームアーカイブス,600.0,ソニー
M757489,2010-12-22,600.0,ゲームアーカイブス,600.0,ソニー
M737787,2010-12-22,6090.0,プレイステーション3,90.0,ソニー
M757894,2010-12-23,3990.0,Wii,990.0,任天堂
M766900,2010-12-23,7140.0,プレイステーション・ポータブル,140.0,ソニー
M745790,2010-12-23,6090.0,プレイステーション・ポータブル,90.0,ソニー
M754708,2010-12-23,1800.0,プレイステーション・ポータブル,800.0,ソニー
M754707,2010-12-23,1400.0,プレイステーション・ポータブル,400.0,ソニー
M740351,2010-12-23,1400.0,プレイステーション・ポータブル,400.0,ソニー
M720983,2010-12-23,7329.0,プレイステーション・ポータブル,329.0,ソニー
M766427,2010-12-23,1400.0,プレイステーション・ポータブル,400.0,ソニー
M766242,2010-12-23,3980.0,プレイステーション3,980.0,ソニー
M766899,2010-12-23,6090.0,プレイステーション・ポータブル,90.0,ソニー
M766424,2010-12-23,1400.0,プレイステーション・ポータブル,400.0,ソニー
M757357,2010-12-23,1400.0,プレイステーション・ポータブル,400.0,ソニー
M745789,2010-12-23,3990.0,プレイステーション・ポータブル,990.0,ソニー
M745791,2010-12-23,9030.0,プレイステーション・ポータブル,30.0,ソニー
M721456,2010-12-23,2800.0,プレイステーション・ポータブル,800.0,ソニー
M741479,2010-12-23,1800.0,プレイステーション・ポータブル,800.0,ソニー
M721455,2010-12-23,1800.0,プレイステーション・ポータブル,800.0,ソニー
M758214,2010-12-23,9030.0,プレイステーション・ポータブル,30.0,ソニー
M758213,2010-12-23,6090.0,プレイステーション・ポータブル,90.0,ソニー
M741478,2010-12-23,1400.0,プレイステーション・ポータブル,400.0,ソニー
M720985,2010-12-23,5229.0,プレイステーション・ポータブル,229.0,ソニー
M746616,2010-12-28,6090.0,プレイステーション2,90.0,ソニー
M734579,2010-12-28,500.0,Wii,500.0,任天堂
M763967,2011-01-06,480.0,プレイステーション・ポータブル,480.0,ソニー
M734179,2011-01-06,4725.0,プレイステーション・ポータブル,725.0,ソニー
M748754,2011-01-06,5980.0,ニンテンドーDS,980.0,任天堂
M742921,2011-01-11,800.0,Wii,800.0,任天堂
M759367,2011-01-11,900.0,Wii,900.0,任天堂
M763836,2011-01-12,500.0,ニンテンドーDS,500.0,任天堂
M757210,2011-01-12,600.0,ゲームアーカイブス,600.0,ソニー
M742666,2011-01-12,600.0,ゲームアーカイブス,600.0,ソニー
M740466,2011-01-12,600.0,ゲームアーカイブス,600.0,ソニー
M752900,2011-01-12,2500.0,プレイステーション・ポータブル,500.0,ソニー
M760196,2011-01-12,600.0,ゲームアーカイブス,600.0,ソニー
M745765,2011-01-12,600.0,ゲームアーカイブス,600.0,ソニー
M764315,2011-01-12,1800.0,プレイステーション・ポータブル,800.0,ソニー
M758487,2011-01-12,2500.0,プレイステーション・ポータブル,500.0,ソニー
M747204,2011-01-12,500.0,ニンテンドーDS,500.0,任天堂
M756745,2011-01-13,2800.0,プレイステーション・ポータブル,800.0,ソニー
M745108,2011-01-13,7140.0,プレイステーション3,140.0,ソニー
M736926,2011-01-13,7980.0,プレイステーション3,980.0,ソニー
M721454,2011-01-13,6279.0,プレイステーション・ポータブル,279.0,ソニー
M765261,2011-01-13,2940.0,プレイステーション・ポータブル,940.0,ソニー
M720982,2011-01-13,2940.0,プレイステーション・ポータブル,940.0,ソニー
M753074,2011-01-13,2940.0,プレイステーション・ポータブル,940.0,ソニー
M753073,2011-01-13,2400.0,プレイステーション・ポータブル,400.0,ソニー
M745109,2011-01-13,9660.0,プレイステーション3,660.0,ソニー
M761089,2011-01-13,2940.0,プレイステーション・ポータブル,940.0,ソニー
M762272,2011-01-13,2940.0,プレイステーション・ポータブル,940.0,ソニー
M734358,2011-01-18,900.0,Wii,900.0,任天堂
M751448,2011-01-18,300.0,プレイステーション・ポータブル,300.0,ソニー
M734485,2011-01-19,600.0,ゲームアーカイブス,600.0,ソニー
M766764,2011-01-19,500.0,ニンテンドーDS,500.0,任天堂
M747205,2011-01-19,500.0,ニンテンドーDS,500.0,任天堂
M760340,2011-01-19,600.0,ゲームアーカイブス,600.0,ソニー
M766690,2011-01-20,3990.0,プレイステーション3,990.0,ソニー
M720981,2011-01-20,2100.0,ニンテンドーDS,100.0,任天堂
M745557,2011-01-20,1800.0,プレイステーション・ポータブル,800.0,ソニー
M763590,2011-01-20,2800.0,Wii,800.0,任天堂
M750753,2011-01-20,5040.0,ニンテンドーDS,40.0,任天堂
M760320,2011-01-20,5040.0,ニンテンドーDS,40.0,任天堂
M745376,2011-01-20,2940.0,プレイステーション・ポータブル,940.0,ソニー
M757765,2011-01-20,2940.0,プレイステーション・ポータブル,940.0,ソニー
M757762,2011-01-20,2100.0,プレイステーション・ポータブル,100.0,ソニー
M760671,2011-01-20,2100.0,ニンテンドーDS,100.0,任天堂
M763071,2011-01-20,2940.0,プレイステーション・ポータブル,940.0,ソニー
M760177,2011-01-20,2940.0,プレイステーション・ポータブル,940.0,ソニー
M766009,2011-01-20,7329.0,プレイステーション3,329.0,ソニー
M763077,2011-01-20,2940.0,プレイステーション・ポータブル,940.0,ソニー
M745558,2011-01-20,5229.0,プレイステーション・ポータブル,229.0,ソニー
M745956,2011-01-20,3800.0,ニンテンドーDS,800.0,任天堂
M740156,2011-01-20,6090.0,プレイステーション・ポータブル,90.0,ソニー
M759395,2011-01-25,500.0,Wii,500.0,任天堂
M762270,2011-01-25,1800.0,プレイステーション・ポータブル,800.0,ソニー
M749724,2011-01-26,1000.0,ゲームアーカイブス,0.0,ソニー
M764173,2011-01-26,1000.0,ゲームアーカイブス,0.0,ソニー
M762217,2011-01-26,600.0,ゲームアーカイブス,600.0,ソニー
M741521,2011-01-26,600.0,ゲームアーカイブス,600.0,ソニー
M763092,2011-01-26,600.0,ゲームアーカイブス,600.0,ソニー
M764960,2011-01-26,600.0,ゲームアーカイブス,600.0,ソニー
M764163,2011-01-26,800.0,ゲームアーカイブス,800.0,ソニー
M763639,2011-01-27,5600.0,プレイステーション・ポータブル,600.0,ソニー
M744400,2011-01-27,3129.0,プレイステーション3,129.0,ソニー
M761113,2011-01-27,4200.0,プレイステーション・ポータブル,200.0,ソニー
M761114,2011-01-27,5229.0,プレイステーション・ポータブル,229.0,ソニー
M752017,2011-01-27,9429.0,プレイステーション・ポータブル,429.0,ソニー
M758310,2011-01-27,6090.0,Wii,90.0,任天堂
M763640,2011-01-27,6279.0,プレイステーション・ポータブル,279.0,ソニー
M720978,2011-01-27,6804.0,プレイステーション・ポータブル,804.0,ソニー
M745578,2011-01-27,6090.0,プレイステーション3,90.0,ソニー
