"number","title","pageid","namespace","length","touched"
"1921","古屋道秋","1490795","","1762","20210309124624"
"1922","田久保修平","1491390","","8227","20220503162523"
"1923","久賀健治","1491471","","8103","20220503200115"
"1924","入江甚儀","1492242","","23387","20220426073123"
"1925","二輪明宏","1493262","","2032","20220325200134"
"1926","坂本一","1494589","","3103","20200618080203"
"1927","堀尾雅彦","1497458","","9158","20211128162859"
"1928","八代進一","1497798","","2255","20201102153745"
"1929","石井英明","1499695","","10134","20220319130222"
"1930","石田弘志","1499717","","4179","20220312084637"
"1931","富川澈夫","1501531","","16187","20220321094307"
"1932","内野一","1504926","","3303","20211003024829"
"1933","大山尚雄","1505143","","6260","20211207161037"
"1934","渡辺浩司_(声優)","1505612","","3479","20220324150302"
"1935","駒田一","1509195","","19732","20220412114009"
"1936","吉沢久嘉","1510656","","10497","20220204152135"
"1937","渡部薫","1512245","","2055","20200702152629"
"1938","賀来賢人","1513710","","51540","20220503103456"
"1939","永山一夫","1516661","","15072","20220403065054"
"1940","建蔵","1517771","","6233","20210827000841"
"1941","井上文彦","1519533","","3825","20220212161412"
"1942","おおしたこうた","1523682","","9984","20220327010424"
"1943","石黒久也","1524862","","3907","20220501075854"
"1944","永井寛孝","1525117","","6981","20220316221144"
"1945","佐藤輝","1527290","","37197","20220326130824"
"1946","池田一臣","1528030","","4079","20220502131923"
"1947","佐治和也","1528244","","9719","20220425090715"
"1948","菱谷紘二","1529404","","4823","20220329003929"
"1949","高橋はぢめ","1531067","","1952","20160111110743"
"1950","しろがねしょぉむ","1532303","","4921","20210625172855"
"1951","丸山壮史","1532681","","31705","20220503100053"
"1952","巻島康一","1534229","","9516","20211229080200"
"1953","浜田雅功","1536802","","39236","20220504032505"
"1954","深津智義","1539950","","4531","20220307164915"
"1955","ゴブリン_(声優)","1540141","","10808","20220407155340"
"1956","原田晃","1541798","","17375","20220312021740"
"1957","元村哲也","1541834","","3506","20211223072533"
"1958","多賀勝一","1542838","","9778","20220502220018"
"1959","針谷桂樹","1545535","","7017","20220423125440"
"1960","鈴木ヤスシ","1546242","","17929","20220428075709"
"1961","堀越省之助","1549963","","6917","20220114213016"
"1962","小松史法","1549998","","50634","20220327235424"
"1963","細見大輔","1550170","","13018","20220415152119"
"1964","浜田健作","1552378","","4449","20211016223152"
"1965","金沢寿一","1553675","","3804","20210503014711"
"1966","中澤まさとも","1555977","","69705","20220305170112"
"1967","赤羽根健治","1556087","","74938","20220503070704"
"1968","後藤淳一","1561280","","8023","20211207151709"
"1969","増田隆之","1561319","","8261","20211220000557"
"1970","福田彦太","1561320","","1756","20210804001001"
"1971","髙坂篤志","1563444","","30506","20220404231656"
"1972","羽染達也","1565294","","3596","20220115033724"
"1973","上野由人","1566506","","2142","20190307142744"
"1974","伊藤昌一","1570882","","9190","20210605213938"
"1975","大伴英嗣","1571835","","4130","20211229005501"
"1976","早坂直家","1576655","","8079","20220211004306"
"1977","塾一久","1577904","","40520","20220429135845"
"1978","所ジョージ","1578305","","124869","20220503160224"
"1979","松下達夫","1579001","","18790","20220321003632"
"1980","枝折努","1579413","","1926","20200403171017"
"1981","中嶋将平","1580375","","3438","20211003025442"
"1982","更井孝行","1581951","","1860","20200329044506"
"1983","椙本滋","1582199","","7681","20211211225108"
"1984","佐々木秀樹","1583946","","2363","20210929161713"
"1985","横尾三郎","1583968","","4450","20200720144653"
"1986","桜本昌弘","1584558","","2710","20211202080458"
"1987","ブラボー小松","1584889","","5419","20210309080629"
"1988","小野丈夫","1584941","","2673","20220301035817"
"1989","青木強","1585074","","17073","20220328132858"
"1990","中西尚也","1585141","","7934","20220413125530"
"1991","近藤隆幸","1586321","","4908","20220406104437"
"1992","高橋伸也_(声優)","1587899","","56080","20220504144353"
"1993","遠藤征慈","1589333","","33585","20220418102117"
"1994","坂巻学","1589706","","22456","20220503070308"
"1995","植田浩望","1589793","","104","20110611002559"
"1996","松田健一郎","1591026","","50671","20220501150405"
"1997","吉川晃介","1597354","","4516","20211203173124"
"1998","小林貴","1597432","","4114","20210115080252"
"1999","茂木修二","1597437","","2032","20140924031604"
"2000","古河徹人","1598251","","14428","20220422113100"
"2001","関貴昭","1598545","","8379","20210606162725"
"2002","竹田彬夫","1600041","","1905","20210804121001"
"2003","浅見小四郎","1600456","","15476","20220502114454"
"2004","斉木テツ","1604075","","6412","20220107214343"
"2005","高山栄","1605138","","6812","20220401003452"
"2006","小野瀬雅生","1606100","","5593","20220216021158"
"2007","河村弘二","1606468","","26814","20220430181925"
"2008","真木恭介","1607204","","15786","20220307165401"
"2009","大本命","1608046","","3450","20211208155735"
"2010","増山佑輝","1608628","","1442","20140924031824"
"2011","長島☆自演乙☆雄一郎","1611884","","41264","20220330164610"
"2012","三田松五郎","1612466","","9426","20220110014638"
"2013","村瀬正彦","1612627","","10776","20220110060838"
"2014","酒井りゅうのすけ","1614128","","2657","20190307144649"
"2015","橋詰知久","1615950","","21691","20220420105612"
"2016","西山丈也","1615963","","4349","20210418104141"
"2017","庄司将之","1618723","","7680","20211226015639"
"2018","橋本昌也","1621594","","3810","20210606172333"
"2019","たなかこころ","1624694","","6091","20220206084537"
"2020","側見民雄","1626995","","15609","20220112083551"
"2021","西村淳二","1630233","","8292","20220328153718"
"2022","永田博丈","1631374","","8022","20220129180339"
"2023","福田賢二","1631409","","21614","20220419143436"
"2024","安崎求","1631687","","10167","20220502114112"
"2025","山口孝史","1635580","","2044","20201121171736"
"2026","だるま二郎","1637329","","13168","20220112150249"
"2027","沖野靖広","1639407","","8682","20210804002534"
"2028","マイケル・リーバス","1639606","","6840","20220426164702"
"2029","ヒロ・カナガワ","1643179","","18658","20220311080501"
"2030","池田和良","1643242","","2320","20210324091234"
"2031","ミック・ボンド","1644121","","4779","20210426115902"
"2032","吉田幸紘","1644285","","8164","20220413143624"
"2033","大島将哉","1644296","","1927","20210804121316"
"2034","土井俊明","1644526","","5606","20220105234239"
"2035","安田隆_(俳優)","1647938","","11702","20220326105142"
"2036","佐藤淳_(俳優・声優)","1649847","","2030","20210928083518"
"2037","高塔正翁","1651582","","13814","20220219151444"
"2038","福崎正之","1651897","","2327","20200821093000"
"2039","藤間宇宙","1652169","","8584","20211030090910"
"2040","ジェームス小野田","1652295","","11442","20220404063836"
"2041","成家義哉","1652551","","6433","20211224001054"
"2042","館敬介","1654153","","4528","20210710052706"
"2043","神弘無","1654476","","4285","20220402004439"
"2044","松坂桃李","1658824","","83516","20220418231922"
"2045","伊海田弘","1661554","","44239","20211130073009"
"2046","綱島郷太郎","1661982","","16908","20220203081941"
"2047","宝田明","1662233","","50469","20220504062820"
"2048","合野琢真","1665203","","3813","20220208124302"
"2049","東龍一","1665362","","3684","20220303141314"
"2050","ピエール瀧","1665907","","73156","20220420091733"
"2051","高村保裕","1666238","","5998","20211230154655"
"2052","ワッショイ太郎","1667464","","6944","20220217021824"
"2053","池田忠夫","1668292","","8627","20220227072213"
"2054","永久勲雄","1669852","","2822","20211202081644"
"2055","井田国男","1669983","","6388","20220502164038"
"2056","椎原邦彦","1673746","","3466","20211231183944"
"2057","鈴木淳_(声優)","1677015","","3702","20220408062148"
"2058","立花十四朗","1678550","","5119","20200713061540"
"2059","植木亨","1678587","","6849","20200713025236"
"2060","広田みのる","1679344","","19571","20220301060438"
"2061","村上想太","1680469","","3700","20220108045101"
"2062","鎌田吉三郎","1680492","","3747","20211013171743"
"2063","鈴木博紀","1681065","","5349","20220313034156"
"2064","川田祐","1682067","","14223","20220415233945"
"2065","真田健一郎","1687368","","11265","20220327165836"
"2066","佐藤健輔","1692388","","27417","20220412103540"
"2067","北町嘉朗","1695313","","19590","20220108172502"
"2068","安部徹","1698306","","40660","20220502115800"
"2069","金田芳朋","1698381","","6002","20210727172850"
"2070","野沢聡","1704222","","11124","20220218120322"
"2071","柴山平和","1716963","","4653","20220217222908"
"2072","長島真祐","1719993","","9073","20220426143244"
"2073","船木浩行","1722050","","2639","20210526093620"
"2074","風間秀郎","1722265","","4872","20220228045550"
"2075","佐々木睦","1722295","","23129","20220312091201"
"2076","安達貴英","1722410","","5922","20220504130700"
"2077","田島裕也","1723164","","5543","20211128155035"
"2078","田中弘史","1725632","","31510","20220503160936"
"2079","城樹翔","1728513","","8343","20180924141039"
"2080","喜山茂雄","1730387","","22522","20220501003932"
"2081","吉開清人","1730883","","16688","20220503163533"
"2082","遠藤大智","1730894","","37088","20220503195028"
"2083","関川慎二","1734996","","15079","20220316015653"
"2084","田谷隼","1746523","","14043","20211231000347"
"2085","綾川雪弥","1748719","","4243","20211125013441"
"2086","川原礫","1749818","","14906","20220309221925"
"2087","佐藤祐四","1750793","","9446","20211115143241"
"2088","サンシャイン池崎","1751118","","22689","20220427074922"
"2089","郷野三郎","1751188","","1630","20200621120535"
"2090","大島崚","1751230","","28054","20220413061822"
"2091","皆川達也","1755915","","1585","20210325011029"
"2092","浜添伸也","1755921","","36647","20220503160557"
"2093","雨笠利幸","1764524","","4061","20220222124315"
"2094","内田泰喜","1766046","","2420","20210629215310"
"2095","佐藤永典","1766379","","24506","20220428033313"
"2096","早志勇紀","1766914","","15030","20220215105248"
"2097","清水俊彦","1767041","","3386","20220114213030"
"2098","三景啓司","1772702","","8368","20220202041648"
"2099","佐藤広純","1773193","","5260","20220501114311"
"2100","城所英夫","1778129","","11065","20211229030652"
"2101","坂部文昭","1779231","","19165","20210918135637"
"2102","今井敦_(俳優)","1779880","","2840","20220221180734"
"2103","霜月紫","1782108","","10497","20220305105751"
"2104","花房徹","1783701","","11885","20220112090048"
"2105","勝村幸太","1784031","","3027","20220102152954"
"2106","遠藤広之","1785582","","7355","20220503202532"
"2107","山本竜馬","1790977","","1038","20211201014951"
"2108","杉村憲司","1794323","","24129","20220501153054"
"2109","会一太郎","1796429","","27879","20220423163206"
"2110","内田岳志","1797092","","11491","20220128035903"
"2111","田中宏樹_(俳優)","1797452","","5290","20220323150829"
"2112","阿部信行_(プロデューサー)","1797578","","10331","20211218065710"
"2113","近藤浩徳","1800117","","32693","20220424123818"
"2114","中村俊一","1801578","","4865","20211028151446"
"2115","道脇広行","1807181","","2234","20220110012410"
"2116","永井孝則","1807693","","3224","20211220045929"
"2117","山崎雅也","1808224","","1685","20180528175452"
"2118","谷田歩","1813619","","11379","20220428114713"
"2119","本郷淳","1823923","","8077","20210906022620"
"2120","柴井伶太","1824828","","3423","20180213074812"
"2121","佐々木啓夫","1829510","","26348","20220504164515"
"2122","ターキー_(声優)","1830575","","2970","20220420142940"
"2123","石田隼大","1830619","","3319","20220420143024"
"2124","美輪明宏","1831225","","58965","20220428214456"
"2125","万田さざめ","1833716","","980","20220420143304"
"2126","小田敏充","1833795","","10427","20220426033452"
"2127","安達勇人","1834300","","24441","20220502115539"
"2128","栗田圭","1834431","","7756","20220121041329"
"2129","吉崎亮太","1835118","","5408","20210325012100"
"2130","野町祐太","1835127","","4206","20200621120453"
"2131","中崎達也","1835290","","2593","20220125042430"
"2132","佐々山洋一","1835325","","7799","20220420143241"
"2133","工藤恭造","1835330","","3048","20220420143207"
"2134","三上雅士","1836999","","3485","20190307135621"
"2135","油井昌由樹","1840691","","6263","20211229031333"
"2136","荻沢俊彦","1842392","","7429","20211222081933"
"2137","伊藤克","1842547","","7674","20220504152904"
"2138","宮本崇弘","1843198","","8126","20220301015237"
"2139","高橋耕次郎","1844408","","4269","20211217223800"
"2140","鷹崎和宣","1844848","","1531","20210804010918"
"2141","横川貴大","1845818","","2685","20220115021705"
"2142","森貞文則","1846168","","12527","20220409075715"
"2143","上野容","1851883","","3617","20211202094359"
"2144","関口篤","1852242","","7614","20220115161230"
"2145","土倉有貴","1852877","","4112","20220415014333"
"2146","市東昭秀","1859364","","2610","20211203160609"
"2147","藤田優一","1859987","","5224","20220103153107"
"2148","家村幸成","1860991","","2265","20220127155758"
"2149","鳥井林太朗","1861257","","4776","20210531171941"
"2150","いちごみるく","1862733","","6597","20210515200120"
"2151","高岡瓶々","1864655","","32919","20220408120815"
"2152","山本正樹_(声優)","1868071","","2501","20210820062344"
"2153","ぬまっち_(お笑い芸人)","1880868","","3986","20211229031623"
"2154","速水秀之","1884814","","4785","20220107104656"
"2155","加古臨王","1885254","","8498","20220427162249"
"2156","須藤翔","1887384","","15230","20220405134217"
"2157","山神敏史","1890041","","4484","20220227180955"
"2158","横田紘一","1891005","","6402","20200915162452"
"2159","高橋トオル","1893449","","2206","20190908090358"
"2160","中野浩司","1893717","","3223","20220416132648"
"2161","中村雄一_(俳優)","1894459","","2851","20200927004240"
"2162","庄司祐之","1897078","","2326","20190203142858"
"2163","藤真秀","1897411","","24630","20220429151954"
"2164","稲村透","1900308","","4539","20211216181632"
"2165","大海吾郎","1900442","","2326","20220204032937"
"2166","木村裕二","1902815","","3752","20211003025001"
"2167","竹本和正","1902820","","10241","20220325114945"
"2168","海鋒拓也","1904531","","5483","20220115021016"
"2169","渡辺一茂","1907327","","7328","20220403064719"
"2170","加部亜門","1909046","","9471","20220407163907"
"2171","大城徹","1909434","","1223","20210804012231"
"2172","樋口智透","1910679","","22497","20220329151354"
"2173","井口祐一","1910806","","34508","20220427160010"
"2174","川勝亮太郎","1912019","","3430","20210609162725"
"2175","柴木幕流","1916334","","2137","20200702073135"
"2176","島﨑信長","1917690","","169187","20220502081739"
"2177","犬野忠輔","1917802","","4058","20200612085714"
"2178","ねんど大介","1919781","","16083","20211113135915"
"2179","天野ユウ","1923545","","6346","20220428120244"
"2180","清水一貴","1925632","","3484","20190101011249"
"2181","市原将弘","1927532","","4094","20210324091300"
"2182","笠原幸之助","1927585","","1924","20210804123302"
"2183","仲田隼人","1927619","","12249","20220303200807"
"2184","染谷龍将","1928047","","1921","20170427005806"
"2185","小柴大始","1928065","","2540","20200521205559"
"2186","丁田政二郎","1928174","","3586","20220228141617"
"2187","松井尚吾","1930178","","3042","20211217042627"
"2188","森田則昭","1931842","","10199","20220428224543"
"2189","ロア健治","1932242","","13000","20220411191221"
"2190","瀧澤樹","1933723","","3335","20211220060555"
"2191","真仲恵吾","1934347","","5813","20220111105848"
"2192","林一樹","1934698","","1025","20180528174417"
"2193","村田あつき","1934700","","2017","20210804012657"
"2194","志村貴博","1934768","","11963","20211124143148"
"2195","長松ひろし","1935042","","2497","20211217124204"
"2196","河口瑛将","1935549","","3771","20210918011837"
"2197","大滝寛","1935836","","14587","20220415035010"
"2198","山口りゅう","1935886","","14644","20220301055436"
"2199","小林正宗","1937346","","3825","20190329081903"
"2200","山崎健太郎","1937614","","11502","20220223065456"
"2201","多々納斉","1939619","","7152","20220223233321"
"2202","星野健一_(声優)","1940241","","8877","20220310150447"
"2203","コビヤマ洋一","1946320","","10018","20220214025524"
"2204","白石充","1947391","","9760","20220416060704"
"2205","阪田智靖","1948614","","5296","20220223152125"
"2206","前田淳_(俳優)","1951425","","10366","20211002080013"
"2207","大友直人_(声優)","1951800","","2170","20170905023136"
"2208","神太郎","1952053","","13175","20220325155316"
"2209","星野亜門","1952547","","3625","20220331094524"
"2210","比留間京之介","1953077","","2972","20200612085657"
"2211","岸本光正","1953435","","4601","20210807151858"
"2212","佐伯洋史","1954067","","1679","20210804013208"
"2213","柴山由崇","1954069","","1586","20210804013214"
"2214","松澤重雄","1956031","","5012","20220212044022"
"2215","丹宗立峰","1957336","","2557","20220206020048"
"2216","坂本くんぺい","1959036","","13857","20220503162108"
"2217","山端零","1959306","","4697","20220429230528"
"2218","山口キヨヒロ","1959759","","9078","20220329153006"
"2219","綱川博之","1963490","","5225","20220420103621"
"2220","小崎正義","1964101","","2867","20211229032215"
"2221","勝地涼","1967394","","35090","20220412202404"
"2222","小林尚臣","1972542","","16584","20220418131550"
"2223","越川大介","1972952","","3003","20220415151654"
"2224","増田俊樹","1973687","","190122","20220502040459"
"2225","ボルケーノ太田","1975397","","31462","20220421100433"
"2226","西村太佑","1976287","","39815","20220106153923"
"2227","平田康之","1977430","","6508","20220325103752"
"2228","渡辺友裕","1982421","","4653","20211215122426"
"2229","木村靖司","1987274","","7759","20220430233355"
"2230","阿部六郎","1987869","","8359","20210924095633"
"2231","椎橋和義","1988345","","4791","20220322152243"
"2232","福田純_(声優)","1991065","","6537","20210316052048"
"2233","向後啓介","1991970","","2666","20211202111935"
"2234","フリハタ","1993046","","2067","20190307145029"
"2235","原洋史","1994237","","3149","20220109133130"
"2236","安倍龍太郎_(タレント)","2000725","","3228","20210112225911"
"2237","山口智広","2002183","","24856","20220404131738"
"2238","田坂浩樹","2002372","","13576","20211220234153"
"2239","熊渕卓","2002673","","2800","20220502093829"
"2240","浅利遼太","2003409","","22592","20220503194322"
"2241","田邉真悟","2008187","","3025","20211218104817"
"2242","星光明","2010125","","3228","20211210220656"
"2243","松島広明","2021846","","1377","20210804124020"
"2244","吉川虎範","2022174","","3460","20220323032011"
"2245","椙山貴夫","2023835","","2102","20170425093035"
"2246","小出和明","2024740","","4537","20220228173930"
"2247","谷田真吾","2027549","","2234","20220226181808"
"2248","江上真悟","2029829","","2952","20220207212815"
"2249","神宮寺太郎","2031790","","3933","20210804014724"
"2250","神島正和","2031897","","4636","20220107213306"
"2251","砥出恵太","2032864","","3952","20220419123442"
"2252","伊藤正博","2034286","","7891","20220412065010"
"2253","野宮一範","2034624","","11026","20210919004425"
"2254","村上京","2034971","","2071","20140924042104"
"2255","前川建志","2035124","","5607","20220305041347"
"2256","藤吉浩二","2035140","","10066","20220402174533"
"2257","茂木たかまさ","2035172","","15366","20211124081121"
"2258","三浦圭介","2035184","","4232","20220102132003"
"2259","石田敏朗","2035189","","2655","20211210183743"
"2260","村田太志","2035205","","49306","20220501160522"
"2261","矢口雄","2035222","","2404","20211210200305"
"2262","田丸裕臣","2035256","","12488","20220404102526"
"2263","ジェフ・マニング","2035421","","5306","20220326234134"
"2264","チャールズ・グラバー","2035528","","7032","20211205152457"
"2265","北村允志","2035663","","4052","20211223053736"
"2266","塩山義高","2035919","","3538","20220117173111"
"2267","加藤清司","2035951","","7850","20211219063335"
"2268","西田雅一","2035983","","16907","20220321215633"
"2269","河田吉正","2035991","","8539","20220503195507"
"2270","伊牟田大","2036000","","2015","20211129034405"
"2271","柳田淳一","2036014","","50229","20220503164140"
"2272","早川隆之","2036017","","1708","20210204192239"
"2273","鈴木雅之_(声優)","2036209","","1594","20211023162558"
"2274","谷内健","2036262","","8025","20220429153150"
"2275","腹筋善之介","2036371","","4343","20211121184506"
"2276","東久仁彦","2036500","","2353","20211231104938"
"2277","わたなべよしき","2036606","","1707","20210911144832"
"2278","赤澤涼太","2036979","","8436","20220501022020"
"2279","田村健亮","2036998","","8515","20211023082837"
"2280","近木裕哉","2037143","","4636","20201121172934"
"2281","山口翔平","2037161","","9125","20220409130714"
"2282","山川敦也","2037425","","3692","20200531234907"
"2283","要ゆうじ","2037928","","8651","20220226133210"
"2284","田中裕二_(お笑い芸人)","2037964","","55020","20220424170458"
"2285","福地慎太郎","2038416","","2157","20211203012944"
"2286","相模太郎_(2代目)","2039151","","11236","20220403015953"
"2287","平田佳祐","2040547","","2490","20211018205533"
"2288","栗山拓也","2041794","","3630","20220318071222"
"2289","幸地真作","2042795","","3494","20210302125844"
"2290","相馬康一","2043356","","32635","20220504144934"
"2291","藤崎成益","2044351","","2659","20190814155849"
"2292","遠藤圭一郎","2045318","","2114","20210804015054"
"2293","林理幹","2045326","","1320","20140924043244"
"2294","末広矩行","2045849","","2610","20220303190825"
"2295","神野祐希","2046144","","2544","20211210195328"
"2296","水谷直樹_(声優)","2046994","","4045","20210416115752"
"2297","鬼塚真吾","2047030","","3258","20190930113142"
"2298","岩崎了","2047038","","13287","20211116014514"
"2299","斉藤康史","2047877","","3646","20211129034521"
"2300","高桑満","2047936","","21669","20220308164733"
"2301","古宮吾一","2047954","","4767","20220123150948"
"2302","佐藤広太","2047968","","5063","20220416215318"
"2303","幸道惇也","2047992","","2419","20211208064330"
"2304","堂岡孝行","2048035","","1213","20210810083951"
"2305","中野慎太郎","2048051","","6566","20220130172226"
"2306","鯉沼直暉","2048113","","2315","20210804015134"
"2307","バロン山崎","2048360","","7941","20220427153139"
"2308","仲野元","2048693","","3476","20180114233004"
"2309","清水祐太朗","2049590","","1492","20170422080830"
"2310","新田英人","2049600","","7483","20220103130822"
"2311","朝比奈拓見","2049610","","7784","20220403094958"
"2312","林和良","2049626","","10177","20220417110322"
"2313","桜木信介","2049646","","5125","20210607163420"
"2314","吉柳太士郎","2050664","","2588","20220301063750"
"2315","安田将吾","2050691","","2194","20211209051928"
"2316","皆木俊彦","2050698","","1310","20200621090852"
"2317","貴志昌文","2050702","","2996","20211129091058"
"2318","かぬか光明","2050781","","27292","20220422095807"
"2319","雨宮弘樹","2051588","","3079","20211101131950"
"2320","眞水徳一","2051600","","1738","20220219171324"
"2321","飯田真矢","2051672","","1984","20200805074408"
"2322","加藤寛規_(声優)","2051927","","3970","20210405072418"
"2323","竹内良太","2051935","","69716","20220502102738"
"2324","松元健一","2052299","","2099","20200523195740"
"2325","岸本和也","2052392","","1912","20171003130305"
"2326","関幸司","2052403","","14580","20220413125418"
"2327","長谷川俊介","2052513","","6244","20220104000808"
"2328","仁古泰","2052540","","2654","20211208102606"
"2329","林遼威","2052832","","8963","20211229032958"
"2330","七世一樹","2053069","","7785","20210812015825"
"2331","樋口健太","2053639","","1937","20211129104152"
"2332","安藤純_(格闘家)","2053866","","4968","20220315102808"
"2333","瀬名快伸","2054766","","24571","20211123142648"
"2334","浅倉歩","2054978","","3486","20220427122700"
"2335","菅俊哉","2055122","","1504","20210804015344"
"2336","沢口友哉","2056042","","1860","20210917212341"
"2337","桜木章人","2056081","","4744","20201130220615"
"2338","小林範雄","2056111","","10475","20190713144729"
"2339","桑野晃輔","2056814","","22935","20220423095717"
"2340","井上悟_(声優)","2057108","","9091","20211031022020"
"2341","岩崎正寛","2057251","","11726","20220305090707"
"2342","宮澤真一","2057333","","4957","20220422033619"
"2343","風間健太郎","2057337","","2516","20211017180435"
"2344","菊本平","2057865","","17694","20220123090331"
"2345","高橋英則","2057881","","57745","20220428153300"
"2346","小泉智朗","2057885","","2178","20171002140238"
"2347","一ノ渡宏昭","2057903","","8460","20211208150513"
"2348","江藤博樹","2057906","","8524","20220427144443"
"2349","岡哲也","2057918","","8343","20220223045932"
"2350","氷室省吾","2058005","","5928","20200823112329"
"2351","石田泰弘","2058798","","3145","20220315002056"
"2352","中谷一博","2058801","","17909","20220501163553"
"2353","紺野相龍","2058810","","5006","20211030172612"
"2354","黒瀬浩二","2058936","","1654","20211208105743"
"2355","玉井浩","2058938","","987","20210804015430"
"2356","植倉大","2059780","","2110","20211223235117"
"2357","河西健吾","2059802","","83693","20220423230634"
"2358","小手伸也","2059852","","38240","20220421014835"
"2359","東風静","2059873","","2099","20211219084323"
"2360","下妻由幸","2059888","","20438","20220406145653"
"2361","谷崎尚之","2060326","","3025","20210424073319"
"2362","ベーテ・有理・黒崎","2061736","","6008","20220116073133"
"2363","和村康市","2062224","","2554","20180816090128"
"2364","山根剛","2062242","","4477","20211208084659"
"2365","鷹取玲","2063325","","5002","20210516124533"
"2366","梶川翔平","2065431","","24320","20220428233543"
"2367","西岡賢吾","2069745","","3427","20211228222159"
"2368","麻生淳","2070212","","1441","20210804015630"
"2369","飯田征利","2071880","","2216","20211015202549"
"2370","岡本未来","2071910","","9027","20220214171644"
"2371","三苫紘平","2071937","","5196","20211223061816"
"2372","宮下弘充","2071951","","4635","20211104115305"
"2373","佐々木省三","2076627","","22764","20220412165233"
"2374","森末ひろあき","2078056","","1670","20210804015815"
"2375","仲村水希","2078136","","10989","20211116015014"
"2376","伊東大介","2078183","","1881","20211209015829"
"2377","若林秀敏","2078611","","3040","20220122040804"
"2378","篠原剛","2078617","","7763","20220226151823"
"2379","木村武文","2078795","","5055","20220217053034"
"2380","徳本英一郎","2078828","","24572","20220426164733"
"2381","横井伸明","2078923","","2208","20211208081555"
"2382","斉藤信行","2079279","","1491","20211202085457"
"2383","金井則行","2080136","","1048","20180528140808"
"2384","森幹太","2081537","","23668","20220427132039"
"2385","表淳夫","2089169","","6063","20220407044740"
"2386","ロバートウォーターマン","2092565","","8492","20220325175711"
"2387","横関健悟","2092620","","5755","20211212063558"
"2388","岩波裕","2092623","","2638","20200503093839"
"2389","松丸幸太郎","2092630","","6955","20220115021336"
"2390","安堵龍","2093234","","1595","20190724183714"
"2391","伊藤えん魔","2095541","","18656","20220427031334"
"2392","佐藤昇_(俳優)","2096787","","5456","20220429103413"
"2393","角田雄二郎","2098312","","9368","20220503231110"
"2394","里卓哉","2098617","","11876","20220328131004"
"2395","マフィア梶田","2099758","","44417","20220429070302"
"2396","前島貴志","2101361","","10115","20211226031450"
"2397","住吉屋力","2101663","","2368","20211209135055"
"2398","成田和史","2107483","","1710","20210627193124"
"2399","Prof.紫龍","2107773","","4119","20200613121228"
"2400","静陵聖","2107918","","2174","20210804124734"
"2401","淺井孝行","2110443","","6892","20220502113954"
"2402","西原純","2110753","","4945","20220105185007"
"2403","久保智史","2112272","","6126","20211129093000"
"2404","仲野文梧","2113032","","6840","20220314205349"
"2405","羽柴秀矢","2113661","","2461","20210731223043"
"2406","鏡優雅","2117607","","4968","20220415200653"
"2407","拓磨","2117642","","2120","20211209142733"
"2408","出先拓也","2117667","","3284","20211203163502"
"2409","太田さとり","2117719","","4089","20210826144352"
"2410","北原隆","2119877","","6231","20220214185136"
"2411","白川周作","2122905","","16695","20220324092807"
"2412","榛葉雅也","2122912","","2533","20150808124710"
"2413","馬場和幸","2122916","","1948","20170424064433"
"2414","山城新伍","2124080","","54411","20220402105829"
"2415","生井健夫","2124172","","12840","20220213004111"
"2416","山中大二郎","2128779","","1097","20200703125903"
"2417","寺田明正","2131634","","3694","20190502173414"
"2418","松岡禎丞","2132341","","325022","20220430161740"
"2419","伊藤有希_(声優)","2132965","","6799","20220119141954"
"2420","中村靖之介","2133065","","3835","20220226201413"
"2421","米田基裕","2133776","","3292","20220423110011"
"2422","いまむらのりお","2136189","","3472","20220121175302"
"2423","北村謙次","2136677","","12813","20220504122516"
"2424","倉富亮","2136680","","8823","20211221010400"
"2425","中井重文","2137981","","1189","20180528172717"
"2426","後藤ヒロキ","2138597","","39123","20220430142731"
"2427","一ノ瀬雅彦","2138841","","2199","20210804124939"
"2428","小倉直寛","2138897","","4425","20220108101345"
"2429","朝倉崇","2138904","","1896","20211129113047"
"2430","日暮哲也","2138906","","2020","20190419180201"
"2431","うさみ航","2138909","","5053","20220114165858"
"2432","中西としはる","2139005","","10594","20220319152306"
"2433","木島隆一","2141064","","62706","20220503163336"
"2434","西桂太","2141096","","7432","20220406090138"
"2435","小山渚","2141974","","2324","20220417004228"
"2436","池田ヒトシ","2143185","","10073","20220304055027"
"2437","及川ナオキ","2143198","","6786","20220204153528"
"2438","押田浩幸","2143225","","4525","20220324013300"
"2439","山本和臣","2148804","","47500","20220416230955"
"2440","坂上晶","2150098","","7547","20220412003215"
"2441","片岡一郎","2152473","","9279","20220423015359"
"2442","十河圭祐","2159452","","2717","20211208042949"
"2443","磯部弘","2161452","","20584","20220502164013"
"2444","南部雅一","2161763","","1606","20200818073438"
"2445","荒川亮","2167521","","3861","20220501055759"
"2446","壬生中将","2173886","","2903","20200413084403"
"2447","山中荘一","2173928","","2681","20210817212844"
"2448","上州トム","2173933","","692","20210804021346"
"2449","深澤幸太","2173967","","4296","20211127091049"
"2450","竹尾一真","2175349","","8532","20220305170112"
"2451","鹿志村篤臣","2180036","","2725","20210309164418"
"2452","小島敬介","2181276","","2940","20211210190340"
"2453","山内健嗣","2181533","","20082","20220217083728"
"2454","大栗伸慶","2183633","","2029","20211209143416"
"2455","西原翔吾","2186699","","8697","20211224001930"
"2456","神木隆之介","2194267","","68209","20220501132522"
"2457","石狩勇気","2199428","","20412","20220502170717"
