mcname,ccname,cename,four_colored
週刊少年サンデー,MAJOR,第469話 吾郎の目指すべき道,True
週刊少年サンデー,モンキーターン,TURN 365:どっちも本当に…,True
週刊少年サンデー,MAR メル,AKT.69/シャドーバトル,True
週刊少年サンデー,美鳥の日々,DAYS 82:本心,True
週刊少年サンデー,DAN DOH!! ネクストジェネレーション,NEXT12:ゴルファーの誇り,True
週刊少年サンデー,こわしや我聞,第18話 激突,True
週刊少年サンデー,結界師,第31話:墨村正守,True
週刊少年サンデー,ワイルドライフ,第70話:勝敗を分けたもの,True
週刊少年サンデー,犬夜叉,第363話 御霊丸の正体,True
週刊少年サンデー,焼きたて!!ジャぱん,第117話:手作りの味,True
週刊少年サンデー,KATSU!,第126話 いい奴,True
週刊少年サンデー,道士郎でござる,ござる-3 戦うには理由がある,True
週刊少年サンデー,結界師,第28話:残響(中編),True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE 100 師匠vs弟子!!!,True
週刊少年サンデー,かってに改蔵,第281話 原点回帰の大号令,True
週刊少年サンデー,名探偵コナン,FILE.476 絡繰,True
週刊少年サンデー,MAR メル,AKT.60/ジャックVSパノ(再戦) 2,True
週刊少年サンデー,県立伊手高柔道部物語 いでじゅう!,第85話:入部資格,True
週刊少年サンデー,ワイルドライフ,第64話:ゴマとごぼう,True
週刊少年サンデー,DAN DOH!! ネクストジェネレーション,NEXT 3:今世紀最大のプロデューサー,True
週刊少年サンデー,こわしや我聞,第9話 裏切れない想い,True
週刊少年サンデー,美鳥の日々,DAYS 71:父と息子,True
週刊少年サンデー,MAR メル,AKT.59/ジャックVSパノ(再戦) 1,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE 95 激闘・三角関係!!,True
週刊少年サンデー,DAN DOH!! ネクストジェネレーション,,True
週刊少年サンデー,KATSU!,第119話 私が先でしょ,True
週刊少年サンデー,金色のガッシュ!!,LEVEL 153 手をつないで…,True
週刊少年サンデー,犬夜叉,第352話 御霊丸の死,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE 92 師匠を信じましょう!!,True
週刊少年サンデー,暗号名はBF,MISSION 9:許されざるもの,True
週刊少年サンデー,思春期刑事ミノル小林,第3話/もっとアピール!,True
週刊少年サンデー,うえきの法則,第126話 決め手は…!?,True
週刊少年サンデー,ワイルドライフ,第59話:木々樹、リン,True
週刊少年サンデー,思春期刑事ミノル小林,第1話/よろしく❤思春期,True
週刊少年サンデー,MAJOR,第456話 解雇,True
週刊少年サンデー,焼きたて!!ジャぱん,第103話:小学館漫画賞受賞の理由,True
週刊少年サンデー,結界師,第16話:巻桜(後編),True
週刊少年サンデー,こわしや我聞,第2話 大切なモノ,True
週刊少年サンデー,こわしや我聞,第1話 ようこそ工具楽屋へ!,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE 88 ボロボロの血戦!!,True
週刊少年サンデー,県立伊手高柔道部物語 いでじゅう!,第75話:新人戦!,True
週刊少年サンデー,焼きたて!!ジャぱん,第100話:プロレタリア大カクエイ,True
週刊少年サンデー,金色のガッシュ!!,LEVEL 146 石の呪縛,True
週刊少年サンデー,暗号名はBF,MISSION2:騎士と淑女のゲーム,True
週刊少年サンデー,暗号名はBF,MISSION1: 偉大なる遊戯の始まり,True
週刊少年サンデー,俺様は?,コノヤロウ 49 デッドエンド,True
週刊少年サンデー,MAR メル,AKT.47/ギンタVSガロン 2,True
週刊少年サンデー,怪奇千万!十五郎,Surprise 3 衝撃・音楽殺人(後編),True
週刊少年サンデー,結界師,第10話:追憶と憎悪,True
週刊少年サンデー,怪奇千万!十五郎,Surprise 1 恐怖・電気人間,True
週刊少年サンデー,焼きたて!!ジャぱん,第95話:そりゃあ、フラれてもしかたないよね?,True
週刊少年サンデー,ワイルドライフ,第49話:クジラの座礁,True
週刊少年サンデー,美鳥の日々,DAYS 59:想われる女,True
週刊少年サンデー,県立伊手高柔道部物語 いでじゅう!,第67話:冬景色,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE 78 激闘!!家庭訪問!!(後編),True
週刊少年サンデー,金色のガッシュ!!,LEVEL 137 6人の仲間,True
週刊少年サンデー,モンキーターン,TURN337:決着!!,True
週刊少年サンデー,KATSU!,第100話 初恋,True
週刊少年サンデー,結界師,第2話:傷,True
週刊少年サンデー,結界師,第1話:良守と時音,True
週刊少年サンデー,うえきの法則,第108話 激突!植木vs李崩!!,True
週刊少年サンデー,ワイルドライフ,第43話:戦争と平和,True
週刊少年サンデー,MAJOR,第440話 トライアルの結果は…,True
週刊少年サンデー,ファンタジスタ,68a そして風が吹いた!,True
週刊少年サンデー,県立伊手高柔道部物語 いでじゅう!,第59話:総選挙,True
週刊少年サンデー,からくりサーカス,本編～黒賀村へようこそ 第17幕:「勝負あった!」,True
週刊少年サンデー,焼きたて!!ジャぱん,第86話:この原稿を描いている時点では、実はまだ阪神は優勝していなかっ・た。,True
週刊少年サンデー,MAR メル,AKT.36/地底湖の戦い 3 ナナシの能力,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE 70 新白連合…結成!!,True
週刊少年サンデー,ワイルドライフ,第38話:見捨てられる…,True
週刊少年サンデー,美鳥の日々,DAYS 49:結ばれる運命,True
週刊少年サンデー,焼きたて!!ジャぱん,第83話:グランの実力,True
週刊少年サンデー,KATSU!,第94話 里山ァ!,True
週刊少年サンデー,ワイルドライフ,第34話:陵刀は侵略者?,True
週刊少年サンデー,金色のガッシュ!!,LEVEL125 託された本,True
週刊少年サンデー,焼きたて!!ジャぱん,第79話:モナコ王,True
週刊少年サンデー,名探偵コナン,"FILE.445 58,000分の1の悪魔",True
週刊少年サンデー,楽ガキFighter,1筆目 青空な夜,True
週刊少年サンデー,美鳥の日々,DAYS 42:2人の世界,True
週刊少年サンデー,金色のガッシュ!!,LEVEL122 強い瞳,True
週刊少年サンデー,犬夜叉,第321話 広がる汚れ,True
週刊少年サンデー,ロボットボーイズ,STEP 2 無駄な努力,True
週刊少年サンデー,ロボットボーイズ,STEP 1 孤独な挑戦,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE59 通さない,True
週刊少年サンデー,県立伊手高柔道部物語 いでじゅう!,第46話 中間試験を乗り切れ!!,True
週刊少年サンデー,犬夜叉,第318話 血の河,True
週刊少年サンデー,からくりサーカス,本編～黒賀村へようこそ 第2幕:平馬,True
週刊少年サンデー,ファンタジスタ,52a 今度は君が!!,True
週刊少年サンデー,焼きたて!!ジャぱん,第71話:三角な者,True
週刊少年サンデー,金色のガッシュ!!,LEVEL116 約束,True
週刊少年サンデー,売ったれダイキチ!,第5話 真と約束,True
週刊少年サンデー,ワイルドライフ,第23話:本当のツッコミどころは首だろ首!,True
週刊少年サンデー,MAR メル,AKT.19/SNOW PRINCESS 6 OVERLAP,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE 53 新白連合!!,True
週刊少年サンデー,焼きたて!!ジャぱん,第67話:電子を大切にね,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE50 技の修行!,True
週刊少年サンデー,名探偵コナン,FILE.432 工藤新一登場!?,True
週刊少年サンデー,金色のガッシュ!!,LEVEL110 手紙,True
週刊少年サンデー,犬夜叉,第309話 選択,True
週刊少年サンデー,うえきの法則,第82話 戦える理由,True
週刊少年サンデー,県立伊手高柔道部物語 いでじゅう!,第34話 虎呂助への挑戦状,True
週刊少年サンデー,金色のガッシュ!!,LEVEL108 光,True
週刊少年サンデー,ファンタジスタ,42a 凱旋帰国,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE46 脱出!,True
週刊少年サンデー,MAJOR,第412話 負けやしねぇ。,True
週刊少年サンデー,県立伊手高柔道部物語 いでじゅう!,第31話 桃里を奪還せよ!!,True
週刊少年サンデー,うえきの法則,第78話 植木の正義,True
週刊少年サンデー,美鳥の日々,DAYS 24: 悩殺のアタック,True
週刊少年サンデー,焼きたて!!ジャぱん,第58話:忘れ物,True
週刊少年サンデー,D-LIVE!!,Episode 7 ハスラー 1,True
週刊少年サンデー,MAR メル,AKT.8/NO FEAR,True
週刊少年サンデー,からくりサーカス,サーカス編～最終幕 第57章:立ち上がる勝,True
週刊少年サンデー,犬夜叉,第300話 開かれた門,True
週刊少年サンデー,ワイルドライフ,第9話:猫のPTA,True
週刊少年サンデー,きみのカケラ,第23話,True
週刊少年サンデー,金色のガッシュ!!,LEVEL100 一途な思い,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE37 内弟子化計画,True
週刊少年サンデー,MAR メル,AKT.3 BABBO,True
週刊少年サンデー,俺様は?,コノヤロウ1 レッスル馬鹿,True
週刊少年サンデー,MAR メル,AKT.1 KNOCKIN'ON HEAVEN'S DOOR,True
週刊少年サンデー,うえきの法則,第69話 力比べ,True
週刊少年サンデー,ワイルドライフ,第1話:夢への道標,True
週刊少年サンデー,うえきの法則,第66話 狩りの標的,True
週刊少年サンデー,MAJOR,第396話 Never Give Up!!,True
週刊少年サンデー,うえきの法則,第62話 “電気”を“お砂糖”に変える能力,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE28 武田の過去,True
週刊少年サンデー,金色のガッシュ!!,LEVEL89 前に向かって,True
週刊少年サンデー,焼きたて!!ジャぱん,第41話:決勝戦開始,True
週刊少年サンデー,名探偵コナン,FILE.410 博士の初恋,True
週刊少年サンデー,犬夜叉,第284話 心の闇,True
週刊少年サンデー,一番湯のカナタ,コンタクト21 変身(01),True
週刊少年サンデー,D-LIVE!!,Episode 1 地下水道(前編),True
週刊少年サンデー,ふぁいとの暁,第9話 6番…OK!,True
週刊少年サンデー,焼きたて!!ジャぱん,第37話:黒柳 IN HEAVEN,True
週刊少年サンデー,美鳥の日々,DAYS 1:右手のコイビト,True
週刊少年サンデー,かってに改蔵,第207話 イノセントワールド,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE20 武器の申し子,True
週刊少年サンデー,うえきの法則,第54話 テンコ＆鈴子 決死の闘い,True
週刊少年サンデー,犬夜叉,第278話 新生,True
週刊少年サンデー,きみのカケラ,,True
週刊少年サンデー,からくりサーカス,サーカス編～最終幕 第32章 微笑(後編),True
週刊少年サンデー,ふぁいとの暁,第1話 スマイル。,True
週刊少年サンデー,まじっく快斗,ゴールデン・アイの巻(前編),True
週刊少年サンデー,天使な小生意気,第150章 小林の過去,True
週刊少年サンデー,県立伊手高柔道部物語 いでじゅう!,第1話 新生!伊手高柔道部!!,True
週刊少年サンデー,鳳ボンバー,BOMBER10:プロ野球選手たるもの紳士たれ!,True
週刊少年サンデー,焼きたて!!ジャぱん,第27話:魔法を使う。,True
週刊少年サンデー,犬夜叉,第271話 鼓動,True
週刊少年サンデー,旋風の橘,第27話 退学処分,True
週刊少年サンデー,焼きたて!!ジャぱん,第25話:禁断のリアクション,True
週刊少年サンデー,金色のガッシュ!!,LEVEL71 大切な人,True
週刊少年サンデー,犬夜叉,第268話 白心上人,True
週刊少年サンデー,からくりサーカス,サーカス編～最終幕 第24章 ママン,True
週刊少年サンデー,一番湯のカナタ,コンタクト6 星を継ぐ者(02),True
週刊少年サンデー,ファンタジスタ,イタリア編 1a プリマヴェーラ,True
週刊少年サンデー,焼きたて!!ジャぱん,第21話:完璧メロン,True
週刊少年サンデー,犬夜叉,第265話 白霊山の洞穴,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE5 防御から攻撃へ!,True
週刊少年サンデー,MAJOR,第372話 Come on!!,True
週刊少年サンデー,鳳ボンバー,BOMBER1:すげえ親子がいたもんだ!,True
週刊少年サンデー,一番湯のカナタ,コンタクト2 イッツ・オートマティック!,True
週刊少年サンデー,一番湯のカナタ,コンタクト1 お湯の中からコンニチハ,True
週刊少年サンデー,史上最強の弟子ケンイチ,BATTLE1 殺し屋気取りの女子高生,True
週刊少年サンデー,天使な小生意気,第135章 出発!!,True
