プラットフォーム名,weekday,パブリッシャー名,パッケージ数,曜日
プレイステーション,4,ソネット・コンピュータエンタテイメント,1,金
プレイステーション,4,ソフトバンク株式会社,6,金
プレイステーション,4,ソフトビジョン インターナショナル,1,金
プレイステーション,4,"ソフトビジョン インターナショナル,ココナッツ ジャパン エンターテイメント",2,金
プレイステーション,4,タイトー,6,金
プレイステーション,4,タカラ,11,金
プレイステーション,4,ツカモト株式会社,1,金
プレイステーション,4,ツクダオリジナル,1,金
プレイステーション,4,ティー・イー・エヌ研究所,3,金
プレイステーション,4,テイジイエル,1,金
プレイステーション,4,テクノソフト,3,金
プレイステーション,4,テクモ株式会社,5,金
プレイステーション,4,データイースト株式会社,4,金
プレイステーション,4,データム・ポリスター,2,金
プレイステーション,4,トミー,4,金
プレイステーション,4,トミー ゲームソフト事業部,1,金
プレイステーション,4,トンキンハウス,3,金
プレイステーション,4,ナグザット,6,金
プレイステーション,4,ナムコ,20,金
プレイステーション,4,ニュー,2,金
プレイステーション,4,ネクサスインタラクト,1,金
プレイステーション,4,ネクサスインターラクト,2,金
プレイステーション,4,バップ,2,金
プレイステーション,4,バンタンインターナショナル電脳工場,1,金
プレイステーション,4,バンダイ,9,金
プレイステーション,4,バンダイビジュアル株式会社,7,金
プレイステーション,4,バンプレスト,13,金
プレイステーション,4,パイオニア エル・ディー・シー株式会社,2,金
プレイステーション,4,パイオニアLDC株式会社,2,金
プレイステーション,4,パトラ,1,金
プレイステーション,4,パンサーソフトウェア,1,金
プレイステーション,4,ヒューマン株式会社,15,金
プレイステーション,4,ビクターインタラクティブソフトウェア,2,金
プレイステーション,4,ビクターインタラクティブソフトウェア パック・イン・ソフト部,1,金
プレイステーション,4,ビクターインタラクティブソフトウェアパックインソフト本部,1,金
プレイステーション,4,ビクターエンタテインメント,1,金
プレイステーション,4,ビクターエンタテインメント株式会社,6,金
プレイステーション,4,ビック東海,1,金
プレイステーション,4,ビデオシステム株式会社,1,金
プレイステーション,4,ビーピーエス,3,金
プレイステーション,4,ピーディ,1,金
プレイステーション,4,ピーピーエス,2,金
プレイステーション,4,ファミリーソフト,2,金
プレイステーション,4,フジテレビ,1,金
プレイステーション,4,フロム・ソフトウェア,2,金
プレイステーション,4,プランニングオフィスワダ,1,金
プレイステーション,4,ヘクト,2,金
プレイステーション,4,ポニーキャニオン,1,金
プレイステーション,4,ポニー・キャニオン,1,金
プレイステーション,4,ポリグラム株式会社,2,金
プレイステーション,4,マックスファイブ,1,金
プレイステーション,4,マップジャパン,2,金
プレイステーション,4,マップジャパン株式会社,1,金
プレイステーション,4,マルチソフト株式会社,1,金
プレイステーション,4,メディアクエスト,4,金
プレイステーション,4,メディアリング,1,金
プレイステーション,4,メディアワークス,2,金
プレイステーション,4,ユービーアイソフト株式会社,2,金
プレイステーション,4,ライトスタッフ,2,金
プレイステーション,4,リバーヒルソフト,4,金
プレイステーション,4,レイ・アップ ソネット部,1,金
プレイステーション,4,ヴァージン インタラクティブ エンタテインメント株式会社,1,金
プレイステーション,4,ヴァージン インタラクティブ エンターテインメント株式会社,1,金
プレイステーション,4,ヴァージンインタラクティブエンタテインメント株式会社,2,金
プレイステーション,4,ヴィジット,3,金
プレイステーション,4,伊藤忠商事株式会社,1,金
プレイステーション,4,元気株式会社,5,金
プレイステーション,4,光栄,15,金
プレイステーション,4,日本コンピュータシステム株式会社,1,金
プレイステーション,4,日本シスコン,1,金
プレイステーション,4,日本テレネット,1,金
プレイステーション,4,日本物産株式会社,10,金
プレイステーション,4,有限会社セイブ開発,2,金
プレイステーション,4,東京書籍株式会社,2,金
プレイステーション,4,東北新社,4,金
プレイステーション,4,株式会社BMGJAPAN,1,金
プレイステーション,4,株式会社やのまん,1,金
プレイステーション,4,株式会社アジェンダ,1,金
プレイステーション,4,株式会社アスキー,1,金
プレイステーション,4,株式会社アテナ,4,金
プレイステーション,4,株式会社エクシング,7,金
プレイステーション,4,株式会社エス・エヌ・ケイ,3,金
プレイステーション,4,株式会社エポック社,2,金
プレイステーション,4,株式会社カプコン,11,金
プレイステーション,4,株式会社ガスト,2,金
プレイステーション,4,株式会社ケイエスエス,4,金
プレイステーション,4,株式会社ココナッツジャパンエンターテイメント,9,金
プレイステーション,4,株式会社コンパイル,1,金
プレイステーション,4,株式会社コーエー,7,金
プレイステーション,4,株式会社ジャレコ,2,金
プレイステーション,4,株式会社セタ,4,金
プレイステーション,4,株式会社ゼネラル・エンタテイメント,1,金
プレイステーション,4,株式会社ソニー・コンピュータエンタテインメント,10,金
プレイステーション,4,株式会社ソニー・ミュージックエンタテインメント,1,金
