プラットフォーム名,weekday,パブリッシャー名,パッケージ数,曜日
プレイステーション,1,株式会社ソニー・コンピュータエンタテインメント,1,火
プレイステーション,1,株式会社タカラ,2,火
プレイステーション,1,株式会社タカラトミー,1,火
プレイステーション,1,株式会社バンダイ,1,火
プレイステーション,1,株式会社フロム・ソフトウェア,1,火
プレイステーション,1,株式会社マイクロキャビン,1,火
プレイステーション,1,株式会社メディアファクトリー,1,火
プレイステーション,1,株式会社ヴィジット,3,火
プレイステーション,1,株式会社日本一ソフトウェア,1,火
プレイステーション,2,CRYSTAL DYNAMICS,1,水
プレイステーション,2,PONY CANYON INC.,1,水
プレイステーション,2,SNK,1,水
プレイステーション,2,SQUARE SOFT,1,水
プレイステーション,2,SQUARESOFT,1,水
プレイステーション,2,アイディアファクトリー,1,水
プレイステーション,2,アスキー,1,水
プレイステーション,2,アスミック・エース エンタテインメント株式会社,1,水
プレイステーション,2,アルゼ株式会社,1,水
プレイステーション,2,アークシステムワークス株式会社,1,水
プレイステーション,2,アートディンク,2,水
プレイステーション,2,イマジニア株式会社,1,水
プレイステーション,2,インクリメントP株式会社,1,水
プレイステーション,2,イースリースタッフ,1,水
プレイステーション,2,エクシングエンタテイメント事業部,1,水
プレイステーション,2,エニックス,2,水
プレイステーション,2,エレクトロニック・アーツ・スクウェア株式会社,1,水
プレイステーション,2,カプコン,3,水
プレイステーション,2,キッド,1,水
プレイステーション,2,グローバル・A・エンタテインメント,1,水
プレイステーション,2,ココナッツジャパン エンターテイメント,1,水
プレイステーション,2,ココナッツジャパンエンターテイメント,1,水
プレイステーション,2,コナミ株式会社,9,水
プレイステーション,2,コーエー,1,水
プレイステーション,2,サクセス,7,水
プレイステーション,2,サン電子株式会社,6,水
プレイステーション,2,シャングリ・ラ,1,水
プレイステーション,2,ジャレコ,1,水
プレイステーション,2,スクウェア,4,水
プレイステーション,2,ソニー・コンピュータエンタテインメント,3,水
プレイステーション,2,ソフトバンク株式会社,1,水
プレイステーション,2,タカラ,1,水
プレイステーション,2,タムソフト,1,水
プレイステーション,2,テイジイエル,1,水
プレイステーション,2,テクモ株式会社,1,水
プレイステーション,2,ディースリー・パブリッシャー,1,水
プレイステーション,2,トリップス,1,水
プレイステーション,2,ナムコ,4,水
プレイステーション,2,ネクサスインターラクト; Dazz,1,水
プレイステーション,2,ハドソン,1,水
プレイステーション,2,バンダイ,4,水
プレイステーション,2,バンダイビジュアル株式会社,1,水
プレイステーション,2,バンプレスト,1,水
プレイステーション,2,パック・イン・ソフト,1,水
プレイステーション,2,ヒューマン株式会社,2,水
プレイステーション,2,ビーピーエス,1,水
プレイステーション,2,フォグ,1,水
プレイステーション,2,フロム・ソフトウェア,1,水
プレイステーション,2,メディアリング,1,水
プレイステーション,2,メディアワークス,1,水
プレイステーション,2,ヴィジット コンシューマ事業本部,1,水
プレイステーション,2,光栄,1,水
プレイステーション,2,加賀テック株式会社,1,水
プレイステーション,2,富士通パソコンシステムズ,1,水
プレイステーション,2,悠紀エンタープライズ,1,水
プレイステーション,2,日本テレネット,1,水
プレイステーション,2,日本一ソフトウェア,1,水
プレイステーション,2,日本物産株式会社,4,水
プレイステーション,2,株式会社アイフォー,1,水
プレイステーション,2,株式会社アイマジック,2,水
プレイステーション,2,株式会社アスキー,1,水
プレイステーション,2,株式会社アテナ,1,水
プレイステーション,2,株式会社エクシング,1,水
プレイステーション,2,株式会社エニックス,1,水
プレイステーション,2,株式会社カプコン,4,水
プレイステーション,2,株式会社ケイエスエス,1,水
プレイステーション,2,株式会社コーエー,3,水
プレイステーション,2,株式会社サクセス,7,水
プレイステーション,2,株式会社ジャレコ,1,水
プレイステーション,2,株式会社スクウェア・エニックス,8,水
プレイステーション,2,株式会社ソニー・コンピュータエンタテインメント,1,水
プレイステーション,2,株式会社タカラ,1,水
プレイステーション,2,株式会社ティーアンドイーソフト,1,水
プレイステーション,2,株式会社テイジイエル企画,1,水
プレイステーション,2,株式会社ディースリー・パブリッシャー,1,水
プレイステーション,2,株式会社トミー,3,水
プレイステーション,2,株式会社ハドソン,1,水
プレイステーション,2,株式会社バンダイ,4,水
プレイステーション,2,株式会社バンプレスト,3,水
プレイステーション,2,株式会社ビーピーエス,1,水
プレイステーション,2,株式会社マーベラスエンターテイメント,1,水
プレイステーション,2,株式会社リバーヒルソフト,1,水
プレイステーション,2,株式会社悠紀エンタープライズ,1,水
プレイステーション,2,株式会社日本一ソフトウェア,1,水
プレイステーション,2,株式会社講談社,1,水
プレイステーション,2,童,1,水
プレイステーション,2,角川書店,1,水
プレイステーション,2,講談社,2,水
プレイステーション,2,魔法株式会社,1,水
プレイステーション,3,"ARC SYSTEM WORKS CO., LTD.",1,木
プレイステーション,3,ASTEC21,1,木
プレイステーション,3,ATLUS,1,木
プレイステーション,3,D3パブリッシャー,2,木
プレイステーション,3,DigiCube,1,木
プレイステーション,3,GAPS,1,木
プレイステーション,3,GMF,3,木
プレイステーション,3,HUDSON,4,木
プレイステーション,3,IDEA FACTORY,1,木
プレイステーション,3,J・ウィング,3,木
プレイステーション,3,"J・ウイング,タイトー",1,木
プレイステーション,3,KING RECORDS,2,木
プレイステーション,3,NECインターチャネル株式会社,15,木
プレイステーション,3,NSYSCOM,2,木
プレイステーション,3,SNK,3,木
プレイステーション,3,"SQUARE CO., LTD.",1,木
プレイステーション,3,SQUARE SOFT,1,木
プレイステーション,3,SQUARESOFT,1,木
プレイステーション,3,SUCCESS,1,木
プレイステーション,3,TMF,1,木
プレイステーション,3,TOSHIBA EMI,1,木
プレイステーション,3,Tears,1,木
プレイステーション,3,Tecno Soft,2,木
プレイステーション,3,TimePoint,1,木
プレイステーション,3,たき工房,1,木
プレイステーション,3,やのまん,1,木
プレイステーション,3,アイデアファクトリー株式会社,2,木
プレイステーション,3,アイディアファクトリー,5,木
プレイステーション,3,アイディアファクトリー株式会社,11,木
プレイステーション,3,アイドス・インタラクティブ株式会社,3,木
プレイステーション,3,アイマックス,1,木
プレイステーション,3,アイレムソフトウェアエンジニアリング株式会社,11,木
プレイステーション,3,アクアプラス,1,木
プレイステーション,3,アクアルージュ,1,木
プレイステーション,3,アクセラ,4,木
プレイステーション,3,アクレイムジャパン,2,木
プレイステーション,3,アジェンダ,1,木
プレイステーション,3,アスキー,22,木
プレイステーション,3,アスク,7,木
プレイステーション,3,アストロール,1,木
プレイステーション,3,アスミック,2,木
プレイステーション,3,アスミック・エース エンタテインメント株式会社,9,木
プレイステーション,3,アスミック・エース エンタテインメント株式会社 デジタルコンテンツ部,1,木
プレイステーション,3,アスミック・エース株式会社,7,木
プレイステーション,3,アテナ,7,木
プレイステーション,3,アトラス,19,木
プレイステーション,3,アフェクト,2,木
プレイステーション,3,アリカ,1,木
プレイステーション,3,アルゼ株式会社,5,木
プレイステーション,3,アルトロン,8,木
プレイステーション,3,アローマ,1,木
プレイステーション,3,アンバランス,3,木
プレイステーション,3,アークシステムワークス株式会社,6,木
プレイステーション,3,アートディンク,18,木
プレイステーション,3,アーベル,1,木
プレイステーション,3,イマジニア株式会社,16,木
プレイステーション,3,インクリメントP株式会社,2,木
プレイステーション,3,インクリメント・ピー株式会社,2,木
プレイステーション,3,インターナショナルカードシステム株式会社,9,木
プレイステーション,3,イースリースタッフ,4,木
プレイステーション,3,イースリースタッフ（ハーティロビン）,1,木
プレイステーション,3,ウィンキーソフト,1,木
プレイステーション,3,ウエップシステム,2,木
プレイステーション,3,エクシング,3,木
プレイステーション,3,エクシング エンタテイメント事業部,2,木
プレイステーション,3,エクシングエンタテイメント,1,木
プレイステーション,3,エクシングエンタテイメント事業部,2,木
プレイステーション,3,エクシングエンタテインメント事業部,1,木
プレイステーション,3,エスコット,2,木
プレイステーション,3,エス・エヌ・ケイ,6,木
プレイステーション,3,エス・エヌ・ケイ (SNK),1,木
プレイステーション,3,エス・ピー・エス,2,木
プレイステーション,3,エニックス,18,木
プレイステーション,3,エヌ・ティ・ティ出版株式会社,2,木
プレイステーション,3,エピックレコード,1,木
プレイステーション,3,エピック・レコード,1,木
プレイステーション,3,エポック社,1,木
プレイステーション,3,エム・ティー・オー株式会社,5,木
プレイステーション,3,エレクトロコインジャパン株式会社,1,木
プレイステーション,3,エレクトロニクス・アーツ・スクウェア株式会社,1,木
プレイステーション,3,エレクトロニック・アーツ・スクウェア,3,木
プレイステーション,3,エレクトロニック・アーツ・スクウェア株式会社,11,木
プレイステーション,3,エレクトロニック・アーツ・ビクター株式会社,2,木
プレイステーション,3,エレクトロニック・アーツ株式会社,4,木
プレイステーション,3,エンジェル,2,木
プレイステーション,3,エンターテインメント・ソフトウェア・パブリッシング,1,木
プレイステーション,3,エンターブレイン,4,木
プレイステーション,3,エーマックス株式会社,1,木
プレイステーション,3,オズクラブ,3,木
プレイステーション,3,オラシオン,3,木
プレイステーション,3,カプコン,35,木
プレイステーション,3,カルチャーブレーン,1,木
プレイステーション,3,カルチュア・パブリッシャーズ,5,木
プレイステーション,3,カルチュア・パブリッシャーズ(株),1,木
プレイステーション,3,カルチュア・パブリッシャーズ株式会社,9,木
プレイステーション,3,ガイナックス,3,木
プレイステーション,3,ガスト,5,木
プレイステーション,3,キッド,12,木
プレイステーション,3,"キッド,エレクトロニック・アーツスクウェア株式会社",1,木
プレイステーション,3,"キッド,エレクトロニック・アーツ・スクウェア株式会社",2,木
プレイステーション,3,キングレコード株式会社,4,木
プレイステーション,3,クライマックス,1,木
プレイステーション,3,クレフ インベンション,1,木
プレイステーション,3,グローバル・A・エンタテイメント,1,木
プレイステーション,3,グローバル・A・エンタテインメント,1,木
プレイステーション,3,ケイエスエス,5,木
プレイステーション,3,ゲームアーツ,1,木
プレイステーション,3,ゲームバンク,1,木
プレイステーション,3,ゲームバンク株式会社,4,木
プレイステーション,3,ゲームビレッジ,2,木
プレイステーション,3,ココナッツジャパンエンターテイメント,2,木
プレイステーション,3,コナミ,2,木
プレイステーション,3,コナミコンピュータエンタテインメント,1,木
プレイステーション,3,コナミコンピュータエンタテインメント 東京,1,木
プレイステーション,3,コナミ株式会社,118,木
プレイステーション,3,コンパイル,3,木
プレイステーション,3,コーエー,39,木
プレイステーション,3,サイバーフロント,1,木
プレイステーション,3,サクセス,54,木
プレイステーション,3,サミー株式会社,13,木
プレイステーション,3,サン電子株式会社,70,木
プレイステーション,3,サン電子株式会社 (SUNSOFT),4,木
プレイステーション,3,サン電子株式会社 サンソフトカンパニー,1,木
プレイステーション,3,サン電子株式会社 サンソフト事業部,1,木
プレイステーション,3,サン電子株式会社 サンソフト分社,1,木
プレイステーション,3,シエラ・パイオニア株式会社,1,木
プレイステーション,3,シスコン エンタテイメント,3,木
プレイステーション,3,シスコンエンタテイメント,3,木
プレイステーション,3,シスコンエンタテインメント,1,木
プレイステーション,3,システムソフト,1,木
プレイステーション,3,シナジー幾何学,1,木
プレイステーション,3,シャングリ・ラ,5,木
プレイステーション,3,シー・ラボ,1,木
プレイステーション,3,ジャレコ,5,木
プレイステーション,3,ジョルダン株式会社,4,木
プレイステーション,3,スクウェア,25,木
プレイステーション,3,スクウェア・エニックス,2,木
プレイステーション,3,スターフィッシュ,1,木
プレイステーション,3,"スターフィッシュ (STAR★FISH),タイトー",1,木
プレイステーション,3,スターフィッシュデータ,1,木
プレイステーション,3,スパイク,11,木
プレイステーション,3,ズーメックス株式会社,1,木
プレイステーション,3,セガ,2,木
プレイステーション,3,セタ,1,木
プレイステーション,3,セレン有限会社,4,木
プレイステーション,3,ゼネラル・エンタテイメント,2,木
プレイステーション,3,ゼロシステム,2,木
プレイステーション,3,ソニー・コンピュータエンタテイメント,1,木
プレイステーション,3,ソニー・コンピュータエンタテインメン,1,木
プレイステーション,3,ソニー・コンピュータエンタテインメント,76,木
プレイステーション,3,ソニー・ミュージックエンタテインメント,13,木
プレイステーション,3,ソフトオフィス,1,木
プレイステーション,3,ソフトバンク株式会社,1,木
プレイステーション,3,タイトー,18,木
プレイステーション,3,"タイトー,タイトー",1,木
プレイステーション,3,タカラ,22,木
プレイステーション,3,タムソフト,1,木
プレイステーション,3,ダイキ,1,木
プレイステーション,3,ダイナ,1,木
プレイステーション,3,ダズ,7,木
プレイステーション,3,チュンソフト,4,木
プレイステーション,3,ツーワン (to ONE),1,木
プレイステーション,3,ティー・イー・エヌ研究所,3,木
プレイステーション,3,ティー・ワイ・オー,2,木
プレイステーション,3,テイジイエル,1,木
プレイステーション,3,テイチク株式会社,3,木
プレイステーション,3,テクノスジャパン,1,木
プレイステーション,3,テクノソフト,4,木
プレイステーション,3,テクモ株式会社,19,木
プレイステーション,3,テクモ株式会社 (TECMO),1,木
プレイステーション,3,ディースリー・パブリッシャー,104,木
プレイステーション,3,ディースリー・パブリッシャーズ,1,木
プレイステーション,3,デジキューブ,8,木
プレイステーション,3,デジタルフロンティア,2,木
プレイステーション,3,データイースト株式会社,8,木
プレイステーション,3,データウエスト株式会社,1,木
プレイステーション,3,データム・ポリスター,4,木
プレイステーション,3,トミー,4,木
プレイステーション,3,トワイライトエクスプレス,3,木
プレイステーション,3,トンキンハウス,6,木
プレイステーション,3,ドラス,5,木
プレイステーション,3,ナインライブス,1,木
プレイステーション,3,ナガセ,5,木
プレイステーション,3,ナグザット,1,木
プレイステーション,3,ナムコ,30,木
プレイステーション,3,ヌーサイト,1,木
プレイステーション,3,"ヌーサイト,コナミ株式会社",1,木
プレイステーション,3,"ネクサス インターラクト, ダズ",1,木
プレイステーション,3,"ネクサス インターラクト,ダズ",1,木
プレイステーション,3,ネットビレッジ株式会社,1,木
プレイステーション,3,ネメシス,1,木
プレイステーション,3,ハックベリー,1,木
プレイステーション,3,ハドソン,12,木
プレイステーション,3,ハムスター,14,木
プレイステーション,3,ハーティロビン,1,木
プレイステーション,3,ハーベストワン,3,木
プレイステーション,3,バップ,2,木
プレイステーション,3,バンダイ,65,木
プレイステーション,3,バンダイ エレクトロニクス事業部,5,木
プレイステーション,3,バンダイ マルチメディア事業部,1,木
プレイステーション,3,"バンダイ,バンダイ",1,木
プレイステーション,3,バンダイビジュアル株式会社,12,木
プレイステーション,3,バンプレスト,30,木
プレイステーション,3,パイオニア エル・ディー・シー株式会社,1,木
プレイステーション,3,パイオニアLDC 株式会社,2,木
プレイステーション,3,パイオニアLDC株式会社,3,木
プレイステーション,3,パシフィック・センチュリー・サイバーワークス・ジャパン株式会社,4,木
プレイステーション,3,パックインソフト,1,木
プレイステーション,3,パンドラボックス,5,木
プレイステーション,3,ヒューマン株式会社,30,木
プレイステーション,3,ヒューマン株式会社 (HUMAN ENTERTAINMENT),1,木
プレイステーション,3,ビクター インタラクティブ ソフトウェア,2,木
プレイステーション,3,ビクター インタラクティブ ソフトウェア パック・イン・ソフト,1,木
プレイステーション,3,ビクター インタラクティブ ソフトウエア,2,木
プレイステーション,3,ビクター インタラクテイブ ソフトウェア,1,木
プレイステーション,3,ビクターインタラクティブ ソフトウェア,1,木
プレイステーション,3,ビクターインタラクティブソフトウェア,12,木
プレイステーション,3,ビクターインタラクティブソフトウエア,5,木
プレイステーション,3,ビクターインタラクティブソフトウエア ビクターソフト本部,2,木
プレイステーション,3,ビクターインタラクティブ・ソフトウェア,1,木
プレイステーション,3,ビクトリー,1,木
プレイステーション,3,ビスコ,3,木
プレイステーション,3,ビング株式会社,3,木
プレイステーション,3,ビーピーエス,4,木
プレイステーション,3,ビー・ファクトリー,3,木
プレイステーション,3,ピクターインタラクティブソフトウエア,1,木
プレイステーション,3,ファブコミュニケーションズ,1,木
プレイステーション,3,ファミリーソフト,1,木
プレイステーション,3,フェザード,1,木
プレイステーション,3,フォグ,1,木
プレイステーション,3,フォーウィンズ,1,木
プレイステーション,3,フジミック,1,木
プレイステーション,3,フロム・ソフトウェア,10,木
プレイステーション,3,ブレイク,1,木
プレイステーション,3,プリンセスソフト,1,木
プレイステーション,3,"プリンセスソフト,ゼロシステム",1,木
プレイステーション,3,プログレス,1,木
プレイステーション,3,プロデュース,1,木
プレイステーション,3,ヘクト,8,木
プレイステーション,3,ベック,1,木
プレイステーション,3,ボトムアップ,1,木
プレイステーション,3,ポニーキャニオン,5,木
プレイステーション,3,ポノス株式会社,1,木
プレイステーション,3,ポリグラム株式会社,1,木
プレイステーション,3,マイクロキャビン,2,木
プレイステーション,3,マイクロネット,2,木
プレイステーション,3,マックスファイブ,1,木
プレイステーション,3,マックスベット,5,木
プレイステーション,3,マップジャパン,4,木
プレイステーション,3,マップジャパン株式会社,14,木
プレイステーション,3,マーベラスエンターテイメント,1,木
プレイステーション,3,メガハウス,1,木
プレイステーション,3,メディアエンターテイメント,13,木
プレイステーション,3,メディアエンターテインメント,1,木
プレイステーション,3,メディアギャロップ,2,木
プレイステーション,3,メディアクエスト,2,木
プレイステーション,3,メディアファクトリー,3,木
プレイステーション,3,メディアリング,6,木
プレイステーション,3,メディアワークス,7,木
プレイステーション,3,メディアワークス ゲーム事業部,3,木
プレイステーション,3,ヤマサエンタテイメント株式会社,5,木
プレイステーション,3,ヤマサエンタテインメント株式会社,4,木
プレイステーション,3,ユークス,4,木
プレイステーション,3,ユービーアイソフト株式会社,3,木
プレイステーション,3,ライト スタッフ,1,木
プレイステーション,3,ライトスタッフ,1,木
プレイステーション,3,リバーヒルソフト,9,木
プレイステーション,3,レイ,1,木
プレイステーション,3,ロボット,1,木
プレイステーション,3,ワークジャム,1,木
プレイステーション,3,ヴィアール・ワン,1,木
プレイステーション,3,ヴィジット,5,木
プレイステーション,3,ヴィジット コンシューマ事業本部,1,木
プレイステーション,3,ヴィジットコンシューマ事業本部,1,木
プレイステーション,3,三井物産株式会社; 日本テレネット,1,木
プレイステーション,3,伊藤忠商事株式会社,3,木
プレイステーション,3,元気株式会社,7,木
プレイステーション,3,光栄,10,木
プレイステーション,3,加賀テック株式会社,14,木
プレイステーション,3,小学館プロダクション,3,木
プレイステーション,3,市川ソフト開発,1,木
プレイステーション,3,悠紀エンタープライズ,1,木
プレイステーション,3,日本コンピュータシステム メサイヤ事業部,1,木
プレイステーション,3,日本コンピュータシステム株式会社,4,木
プレイステーション,3,日本コンピュータシステム株式会社メサイヤ事業部,1,木
プレイステーション,3,日本シスコン,3,木
プレイステーション,3,日本システム,1,木
プレイステーション,3,日本テレネット,11,木
プレイステーション,3,日本一ソフトウェア,4,木
プレイステーション,3,日本物産株式会社,13,木
プレイステーション,3,有限会社セイブ開発,1,木
プレイステーション,3,未来ソフト,1,木
プレイステーション,3,東京書籍株式会社,6,木
プレイステーション,3,東北新社,2,木
プレイステーション,3,東映ビデオ株式会社,1,木
プレイステーション,3,東芝EMI株式会社,4,木
プレイステーション,3,株式会社BMGJAPAN,1,木
プレイステーション,3,株式会社SNKプレイモア,7,木
プレイステーション,3,株式会社やのまん,2,木
プレイステーション,3,株式会社アイフォー,1,木
プレイステーション,3,株式会社アイマジック,14,木
プレイステーション,3,株式会社アクアシステム,1,木
プレイステーション,3,株式会社アクワイア,1,木
プレイステーション,3,株式会社アスキー,23,木
プレイステーション,3,株式会社アスキーサムシンググッド,2,木
プレイステーション,3,株式会社アスク,5,木
プレイステーション,3,株式会社アテナ,5,木
プレイステーション,3,株式会社アリカ,3,木
プレイステーション,3,株式会社アートディンク,21,木
プレイステーション,3,株式会社インターチャネル,3,木
プレイステーション,3,株式会社ウエップシステム,3,木
プレイステーション,3,株式会社エクシング,17,木
プレイステーション,3,株式会社エス・エヌ・ケイ,15,木
プレイステーション,3,株式会社エニックス,5,木
プレイステーション,3,株式会社エポック社,6,木
プレイステーション,3,株式会社エンターテインメントソフトウェアパブリッシング,1,木
プレイステーション,3,株式会社エンターブレイン,4,木
プレイステーション,3,株式会社オフィスクリエイト,3,木
プレイステーション,3,株式会社オークス,3,木
プレイステーション,3,株式会社カプコン,55,木
プレイステーション,3,株式会社カルチャーブレーン,7,木
プレイステーション,3,株式会社ガスト,2,木
プレイステーション,3,株式会社キッド,6,木
プレイステーション,3,株式会社クロスノーツ,1,木
プレイステーション,3,株式会社グローバル・A・エンタテインメント,1,木
プレイステーション,3,株式会社ケイエスエス,11,木
プレイステーション,3,株式会社ゲームアーツ,1,木
プレイステーション,3,株式会社ココナッツジャパンエンターテイメント,8,木
プレイステーション,3,株式会社コナミコンピュータエンタテインメント東京,1,木
プレイステーション,3,株式会社コンパイル,4,木
プレイステーション,3,株式会社コーエー,75,木
プレイステーション,3,株式会社サイバーフロント,1,木
プレイステーション,3,株式会社サクセス,97,木
プレイステーション,3,株式会社シスコンエンタテイメント,13,木
プレイステーション,3,株式会社ジャレコ,7,木
プレイステーション,3,株式会社スクウェア,8,木
プレイステーション,3,株式会社スクウェア・エニックス,23,木
プレイステーション,3,株式会社スターフィッシュ・エスディ,5,木
プレイステーション,3,株式会社スティング,4,木
プレイステーション,3,株式会社スパイク,7,木
プレイステーション,3,株式会社スパイク・チュンソフト,15,木
プレイステーション,3,株式会社セガ,1,木
プレイステーション,3,株式会社セタ,3,木
プレイステーション,3,株式会社ソニー・コンピュータエンタテインメント,64,木
プレイステーション,3,株式会社ソニー・ミュージックエンタテインメント,4,木
プレイステーション,3,株式会社タイトー,21,木
プレイステーション,3,株式会社タカラ,40,木
プレイステーション,3,株式会社タカラトミー,15,木
プレイステーション,3,株式会社ツクダオリジナル,1,木
プレイステーション,3,株式会社ティーアンドイーソフト,4,木
プレイステーション,3,株式会社テイジイエル,1,木
プレイステーション,3,株式会社テイジイエル企画,2,木
プレイステーション,3,株式会社テイチクエンタテインメント,4,木
プレイステーション,3,株式会社ディースリー・パブリッシャー,20,木
プレイステーション,3,株式会社ディー・クルーズ,1,木
プレイステーション,3,株式会社デジキューブ,6,木
プレイステーション,3,株式会社トミー,11,木
プレイステーション,3,株式会社トレジャー,1,木
プレイステーション,3,株式会社ナガセ,4,木
プレイステーション,3,株式会社ナムコ,23,木
プレイステーション,3,株式会社ハックベリー,2,木
プレイステーション,3,株式会社ハドソン,9,木
プレイステーション,3,株式会社ハムスター,52,木
プレイステーション,3,株式会社バップ,3,木
プレイステーション,3,株式会社バンダイ,61,木
プレイステーション,3,株式会社バンダイナムコゲームス,5,木
プレイステーション,3,株式会社バンプレスト,29,木
プレイステーション,3,株式会社パンサーソフトウェア,3,木
プレイステーション,3,株式会社パンドラボックス,2,木
プレイステーション,3,株式会社ビクターインタラクティブソフトウエア,29,木
プレイステーション,3,株式会社ビーピーエス,2,木
プレイステーション,3,株式会社ファブコミュニケーションズ,6,木
プレイステーション,3,株式会社フォグ,2,木
プレイステーション,3,株式会社フォーウィンズ,4,木
プレイステーション,3,株式会社フロム・ソフトウェア,7,木
プレイステーション,3,株式会社ポニーキャニオン,4,木
プレイステーション,3,株式会社マイクロキャビン,5,木
プレイステーション,3,株式会社マグノリア,1,木
プレイステーション,3,株式会社マーベラスエンターテイメント,1,木
プレイステーション,3,株式会社メディアエンターテイメント,37,木
プレイステーション,3,株式会社メディアギャロップ,1,木
プレイステーション,3,株式会社メディアファクトリー,6,木
プレイステーション,3,株式会社メディアリング,10,木
プレイステーション,3,株式会社メディアワークス,12,木
プレイステーション,3,株式会社リバーヒルソフト,11,木
プレイステーション,3,株式会社ワークジャム,2,木
プレイステーション,3,株式会社ヴィジット,33,木
プレイステーション,3,株式会社光栄,13,木
プレイステーション,3,株式会社悠紀エンタープライズ,3,木
プレイステーション,3,株式会社日本テレネット,16,木
プレイステーション,3,株式会社日本一ソフトウェア,8,木
プレイステーション,3,株式会社毎日コミュニケーションズ,7,木
プレイステーション,3,株式会社翔泳社,4,木
プレイステーション,3,株式会社角川書店,4,木
プレイステーション,3,株式会社講談社,7,木
プレイステーション,3,毎日コミュニケーションズ,3,木
プレイステーション,3,童,3,木
プレイステーション,3,翔泳社,5,木
プレイステーション,3,"翔泳社 ソフトウェアソリューション局,タカラ",1,木
プレイステーション,3,角川書店,4,木
プレイステーション,3,角川書店 ソフト事業部,1,木
プレイステーション,3,講談社,11,木
プレイステーション,3,豊丸産業株式会社,1,木
プレイステーション,3,魔法株式会社,8,木
プレイステーション,4,BMGジャパン,2,金
プレイステーション,4,BMGビクター株式会社,2,金
プレイステーション,4,"CYAN,サイバーフロント",1,金
プレイステーション,4,GAPS iNC. ギャップス,1,金
プレイステーション,4,KOEI,1,金
プレイステーション,4,OZクラブ,2,金
プレイステーション,4,PIONEER LDC,2,金
プレイステーション,4,SQUARE SOFT,1,金
プレイステーション,4,SUNSOFT,1,金
プレイステーション,4,TOMY,1,金
プレイステーション,4,Team Bughouse,1,金
プレイステーション,4,Tears,1,金
プレイステーション,4,やのまんソフトウェア事業部,1,金
プレイステーション,4,アイディアファクトリー,2,金
プレイステーション,4,アイディアファクトリー株式会社,1,金
プレイステーション,4,アイランドクリエイション,1,金
プレイステーション,4,アイレムソフトウェアエンジニアリング株式会社,1,金
プレイステーション,4,アクレイムジャパン,6,金
プレイステーション,4,アジェンダ,2,金
プレイステーション,4,アスキー,4,金
プレイステーション,4,アスク講談社,2,金
プレイステーション,4,アスミック,4,金
プレイステーション,4,アスミック ソフトウェア事業部,1,金
プレイステーション,4,アスミック・エースエンタテインメント株式会社,1,金
プレイステーション,4,アテナ,4,金
プレイステーション,4,アトラス,7,金
プレイステーション,4,アミューズ,1,金
プレイステーション,4,アルトロン,2,金
プレイステーション,4,アローマ,1,金
プレイステーション,4,アンティノスレコード,2,金
プレイステーション,4,アークシステムワークス株式会社,1,金
プレイステーション,4,アートディンク,9,金
プレイステーション,4,イマジニア株式会社,10,金
プレイステーション,4,インプローレ株式会社,1,金
プレイステーション,4,インベックス,1,金
プレイステーション,4,イースリースタッフ,1,金
プレイステーション,4,ウィザード,1,金
プレイステーション,4,ウエップシステム,2,金
プレイステーション,4,エクシング,3,金
プレイステーション,4,エクシングアミューズメントソフトG,1,金
プレイステーション,4,エクシングエンタティメント,1,金
プレイステーション,4,エクシングエンタテイメント,2,金
プレイステーション,4,エス・エヌ・ケイ,3,金
プレイステーション,4,エス・ピー・エス,1,金
プレイステーション,4,エレクトロニック・アーツ・ビクター株式会社,21,金
プレイステーション,4,エンジェル,1,金
プレイステーション,4,オクタゴン・エンタテインメント,1,金
プレイステーション,4,オラシオン,1,金
プレイステーション,4,オープンブック9003株式会社,1,金
プレイステーション,4,カネコ,1,金
プレイステーション,4,カプコン,7,金
プレイステーション,4,ガスト,3,金
プレイステーション,4,キングレコード,1,金
プレイステーション,4,キングレコード株式会社,1,金
プレイステーション,4,ギャガ・コミュニケーションズ,4,金
プレイステーション,4,ギャップス,1,金
プレイステーション,4,グラムス株式会社,2,金
プレイステーション,4,ケイエスエス,1,金
プレイステーション,4,ゲンソフト,1,金
プレイステーション,4,ゲームバンク株式会社,1,金
プレイステーション,4,ココナッツジャパンエンターテイメント,6,金
プレイステーション,4,コトブキシステム株式会社,2,金
プレイステーション,4,コナミ株式会社,26,金
プレイステーション,4,コピアシステム,1,金
プレイステーション,4,コンパイル,1,金
プレイステーション,4,コーエー,1,金
プレイステーション,4,サイバーテックデザイン,1,金
プレイステーション,4,サミー株式会社,1,金
プレイステーション,4,サンテックジャパン,1,金
プレイステーション,4,サン電子株式会社,12,金
プレイステーション,4,サン電子株式会社（SUNSOFT）,1,金
プレイステーション,4,ザウルス,2,金
プレイステーション,4,シャグリ・ラ,1,金
プレイステーション,4,シャングリラ,1,金
プレイステーション,4,シャングリ・ラ,1,金
プレイステーション,4,シンコー・ミュージック,1,金
プレイステーション,4,ジャレコ,5,金
プレイステーション,4,スカイ・シンク・システム株式会社,3,金
プレイステーション,4,スクウェア,11,金
プレイステーション,4,ズーム,2,金
プレイステーション,4,セタ,2,金
プレイステーション,4,ソニーコンピュータエンタテインメント,1,金
プレイステーション,4,ソニー・コンピュータエンタテインメント,42,金
プレイステーション,4,ソニー・コンピュータ・エンタテインメント,1,金
プレイステーション,4,ソニー・ミュージックエンタテインメント,4,金
