プラットフォーム名,weekday,パブリッシャー名,パッケージ数,曜日,メーカー名
プレイステーションVita,1,株式会社インターグロー,1,火,ソニー
プレイステーションVita,1,株式会社コトブキソリューション,1,火,ソニー
プレイステーションVita,1,株式会社コーエーテクモゲームス,1,火,ソニー
プレイステーションVita,1,株式会社スクウェア・エニックス,2,火,ソニー
プレイステーションVita,1,株式会社スパイク・チュンソフト,1,火,ソニー
プレイステーションVita,1,株式会社セガ,1,火,ソニー
プレイステーションVita,1,株式会社セガゲームス,1,火,ソニー
プレイステーションVita,1,株式会社ソニー・コンピュータエンタテインメント,1,火,ソニー
プレイステーションVita,1,株式会社バンダイナムコエンターテインメント,3,火,ソニー
プレイステーションVita,1,株式会社バンダイナムコゲームス,1,火,ソニー
プレイステーションVita,1,株式会社メディアファイブ,2,火,ソニー
プレイステーションVita,1,株式会社ヴューズ,1,火,ソニー
プレイステーションVita,1,株式会社日本一ソフトウェア,3,火,ソニー
プレイステーションVita,1,株式会社角川ゲームス,1,火,ソニー
プレイステーションVita,2,Capybara Games. Inc.,1,水,ソニー
プレイステーションVita,2,Cellar Door Games Inc.,1,水,ソニー
プレイステーションVita,2,Choice Provisions Inc.,1,水,ソニー
プレイステーションVita,2,Curve Digital,1,水,ソニー
プレイステーションVita,2,Curve Digital ENTERTAINMENT LIMITED,1,水,ソニー
プレイステーションVita,2,Double Eleven Limited,1,水,ソニー
プレイステーションVita,2,Eiconic Games Ltd,1,水,ソニー
プレイステーションVita,2,Frogmind Oy,1,水,ソニー
プレイステーションVita,2,"GREEN HILL, LTD",1,水,ソニー
プレイステーションVita,2,Gambitious B.V.,1,水,ソニー
プレイステーションVita,2,Grimm Bros LLC,1,水,ソニー
プレイステーションVita,2,Honeyslug. Ltd.,1,水,ソニー
プレイステーションVita,2,Laughing Jackal Ltd.,1,水,ソニー
プレイステーションVita,2,Mike Bithell Games Limited,1,水,ソニー
プレイステーションVita,2,Mojang AB,1,水,ソニー
プレイステーションVita,2,Natsume Inc.,1,水,ソニー
プレイステーションVita,2,PIACCI,3,水,ソニー
プレイステーションVita,2,Polytron Corporation Inc.,1,水,ソニー
プレイステーションVita,2,Rayark Japan株式会社,1,水,ソニー
プレイステーションVita,2,Rollingmedia Limited.,2,水,ソニー
プレイステーションVita,2,アークシステムワークス株式会社,7,水,ソニー
プレイステーションVita,2,イースマイル株式会社,2,水,ソニー
プレイステーションVita,2,エンターグラム,5,水,ソニー
プレイステーションVita,2,クオリティコンフィデンス株式会社,2,水,ソニー
プレイステーションVita,2,クロスファンクション株式会社,1,水,ソニー
プレイステーションVita,2,コトブキソリューション,2,水,ソニー
プレイステーションVita,2,コンパイルハート,1,水,ソニー
プレイステーションVita,2,ソニーマーケティング株式会社,1,水,ソニー
プレイステーションVita,2,ハチノヨン,1,水,ソニー
プレイステーションVita,2,バンダイナムコゲームス,1,水,ソニー
プレイステーションVita,2,バーグサラ・ライトウェイト,1,水,ソニー
プレイステーションVita,2,ヒューネックス株式会社,1,水,ソニー
プレイステーションVita,2,フライハイワークス株式会社,2,水,ソニー
プレイステーションVita,2,メディアスケープ株式会社,1,水,ソニー
プレイステーションVita,2,ユービーアイソフト株式会社,2,水,ソニー
プレイステーションVita,2,レッド・エンタテインメント,1,水,ソニー
プレイステーションVita,2,日本ファルコム株式会社,3,水,ソニー
プレイステーションVita,2,株式会社Future Tech Lab,1,水,ソニー
プレイステーションVita,2,株式会社SNK,1,水,ソニー
プレイステーションVita,2,株式会社SNKプレイモア,1,水,ソニー
プレイステーションVita,2,株式会社おふぃす5656,1,水,ソニー
プレイステーションVita,2,株式会社アクアプラス,3,水,ソニー
プレイステーションVita,2,株式会社アクティブゲーミングメディア,3,水,ソニー
プレイステーションVita,2,株式会社アスガルド,2,水,ソニー
プレイステーションVita,2,株式会社インターグロー,1,水,ソニー
プレイステーションVita,2,株式会社エンターグラム,1,水,ソニー
プレイステーションVita,2,株式会社カプコン,6,水,ソニー
プレイステーションVita,2,株式会社ガスト,3,水,ソニー
プレイステーションVita,2,株式会社コナミデジタルエンタテインメント,3,水,ソニー
プレイステーションVita,2,株式会社コーエーテクモゲームス,16,水,ソニー
プレイステーションVita,2,株式会社シルバースタージャパン,1,水,ソニー
プレイステーションVita,2,株式会社スクウェア・エニックス,2,水,ソニー
プレイステーションVita,2,株式会社スパイク・チュンソフト,5,水,ソニー
プレイステーションVita,2,株式会社セガ,3,水,ソニー
プレイステーションVita,2,株式会社セガゲームス,1,水,ソニー
プレイステーションVita,2,株式会社ソニー・コンピュータエンタテインメント,3,水,ソニー
プレイステーションVita,2,株式会社ディースリー・パブリッシャー,4,水,ソニー
プレイステーションVita,2,株式会社ハムスター,2,水,ソニー
プレイステーションVita,2,株式会社バンダイナムコエンターテインメント,3,水,ソニー
プレイステーションVita,2,株式会社バンダイナムコゲームス,4,水,ソニー
プレイステーションVita,2,株式会社ピグミースタジオ,1,水,ソニー
プレイステーションVita,2,株式会社ブロッコリー,3,水,ソニー
プレイステーションVita,2,株式会社プロトタイプ,6,水,ソニー
プレイステーションVita,2,株式会社メディアファイブ,2,水,ソニー
プレイステーションVita,2,株式会社拓洋興業,2,水,ソニー
プレイステーションVita,2,株式会社拓洋興業／TAKUYO,3,水,ソニー
プレイステーションVita,2,株式会社日本一ソフトウェア,2,水,ソニー
プレイステーションVita,2,株式会社角川ゲームス,1,水,ソニー
プレイステーションVita,2,賈船,1,水,ソニー
プレイステーションVita,3,BlitWorks,1,木,ソニー
プレイステーションVita,3,Coatsink Software,1,木,ソニー
プレイステーションVita,3,Drinkbox Studios Inc.,1,木,ソニー
プレイステーションVita,3,Eastasiasoft Limited,2,木,ソニー
プレイステーションVita,3,Eastasiasoft Ltd.,2,木,ソニー
プレイステーションVita,3,Future Tech Lab,4,木,ソニー
プレイステーションVita,3,"GHI Media, LLC (Devolver Digital)",3,木,ソニー
プレイステーションVita,3,"GHI Media, LLC （Devolver Digital）",1,木,ソニー
プレイステーションVita,3,Lilac Soft,3,木,ソニー
プレイステーションVita,3,MAGES.,20,木,ソニー
プレイステーションVita,3,"Mossmouth, LLC",1,木,ソニー
プレイステーションVita,3,Oasis Games Limited,2,木,ソニー
プレイステーションVita,3,PIACCI,7,木,ソニー
プレイステーションVita,3,PLAYISM,2,木,ソニー
プレイステーションVita,3,RED FLAGSHIP,3,木,ソニー
プレイステーションVita,3,RISING STAR GAMES LIMITED,1,木,ソニー
プレイステーションVita,3,Rejet株式会社,22,木,ソニー
プレイステーションVita,3,SMARTPHONE LABS LLC,3,木,ソニー
プレイステーションVita,3,SNK,1,木,ソニー
プレイステーションVita,3,Ska Studios,1,木,ソニー
プレイステーションVita,3,TATE MULTIMEDIA S.A,2,木,ソニー
プレイステーションVita,3,Tama Games,1,木,ソニー
プレイステーションVita,3,"Tama Global, S.L.",1,木,ソニー
プレイステーションVita,3,Teyon Japan合同会社,1,木,ソニー
プレイステーションVita,3,USERJOY JAPAN株式会社,1,木,ソニー
プレイステーションVita,3,VIVID HELIX INC.,1,木,ソニー
プレイステーションVita,3,iMel株式会社,3,木,ソニー
プレイステーションVita,3,アイディアファクトリー株式会社,210,木,ソニー
プレイステーションVita,3,アクアプラス,5,木,ソニー
プレイステーションVita,3,アクワイア,3,木,ソニー
プレイステーションVita,3,アスガルド,11,木,ソニー
プレイステーションVita,3,アークシステムワークス株式会社,32,木,ソニー
プレイステーションVita,3,アークシステム株式会社,1,木,ソニー
プレイステーションVita,3,アーヴズ株式会社,1,木,ソニー
プレイステーションVita,3,イエティ,1,木,ソニー
プレイステーションVita,3,インターグロー,2,木,ソニー
プレイステーションVita,3,インティ・クリエイツ,2,木,ソニー
プレイステーションVita,3,イースマイル株式会社,1,木,ソニー
プレイステーションVita,3,エクスペリエンス,2,木,ソニー
プレイステーションVita,3,エレクトロニック・アーツ株式会社,13,木,ソニー
プレイステーションVita,3,エンターグラム,34,木,ソニー
プレイステーションVita,3,カプコン,2,木,ソニー
プレイステーションVita,3,ガラット株式会社,1,木,ソニー
プレイステーションVita,3,ガンホー・オンライン・エンターテイメント株式会社,10,木,ソニー
プレイステーションVita,3,キューエンタテインメント株式会社,1,木,ソニー
プレイステーションVita,3,クオリティコンフィデンス株式会社,3,木,ソニー
プレイステーションVita,3,コトブキソリューション,1,木,ソニー
プレイステーションVita,3,コナミデジタルエンタテインメント,1,木,ソニー
プレイステーションVita,3,コンパイルハート,13,木,ソニー
プレイステーションVita,3,コーエーテクモゲームス,30,木,ソニー
プレイステーションVita,3,システムソフト・アルファー株式会社,36,木,ソニー
プレイステーションVita,3,シルバースタージャパン,4,木,ソニー
プレイステーションVita,3,スクウェア・エニックス,2,木,ソニー
プレイステーションVita,3,スパイク・チュンソフト,11,木,ソニー
プレイステーションVita,3,スマイルアクス,1,木,ソニー
プレイステーションVita,3,セガゲームス,2,木,ソニー
プレイステーションVita,3,ソニー・コンピュータエンタテインメント,2,木,ソニー
プレイステーションVita,3,テイクツー・インタラクティブ・ジャパン合同会社,4,木,ソニー
プレイステーションVita,3,ディースリー・パブリッシャー,3,木,ソニー
プレイステーションVita,3,バンダイナムコエンターテインメント,31,木,ソニー
プレイステーションVita,3,バンダイナムコゲームス,8,木,ソニー
プレイステーションVita,3,バーグサラ・ライトウェイト,1,木,ソニー
プレイステーションVita,3,ヒューネックス株式会社,55,木,ソニー
プレイステーションVita,3,フリュー株式会社,18,木,ソニー
プレイステーションVita,3,ブロッコリー,8,木,ソニー
プレイステーションVita,3,プロトタイプ,12,木,ソニー
プレイステーションVita,3,マーベラス,2,木,ソニー
プレイステーションVita,3,メディアスケープ株式会社,10,木,ソニー
プレイステーションVita,3,ユニティ・テクノロジーズ・ジャパン合同会社,2,木,ソニー
プレイステーションVita,3,ユービーアイソフト株式会社,12,木,ソニー
プレイステーションVita,3,ヨットクラブゲームズ,1,木,ソニー
プレイステーションVita,3,ライオンズフィルム株式会社,2,木,ソニー
プレイステーションVita,3,レッド・エンタテインメント,2,木,ソニー
プレイステーションVita,3,ワークマン,2,木,ソニー
プレイステーションVita,3,ワーナー エンターテイメント ジャパン株式会社,5,木,ソニー
プレイステーションVita,3,ワーナー ブラザース ジャパン合同会社,4,木,ソニー
プレイステーションVita,3,ヴューズ,3,木,ソニー
プレイステーションVita,3,加賀クリエイト株式会社,26,木,ソニー
プレイステーションVita,3,拓洋興業,4,木,ソニー
プレイステーションVita,3,文化放送エクステンド,6,木,ソニー
プレイステーションVita,3,日本ファルコム株式会社,19,木,ソニー
プレイステーションVita,3,日本一ソフトウェア,10,木,ソニー
プレイステーションVita,3,有限会社だいだい,6,木,ソニー
プレイステーションVita,3,有限会社ネットレヴォ,3,木,ソニー
プレイステーションVita,3,有限会社ワンドロー,1,木,ソニー
プレイステーションVita,3,株式会社Cygames,2,木,ソニー
プレイステーションVita,3,株式会社Future Tech Lab,9,木,ソニー
プレイステーションVita,3,株式会社MAGES.,109,木,ソニー
プレイステーションVita,3,株式会社PIACCI,27,木,ソニー
プレイステーションVita,3,株式会社RED FLAGSHIP,8,木,ソニー
プレイステーションVita,3,株式会社SNKプレイモア,1,木,ソニー
プレイステーションVita,3,株式会社Tozai Games,1,木,ソニー
プレイステーションVita,3,株式会社アガツマ・エンタテインメント,2,木,ソニー
プレイステーションVita,3,株式会社アクアプラス,15,木,ソニー
プレイステーションVita,3,株式会社アクティブゲーミングメディア,2,木,ソニー
プレイステーションVita,3,株式会社アクワイア,11,木,ソニー
プレイステーションVita,3,株式会社アスガルド,21,木,ソニー
プレイステーションVita,3,株式会社アトラス,9,木,ソニー
プレイステーションVita,3,株式会社アルヴィオン,1,木,ソニー
プレイステーションVita,3,株式会社アートムーヴ,30,木,ソニー
プレイステーションVita,3,株式会社インターグロー,3,木,ソニー
プレイステーションVita,3,株式会社インティ・クリエイツ,1,木,ソニー
プレイステーションVita,3,株式会社エクスペリエンス,10,木,ソニー
プレイステーションVita,3,株式会社エンターグラム,30,木,ソニー
プレイステーションVita,3,株式会社カプコン,6,木,ソニー
プレイステーションVita,3,株式会社ガスト,11,木,ソニー
プレイステーションVita,3,株式会社クロン,5,木,ソニー
プレイステーションVita,3,株式会社コナミデジタルエンタテインメント,35,木,ソニー
プレイステーションVita,3,株式会社コンパイルハート,52,木,ソニー
プレイステーションVita,3,株式会社コーエーテクモゲームス,144,木,ソニー
プレイステーションVita,3,株式会社サイバーフロント,8,木,ソニー
プレイステーションVita,3,株式会社シルバースタージャパン,4,木,ソニー
プレイステーションVita,3,株式会社スクウェア・エニックス,37,木,ソニー
プレイステーションVita,3,株式会社スタジオアートディンク,3,木,ソニー
プレイステーションVita,3,株式会社スパイク・チュンソフト,31,木,ソニー
プレイステーションVita,3,株式会社セガ,32,木,ソニー
プレイステーションVita,3,株式会社セガゲームス,9,木,ソニー
プレイステーションVita,3,株式会社ソニックパワード,2,木,ソニー
プレイステーションVita,3,株式会社ソニー・コンピュータエンタテインメント,72,木,ソニー
プレイステーションVita,3,株式会社テイジイエル企画,34,木,ソニー
プレイステーションVita,3,株式会社ディースリー・パブリッシャー,31,木,ソニー
プレイステーションVita,3,株式会社デジターボ,3,木,ソニー
プレイステーションVita,3,株式会社トライエース,1,木,ソニー
プレイステーションVita,3,株式会社ドラス,9,木,ソニー
プレイステーションVita,3,株式会社ハピネット,3,木,ソニー
プレイステーションVita,3,株式会社ハムスター,12,木,ソニー
プレイステーションVita,3,株式会社バニラシュガースタジオ,6,木,ソニー
プレイステーションVita,3,株式会社バンダイナムコエンターテインメント,50,木,ソニー
プレイステーションVita,3,株式会社バンダイナムコゲームス,71,木,ソニー
プレイステーションVita,3,株式会社バーグサラ・ライトウェイト,2,木,ソニー
プレイステーションVita,3,株式会社ピグミースタジオ,2,木,ソニー
プレイステーションVita,3,株式会社ブロッコリー,6,木,ソニー
プレイステーションVita,3,株式会社プラネットG,4,木,ソニー
プレイステーションVita,3,株式会社プロトタイプ,42,木,ソニー
プレイステーションVita,3,株式会社マーベラス,34,木,ソニー
プレイステーションVita,3,株式会社マーベラスAQL,7,木,ソニー
プレイステーションVita,3,株式会社メディアファイブ,44,木,ソニー
プレイステーションVita,3,株式会社レッド・エンタテインメント,2,木,ソニー
プレイステーションVita,3,株式会社レベルファイブ,4,木,ソニー
プレイステーションVita,3,株式会社ワークマン,3,木,ソニー
プレイステーションVita,3,株式会社ヴューズ,16,木,ソニー
プレイステーションVita,3,株式会社工画堂スタジオ,2,木,ソニー
プレイステーションVita,3,株式会社拓洋興業,10,木,ソニー
プレイステーションVita,3,株式会社文化放送エクステンド,3,木,ソニー
プレイステーションVita,3,株式会社日本一ソフトウェア,43,木,ソニー
プレイステーションVita,3,株式会社角川ゲームス,75,木,ソニー
プレイステーションVita,3,角川ゲームス,14,木,ソニー
プレイステーションVita,4,Teyon Japan合同会社,1,金,ソニー
プレイステーションVita,4,"Young Horses, Inc.",1,金,ソニー
プレイステーションVita,4,iMel株式会社,1,金,ソニー
プレイステーションVita,4,アイディアファクトリー株式会社,3,金,ソニー
プレイステーションVita,4,アスガルド,1,金,ソニー
プレイステーションVita,4,アピリッツ,1,金,ソニー
プレイステーションVita,4,アークシステムワークス株式会社,2,金,ソニー
プレイステーションVita,4,クロスファンクション株式会社,4,金,ソニー
プレイステーションVita,4,サイバーステップ株式会社,1,金,ソニー
プレイステーションVita,4,ヒューネックス株式会社,3,金,ソニー
プレイステーションVita,4,ピッキー合同会社,1,金,ソニー
プレイステーションVita,4,フライハイワークス株式会社,1,金,ソニー
プレイステーションVita,4,日活株式会社,1,金,ソニー
プレイステーションVita,4,株式会社アクワイア,1,金,ソニー
プレイステーションVita,4,株式会社コンパイルハート,3,金,ソニー
プレイステーションVita,4,株式会社スクウェア・エニックス,2,金,ソニー
プレイステーションVita,4,株式会社ディースリー・パブリッシャー,2,金,ソニー
プレイステーションVita,5,アークシステムワークス株式会社,2,土,ソニー
プレイステーションVita,5,コードマスターズ株式会社,2,土,ソニー
プレイステーションVita,5,ソニーマーケティング株式会社,2,土,ソニー
プレイステーションVita,5,ユービーアイソフト株式会社,4,土,ソニー
プレイステーションVita,5,株式会社カプコン,2,土,ソニー
プレイステーションVita,5,株式会社コナミデジタルエンタテインメント,5,土,ソニー
プレイステーションVita,5,株式会社コーエーテクモゲームス,2,土,ソニー
プレイステーションVita,5,株式会社スクウェア・エニックス,5,土,ソニー
プレイステーションVita,5,株式会社スパイク,2,土,ソニー
プレイステーションVita,5,株式会社セガ,2,土,ソニー
プレイステーションVita,5,株式会社ソニー・コンピュータエンタテインメント,9,土,ソニー
プレイステーションVita,5,株式会社チュンソフト,2,土,ソニー
プレイステーションVita,5,株式会社テイジイエル企画,1,土,ソニー
プレイステーションVita,5,株式会社ディースリー・パブリッシャー,2,土,ソニー
プレイステーションVita,5,株式会社バンダイナムコゲームス,5,土,ソニー
プレイステーションVita,5,株式会社日本一ソフトウェア,2,土,ソニー
プレイステーション・ポータブル,0,エレクトロニック・アーツ株式会社,2,月,ソニー
プレイステーション・ポータブル,0,システムソフト・アルファー株式会社,5,月,ソニー
プレイステーション・ポータブル,0,テイクツー・インタラクティブ・ジャパン合同会社,1,月,ソニー
プレイステーション・ポータブル,0,日本ファルコム株式会社,1,月,ソニー
プレイステーション・ポータブル,0,株式会社AQインタラクティブ,1,月,ソニー
プレイステーション・ポータブル,0,株式会社SNKプレイモア,1,月,ソニー
プレイステーション・ポータブル,0,株式会社グローバル・A・エンタテインメント,5,月,ソニー
プレイステーション・ポータブル,0,株式会社コーエーテクモゲームス,1,月,ソニー
プレイステーション・ポータブル,0,株式会社スパイク,1,月,ソニー
プレイステーション・ポータブル,0,株式会社ハドソン,2,月,ソニー
プレイステーション・ポータブル,0,株式会社ブロッコリー,1,月,ソニー
プレイステーション・ポータブル,0,株式会社プロトタイプ,2,月,ソニー
プレイステーション・ポータブル,0,株式会社マーベラスエンターテイメント,4,月,ソニー
プレイステーション・ポータブル,0,株式会社リズ,1,月,ソニー
プレイステーション・ポータブル,0,株式会社毎日コミュニケーションズ,1,月,ソニー
プレイステーション・ポータブル,1,イースマイル株式会社,1,火,ソニー
プレイステーション・ポータブル,1,エム・ティー・オー株式会社,1,火,ソニー
プレイステーション・ポータブル,1,エレクトロニック・アーツ株式会社,1,火,ソニー
プレイステーション・ポータブル,1,カプコン,1,火,ソニー
プレイステーション・ポータブル,1,ヒューネックス株式会社,1,火,ソニー
プレイステーション・ポータブル,1,株式会社MAGES.,1,火,ソニー
プレイステーション・ポータブル,1,株式会社アクワイア,1,火,ソニー
プレイステーション・ポータブル,1,株式会社アートムーヴ,1,火,ソニー
プレイステーション・ポータブル,1,株式会社ケムコ,1,火,ソニー
プレイステーション・ポータブル,1,株式会社コナミデジタルエンタテインメント,1,火,ソニー
プレイステーション・ポータブル,1,株式会社コーエーテクモゲームス,3,火,ソニー
プレイステーション・ポータブル,1,株式会社サイバーフロント,3,火,ソニー
プレイステーション・ポータブル,1,株式会社スクウェア・エニックス,3,火,ソニー
プレイステーション・ポータブル,1,株式会社スパイク・チュンソフト,3,火,ソニー
プレイステーション・ポータブル,1,株式会社セガ,1,火,ソニー
プレイステーション・ポータブル,1,株式会社ソニックパワード,1,火,ソニー
プレイステーション・ポータブル,1,株式会社ソニー・コンピュータエンタテインメント,1,火,ソニー
プレイステーション・ポータブル,1,株式会社ディースリー・パブリッシャー,3,火,ソニー
プレイステーション・ポータブル,1,株式会社ハピネット,1,火,ソニー
プレイステーション・ポータブル,1,株式会社ハムスター,4,火,ソニー
プレイステーション・ポータブル,1,株式会社バンダイナムコゲームス,1,火,ソニー
プレイステーション・ポータブル,1,株式会社プロトタイプ,2,火,ソニー
プレイステーション・ポータブル,1,株式会社ベストメディア,2,火,ソニー
プレイステーション・ポータブル,1,株式会社ホープムーン,1,火,ソニー
プレイステーション・ポータブル,1,株式会社ライドオンジャパン,1,火,ソニー
プレイステーション・ポータブル,1,株式会社リズ,1,火,ソニー
プレイステーション・ポータブル,1,株式会社毎日コミュニケーションズ,3,火,ソニー
プレイステーション・ポータブル,2,アイディアファクトリー株式会社,3,水,ソニー
プレイステーション・ポータブル,2,アイレムソフトウェアエンジニアリング株式会社,1,水,ソニー
プレイステーション・ポータブル,2,アスガルド,1,水,ソニー
プレイステーション・ポータブル,2,アスキー・メディアワークス,2,水,ソニー
プレイステーション・ポータブル,2,イエティ,1,水,ソニー
プレイステーション・ポータブル,2,イースマイル株式会社,1,水,ソニー
プレイステーション・ポータブル,2,ウォルト・ディズニー・ジャパン株式会社,1,水,ソニー
プレイステーション・ポータブル,2,エレクトロニック・アーツ株式会社,1,水,ソニー
プレイステーション・ポータブル,2,カプコン,2,水,ソニー
プレイステーション・ポータブル,2,ガンホー・オンライン・エンターテイメント株式会社,1,水,ソニー
プレイステーション・ポータブル,2,コーエー,1,水,ソニー
プレイステーション・ポータブル,2,コーエーテクモゲームス,2,水,ソニー
プレイステーション・ポータブル,2,システムソフト・アルファー株式会社,4,水,ソニー
プレイステーション・ポータブル,2,システムプリズマ,1,水,ソニー
プレイステーション・ポータブル,2,スクウェア・エニックス,2,水,ソニー
プレイステーション・ポータブル,2,スティング,1,水,ソニー
プレイステーション・ポータブル,2,セガ,3,水,ソニー
プレイステーション・ポータブル,2,ソニーマーケティング株式会社,1,水,ソニー
プレイステーション・ポータブル,2,ソニー・コンピュータエンタテインメント,1,水,ソニー
プレイステーション・ポータブル,2,テイクツー・インタラクティブ・ジャパン合同会社,1,水,ソニー
プレイステーション・ポータブル,2,テクモ株式会社,1,水,ソニー
プレイステーション・ポータブル,2,ディースリー・パブリッシャー,2,水,ソニー
プレイステーション・ポータブル,2,マーベラスエンターテイメント,2,水,ソニー
プレイステーション・ポータブル,2,ユービーアイソフト株式会社,1,水,ソニー
プレイステーション・ポータブル,2,レベルファイブ,1,水,ソニー
プレイステーション・ポータブル,2,ヴューズ,1,水,ソニー
プレイステーション・ポータブル,2,株式会社PIACCI,4,水,ソニー
プレイステーション・ポータブル,2,株式会社SNKプレイモア,12,水,ソニー
プレイステーション・ポータブル,2,株式会社アクワイア,2,水,ソニー
プレイステーション・ポータブル,2,株式会社アスガルド,1,水,ソニー
プレイステーション・ポータブル,2,株式会社アスキー・メディアワークス,1,水,ソニー
プレイステーション・ポータブル,2,株式会社アルティ,1,水,ソニー
プレイステーション・ポータブル,2,株式会社アートムーヴ,5,水,ソニー
プレイステーション・ポータブル,2,株式会社イメージエポック,1,水,ソニー
プレイステーション・ポータブル,2,株式会社インターグロー,1,水,ソニー
プレイステーション・ポータブル,2,株式会社カプコン,7,水,ソニー
プレイステーション・ポータブル,2,株式会社グランゼーラ,1,水,ソニー
プレイステーション・ポータブル,2,株式会社グローバル・A・エンタテインメント,1,水,ソニー
プレイステーション・ポータブル,2,株式会社コナミデジタルエンタテインメント,5,水,ソニー
プレイステーション・ポータブル,2,株式会社コーエー,3,水,ソニー
プレイステーション・ポータブル,2,株式会社コーエーテクモゲームス,3,水,ソニー
プレイステーション・ポータブル,2,株式会社サイバーフロント,1,水,ソニー
プレイステーション・ポータブル,2,株式会社サクセス,7,水,ソニー
プレイステーション・ポータブル,2,株式会社シルバースタージャパン,1,水,ソニー
プレイステーション・ポータブル,2,株式会社スクウェア・エニックス,2,水,ソニー
プレイステーション・ポータブル,2,株式会社スターフィッシュ・エスディ,1,水,ソニー
プレイステーション・ポータブル,2,株式会社スティング,1,水,ソニー
プレイステーション・ポータブル,2,株式会社スパイク・チュンソフト,3,水,ソニー
プレイステーション・ポータブル,2,株式会社セガ,7,水,ソニー
プレイステーション・ポータブル,2,株式会社ソニックパワード,2,水,ソニー
プレイステーション・ポータブル,2,株式会社ソニー・コンピュータエンタテインメント,11,水,ソニー
プレイステーション・ポータブル,2,株式会社ソニー・ピクチャーズ エンタテインメント,1,水,ソニー
プレイステーション・ポータブル,2,株式会社タイトー,1,水,ソニー
プレイステーション・ポータブル,2,株式会社チュンソフト,1,水,ソニー
プレイステーション・ポータブル,2,株式会社ディースリー・パブリッシャー,4,水,ソニー
プレイステーション・ポータブル,2,株式会社ハドソン,1,水,ソニー
プレイステーション・ポータブル,2,株式会社ハピネット,1,水,ソニー
プレイステーション・ポータブル,2,株式会社ハムスター,1,水,ソニー
プレイステーション・ポータブル,2,株式会社バンダイ,1,水,ソニー
プレイステーション・ポータブル,2,株式会社バンダイナムコゲームス,12,水,ソニー
プレイステーション・ポータブル,2,株式会社ブシロード,1,水,ソニー
プレイステーション・ポータブル,2,株式会社ブロッコリー,1,水,ソニー
プレイステーション・ポータブル,2,株式会社プロトタイプ,4,水,ソニー
プレイステーション・ポータブル,2,株式会社ベストメディア,2,水,ソニー
プレイステーション・ポータブル,2,株式会社マイナビ,1,水,ソニー
プレイステーション・ポータブル,2,株式会社マーベラスエンターテイメント,5,水,ソニー
プレイステーション・ポータブル,2,株式会社メディアファイブ,4,水,ソニー
プレイステーション・ポータブル,2,株式会社レベルファイブ,1,水,ソニー
プレイステーション・ポータブル,2,株式会社ヴューズ,3,水,ソニー
プレイステーション・ポータブル,2,株式会社日本一ソフトウェア,4,水,ソニー
プレイステーション・ポータブル,2,株式会社角川ゲームス,3,水,ソニー
プレイステーション・ポータブル,2,株式会社角川書店,2,水,ソニー
プレイステーション・ポータブル,2,角川書店,1,水,ソニー
プレイステーション・ポータブル,3,5pb.,60,木,ソニー
プレイステーション・ポータブル,3,AQインタラクティブ,2,木,ソニー
プレイステーション・ポータブル,3,BROCCOLI,1,木,ソニー
プレイステーション・ポータブル,3,Frima Studio inc.,1,木,ソニー
プレイステーション・ポータブル,3,HUDSON,1,木,ソニー
プレイステーション・ポータブル,3,Rejet株式会社,4,木,ソニー
プレイステーション・ポータブル,3,Skyl-Com Ltd.,2,木,ソニー
プレイステーション・ポータブル,3,THQジャパン株式会社,3,木,ソニー
プレイステーション・ポータブル,3,がスト,1,木,ソニー
プレイステーション・ポータブル,3,アイデアファクトリー株式会社,1,木,ソニー
プレイステーション・ポータブル,3,アイディアファクトリー,1,木,ソニー
プレイステーション・ポータブル,3,アイディアファクトリー株式会社,206,木,ソニー
プレイステーション・ポータブル,3,アイレムソフトウェアエンジニアリング株式会社,23,木,ソニー
プレイステーション・ポータブル,3,アクアプラス,1,木,ソニー
プレイステーション・ポータブル,3,アクワイア,6,木,ソニー
プレイステーション・ポータブル,3,アスガルド,12,木,ソニー
プレイステーション・ポータブル,3,アスキー・メディアワークス,3,木,ソニー
プレイステーション・ポータブル,3,アトラス,1,木,ソニー
プレイステーション・ポータブル,3,アークシステムワークス株式会社,23,木,ソニー
プレイステーション・ポータブル,3,イメージエポック,3,木,ソニー
プレイステーション・ポータブル,3,インデックス,2,木,ソニー
プレイステーション・ポータブル,3,ウィル,2,木,ソニー
プレイステーション・ポータブル,3,ウォルト・ディズニー・ジャパン株式会社,1,木,ソニー
プレイステーション・ポータブル,3,エレクトロニックアーツ,1,木,ソニー
プレイステーション・ポータブル,3,エレクトロニック・アーツ株式会社,78,木,ソニー
プレイステーション・ポータブル,3,エーシージー,1,木,ソニー
プレイステーション・ポータブル,3,カプコン,18,木,ソニー
プレイステーション・ポータブル,3,ガスト,1,木,ソニー
プレイステーション・ポータブル,3,ガンホー・オンライン・エンターテイメント株式会社,11,木,ソニー
プレイステーション・ポータブル,3,ガンホー・ワークス株式会社,4,木,ソニー
プレイステーション・ポータブル,3,キューエンタテインメント株式会社,2,木,ソニー
プレイステーション・ポータブル,3,クオリティコンフィデンス株式会社,12,木,ソニー
プレイステーション・ポータブル,3,ゲームロフト株式会社,3,木,ソニー
プレイステーション・ポータブル,3,コクヨ株式会社,1,木,ソニー
プレイステーション・ポータブル,3,コナミデジタルエンタテイメント,1,木,ソニー
プレイステーション・ポータブル,3,コナミデジタルエンタテインメント,35,木,ソニー
