acid,アニメ作品名,アニメ各話数,放送日数,声優数
C8526,お～い! 竜馬,41,36,
C8529,ドラゴンリーグ,39,39,
C8533,3丁目のタマ うちのタマ知りませんか?,18,9,
C8545,ムカムカパラダイス,51,51,
C8547,楽しいウイロータウン,26,26,
C8549,ジャングルの王者 ターちゃん❤,50,48,
C8577,シティーハンター3,13,13,3.0
C8623,アイドル天使 ようこそようこ,43,43,
C8631,楽しいムーミン一家,78,72,
C8633,ふしぎの海のナディア,39,39,
C8635,もーれつア太郎［新］,47,35,
C8639,魔法のエンジェル スイートミント,47,47,
C8649,カラ天狗 カブト,45,45,
C8651,ロビンフッドの大冒険,58,58,
C8657,まじかる★タルるートくん,87,86,
C8659,からくり剣豪伝 ムサシロード,50,50,
C8661,RPG伝説ヘポイ,50,50,
C8666,平成イヌ物語 バウ,80,40,
C8668,STREET FIGHTER Ⅱ V,29,29,
C8672,PEACH COMMAND 新桃太郎伝説,24,24,
C8674,八百八町表裏 化粧師,20,15,
C8676,三丁目の夕日,53,27,
C8680,三つ目がとおる,48,46,
C8682,江戸っ子ボーイ がってん太助,22,19,
C8684,ピグマリオ,39,39,
C8686,おちゃめなふたご -クレア学院物語-,26,26,
C8688,おれは直角,36,35,
C8690,DRAGON QUEST［第2期］,11,11,
C8692,きんぎょ注意報!,108,54,
C8694,トラップ一家物語,41,41,
C8696,おばけの…ホーリー,200,184,
C8698,太陽の勇者ファイバード,48,48,
C8700,人魚姫マリーナの冒険,26,26,
C8702,ゲッターロボ號,50,50,
C8704,緊急発進セイバーキッズ,50,50,
C8706,藤子不二雄Ⓐの 笑ゥせぇるすまん［第2期］,51,47,
C8708,新世紀GPXサイバーフォーミュラ,37,37,
C8710,絶対無敵ライジンオー,51,51,
C8712,ジャンケンマン,51,50,
C8718,少年アシベ,111,37,
C8720,ハイスクールミステリー 学園七不思議,41,41,
C8722,アニメ ひみつの花園,39,38,
C8724,シティーハンター'91,13,11,
C8726,おてんきボーイズ,30,30,
C8728,ハローESCARGOT島,100,100,
C8734,機甲警察メタルジャック,37,37,
C8736,ちいさなおばけアッチ コッチ ソッチ,99,51,
C8738,21エモン,39,38,
C8740,OH! Myコンブ,44,22,
C8746,おにいさまへ…,45,45,
C8758,魔法のプリンセス ミンキーモモ［新］,62,62,
C8760,ゲンジ通信あげだま,51,51,
C8762,キン肉マン キン肉星王位争奪編,46,45,
C8764,楽しいムーミン一家 冒険日記,26,22,
C8766,燃えろ! トップストライカー,49,47,
C8768,炎の闘球児 ドッジ弾平,48,47,
C8770,横山光輝 三国志,47,46,
C8776,DRAGON QUEST ダイの大冒険,46,46,
C8780,丸出だめ夫,47,47,
C8782,わたしとわたし -ふたりのロッテ-,29,29,
C8784,ウルトラマンキッズ 母をたずねて3000万光年,26,26,
C8790,ママは小学4年生,51,50,
C8792,大草原の小さな天使 ブッシュベイビー,40,40,
C8794,花の魔法使い マリーベル,50,50,
C8798,伝説の勇者ダ・ガーン,46,46,
C8804,宇宙の騎士テッカマンブレード,50,50,
C8806,美少女戦士セーラームーン,46,46,
C8808,藤子不二雄Ⓐのさすらいくん,14,14,
C8810,地球SOS それいけコロリン,26,26,
C8812,メダロット魂,39,39,18.0
C8814,STRaNGE DaWN,5,4,12.0
C8815,うちのショコラ,98,98,
C8817,ドンラゴン,12,12,
C8821,蒼き伝説シュート!,58,58,
C8825,しましまとらの しまじろう,751,586,11.0
C8835,赤ずきんチャチャ,74,74,
C8837,七つの海のティコ,38,38,
C8838,キューティーハニーF,39,39,
C8840,ケロケロちゃいむ,30,30,
C8842,新 天地無用!,26,26,
C8844,手塚治虫の 旧約聖書物語 In The Beginning,26,26,
C8846,ポケットモンスター,154,152,11.0
C8847,クッキングパパ,157,147,
C8849,クレヨンしんちゃん,1926,994,17.0
C8853,あしたへフリーキック,52,52,
C8855,まぼろしまぼちゃん,24,24,
C8857,見ると強くなる痛快! 横綱アニメ ああ播磨灘,23,22,
C8867,スーパービックリマン,44,44,
C8869,妖精ディック,26,26,
C8883,おやゆび姫物語,26,26,
C8885,姫ちゃんのリボン,64,64,
C8887,少年アシベ2,75,25,
C8889,ツヨシしっかりしなさい,112,112,
C8891,ノンタンと いっしょ,258,258,
C8893,スーパーヅガン,42,21,
C8895,南国年パプワくん,42,42,
C8897,フランダースの犬 -ぼくのパトラッシュ-,24,24,
C8899,幽☆遊☆白書,112,112,
C8901,風の中の少女 金髪のジェニー,52,47,
C8903,カリメロ（新）,52,46,
C8909,コボちゃん［シリーズ］,123,63,
C8923,ミラクル★ガールズ,51,51,
C8925,若草物語 ナンとジョー先生,40,40,
C8927,無責任艦長タイラー,26,26,
C8929,勇者特急マイトガイン,47,47,
C8933,熱血最強ゴウザウラー,51,51,
C8935,美少女戦士セーラームーンR,43,43,
C8939,機動戦士Vガンダム,51,51,
C8941,恐竜惑星,60,60,
C8943,ポコニャン!,170,168,
C8945,疾風!アイアンリーガー,52,52,
C8949,剣勇伝説YAIBA,52,52,5.0
C8951,忍たま 乱太郎［第1期］,95,47,
C8953,GS美神,45,45,
C8955,さくらももこ劇場 コジコジ,100,100,
C8957,吸血姫 美夕,25,25,
C8959,発明BOYカニパン,31,31,
C8961,serial experiments laｉn,13,13,
C8967,ももいろシスターズ,23,23,
C8973,時空探偵ゲンシクン,39,39,
C8975,彼氏彼女の事情,34,26,
C8977,突撃!パッパラ隊,25,25,
C8979,魔術士オーフェン,24,24,
C8981,ガサラキ,25,25,
C8992,勇者警察ジェイデッカー,48,48,
C8998,ママレ～ド❤ボ～イ,76,76,
C9000,美少女戦士セーラームーンS,38,38,
C9002,モンタナ・ジョーンズ,52,49,
C9004,3丁目のタマ うちのタマ 知りませんか?［シリーズ］,51,26,
C9006,ゴールFH,39,39,
C9008,ジーンダイバー,56,56,
C9010,〔○超〕くせになりそう❤,39,39,
C9012,覇王大系リューナイト,52,52,
C9014,レッドバロン,49,47,
C9016,白雪姫の伝説,52,51,
C9018,とっても!ラッキーマン,50,49,
C9020,おまかせスクラッパーズ,39,39,
C9022,銀河戦国群雄伝ライ,52,52,
C9024,ヤマトタケル,37,36,
C9026,機動武闘伝Gガンダム,52,52,
C9028,サッカーフィーバー,52,51,
C9056,メタルファイター❤MIKU,13,13,
C9062,ハックルベリー・フィン物語,26,26,
C9066,学校のコワイうわさ 花子さんがきた!! [第1期],10,10,
C9072,とんでぶーりん,51,51,
C9080,親子クラブ,1363,1167,3.0
C9082,忍たま乱太郎 第2期,120,120,
C9084,BLUE SEED,26,26,
C9088,D・N・A2 ～何処かでなくしたあいつのアイツ～,12,12,
C9090,魔法陣グルグル,45,44,
C9092,マクロス7,49,49,
C9094,魔法騎士レイアース,50,49,
C9096,キャプテン翼J,47,46,
C9102,真拳伝説タイトロード,13,13,
C9110,サイボーグ花ちゃん,12,12,
C9120,空想科学世界ガリバーボーイ,50,48,
C9122,ちびまる子ちゃん［新］,994,847,15.0
C9124,鬼神童子ZENKI,51,51,
C9126,NINKŪ -忍空-,55,53,
C9128,ロミオの青い空,33,33,
C9140,黄金勇者ゴルドラン,48,48,
C9146,美少女戦士セーラームーンSuperS,42,39,
C9152,恐竜冒険記 ジュラトリッパー,39,39,
C9154,天地無用!,26,26,
C9156,あずきちゃん,39,39,
C9160,愛天使伝説ウェディングピーチ,51,51,
C9162,ヤンボウ ニンボウ トンボウ,39,39,
C9164,行け! 稲中卓球部,52,27,
C9172,十二戦支爆烈エトレンジャー,39,39,
C9174,新機動戦記ガンダムW,49,49,
C9176,スレイヤーズ,26,26,
C9179,クマのプー太郎,90,30,
C9181,カラオケ戦士マイク次郎[25分版],20,20,
C9189,ロボットパルタ［シリーズ］,25,23,
C9193,アリス 探偵局[第1期],28,28,
C9197,ニャッキ!,30,30,
C9201,BｉT the CUPID,48,47,
C9203,Jam the HOUSNAIL,12,11,
C9205,ガンバリスト!駿,30,30,
C9207,赤ちゃんと僕,35,35,
C9213,はりもぐハーリー[第1期],80,80,
C9215,夢のクレヨン王国,70,70,
C9217,マスターモスキートン'99,26,26,
C9221,ハニ太郎です。,70,70,
C9223,ぼのぼの,48,47,
C9235,ナースエンジェルりりかSOS,35,35,
C9243,忍たま乱太郎[第3期],120,120,
C9245,爆れつハンター,26,26,
C9247,モジャ公,74,73,8.0
C9249,新世紀エヴァンゲリオン,26,26,
C9251,闘魔鬼神伝ONI,25,25,
C9253,ドッカン! ロボ天どん,26,26,
C9255,神秘の世界 エルハザード,26,26,
C9257,バーチャファイター[第1期],24,24,
C9259,怪盗セイント・テール,43,41,
C9277,ゲゲゲの鬼太郎[第4作],114,114,
C9279,爆走兄弟レッツ＆ゴー!!,52,52,18.0
C9281,バケツでごはん,20,20,3.0
C9283,名探偵コナン,729,727,16.0
C9285,るろうに剣心―明治剣客浪漫譚―,105,95,
C9287,名犬ラッシー,26,26,
C9289,勇者指令ダグオン,48,48,
C9291,DRAGON BALL GT,66,66,
C9293,みどりのマキバオー,61,61,
C9295,美少女戦士セーラームーン セーラースターズ,34,34,
C9297,忍たま乱太郎[第4期],120,120,
C9299,天空のエスカフローネ,26,26,
C9301,VS騎士ラムネ＆40 炎,26,26,
C9303,はじめ人間 ゴン,117,38,
C9305,水色時代,47,47,
C9307,機動新世紀ガンダムX,39,39,
C9309,こどものおもちゃ,104,102,
C9311,スレイヤーズNEXT,26,26,
C9313,少年サンタの大冒険!,24,24,
C9315,B'T X,25,24,
C9321,地獄先生ぬ～べ～,49,49,
C9323,いじわるばあさん[新],92,47,
C9329,シンデレラ物語,26,26,
C9331,快傑ゾロ,46,42,
C9333,アリス探偵局[第2期],28,28,
C9341,こちら葛飾区亀有公園前派出所,198,196,17.0
C9344,The Adventure of STRAY SHEEP ストレイシープの大冒険,3,3,
C9346,家なき子レミ,23,23,
C9348,花より男子,51,51,
C9350,機動戦艦ナデシコ Martian Successor NADESICO,26,26,
C9352,セイバーマリオネットJ,25,25,
C9354,超者ライディーン,38,38,
C9356,エルフを狩るモノたち,12,12,
C9358,魔法少女プリティサミー,26,26,
C9360,きこちゃんすまいる,126,51,
C9362,逮捕しちゃうぞ[第1期],51,51,
C9364,YAT安心!宇宙旅行[第1期],50,50,
C9366,わんころべえ,26,26,
C9380,爆走兄弟レッツ＆ゴー!! WGP,51,51,13.0
C9382,マッハGoGoGo[新],34,34,
C9384,EAT-MAN,12,12,
C9386,勇者王ガオガイガー,49,49,
C9390,星方武侠 OUTLAW STAR. FUTURE HERO NEXT GENERATION,26,26,
C9392,春庭家の3人目,45,45,
C9394,ヘリタコぷーちゃん,42,42,
C9398,Bビーダマン 爆外伝,48,48,
C9400,こっちむいてみい子,42,42,
C9402,ふしぎ魔法ファンファンファーマシィー,48,47,
C9404,銀河漂流バイファム13,26,26,
C9410,アンドロイド・アナ MAICO 2010,24,24,
C9418,のらねこダウンタウン,10,10,
C9428,少女革命ウテナ,39,39,
C9430,スーパーフィッシング グランダー武蔵,25,25,
C9434,HAUNTED じゃんくしょん,12,12,
C9436,MAZE★爆熱時空,25,25,
C9438,スレイヤーズTRY,26,26,
C9440,はいぱーぽりす,25,25,
C9442,金田一少年の 事件簿,148,148,9.0
C9444,救命戦士ナノセイバー,28,28,
C9446,白鯨伝説,28,27,
C9450,中華一番,52,52,
C9464,CLAMP学園探偵団,26,26,
C9470,はれときどきぶた,62,61,
C9472,みすて❤ないで デイジー,12,12,
C9474,忍ペンまん丸,60,30,
C9476,あずみマンマ・ミーア,60,59,
C9478,烈火の炎,42,42,
C9483,エルフを狩るモノたち Ⅱ,12,12,
C9485,超魔神英雄伝ワタル,51,51,
C9487,VIRUS ―VIRUS BUSTER SERGE―,12,12,
C9489,バトルアスリーテス大運動会,26,25,
C9491,アニメ がんばれゴエモン,23,23,
C9493,剣風伝説ベルセルク,25,25,
C9495,深海伝説MEREMANOID,24,24,
C9497,忍たま乱太郎[第5期],100,100,
C9499,フォーチュン・クエストL,26,26,
C9501,学級王ヤマザキ,58,58,
C9503,ネクスト戦記EHRGEIZ,12,12,
C9505,ドクタースランプ,93,70,
C9511,BURN-UP EXCESS,13,6,
C9513,『ドリトル先生物語』,13,13,
C9521,異次元の世界エルハザード,12,12,
C9523,AWOL ABSENT WITHOUT LEAVE,12,12,
C9525,セクシーコマンドー外伝 すごいよ!! マサルさん,50,50,
C9527,爆走兄弟レッツ＆ゴー!! MAX,51,51,13.0
C9528,KAIKAN フレーズ,44,44,13.0
C9532,ぶぶチャチャ,26,26,
C9534,モアモア［アニメ・実写併用］,14,8,
C9536,わたせ せいぞう ひと粒の恋,3,3,2.0
C9539,日本一の男の魂2,51,17,
C9543,SURF SIDE HIGH-SCHOOL,20,20,
C9545,なんでもQ むしまるQ ゴールド,35,35,8.0
C9547,GTO,46,45,13.0
C9549,下級生,13,13,
C9551,バーバパパ 世界をまわる,50,50,
C9555,スーパーマン,25,21,2.0
C9557,ブギーポップは 笑わない Boogiepop Phantom,13,13,12.0
C9560,万能文化猫娘,12,12,
C9561,DTエイトロン,26,26,
C9563,ふたり暮らし,36,36,
C9565,ビーストウォーズⅡ,43,43,
C9572,小さな巨人 ミクロマン,52,52,14.0
C9574,宇宙海賊ミトの大冒険,13,13,
C9576,火魅子伝,12,12,
C9578,イケてる2人,16,16,
C9580,ビーストウォーズネオ,35,35,
C9582,超発明BOYカニパン,21,21,
C9584,おジャ魔女どれみ,51,51,14.0
C9586,B[ボンバーマン]ビーダマン 爆外伝 V,50,50,14.0
C9588,神風怪盗 ジャンヌ,44,44,17.0
C9592,Petshop of Horrors,4,4,
C9594,デジモン アドベンチャー,54,54,10.0
C9597,トラブル チョコレート,20,20,15.0
C9599,未来少年コナンⅡ タイガアドベンチャー,24,24,13.0
C9600,ロードス島戦記 英雄騎士伝,27,27,
C9602,TRIGUN,26,26,
C9604,カウボーイビバップ,13,13,
C9606,LEGEND OF BASARA,13,13,
C9608,ロスト・ユニバース,26,26,
C9610,アキハバラ電脳組,26,26,
C9612,グランダー武蔵RV レボリューション,39,39,
C9614,たこやきマントマン,154,77,
C9616,遊☆戯☆王,27,27,
C9618,ひみつのアッコちゃん（第3作）,44,44,
C9620,魔法のステージ ファンシーララ,26,26,
C9622,忍たま乱太郎[第6期],60,60,
C9624,ああっ女神さまっ 小っちゃいって事は便利だねっ,48,48,
C9626,アリスSOS,54,54,
C9628,南海奇皇[第1期],24,24,
C9630,カードキャプターさくら,35,35,
C9632,サイレントメビウス,26,26,
C9634,プリンセスナイン如月女子高野球部,26,26,
C9636,ブレンパワード,26,26,
C9638,Weｉβ kreuz,25,24,
C9640,センチメンタル ジャーニー,12,12,
C9642,熱沙の覇王ガンダーラ,26,26,
C9644,YAT 安心!宇宙旅行[第2期],25,25,
C9646,頭文字D,26,26,
C9648,ふしぎなメルモ リニューアル,27,25,
C9650,パニポニ,48,48,10.0
C9654,浦安鉄筋家族,32,32,
C9656,Night Walker ―真夜中の探偵―,12,12,
C9658,影技 SHADOW SKILL,26,26,
C9659,ポポロクロイス物語,25,25,
C9661,おじゃる丸,90,90,
C9663,鉄コミュニケイション,24,24,
C9665,スーパードール★リカちゃん,52,52,
C9667,セイバーマリオネットJ to X,25,25,
C9669,聖ルミナス女学院,13,13,
C9671,MASTER KEATON マスターキートン,24,24,
C9673,LET'Sぬぷぬぷっ,16,16,
C9675,快傑蒸気探偵団 TV ANIMATION SERIES,26,26,
C9677,ジェネレイターガウル,12,12,
C9679,EAT-MAN '98,12,12,
C9681,バブルガムクライシス TOKYO2040,24,24,
C9683,花さか天使テンテンくん,43,43,
C9685,デビルマンレディー,26,26,
C9687,まもって守護月天!,22,22,
C9689,どっきりドクター,27,27,
C9693,よいこ,20,20,
C9695,Only・You ビバ! キャバクラ,15,15,
C9699,超速スピナー,22,22,15.0
C9701,夢で逢えたら,16,16,
C9705,ハムスターサム,1,1,
C9717,日本一の男の魂,48,17,
C9719,爆球連発!! スーパービーダマン,18,18,5.0
C9720,逮捕しちゃうぞ[Special],20,20,
C9724,スージーちゃんと マービー,104,104,8.0
C9728,やんちゃる モンちゃ,36,36,2.0
C9730,十兵衛ちゃん ラブリー眼帯の秘密,13,13,
C9732,カードキャプター さくら[第2期],29,29,15.0
C9736,ゴクドーくん漫遊記,26,26,
C9738,To Heart,13,13,
C9740,ベターマン,26,26,
C9742,神八剣伝,26,26,
C9744,POWER STONE,26,26,
C9746,ムーぽん[第1期],52,52,7.0
C9748,モンスター ファーム ～円盤石の秘密～,48,48,16.0
C9750,それゆけ! 宇宙戦艦ヤマモト・ヨーコ,26,26,
C9752,おじゃる丸[第2期],90,90,
C9754,ArcTheLad,26,26,
C9756,イソップ ワールド,26,8,9.0
C9758,エデンズボゥイ,26,26,
C9760,D4プリンセス,24,24,
C9762,南海奇皇[第2期],25,25,
C9764,星方天使エンジェル リンクス,13,13,
C9766,天使になるもんっ!,26,26,
C9768,A.D. POLICE,12,12,
C9770,デュアル! ぱられルンルン物語,13,13,
C9772,コレクター・ユイ[第1期],26,26,
C9774,∀ GUNDAM,50,50,13.0
C9778,キョロちゃん,90,90,15.0
C9780,メダロット,52,52,17.0
C9782,-仙界伝- 封神 演義,26,26,16.0
C9784,パパと踊ろう,27,16,
C9786,魔法使いTai!,13,13,
C9788,課長王子,13,13,
C9790,宇宙海賊 ミトの大冒険 2人の女王様❤,13,13,
C9792,愛の若草山物語,12,2,
C9794,おるちゅばんエビちゅ,24,2,
C9796,小梅ちゃんが行く!!,12,2,
C9798,チックン タック,16,15,
C9800,人形[からくり]草紙 あやつり 左近,26,26,7.0
C9802,ゾイド,67,67,10.0
C9804,COLORFUL,15,15,
C9806,アレクサンダー戦記［合作］,13,4,
C9808,GREGORY HORROR SHOW,16,16,7.0
C9810,サイボーグ クロちゃん,66,66,11.0
C9812,魔術士 オーフェン Revenge,23,22,12.0
C9814,ぐるぐるタウンはなまるくん,132,101,11.0
C9816,ごぞんじ! 月光仮面 くん,25,25,14.0
C9818,イッパツ危機娘,16,16,
C9820,臣士魔法劇場 リスキー★セフティ,24,24,8.0
C9822,鋼鉄 天使 くるみ,24,24,15.0
C9825,ジバクくん TWELVE WORLD STORY,26,26,10.0
C9827,地球防衛企業 ダイ・ガード,26,26,11.0
C9829,超生命体 トランスフォーマー ビーストウォーズ メタルス,18,18,15.0
C9831,無限の リヴァイアス,26,26,12.0
C9833,SeraphimCall,12,12,9.0
C9835,BLUE GENDER,26,24,12.0
C9837,へっぽこ 実験アニメーション エクセル❤サーガ,25,25,12.0
C9841,THE ビッグオー,13,13,10.0
C9843,"今、そこにいる僕 NOW AND THEN, HERE AND THERE",13,13,11.0
C9845,週刊ストーリーランド,73,58,12.0
C9847,頭文字[[イニシャル]]D Second Stage,13,13,14.0
C9849,ハンター×ハンター,62,62,16.0
C9851,WILD ARMS TV,22,22,9.0
C9853,レレレの 天才バカボン,66,22,6.0
C9855,ONE PIECE,783,759,15.0
C9857,いつも心に太陽を!,18,16,
C9859,101 101匹わんちゃん,46,46,9.0
C9861,ヨシモト ムチッ子物語[CG版],83,83,
C9863,ビックリマン2000,68,68,15.0
C9865,Di Gi Charat,16,16,8.0
C9867,お茶の水博士の 20世紀の贈りもの,5,5,1.0
C9869,風雲! 戦国を駆ける武将 ～ アニメ 静岡県史～,13,13,10.0
C9875,MONKEY MAGiC,13,13,13.0
C9877,超特急 ヒカリアン JAPAN HIKARIAN RAILROAD[第3期],52,52,4.0
C9879,POPEE the ぱフォーマー,41,41,
C9881,女神候補生,12,12,11.0
C9883,六門天外 モンコレナイト,51,51,12.0
C9885,風まかせ 月影蘭,13,13,15.0
C9887,OH! スーパーミルクちゃん,12,12,7.0
C9889,マシュランボー,32,32,13.0
C9891,おジャ魔女どれみ♯,49,49,14.0
C9893,ニャニが ニャンだー ニャンダーかめん,72,72,13.0
C9895,マイアミ★ガンズ,13,13,12.0
C9897,だぁ!だぁ!だぁ! ［第1期］,39,39,15.0
C9899,GREGORY HORROR SHOW -THE SECOND GUEST-,25,25,6.0
C9901,KakiKakiBook,10,10,
C9903,へろへろくん,104,101,13.0
C9905,ぞうの ババール,13,13,9.0
C9907,電脳おやじ,66,66,4.0
C9909,ファーブル先生は 名探偵,26,26,16.0
C9911,アニメ 浪曲紀行 清水次郎長伝,30,30,
C9913,くまの子ウーフ,15,15,7.0
C9915,NieA_7 domestic poor@nimation,13,12,12.0
C9919,モンスター ファーム ～伝説[レジェンド]への道～,25,25,17.0
C9921,デジモン アドベンチャー0*2,50,49,14.0
C9923,GATE KEEPERS,24,24,15.0
C9925,銀装騎攻 オーディアン,24,24,16.0
C9927,幻想魔伝 最遊*記,50,50,15.0
C9929,ドキドキ❤伝説 魔法陣グルグル,38,38,13.0
C9931,Tales of Eternia THE ANIMATION,13,12,13.0
C9933,爆転シュート ベイブレード,51,51,17.0
C9935,グラップラー刃牙,24,24,14.0
C9937,地球少女アルジュナ,12,12,7.0
C9939,地球防衛家族,13,13,10.0
C9941,ファイナル ファンタジー:アンリミテッド,25,25,10.0
C9943,X,24,24,15.0
C9946,タイムボカン2000 怪盗 きらめき マン,26,26,13.0
C9948,トランスフォーマー カーロボット,39,39,12.0
C9950,陽だまりの樹,25,25,16.0
C9952,サクラ大戦,25,24,17.0
C9954,BOYS BE…,13,13,12.0
C9956,コレクター・ユイ [第2期],27,27,15.0
C9958,星界の戦旗,15,14,11.0
C9960,うちゅう人 田中太郎,24,24,
C9962,遊☆戯☆王 デュエルモンスターズ,227,219,
C9964,ラブひな,24,24,13.0
C9966,妖しのセレス,24,21,14.0
C9970,とっとこハム太郎,194,194,13.0
C9973,BRIGA DOON まりん と メラン,28,28,10.0
C9975,HAND MAiD May,10,9,14.0
C9981,じゃがいぬくん,2,1,8.0
C9983,Di Gi Charat サマースペシャル 20*0*0*,4,2,8.0
C9985,GREGORY HORROR SHOW ―THE LAST TRAIN―,26,26,12.0
C9987,BARRY PARTY,26,26,6.0
C9989,ハムスター 倶楽部,130,127,7.0
C9991,闇の末裔,12,12,13.0
C9993,VANDREAD,14,13,13.0
C9995,仰天人間バトシーラー,52,52,8.0
C9997,"Z.O.E Dolores,i",27,27,13.0
C9999,逮捕しちゃうぞ［SECOND SEASON］,26,26,13.0
