acid,アニメ作品名,アニメ各話数,放送日数,声優数
C12404,家庭教師* ヒットマン REBORN! *［かてきょー］,198,198,12.0
C12406,くじびき❤アンバランス,12,12,12.0
C12408,サルゲッチュ ～オンエアー～ 2nd,51,50,
C12410,地獄少女 二籠[ふたこもり],26,26,1.0
C12412,天保異聞 妖奇士,27,26,10.0
C12414,ぷるるんっ! しずくちゃん,51,39,13.0
C12416,流星のロックマン,56,54,
C12419,キティズパラダイス,39,39,
C12421,だんご3兄弟 あっという間劇場,77,73,
C12423,ムーぽん[第2期],23,23,9.0
C12427,おじゃる丸［第3期］,90,90,13.0
C12428,魔界戦記 ディスガイア,12,12,8.0
C12430,ラブゲッCHU❤ ミラクル声優白書,26,24,9.0
C12432,錬金3級 まじかる? ぽか～ん,24,12,6.0
C12434,いぬかみっ!,26,26,8.0
C12436,WITCHBLADE,24,24,12.0
C12438,ゼーガペイン,26,26,6.0
C12440,.hack//Roots,26,25,13.0
C12442,プリンセス・プリンセス,12,12,7.0
C12444,吉宗,24,24,15.0
C12446,RAY THE ANIMATION,14,14,12.0
C12448,ああっ女神さまっ それぞれの翼,24,24,7.0
C12450,きらりん☆ レボリューション,102,102,15.0
C12452,しばわんこの和のこころ,73,41,4.0
C12454,xxxHOLiC,24,24,7.0
C12456,リングにかけろ1 -日米決戦編-,12,12,12.0
C12458,彩雲国物語,42,42,14.0
C12460,サルゲッチュ ～オンエアー～,26,26,9.0
C12462,西の善き魔女 Astrea Testament,13,13,11.0
C12464,ロックマンエグゼBEAST+,26,26,13.0
C12466,ひまわりっ!,13,13,8.0
C12468,BLACK LAGOON,12,12,12.0
C12470,GUN道 MUSASHI,30,30,8.0
C12472,夢使い,12,12,7.0
C12474,新星輝デュエル・マスターズ フラッシュ,24,24,7.0
C12476,ブラック.ジャック21,19,18,9.0
C12478,砂沙美☆魔法少女クラブ,13,13,6.0
C12480,姫様ご用心,12,12,14.0
C12482,ザ・サード 蒼い瞳の少女,24,24,7.0
C12484,獣王星,11,11,6.0
C12485,ハチミツとクローバーⅡ,12,12,11.0
C12487,貧乏姉妹物語,10,10,8.0
C12489,おとぎ銃士 赤ずきん,39,39,13.0
C12491,出ましたっ! パワパフガールズZ,52,26,15.0
C12493,Kanon［新］,24,24,12.0
C12495,Gift -eternal rainbow-,12,12,9.0
C12497,銀色のオリンシス TOKITO,12,12,8.0
C12499,コードギアス 反逆のルルーシュ,28,27,10.0
C12501,すもももももも ～地上最強のヨメ～,22,22,10.0
C12503,009-1,12,12,7.0
C12505,はぴねす! It's a happy ＆ heartful school life.,13,13,9.0
C12507,護くんに女神の祝福を!,24,24,9.0
C12508,乙女はお姉さま［ボク］に恋してる,12,12,10.0
C12509,祝［ハピ★ラキ］ビックリマン,46,46,10.0
C12511,結界師,54,52,10.0
C12512,つよきす Cool×Sweet,12,12,11.0
C12515,まもって! ロリポップ,13,13,9.0
C12517,ゼロの使い魔,13,13,10.0
C12519,和和和 ワッピちゃん,52,52,1.0
C12521,COYOTE Ragtime Show,12,12,15.0
C12523,僕等がいた,26,26,9.0
C12525,無敵看板娘,24,12,8.0
C12527,内閣権力犯罪強制取締官 財前丈太郎,11,11,7.0
C12530,史上最強の弟子 ケンイチ,50,50,9.0
C12532,けろけろけろっぴ はすのうえタウン危機一髪!,6,6,2.0
C12534,働きマン,12,12,9.0
C12536,Bartender,11,11,7.0
C12538,忍たま乱太郎[第7期],80,80,
C12540,ぴりっとQ,68,68,
C12545,N・H・Kにようこそ!,24,24,6.0
C12547,ちょこッとSister,24,24,13.0
C12549,iNNOCENT VENUS,12,12,11.0
C12551,NIGHT HEAD GENESIS,24,24,9.0
C12553,パッタ ポッタ モン太,44,22,7.0
C12555,増田こうすけ劇場 ギャグマンガ日和2,16,12,5.0
C12557,ケモノヅメ,14,14,9.0
C12559,HANOKA 葉ノ香,12,12,4.0
C12561,シュヴァリエ,25,25,9.0
C12563,BLACK BLOOD BROTHERS,12,12,11.0
C12565,シルクロード少年 ユート,27,27,11.0
C12567,ポケットモンスター ダイヤモンド＆パール,192,168,13.0
C12569,GALAXY ANGEL Ⅱ ギャラクシー エンジェる～ん,13,13,13.0
C12571,金色のコルダ ～primo passo～,25,25,8.0
C12573,Marginal Prince ─月桂樹の王子達─,13,13,9.0
C12575,ウサハナ 夢みるバレリーナ,7,7,2.0
C12577,D.Gray-man,103,103,11.0
C12579,ときめき メモリアル Only Love,25,25,13.0
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,24,24,9.0
C12583,BLACK LAGOON The Second Barrage,12,12,5.0
C12585,らぶドル Lovely Idol,12,12,9.0
C12587,ゴースト ハント,25,25,7.0
C12589,少年陰陽師,26,25,9.0
C12591,DEATH NOTE,39,39,11.0
C12593,ヤマトナデシコ七変化❤,25,25,11.0
C12595,RED GARDEN,22,22,9.0
C12597,銀河鉄道物語 ～永遠への分岐点～,24,24,8.0
C12599,人造昆虫カブトボーグVxV,52,52,8.0
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,26,26,15.0
C12603,蒼天の拳,22,22,11.0
C12605,武装錬金,26,25,9.0
C12607,夜明け前より瑠璃色な ─Crescent Love─,12,12,8.0
C12609,あさって の方向。,12,12,8.0
C12612,魔法食堂チャラポンタン,13,13,3.0
C12614,奏光のストレイン,13,12,11.0
C12616,TOKYO TRIBE 2,13,13,9.0
C12618,RGB ADVENTURE,10,10,7.0
C12620,うっかりペネロペ,26,26,7.0
C12622,すてき!さくらママ,18,18,9.0
C12626,ふしぎ大調査,20,20,3.0
C12628,超ぽじてぃぶ! ファイターズ 燃えるぜ焼けるぜ! シリーズ,26,26,3.0
C12630,おじゃる丸［第8期］,90,90,13.0
C12632,忍たま乱太郎［第13期］,58,57,18.0
C12635,クレイアニメ 太鼓の達人,13,13,4.0
C12637,ミカンせいじんの30秒学習,45,45,1.0
C12639,ドラえもん［新・第2期］,608,467,
C12641,絶体絶命 でんぢゃらす じーさん [第3期],95,87,
C12643,五味太郎 ことわざムービーズ,52,52,1.0
C12645,ななみちゃん ［第2期］,17,17,5.0
C12647,ももんがぁモン,10,10,
C12655,ポケットモンスター ベストウイッシュ,86,82,10.0
C12657,ヒピラくん 原作/大友克洋,10,4,7.0
C12659,機動戦士ガンダム00[ダブルオー][第2期],27,27,13.0
C12663,カウボーイ ビバップ[WOWOW放送版],26,26,
C12681,ドラえもん［新］,224,224,5.0
C12701,ひとりでできるもん!［第1期］,99,94,
C12715,スペースオズの冒険,26,23,
C12729,カラオケ戦士 マイク次郎,20,20,
C12757,あずきちゃん[第2期],39,38,
C12759,バーチャファイター[第2期],11,11,
C12769,あずきちゃん[第3期],39,38,
C12771,はりもぐハーリー[第2期],60,60,
C12783,超特急ヒカリアン JAPAN HIKARIAN RAILROAD[第2期],52,52,
C12785,ようこそロードス島へ!,27,27,
C12797,アニメ!! ピンカと海のお友達,23,23,
C12799,忍たま 乱太郎 [第8期],83,82,18.0
C12801,いない いないばあっ!［第5期］,31,31,4.0
C12803,Slimy Monsters ANGJA MONGJA[第2期],13,13,
C12805,タイニー トゥーンズ,14,14,6.0
C12811,イナズマあざらし,16,16,
C12813,おじゃる丸[第4期],90,90,13.0
C12815,忍たま乱太郎［第9期］,85,84,19.0
C12817,［おどれ!タイポ］［第1期］,10,10,
C12819,いない いない ばあっ!［第6期］,102,102,9.0
C12823,Popin,10,10,
C12825,［ボキャレース］,10,10,
C12827,Yum. Yum. Yummy［第1期］,10,10,
C12829,トッポとロージー,17,17,
C12831,いない いない ばあっ!［第10期］,91,91,9.0
C12833,ポキポキ アニメ,9,9,1.0
C12835,ウキウキ わんちゃんず,46,46,2.0
C12837,オトナ語の謎。,24,24,
C12838,だぁ!だぁ!だぁ! ［第2期］,41,41,4.0
C12840,Mr.Digital TOKORO the comical cartoon [第2期],120,120,
C12844,ムービングマンガ劇場 恐怖の夢路館,4,4,1.0
C12846,兼本さん宅,31,31,
C12848,ミニモニ。やるのだぴょん,66,66,
C12850,伝説のワニ ジェイク,25,25,1.0
C12852,納涼発明大学 ～エジソンになれなかった男達～,9,9,2.0
C12856,クレヨンまる,25,25,2.0
C12858,バブーファクトリー,23,23,1.0
C12860,スマアニメ,26,26,
C12870,火星は ぼくらの惑星だ!,2,1,5.0
C12874,いない いない ばあっ!［第7期］,100,100,9.0
C12876,でこぼこフレンズ,141,141,
C12878,Popin［第2期］,4,4,
C12880,［ボキャレース］［第2期］,6,6,
C12882,クレヨンまるの ミラクルおえかき,31,31,
C12884,Yum. Yum. Yummy[第2期],6,6,
C12888,レッチュ ゲッチュ サルゲッチュ,76,76,6.0
C12890,FRAMY,7,7,
C12892,バブーファクトリー［第2期］,17,17,
C12894,TO-FU OYAKO,12,11,
C12896,よばれてとびでて! アクビちゃん［第2期］,13,13,12.0
C12900,宇宙大作戦チョコベーダー,27,27,
C12902,りぜるまいん［第2期］,12,12,8.0
C12904,ZoomZoo [キャラクター],12,10,1.0
C12906,ZoomZoo [ストーリー],23,23,
C12908,ゴールド マッスル[改],10,3,13.0
C12910,DigiGirlデジガールPOP!STRAWBERRY ＆ POP MIX FLAVOR,26,26,9.0
C12914,マーメイドメロディー ぴちぴちピッチ,52,52,16.0
C12917,［おどれ!タイポ］［第3期］,6,6,
C12919,いない いない ばあっ!［第8期］,85,85,5.0
C12921,てれび絵本,453,453,6.0
C12923,10本アニメ,23,23,1.0
C12925,Yum. Yum. Yummy[第3期],5,5,
C12927,ayupan不思議の扉,19,19,2.0
C12929,ケロケロキングデラックス プラス,30,30,3.0
C12931,Low Brow,1,1,4.0
C12933,えいごでいっしょ! WAKU★WAKU ペンギー★,13,13,
C12935,D.C. サイドエピソード,13,13,
C12937,R.O.D THE TV,26,13,8.0
C12939,ミニモニ。じゃてーびぃー,15,15,
C12941,GAD GUARD ［完全版］,26,21,12.0
C12943,絶体絶命 でんぢゃらす じーさん ［第1期］,75,74,
C12945,トムトム★ブー,26,26,2.0
C12947,ハムハムとボク,48,48,
C12951,ぱずりーず,20,20,2.0
C12958,みさきクロニクル ダイバージェンス・イヴ,13,13,13.0
C12963,どうする? ゆうきくん,48,48,
C12969,CHIBIMARU,25,25,
C12971,CITRUS TOWN,4,4,3.0
C12973,ON THE WAY COMEDY 道草,88,22,1.0
C12975,桂三枝の アニメで一席,4,4,
C12977,PiNMeN ［リワーク］,8,8,
C12979,THE WITCH VILLAGE STORY,24,24,
C12983,ゴキブリ ちゃん,20,6,8.0
C12985,せかいのえほん,25,25,3.0
C12987,今日から〔○マ〕王!［第2期］,48,48,15.0
C12990,OH!くんアニメスペシャル OH!くんの OH!きな世界,6,2,3.0
C12992,Death Panda,8,8,
C12994,トントンあったとにいがたの昔ばなし[第4期],26,13,1.0
C12996,太陽クラブ名作劇場恋の食べものがたり,4,2,5.0
C13000,聖闘士星矢冥王 ハーデス冥界編[後章],6,3,5.0
C13002,もっともっと兼本さん宅[石川番外篇],3,3,
C13004,Rozen Maiden oüverture,2,2,13.0
C13006,Winter Garden,2,2,7.0
C13010,本マグロトロ太郎,26,26,
C13012,ちょぼっと☆ちょボット,39,39,
C13016,シコロボ,37,37,
C13018,なぞなぞう,5,5,2.0
C13020,やさい おうこく ものがたり,10,10,
C13022,東京魔人學園剣風帖 龍* 第弐幕,12,12,2.0
C13024,絶体絶命でんぢゃらすじーさん～おはスタ夏の特別編～,5,5,6.0
C13026,こちら葛飾区亀有公園前派出所 シートン探検隊!隅田川の誓い～思い出の白い鯨を探せ!～,2,2,16.0
C13030,MOONLIGHTMILE2ndシーズン Touch down,15,15,4.0
C13031,猫ラーメン,13,13,3.0
C13033,オリーブさんとモルダウ,1,1,
C13037,闘牌伝説 アカギ 闇に舞い降りた天才 特別編,4,1,9.0
C13042,かくざ父さん,11,11,1.0
C13044,アームズラリー,11,11,5.0
C13046,電脳戦士 土管くん,11,11,1.0
C13048,30秒ケッ作げきじょうその時、彼らは思った。,11,11,1.0
C13050,オリガのロシア語講座,11,11,
C13052,キラキラ小学生セレブちゃん,11,11,
C13056,ビーンワールド,13,13,1.0
C13058,人形アニメーションリカちゃん,12,12,11.0
C13060,日本裏社会の首領＊喝老人 *[ドン],82,82,1.0
C13062,彩雲国物語[総集編]彩雲国絵巻,9,9,
C13064,コロコロアニマル,60,60,1.0
C13066,忍たま 乱太郎[第15期],53,51,20.0
C13068,おじゃる丸[第10期],91,91,13.0
C13070,[おかあさんと あそぼっ!] きょうの おはなし,15,15,3.0
C13071,ななみちゃんのわくわくどうぶつえん,13,13,9.0
C13073,超ぽじてぃぶ! ファイターズ超ぽじてぃぶ ファイターズ 11魔人!篇,25,25,7.0
C13075,スチーム係長 STEAM HEAD,15,15,
C13077,キララと一緒に ふしぎ探検,8,8,4.0
C13081,FNS地球特捜隊 ダイバスター［シリーズ］,167,161,
C13085,ぴよだまり,4,4,
C13087,CG侍,13,13,
C13089,トントンあったと にいがたの昔ばなし［第3期］,26,13,1.0
C13091,メジャー[第2期],30,30,15.0
C13093,聖闘士星矢 冥王ハーデス冥界編 [前章],6,3,11.0
C13095,よみきかせ日本昔ばなし,24,13,8.0
C13097,クレイアニメ 太鼓の達人[第2期],13,12,4.0
C13103,山さんと山ちゃん[山ちゃんと山さん][山さと山ちゃん］,14,12,
C13105,忍たま 乱太郎[第14期],50,50,14.0
C13107,おじゃる丸[第9期],90,90,11.0
C13109,いない いない ばあっ! [第11期],90,90,
C13111,パンツ コインちゃん,15,15,4.0
C13113,鷹の爪[THE FROGMAN SHOW],12,12,1.0
C13114,古墳ギャルの Coffy[THE FROGMAN SHOW],11,11,2.0
C13116,理科5年ふしぎワールド,20,20,3.0
C13118,おでんくん The Adventure of Oden-kun [第2期],33,33,8.0
C13120,南の島の小さな飛行機 バーディー[第2期],60,55,9.0
C13122,モンチッチとあいちゃんのベビチッチえいご,24,24,2.0
C13124,理科6年ふしぎ情報局,20,20,2.0
C13126,チビナックス,25,25,
C13128,ツバサ・クロニクル 年代記［第2期］,28,28,9.0
C13130,機動戦士 ガンダム S［シード］ DESTINY ［総集編］砕かれた世界,2,2,10.0
C13132,みんなのぶた,13,13,1.0
C13134,ぼてじん,14,13,
C13138,機動戦士 ガンダム S［シード］ DESTINY ［総集編］それぞれの剣,2,2,10.0
C13140,ななみちゃん[第3期],19,18,8.0
C13144,まるだし先生,2,2,2.0
C13154,太陽の黙示録,4,2,14.0
C13156,モッタイナイナイ ムッピといっしょ,13,13,
C13158,砂沙美☆魔法少女クラブ ～シーズン2～,13,13,6.0
C13164,独占取材 私だけが知っている小泉純一郎,5,1,1.0
C13166,機動戦士 ガンダム S［シード］ DESTINY ［総集編］運命［さだめ］の業火,1,1,10.0
C13168,Funny Pets [第2期],11,11,
C13170,ケンちゃんの 晩めし前!,375,375,
C13172,モリゾー・キッコロ 地球環境の旅,9,9,3.0
C13174,じじょうのうた,11,11,
C13176,メジャー[第3期],27,27,19.0
C13180,めがね番長,4,4,1.0
C13182,いない いない ばあっ! [第12期],110,110,10.0
C13184,メジャー[第4期],26,26,17.0
C13189,絶対正義ラブフェロモン[あかほり外道アワー らぶげ],13,13,3.0
C13191,HUNTER × HUNTER[新],149,149,20.0
C13194,MARVEL WOLVERINE,13,13,13.0
C13198,ぬらりひょんの孫 ～千年魔京～,26,26,19.0
C13199,Rio -Rainbow Gate!-,13,13,18.0
C13201,SKET DANCE,77,77,15.0
C13203,ぜんまい ざむらい [10分版],41,41,8.0
C13205,味楽る!ミミカ[第3期],18,18,13.0
C13207,きょうの料理 ビギナーズ [第2期],96,96,1.0
C13211,U.H.O.フューチャーレスキュー2061U.H.Oレポート,5,5,2.0
C13213,今日からマ*王![第3期],41,41,17.0
C13215,きらりん☆レボリューションSTAGE3,51,51,13.0
C13217,おでんくんThe Adventure of Oden-kun[第4期],39,37,11.0
C13219,attacked kuma3[第2期],25,25,3.0
C13221,たたかえ! 土管くん,26,26,1.0
C13225,てんてこししまい君,26,26,1.0
C13227,はなけろどんぐりころころエコろころ,51,51,3.0
C13229,Dofusドフス★12の世界★ドフス アンド フレンズ,13,13,
C13231,メガネコ,16,16,
C13233,レオナルド博士 と キリン村のなかま でしょ,26,26,
C13235,本マグロトロ太郎TV,25,25,
C13237,こちら葛*飾区亀有公園前派出所[4月SP],2,2,18.0
C13240,南の島の小さな飛行機バーディー（第3期）,44,44,15.0
C13242,白い本,6,6,
C13244,味楽る!ミミカ[第2期],19,19,
C13246,きょうの料理ビギナーズ,96,96,1.0
C13248,巨人の星【特別編】父 一徹,13,13,2.0
C13250,おでんくん The Adventure of Oden-kun [第3期],27,26,9.0
C13252,彩雲国物語[第2期],42,42,19.0
C13254,モリゾー・キッコロ 森へいこうよ!,165,165,3.0
C13256,ウエルベールの物語Sisters of Wellber,13,13,12.0
C13258,優しさと感動のこだま,50,50,
C13260,チビナックス2.0,25,25,
C13262,水野キングダム❤パワーパフガールズ,1,1,3.0
C13264,タチコマな日々,12,12,
C13266,AFROSAMURAI,5,2,
C13269,復活! じゃないよ!? ウゴ・ウゴ ルーガ スペシャル,15,2,
C13271,王さまものがたり,8,8,
C13273,ななみちゃん[第4期],17,17,8.0
C13275,やっこはん姉妹きぬやっこ もめんやっこ,5,5,1.0
C13277,ウスペラーズ,5,5,
C13279,ご存知!かくざ父さん,26,26,1.0
C13281,はなけろ～ペンペン村のまごころ屋～,13,13,1.0
C13283,進め!! 土管くん,13,13,1.0
C13288,こちら葛飾区亀有公園前派出所 両さんの寿司食いねぇ!～頂上マグロ対決!!～,2,2,16.0
C13290,スイスイ! フィジー!,104,53,10.0
C13292,はなけろ くるりん島のなかまたち,13,13,1.0
C13294,ネコべん,7,7,1.0
C13296,音楽の墓場,8,8,2.0
C13298,先生のチョンマゲアッパレひでよしくん,13,13,3.0
C13300,Baikin-kun,26,26,
C13302,ピテカント,12,12,
C13304,筋肉学園,26,26,
C13306,土管くん[何かの]絵描き歌,13,13,1.0
C13308,私が出会った“知られざる”島根県,3,1,1.0
C13310,天下統一 CG将軍,11,1,
C13312,星新一ショートsHORT劇場,5,1,4.0
C13314,さぁイコー!たまごっち,12,12,1.0
C13316,みんなのうた♪絵本シアター,3,2,1.0
C13320,夢をかなえるゾウ,12,10,7.0
C13322,ダンボール 戦機,46,45,17.0
C13323,ともだち8にん,109,109,5.0
C13325,ドラゴンクライシス!,12,12,16.0
C13330,ウエルベールの物語 Sisters of Wellber 第二幕,13,13,9.0
C13332,PooPooKids,13,13,
C13334,はなけろ 虹の国のシエル姫,13,13,3.0
C13336,ピン子の秘伝カリー,19,19,
C13338,レオナルド博士とキリン村のなかまたち,13,13,2.0
C13340,格言! かくざ 父さん,13,13,1.0
C13346,ねぇみんな…ふーちゃんの民話館PARIS SPECIAL!!,1,1,4.0
C13348,しりとり王国,3,3,
C13350,ぴっくみー,100,100,
C13354,おじゃる丸[第11期],90,90,2.0
C13356,忍たま乱太郎[第16期],100,100,17.0
C13358,いない いない ばあっ! [第13期],110,110,10.0
C13360,星新一ショートショート,26,26,5.0
C13363,イタズラなKiss,25,23,16.0
C13366,パコと魔法の絵本いつもワガママガマ王子,19,18,3.0
C13368,キスダム[R] ENGAGE planet,26,26,13.0
C13370,Domo,13,7,4.0
C13372,やさいのようせいN.Y. SALAD[第2期],26,26,6.0
C13374,モリゾー・キッコロと フルービー 守れ!みんなの水の惑星,6,2,5.0
C13376,ソフィア物語 ～ブルガリア バラの谷から～,3,1,2.0
C13378,チビナックス3,25,25,
C13380,ななみちゃん[第5期],16,16,10.0
C13382,びわ湖放送presents 藤井組TV,15,15,1.0
C13384,ニコニコ♪コニーちゃん,5,5,
C13386,なぜ? どうして? がおがおぶーっ!,26,26,1.0
C13390,ちょこっと☆ちょボット,38,38,
C13392,ときどきアニメ開運 大便小僧,8,8,1.0
C13396,スッキリ!!・クロラ,20,20,3.0
C13400,男[デブ]はつらいYO!,7,7,
C13402,パコと魔法の絵本 いつも ワガママ ガマ王子 メイキング,1,1,
C13404,Little Village People,15,15,5.0
C13408,メジャー[第6期],26,25,16.0
C13410,メジャー[第5期],25,25,18.0
C13412,UN-GO,11,11,8.0
C13414,NO.6,11,11,8.0
C13416,CARDFIGHT!! ヴァンガード,65,64,15.0
C13418,DiSNEY ファイアボール チャーミング,12,12,
C13420,DOG DAYS,13,13,11.0
C13422,セイクリッドセブン,12,12,16.0
C13423,Mach Girl,26,2,12.0
C13429,てんてこししまい君相談しましょー,25,25,1.0
C13431,キリン村ファイ★ともクラブ,17,17,
C13433,VIVA!ブンベツ隊長,14,14,
C13435,蔵出し土管くん,23,23,
C13441,未来ヒコーキ,11,11,
C13445,アニメ漫才猫ラーメン,12,8,1.0
C13447,人形芸人 ドント＆ノット,17,17,1.0
C13449,Peeping Life,10,10,
C13453,新忍者玉丸,8,1,2.0
C13457,それゆけ! 外道乙女隊[あかほり外道アワー らぶげ],11,11,5.0
C13459,Starry☆Sky,26,26,18.0
C13461,這いよる!　ニャルアニ　リメンバー・マイ・ラブ　（クラフト先生）,11,11,4.0
C13463,onちゃん[第2期],26,26,9.0
C13465,カッコかわいい宣言,2,2,6.0
C13467,リタと ナントカ,26,26,6.0
C13469,一期一会 ～キミノコトバ～,13,13,6.0
C13471,ひだまり　スケッチ　×　☆☆☆[ほしみっつ]　[特別編],2,2,14.0
C13473,海月姫,17,17,18.0
C13475,Robin with his 100 friends,13,13,6.0
C13477,FORTUNE・ARTERIAL 赤い約束,13,13,10.0
C13481,咎狗の血,12,12,11.0
C13483,探偵オペラ ミルキィホームズ,12,12,13.0
C13485,農業ムスメ!,1,1,5.0
C13487,それでも町は 廻っている,12,12,17.0
C13490,神のみぞ知るセカイ,12,12,14.0
C13492,もっと ToLOVEる,12,12,15.0
C13494,侵略! イカ娘 The invader comes from the bottom of the sea!,12,12,15.0
C13496,食パン ミミー,12,12,5.0
C13498,たちゅ まる,26,25,1.0
C13500,宮西達也劇場 おまえ うまそうだな,20,20,
C13502,おとめ 妖怪 ざくろ,13,13,21.0
C13504,"ヨスガノソラ In solitude, where we are least alone.",12,12,8.0
C13506,心霊探偵 八雲,13,13,16.0
C13508,荒川アンダー ザ ブリッジ*2,13,13,14.0
C13510,俺の妹がこんなに 可愛いわけがない,12,12,10.0
C13512,STAR DRIVER 輝きのタクト,26,26,14.0
C13514,夢色　パティシエール　SP[スペシャル]　プロフェッショナル,13,13,16.0
C13518,バクマン。[第1期],27,26,17.0
C13520,えむ えむっ!,12,12,12.0
C13522,テガミバチ REVERSE,25,25,11.0
C13524,薄桜鬼 新選組 奇譚 碧血録,11,10,17.0
C13526,スーパーロボット大戦 OG --ジ・インスペクター--,26,26,13.0
C13528,そらのおとしもの f,12,12,15.0
C13530,Panty ＆ Stocking with Garterbelt,13,13,7.0
C13534,バトルスピリッツ プレイヴ,45,45,14.0
C13536,模型戦士 GUNPLA BUILDERS BEGINNING G,3,3,9.0
C13538,モンハン 日記 ぎりぎり アイルー村 ★アイルー危機一髪★,10,10,7.0
C13540,アニメ くるねこ[第2期],21,21,1.0
C13545,青の祓魔師[エクソシスト],25,25,17.0
C13547,フラクタル,11,11,17.0
C13549,うたのプリンスさまっ♪ マジ LOVE 1000!,13,13,13.0
C13553,MARVEL X-MEN,13,13,12.0
C13557,動物かんきょう会議,20,9,8.0
C13560,イナズマイレブン GO,49,49,18.0
C13566,異国迷路の クロワーゼ The Animation,12,12,9.0
C13568,AKB0048,13,13,9.0
C13570,"戦姫絶唱 シンフォギア Meteoroid-falling, burning, and disappear, then...",13,13,12.0
C13573,パッコロリン,130,130,3.0
C13575,夏目友人帳 参,13,13,13.0
C13577,遊★戯★王 ZEXAL,77,76,17.0
C13579,スイートプリキュア♪,48,46,16.0
C13581,うっかりペネロペ[第2期],25,25,13.0
C13583,ちーすい丸,42,42,
C13585,おじゃる丸[第13期],90,90,13.0
C13587,TRANSFORMERS ANIMATED,39,39,16.0
C13590,うちの3姉妹 おかわりぱれたい,4,4,
C13592,百花 繚乱 サムライガールズ,12,12,11.0
C13595,R-15,12,12,15.0
C13601,Aチャンネル A-CHANNEL THE ANIMATION,12,12,11.0
C13603,BLOOD-C,12,12,8.0
C13607,C THE MEMORY OF SOUL AND POSSIBILITY CONTROL,11,11,16.0
C13609,C3 -シーキューブ- CubexCurseExCurious,12,12,15.0
C13611,Droronえん魔くん メ～ラめら,12,12,11.0
C13613,Fate/Zero,13,13,17.0
C13615,gdgd 妖精s,12,12,3.0
C13617,GOSICK,25,25,11.0
C13620,IS インフィニット・ストラトス,12,12,17.0
C13622,KEN ＆ The Monster ケンとかいじゅう,5,5,
C13624,LASTEXILE 銀翼のファム,24,24,19.0
C13626,MARVEL BLADE,13,13,10.0
C13628,P4 Persona4 the ANIMATION,25,25,16.0
C13630,Steins;Gate,24,24,15.0
C13632,Suzy's Zoo だいすき! ウィッツィー,25,25,6.0
C13634,Teach,4,4,
C13635,テレビまんが 昭和物語,13,13,8.0
C13637,とびだせ! 土管 くん,6,6,2.0
C13639,俺たちに翼はない --under the innocent sky.,12,12,17.0
C13641,花咲く いろは,26,26,16.0
C13643,快盗天使 ツイン エンジェル キュンキュン★ ときめき パラダイス!!,12,12,15.0
C13645,額縁をくぐって物語の中へ　[シリーズ],100,100,1.0
C13647,きんいろモザイク,12,12,9.0
C13650,THE iDOLM@STER,25,25,17.0
C13653,TIGER ＆ BUNNY,26,26,9.0
C13655,WORKING'!!,13,13,17.0
C13658,アスタロッテの おもちゃ!,12,12,16.0
C13662,あの日見た 花の名前を 僕達はまだ 知らない。,11,11,14.0
C13665,いつか天魔の黒ウサギ,12,12,13.0
C13667,うさぎ ドロップ,11,11,15.0
C13669,ウサビッチ[シーズン4],13,13,
C13673,おじゃる丸[第14期],88,88,13.0
C13675,おはよう忍者隊 ガッチャマン,480,480,1.0
C13677,おしらせ忍者隊　ガッチャマン,26,26,1.0
C13679,お兄ちゃんのことなんか ぜんぜん好きじゃ ないんだからねっ!!,12,12,12.0
C13682,ギルティクラウン,22,22,18.0
C13684,クッキンアイドル アイ!マイ! まいん![第3期],82,81,17.0
C13686,クロスファイト ビーダマン,52,52,12.0
C13688,けんぷファー für die Liebe[フュア ディリーヴェ],1,1,17.0
C13690,これは×ゾンビ ですか?,12,12,13.0
C13692,ジュエルペット サンシャイン,52,52,12.0
C13694,ソッキ～ズ フロンティアクエスト,10,9,
C13696,そふ てにっ SOFTENNI! the ANIMATION,12,12,18.0
C13698,だぶる じぇい,11,11,9.0
C13700,たまゆら ～hitotose～,12,12,16.0
C13702,ダンタリアンの 書架 Bibliotheca Mystica de Dantalian,13,13,10.0
C13705,ちはやふる,25,25,15.0
C13707,日常,26,26,17.0
C13709,忍たま 乱太郎[第19期],90,89,16.0
C13711,猫神 やおよろず,12,12,16.0
C13713,緋弾のアリア,12,11,10.0
C13716,ちび★デビ!,75,74,6.0
C13718,つながる アニマル しりとり リターンズ,1,1,
C13720,デッドマン・ ワンダーランド,12,12,17.0
C13722,エウレカセブンAO ASTRAL OCEAN,24,23,16.0
C13725,坂道のアポロン KIDS ON THE SLOPE,12,12,12.0
C13727,Shining Hearts -幸せのパン-,12,12,13.0
C13729,スイッチ OH! くん,25,25,
C13730,アルカナ・ファミリア La storia della Arcana Famiglia,12,12,11.0
C13732,TARI TARI,13,13,15.0
C13734,人類は衰退しました,12,12,8.0
C13736,ゆるゆり♪♪,12,12,17.0
C13738,デュエル・マスターズ ビクトリー,52,52,15.0
C13740,トリコ,147,147,19.0
C13742,にゃん†ぱいあ The Animation,12,12,6.0
C13746,バカとテスト と召喚獣 にっ!,13,13,17.0
C13748,バクマン。[第2期],25,25,17.0
C13750,ハトのおよめさん ハトよめ,4,4,
C13752,バトルスピリッツ 覇王[ヒーローズ],50,50,14.0
C13754,ひだまり スケッチ SP[すぺしゃる],2,2,9.0
