アニメ作品名ID,初出年代,初出曜日,クール数,初出曜日ID,初出年代ID
C15631,2010,土,1クール以下,5,2
C15659,2010,土,1クール以下,5,2
C15666,2010,土,1クール以下,5,2
C15701,2010,土,1クール以下,5,2
C15702,2010,土,1クール以下,5,2
C15720,2010,土,1クール以下,5,2
C15809,2010,土,1クール以下,5,2
C15811,2010,土,1クール以下,5,2
C15840,2010,土,1クール以下,5,2
C15841,2010,土,1クール以下,5,2
C15916,2010,土,1クール以下,5,2
C15939,2010,土,1クール以下,5,2
C15951,2010,土,1クール以下,5,2
C15953,2010,土,1クール以下,5,2
C15992,2010,土,1クール以下,5,2
C16006,2010,土,1クール以下,5,2
C16055,2010,土,1クール以下,5,2
C16061,2010,土,1クール以下,5,2
C16083,2010,土,1クール以下,5,2
C16091,2010,土,1クール以下,5,2
C16092,2010,土,1クール以下,5,2
C16154,2010,土,1クール以下,5,2
C16167,2010,土,1クール以下,5,2
C14953,2010,土,1クール以下,5,2
C16079,2010,土,1クール以下,5,2
C14772,2010,土,1クール以下,5,2
C15530,2010,土,1クール以下,5,2
C15665,2010,土,1クール以下,5,2
C12144,2010,土,1クール以下,5,2
C12213,2010,土,1クール以下,5,2
C13420,2010,土,1クール以下,5,2
C13530,2010,土,1クール以下,5,2
C13851,2010,土,1クール以下,5,2
C14123,2010,土,1クール以下,5,2
C14125,2010,土,1クール以下,5,2
C14542,2010,土,1クール以下,5,2
C14544,2010,土,1クール以下,5,2
C14768,2010,土,1クール以下,5,2
C14806,2010,土,1クール以下,5,2
C14867,2010,土,1クール以下,5,2
C14872,2010,土,1クール以下,5,2
C14875,2010,土,1クール以下,5,2
C14895,2010,土,1クール以下,5,2
C14903,2010,土,1クール以下,5,2
C14951,2010,土,1クール以下,5,2
C14990,2010,土,1クール以下,5,2
C15089,2010,土,1クール以下,5,2
C15090,2010,土,1クール以下,5,2
C15232,2010,土,1クール以下,5,2
C15406,2010,土,1クール以下,5,2
C15426,2010,土,1クール以下,5,2
C15481,2010,土,1クール以下,5,2
C15491,2010,土,1クール以下,5,2
C15564,2010,土,1クール以下,5,2
C15608,2010,土,1クール以下,5,2
C15661,2010,土,1クール以下,5,2
C15703,2010,土,1クール以下,5,2
C15704,2010,土,1クール以下,5,2
C15711,2010,土,1クール以下,5,2
C15812,2010,土,1クール以下,5,2
C15833,2010,土,1クール以下,5,2
C15860,2010,土,1クール以下,5,2
C15937,2010,土,1クール以下,5,2
C16026,2010,土,1クール以下,5,2
C16119,2010,土,1クール以下,5,2
C16120,2010,土,1クール以下,5,2
C16130,2010,土,1クール以下,5,2
C16138,2010,土,1クール以下,5,2
C16140,2010,土,1クール以下,5,2
C16143,2010,土,1クール以下,5,2
C16175,2010,土,1クール以下,5,2
C15954,2010,土,1クール以下,5,2
C16082,2010,土,1クール以下,5,2
C13769,2010,土,1クール以下,5,2
C13702,2010,土,2クール以上,5,2
C14852,2010,土,2クール以上,5,2
C14861,2010,土,2クール以上,5,2
C14900,2010,土,2クール以上,5,2
C15242,2010,土,2クール以上,5,2
C15705,2010,土,2クール以上,5,2
C15952,2010,土,2クール以上,5,2
C16121,2010,土,2クール以上,5,2
C15245,2010,土,2クール以上,5,2
C15046,2010,土,2クール以上,5,2
C15453,2010,土,2クール以上,5,2
C15579,2010,土,2クール以上,5,2
C16178,2010,土,2クール以上,5,2
C15014,2010,土,2クール以上,5,2
C15433,2010,土,2クール以上,5,2
C16047,2010,土,2クール以上,5,2
C15239,2010,土,2クール以上,5,2
C16149,2010,土,2クール以上,5,2
C16090,2010,土,2クール以上,5,2
C13540,2010,土,2クール以上,5,2
C15611,2010,土,2クール以上,5,2
C13834,2010,土,2クール以上,5,2
C15013,2010,土,2クール以上,5,2
C15456,2010,土,2クール以上,5,2
C15459,2010,土,2クール以上,5,2
C13624,2010,土,2クール以上,5,2
C14031,2010,土,2クール以上,5,2
C14661,2010,土,2クール以上,5,2
C15010,2010,土,2クール以上,5,2
C15016,2010,土,2クール以上,5,2
C16043,2010,土,2クール以上,5,2
C16134,2010,土,2クール以上,5,2
C16181,2010,土,2クール以上,5,2
C16190,2010,土,2クール以上,5,2
C16202,2010,土,2クール以上,5,2
C15465,2010,土,2クール以上,5,2
C13408,2010,土,2クール以上,5,2
C13617,2010,土,2クール以上,5,2
C13748,2010,土,2クール以上,5,2
C14691,2010,土,2クール以上,5,2
C14904,2010,土,2クール以上,5,2
C15067,2010,土,2クール以上,5,2
C15271,2010,土,2クール以上,5,2
C15366,2010,土,2クール以上,5,2
C15394,2010,土,2クール以上,5,2
C15485,2010,土,2クール以上,5,2
C15489,2010,土,2クール以上,5,2
C15499,2010,土,2クール以上,5,2
C15761,2010,土,2クール以上,5,2
C15764,2010,土,2クール以上,5,2
C16038,2010,土,2クール以上,5,2
C16161,2010,土,2クール以上,5,2
C16183,2010,土,2クール以上,5,2
C16067,2010,土,2クール以上,5,2
C13518,2010,土,2クール以上,5,2
C13526,2010,土,2クール以上,5,2
C13557,2010,土,2クール以上,5,2
C13950,2010,土,2クール以上,5,2
C14692,2010,土,2クール以上,5,2
C14730,2010,土,2クール以上,5,2
C15760,2010,土,2クール以上,5,2
C16186,2010,土,2クール以上,5,2
C14731,2010,土,2クール以上,5,2
C16184,2010,土,2クール以上,5,2
C15283,2010,土,2クール以上,5,2
C15910,2010,土,2クール以上,5,2
C16045,2010,土,2クール以上,5,2
C15602,2010,土,2クール以上,5,2
C15281,2010,土,2クール以上,5,2
C15539,2010,土,2クール以上,5,2
C16049,2010,土,2クール以上,5,2
C14915,2010,土,2クール以上,5,2
C14743,2010,土,2クール以上,5,2
C15543,2010,土,2クール以上,5,2
C13587,2010,土,2クール以上,5,2
C14703,2010,土,2クール以上,5,2
C14759,2010,土,2クール以上,5,2
C14877,2010,土,2クール以上,5,2
C15486,2010,土,2クール以上,5,2
C15871,2010,土,2クール以上,5,2
C16039,2010,土,2クール以上,5,2
C16040,2010,土,2クール以上,5,2
C16041,2010,土,2クール以上,5,2
C16044,2010,土,2クール以上,5,2
C14833,2010,土,2クール以上,5,2
C15521,2010,土,2クール以上,5,2
C12203,2010,土,2クール以上,5,2
C13669,2010,土,2クール以上,5,2
C13583,2010,土,2クール以上,5,2
C15076,2010,土,2クール以上,5,2
C14687,2010,土,2クール以上,5,2
C14873,2010,土,2クール以上,5,2
C16033,2010,土,2クール以上,5,2
C15506,2010,土,2クール以上,5,2
C12241,2010,土,2クール以上,5,2
C13692,2010,土,2クール以上,5,2
C13771,2010,土,2クール以上,5,2
C13917,2010,土,2クール以上,5,2
C13919,2010,土,2クール以上,5,2
C14033,2010,土,2クール以上,5,2
C14651,2010,土,2クール以上,5,2
C14729,2010,土,2クール以上,5,2
C14764,2010,土,2クール以上,5,2
C14782,2010,土,2クール以上,5,2
C14850,2010,土,2クール以上,5,2
C14871,2010,土,2クール以上,5,2
C14899,2010,土,2クール以上,5,2
C15023,2010,土,2クール以上,5,2
C15024,2010,土,2クール以上,5,2
C15059,2010,土,2クール以上,5,2
C15839,2010,土,2クール以上,5,2
C12215,2010,土,2クール以上,5,2
C13738,2010,土,2クール以上,5,2
C12243,2010,土,2クール以上,5,2
C12217,2010,土,2クール以上,5,2
C13915,2010,土,2クール以上,5,2
C13416,2010,土,2クール以上,5,2
C15047,2010,土,2クール以上,5,2
C15540,2010,土,2クール以上,5,2
C14822,2010,土,2クール以上,5,2
C14973,2010,土,2クール以上,5,2
C15049,2010,土,2クール以上,5,2
C14755,2010,土,2クール以上,5,2
C13485,2010,日,1クール以下,6,2
C15282,2010,日,1クール以下,6,2
C15592,2010,日,1クール以下,6,2
C15678,2010,日,1クール以下,6,2
C15831,2010,日,1クール以下,6,2
C16226,2010,日,1クール以下,6,2
C13471,2010,日,1クール以下,6,2
C13754,2010,日,1クール以下,6,2
C15573,2010,日,1クール以下,6,2
C16197,2010,日,1クール以下,6,2
C14658,2010,日,1クール以下,6,2
C14747,2010,日,1クール以下,6,2
C15914,2010,日,1クール以下,6,2
C14528,2010,日,1クール以下,6,2
C15407,2010,日,1クール以下,6,2
C14132,2010,日,1クール以下,6,2
C14859,2010,日,1クール以下,6,2
C15836,2010,日,1クール以下,6,2
C15697,2010,日,1クール以下,6,2
C14696,2010,日,1クール以下,6,2
C13811,2010,日,1クール以下,6,2
C15420,2010,日,1クール以下,6,2
C15561,2010,日,1クール以下,6,2
C16210,2010,日,1クール以下,6,2
C13944,2010,日,1クール以下,6,2
C15865,2010,日,1クール以下,6,2
C16010,2010,日,1クール以下,6,2
C16104,2010,日,1クール以下,6,2
C16221,2010,日,1クール以下,6,2
C12005,2010,日,1クール以下,6,2
C12185,2010,日,1クール以下,6,2
C13422,2010,日,1クール以下,6,2
C13510,2010,日,1クール以下,6,2
C13595,2010,日,1クール以下,6,2
C13679,2010,日,1クール以下,6,2
C13720,2010,日,1クール以下,6,2
C13730,2010,日,1クール以下,6,2
C13778,2010,日,1クール以下,6,2
C13946,2010,日,1クール以下,6,2
C14045,2010,日,1クール以下,6,2
C14160,2010,日,1クール以下,6,2
C14745,2010,日,1クール以下,6,2
C14860,2010,日,1クール以下,6,2
C14943,2010,日,1クール以下,6,2
C14947,2010,日,1クール以下,6,2
C14949,2010,日,1クール以下,6,2
C14989,2010,日,1クール以下,6,2
C14993,2010,日,1クール以下,6,2
C14998,2010,日,1クール以下,6,2
C15022,2010,日,1クール以下,6,2
C15031,2010,日,1クール以下,6,2
C15036,2010,日,1クール以下,6,2
C15055,2010,日,1クール以下,6,2
C15066,2010,日,1クール以下,6,2
C15249,2010,日,1クール以下,6,2
C15278,2010,日,1クール以下,6,2
C15424,2010,日,1クール以下,6,2
C15427,2010,日,1クール以下,6,2
C15431,2010,日,1クール以下,6,2
C15455,2010,日,1クール以下,6,2
C15458,2010,日,1クール以下,6,2
C15511,2010,日,1クール以下,6,2
C15612,2010,日,1クール以下,6,2
C15689,2010,日,1クール以下,6,2
C15693,2010,日,1クール以下,6,2
C15707,2010,日,1クール以下,6,2
C15708,2010,日,1クール以下,6,2
C15709,2010,日,1クール以下,6,2
C15716,2010,日,1クール以下,6,2
C15736,2010,日,1クール以下,6,2
C15737,2010,日,1クール以下,6,2
C15742,2010,日,1クール以下,6,2
C15743,2010,日,1クール以下,6,2
C15843,2010,日,1クール以下,6,2
C15849,2010,日,1クール以下,6,2
C15869,2010,日,1クール以下,6,2
C15886,2010,日,1クール以下,6,2
C15913,2010,日,1クール以下,6,2
C15917,2010,日,1クール以下,6,2
C16008,2010,日,1クール以下,6,2
C16009,2010,日,1クール以下,6,2
C16011,2010,日,1クール以下,6,2
C16064,2010,日,1クール以下,6,2
C16073,2010,日,1クール以下,6,2
C16077,2010,日,1クール以下,6,2
C16089,2010,日,1クール以下,6,2
C16118,2010,日,1クール以下,6,2
C16122,2010,日,1クール以下,6,2
C16159,2010,日,1クール以下,6,2
C16172,2010,日,1クール以下,6,2
C16174,2010,日,1クール以下,6,2
C12181,2010,日,1クール以下,6,2
C13506,2010,日,1クール以下,6,2
C13514,2010,日,1クール以下,6,2
C13549,2010,日,1クール以下,6,2
C13568,2010,日,1クール以下,6,2
C13613,2010,日,1クール以下,6,2
C13732,2010,日,1クール以下,6,2
C13767,2010,日,1クール以下,6,2
C13809,2010,日,1クール以下,6,2
C13822,2010,日,1クール以下,6,2
C13871,2010,日,1クール以下,6,2
C13958,2010,日,1クール以下,6,2
C14007,2010,日,1クール以下,6,2
C14036,2010,日,1クール以下,6,2
C14041,2010,日,1クール以下,6,2
C14047,2010,日,1クール以下,6,2
C14048,2010,日,1クール以下,6,2
C14130,2010,日,1クール以下,6,2
C14134,2010,日,1クール以下,6,2
C14174,2010,日,1クール以下,6,2
C14256,2010,日,1クール以下,6,2
C14540,2010,日,1クール以下,6,2
C14619,2010,日,1クール以下,6,2
C14654,2010,日,1クール以下,6,2
C14714,2010,日,1クール以下,6,2
C14723,2010,日,1クール以下,6,2
C14751,2010,日,1クール以下,6,2
C14753,2010,日,1クール以下,6,2
C14777,2010,日,1クール以下,6,2
C14837,2010,日,1クール以下,6,2
C14881,2010,日,1クール以下,6,2
C14882,2010,日,1クール以下,6,2
C14893,2010,日,1クール以下,6,2
C14925,2010,日,1クール以下,6,2
C14928,2010,日,1クール以下,6,2
C14931,2010,日,1クール以下,6,2
C14948,2010,日,1クール以下,6,2
C14957,2010,日,1クール以下,6,2
C15018,2010,日,1クール以下,6,2
C15035,2010,日,1クール以下,6,2
C15042,2010,日,1クール以下,6,2
C15065,2010,日,1クール以下,6,2
C15072,2010,日,1クール以下,6,2
C15075,2010,日,1クール以下,6,2
C15238,2010,日,1クール以下,6,2
C15276,2010,日,1クール以下,6,2
C15364,2010,日,1クール以下,6,2
C15374,2010,日,1クール以下,6,2
C15379,2010,日,1クール以下,6,2
C15403,2010,日,1クール以下,6,2
C15410,2010,日,1クール以下,6,2
C15411,2010,日,1クール以下,6,2
C15413,2010,日,1クール以下,6,2
C15430,2010,日,1クール以下,6,2
C15442,2010,日,1クール以下,6,2
C15447,2010,日,1クール以下,6,2
C15468,2010,日,1クール以下,6,2
C15475,2010,日,1クール以下,6,2
C15498,2010,日,1クール以下,6,2
C15503,2010,日,1クール以下,6,2
C15513,2010,日,1クール以下,6,2
C15552,2010,日,1クール以下,6,2
C15605,2010,日,1クール以下,6,2
C15657,2010,日,1クール以下,6,2
C15662,2010,日,1クール以下,6,2
C15668,2010,日,1クール以下,6,2
C15669,2010,日,1クール以下,6,2
C15672,2010,日,1クール以下,6,2
C15676,2010,日,1クール以下,6,2
C15692,2010,日,1クール以下,6,2
C15706,2010,日,1クール以下,6,2
C15710,2010,日,1クール以下,6,2
C15723,2010,日,1クール以下,6,2
C15724,2010,日,1クール以下,6,2
C15728,2010,日,1クール以下,6,2
C15813,2010,日,1クール以下,6,2
C15842,2010,日,1クール以下,6,2
C15845,2010,日,1クール以下,6,2
C15956,2010,日,1クール以下,6,2
C15958,2010,日,1クール以下,6,2
C15959,2010,日,1クール以下,6,2
C15960,2010,日,1クール以下,6,2
C15961,2010,日,1クール以下,6,2
C15962,2010,日,1クール以下,6,2
C16062,2010,日,1クール以下,6,2
C16105,2010,日,1クール以下,6,2
C16112,2010,日,1クール以下,6,2
C16116,2010,日,1クール以下,6,2
C16139,2010,日,1クール以下,6,2
C16144,2010,日,1クール以下,6,2
C16146,2010,日,1クール以下,6,2
C16147,2010,日,1クール以下,6,2
C16209,2010,日,1クール以下,6,2
C16212,2010,日,1クール以下,6,2
C15006,2010,日,1クール以下,6,2
C13553,2010,日,1クール以下,6,2
C16056,2010,日,1クール以下,6,2
C16168,2010,日,1クール以下,6,2
C14748,2010,日,2クール以上,6,2
C14781,2010,日,2クール以上,6,2
C14815,2010,日,2クール以上,6,2
C15058,2010,日,2クール以上,6,2
C15423,2010,日,2クール以上,6,2
C15484,2010,日,2クール以上,6,2
C15502,2010,日,2クール以上,6,2
C15542,2010,日,2クール以上,6,2
C15577,2010,日,2クール以上,6,2
C15729,2010,日,2クール以上,6,2
C15957,2010,日,2クール以上,6,2
C16123,2010,日,2クール以上,6,2
C15906,2010,日,2クール以上,6,2
C13469,2010,日,2クール以上,6,2
C16070,2010,日,2クール以上,6,2
C14039,2010,日,2クール以上,6,2
C15904,2010,日,2クール以上,6,2
C15585,2010,日,2クール以上,6,2
C13536,2010,日,2クール以上,6,2
C15030,2010,日,2クール以上,6,2
C13952,2010,日,2クール以上,6,2
C14884,2010,日,2クール以上,6,2
C12174,2010,日,2クール以上,6,2
C15285,2010,日,2クール以上,6,2
C15550,2010,日,2クール以上,6,2
C16048,2010,日,2クール以上,6,2
C13545,2010,日,2クール以上,6,2
C13632,2010,日,2クール以上,6,2
C13653,2010,日,2クール以上,6,2
C14719,2010,日,2クール以上,6,2
C14737,2010,日,2クール以上,6,2
C14892,2010,日,2クール以上,6,2
C15007,2010,日,2クール以上,6,2
C15037,2010,日,2クール以上,6,2
C15421,2010,日,2クール以上,6,2
C15739,2010,日,2クール以上,6,2
C15907,2010,日,2クール以上,6,2
C16148,2010,日,2クール以上,6,2
C15835,2010,日,2クール以上,6,2
C13522,2010,日,2クール以上,6,2
C16164,2010,日,2クール以上,6,2
C12221,2010,日,2クール以上,6,2
C13707,2010,日,2クール以上,6,2
C13948,2010,日,2クール以上,6,2
C14001,2010,日,2クール以上,6,2
C14172,2010,日,2クール以上,6,2
C14684,2010,日,2クール以上,6,2
C14685,2010,日,2クール以上,6,2
C14812,2010,日,2クール以上,6,2
C14879,2010,日,2クール以上,6,2
C14909,2010,日,2クール以上,6,2
C14919,2010,日,2クール以上,6,2
C14965,2010,日,2クール以上,6,2
C14967,2010,日,2クール以上,6,2
C14970,2010,日,2クール以上,6,2
C15380,2010,日,2クール以上,6,2
C15396,2010,日,2クール以上,6,2
C15467,2010,日,2クール以上,6,2
C15735,2010,日,2クール以上,6,2
C15738,2010,日,2クール以上,6,2
C15740,2010,日,2クール以上,6,2
C15866,2010,日,2クール以上,6,2
C15879,2010,日,2クール以上,6,2
C15908,2010,日,2クール以上,6,2
C16037,2010,日,2クール以上,6,2
C16153,2010,日,2クール以上,6,2
C16222,2010,日,2クール以上,6,2
C14938,2010,日,2クール以上,6,2
C15272,2010,日,2クール以上,6,2
C15477,2010,日,2クール以上,6,2
C12160,2010,日,2クール以上,6,2
C13512,2010,日,2クール以上,6,2
C13763,2010,日,2クール以上,6,2
C14136,2010,日,2クール以上,6,2
C15507,2010,日,2クール以上,6,2
C15759,2010,日,2クール以上,6,2
C15770,2010,日,2クール以上,6,2
C15762,2010,日,2クール以上,6,2
C14127,2010,日,2クール以上,6,2
C14773,2010,日,2クール以上,6,2
C15471,2010,日,2クール以上,6,2
C14945,2010,日,2クール以上,6,2
C15538,2010,日,2クール以上,6,2
C14712,2010,日,2クール以上,6,2
C16169,2010,日,2クール以上,6,2
C14732,2010,日,2クール以上,6,2
C14662,2010,日,2クール以上,6,2
C14757,2010,日,2クール以上,6,2
C15864,2010,日,2クール以上,6,2
C14789,2010,日,2クール以上,6,2
C14888,2010,日,2クール以上,6,2
C15519,2010,日,2クール以上,6,2
C14716,2010,日,2クール以上,6,2
C14707,2010,日,2クール以上,6,2
C15522,2010,日,2クール以上,6,2
C14784,2010,日,2クール以上,6,2
C15872,2010,日,2クール以上,6,2
C15524,2010,日,2クール以上,6,2
C15363,2010,日,2クール以上,6,2
C15393,2010,日,2クール以上,6,2
C13752,2010,日,2クール以上,6,2
C13817,2010,日,2クール以上,6,2
C11877,2010,日,2クール以上,6,2
C12223,2010,日,2クール以上,6,2
C12247,2010,日,2クール以上,6,2
C13579,2010,日,2クール以上,6,2
C13954,2010,日,2クール以上,6,2
C14646,2010,日,2クール以上,6,2
C14734,2010,日,2クール以上,6,2
C14756,2010,日,2クール以上,6,2
C15040,2010,日,2クール以上,6,2
C15497,2010,日,2クール以上,6,2
C13534,2010,日,2クール以上,6,2
C13686,2010,日,2クール以上,6,2
C13801,2010,日,2クール以上,6,2
C14846,2010,日,2クール以上,6,2
C15028,2010,日,2クール以上,6,2
C14817,2010,日,2クール以上,6,2
C13776,2010,日,2クール以上,6,2
C15355,2010,日,2クール以上,6,2
C14555,2010,日,2クール以上,6,2
C14866,2010,日,2クール以上,6,2
C15500,2010,日,2クール以上,6,2
C15273,2010,日,2クール以上,6,2
C14668,2010,日,2クール以上,6,2
C14701,2010,日,2クール以上,6,2
C14003,2010,日,2クール以上,6,2
C15515,2010,日,2クール以上,6,2
C15086,2010,日,2クール以上,6,2
C13191,2010,日,2クール以上,6,2
C13740,2010,日,2クール以上,6,2
C14783,2010,日,2クール以上,6,2
