アニメ作品名ID,初出年代,初出曜日,クール数,初出曜日ID,初出年代ID
C16080,2010,火,2クール以上,1,2
C16208,2010,火,2クール以上,1,2
C13960,2010,火,2クール以上,1,2
C13198,2010,火,2クール以上,1,2
C13498,2010,火,2クール以上,1,2
C13641,2010,火,2クール以上,1,2
C13861,2010,火,2クール以上,1,2
C14968,2010,火,2クール以上,1,2
C15398,2010,火,2クール以上,1,2
C15749,2010,火,2クール以上,1,2
C15767,2010,火,2クール以上,1,2
C16108,2010,火,2クール以上,1,2
C14836,2010,火,2クール以上,1,2
C16046,2010,火,2クール以上,1,2
C14138,2010,火,2クール以上,1,2
C15001,2010,火,2クール以上,1,2
C15541,2010,火,2クール以上,1,2
C11988,2010,火,2クール以上,1,2
C12295,2010,火,2クール以上,1,2
C13463,2010,火,2クール以上,1,2
C14630,2010,火,2クール以上,1,2
C15547,2010,火,2クール以上,1,2
C14704,2010,火,2クール以上,1,2
C15888,2010,火,2クール以上,1,2
C14927,2010,火,2クール以上,1,2
C15780,2010,火,2クール以上,1,2
C14096,2010,火,2クール以上,1,2
C15078,2010,火,2クール以上,1,2
C11875,2010,火,2クール以上,1,2
C15633,2010,火,2クール以上,1,2
C13999,2010,火,2クール以上,1,2
C14735,2010,火,2クール以上,1,2
C15474,2010,火,2クール以上,1,2
C14632,2010,火,2クール以上,1,2
C14706,2010,火,2クール以上,1,2
C15081,2010,火,2クール以上,1,2
C14762,2010,火,2クール以上,1,2
C14769,2010,火,2クール以上,1,2
C14675,2010,火,2クール以上,1,2
C15053,2010,火,2クール以上,1,2
C11983,2010,火,2クール以上,1,2
C12002,2010,火,2クール以上,1,2
C15362,2010,火,2クール以上,1,2
C15546,2010,火,2クール以上,1,2
C14889,2010,火,2クール以上,1,2
C14906,2010,水,1クール以下,2,2
C15553,2010,水,1クール以下,2,2
C15600,2010,水,1クール以下,2,2
C15641,2010,水,1クール以下,2,2
C16229,2010,水,1クール以下,2,2
C14548,2010,水,1クール以下,2,2
C15778,2010,水,1クール以下,2,2
C16001,2010,水,1クール以下,2,2
C15400,2010,水,1クール以下,2,2
C14865,2010,水,1クール以下,2,2
C13637,2010,水,1クール以下,2,2
C14681,2010,水,1クール以下,2,2
C15234,2010,水,1クール以下,2,2
C16203,2010,水,1クール以下,2,2
C16217,2010,水,1クール以下,2,2
C13759,2010,水,1クール以下,2,2
C16224,2010,水,1クール以下,2,2
C15383,2010,水,1クール以下,2,2
C15534,2010,水,1クール以下,2,2
C13325,2010,水,1クール以下,2,2
C13492,2010,水,1クール以下,2,2
C13698,2010,水,1クール以下,2,2
C13742,2010,水,1クール以下,2,2
C13761,2010,水,1クール以下,2,2
C13786,2010,水,1クール以下,2,2
C13788,2010,水,1クール以下,2,2
C13980,2010,水,1クール以下,2,2
C14100,2010,水,1クール以下,2,2
C14166,2010,水,1クール以下,2,2
C14250,2010,水,1クール以下,2,2
C14664,2010,水,1クール以下,2,2
C14793,2010,水,1クール以下,2,2
C14799,2010,水,1クール以下,2,2
C14901,2010,水,1クール以下,2,2
C14914,2010,水,1クール以下,2,2
C14971,2010,水,1クール以下,2,2
C14999,2010,水,1クール以下,2,2
C15033,2010,水,1クール以下,2,2
C15041,2010,水,1クール以下,2,2
C15052,2010,水,1クール以下,2,2
C15056,2010,水,1クール以下,2,2
C15368,2010,水,1クール以下,2,2
C15462,2010,水,1クール以下,2,2
C15505,2010,水,1クール以下,2,2
C15532,2010,水,1クール以下,2,2
C15614,2010,水,1クール以下,2,2
C15625,2010,水,1クール以下,2,2
C15635,2010,水,1クール以下,2,2
C15660,2010,水,1クール以下,2,2
C15667,2010,水,1クール以下,2,2
C15682,2010,水,1クール以下,2,2
C15971,2010,水,1クール以下,2,2
C15972,2010,水,1クール以下,2,2
C15973,2010,水,1クール以下,2,2
C15974,2010,水,1クール以下,2,2
C15976,2010,水,1クール以下,2,2
C15977,2010,水,1クール以下,2,2
C15979,2010,水,1クール以下,2,2
C15980,2010,水,1クール以下,2,2
C16058,2010,水,1クール以下,2,2
C16066,2010,水,1クール以下,2,2
C16085,2010,水,1クール以下,2,2
C16099,2010,水,1クール以下,2,2
C16101,2010,水,1クール以下,2,2
C16102,2010,水,1クール以下,2,2
C16110,2010,水,1クール以下,2,2
C16126,2010,水,1クール以下,2,2
C16127,2010,水,1クール以下,2,2
C16131,2010,水,1クール以下,2,2
C16135,2010,水,1クール以下,2,2
C16150,2010,水,1クール以下,2,2
C16162,2010,水,1クール以下,2,2
C16171,2010,水,1クール以下,2,2
C16173,2010,水,1クール以下,2,2
C16187,2010,水,1クール以下,2,2
C16192,2010,水,1クール以下,2,2
C16198,2010,水,1クール以下,2,2
C16206,2010,水,1クール以下,2,2
C16213,2010,水,1クール以下,2,2
C16214,2010,水,1クール以下,2,2
C16223,2010,水,1クール以下,2,2
C13790,2010,水,1クール以下,2,2
C13828,2010,水,1クール以下,2,2
C13842,2010,水,1クール以下,2,2
C13844,2010,水,1クール以下,2,2
C13849,2010,水,1クール以下,2,2
C14750,2010,水,1クール以下,2,2
C14794,2010,水,1クール以下,2,2
C14796,2010,水,1クール以下,2,2
C14843,2010,水,1クール以下,2,2
C14849,2010,水,1クール以下,2,2
C14863,2010,水,1クール以下,2,2
C14864,2010,水,1クール以下,2,2
C15434,2010,水,1クール以下,2,2
C15441,2010,水,1クール以下,2,2
C15490,2010,水,1クール以下,2,2
C15533,2010,水,1クール以下,2,2
C15636,2010,水,1クール以下,2,2
C15806,2010,水,1クール以下,2,2
C15975,2010,水,1クール以下,2,2
C15978,2010,水,1クール以下,2,2
C16030,2010,水,1クール以下,2,2
C16074,2010,水,1クール以下,2,2
C16100,2010,水,1クール以下,2,2
C16158,2010,水,1クール以下,2,2
C16200,2010,水,1クール以下,2,2
C13927,2010,水,1クール以下,2,2
C16205,2010,水,1クール以下,2,2
C14987,2010,水,2クール以上,2,2
C15848,2010,水,2クール以上,2,2
C15624,2010,水,2クール以上,2,2
C15004,2010,水,2クール以上,2,2
C15763,2010,水,2クール以上,2,2
C14669,2010,水,2クール以上,2,2
C15699,2010,水,2クール以上,2,2
C13750,2010,水,2クール以上,2,2
C13782,2010,水,2クール以上,2,2
C13830,2010,水,2クール以上,2,2
C13832,2010,水,2クール以上,2,2
C16230,2010,水,2クール以上,2,2
C13630,2010,水,2クール以上,2,2
C15768,2010,水,2クール以上,2,2
C15390,2010,水,2クール以上,2,2
C14559,2010,水,2クール以上,2,2
C14653,2010,水,2クール以上,2,2
C15480,2010,水,2クール以上,2,2
C16179,2010,水,2クール以上,2,2
C16028,2010,水,2クール以上,2,2
C12257,2010,水,2クール以上,2,2
C12259,2010,水,2クール以上,2,2
C13705,2010,水,2クール以上,2,2
C13819,2010,水,2クール以上,2,2
C14699,2010,水,2クール以上,2,2
C15377,2010,水,2クール以上,2,2
C16182,2010,水,2クール以上,2,2
C14688,2010,水,2クール以上,2,2
C15005,2010,水,2クール以上,2,2
C15057,2010,水,2クール以上,2,2
C14633,2010,水,2クール以上,2,2
C16004,2010,水,2クール以上,2,2
C15460,2010,水,2クール以上,2,2
C16002,2010,水,2クール以上,2,2
C14819,2010,水,2クール以上,2,2
C15889,2010,水,2クール以上,2,2
C16003,2010,水,2クール以上,2,2
C16005,2010,水,2クール以上,2,2
C14660,2010,水,2クール以上,2,2
C14774,2010,水,2クール以上,2,2
C13756,2010,水,2クール以上,2,2
C13322,2010,水,2クール以上,2,2
C14808,2010,水,2クール以上,2,2
C15008,2010,水,2クール以上,2,2
C14645,2010,水,2クール以上,2,2
C15696,2010,水,2クール以上,2,2
C13560,2010,水,2クール以上,2,2
C14728,2010,水,2クール以上,2,2
C14929,2010,水,2クール以上,2,2
C14980,2010,水,2クール以上,2,2
C15478,2010,水,2クール以上,2,2
C15504,2010,水,2クール以上,2,2
C13905,2010,水,2クール以上,2,2
C13903,2010,水,2クール以上,2,2
C15495,2010,水,2クール以上,2,2
C13577,2010,水,2クール以上,2,2
C14720,2010,水,2クール以上,2,2
C15270,2010,水,2クール以上,2,2
C15087,2010,水,2クール以上,2,2
C14778,2010,水,2クール以上,2,2
C13780,2010,木,1クール以下,3,2
C13865,2010,木,1クール以下,3,2
C14942,2010,木,1クール以下,3,2
C15360,2010,木,1クール以下,3,2
C15570,2010,木,1クール以下,3,2
C15595,2010,木,1クール以下,3,2
C15597,2010,木,1クール以下,3,2
C16017,2010,木,1クール以下,3,2
C15783,2010,木,1クール以下,3,2
C14640,2010,木,1クール以下,3,2
C15671,2010,木,1クール以下,3,2
C14814,2010,木,1クール以下,3,2
C15779,2010,木,1クール以下,3,2
C15847,2010,木,1クール以下,3,2
C15758,2010,木,1クール以下,3,2
C14824,2010,木,1クール以下,3,2
C15713,2010,木,1クール以下,3,2
C16020,2010,木,1クール以下,3,2
C13803,2010,木,1クール以下,3,2
C13538,2010,木,1クール以下,3,2
C14015,2010,木,1クール以下,3,2
C14102,2010,木,1クール以下,3,2
C14702,2010,木,1クール以下,3,2
C14816,2010,木,1クール以下,3,2
C14858,2010,木,1クール以下,3,2
C14974,2010,木,1クール以下,3,2
C14978,2010,木,1クール以下,3,2
C14996,2010,木,1クール以下,3,2
C15051,2010,木,1クール以下,3,2
C15387,2010,木,1クール以下,3,2
C15432,2010,木,1クール以下,3,2
C15788,2010,木,1クール以下,3,2
C15862,2010,木,1クール以下,3,2
C16078,2010,木,1クール以下,3,2
C16176,2010,木,1クール以下,3,2
C15981,2010,木,1クール以下,3,2
C15894,2010,木,1クール以下,3,2
C12162,2010,木,1クール以下,3,2
C12245,2010,木,1クール以下,3,2
C12267,2010,木,1クール以下,3,2
C12297,2010,木,1クール以下,3,2
C13483,2010,木,1クール以下,3,2
C13490,2010,木,1クール以下,3,2
C13615,2010,木,1クール以下,3,2
C13794,2010,木,1クール以下,3,2
C13932,2010,木,1クール以下,3,2
C14104,2010,木,1クール以下,3,2
C14106,2010,木,1クール以下,3,2
C14108,2010,木,1クール以下,3,2
C14162,2010,木,1クール以下,3,2
C14788,2010,木,1クール以下,3,2
C14826,2010,木,1クール以下,3,2
C14835,2010,木,1クール以下,3,2
C14907,2010,木,1クール以下,3,2
C14922,2010,木,1クール以下,3,2
C14937,2010,木,1クール以下,3,2
C14972,2010,木,1クール以下,3,2
C15000,2010,木,1クール以下,3,2
C15003,2010,木,1クール以下,3,2
C15011,2010,木,1クール以下,3,2
C15063,2010,木,1クール以下,3,2
C15077,2010,木,1クール以下,3,2
C15085,2010,木,1クール以下,3,2
C15237,2010,木,1クール以下,3,2
C15382,2010,木,1クール以下,3,2
C15415,2010,木,1クール以下,3,2
C15422,2010,木,1クール以下,3,2
C15451,2010,木,1クール以下,3,2
C15457,2010,木,1クール以下,3,2
C15472,2010,木,1クール以下,3,2
C15482,2010,木,1クール以下,3,2
C15531,2010,木,1クール以下,3,2
C15554,2010,木,1クール以下,3,2
C15565,2010,木,1クール以下,3,2
C15663,2010,木,1クール以下,3,2
C15670,2010,木,1クール以下,3,2
C15687,2010,木,1クール以下,3,2
C15790,2010,木,1クール以下,3,2
C15791,2010,木,1クール以下,3,2
C15885,2010,木,1クール以下,3,2
C15890,2010,木,1クール以下,3,2
C15909,2010,木,1クール以下,3,2
C15940,2010,木,1クール以下,3,2
C15982,2010,木,1クール以下,3,2
C15983,2010,木,1クール以下,3,2
C16059,2010,木,1クール以下,3,2
C16063,2010,木,1クール以下,3,2
C16075,2010,木,1クール以下,3,2
C16220,2010,木,1クール以下,3,2
C15244,2010,木,1クール以下,3,2
C15408,2010,木,1クール以下,3,2
C12164,2010,木,1クール以下,3,2
C12166,2010,木,1クール以下,3,2
C13930,2010,木,1クール以下,3,2
C14021,2010,木,1クール以下,3,2
C14023,2010,木,1クール以下,3,2
C14079,2010,木,1クール以下,3,2
C14158,2010,木,1クール以下,3,2
C14170,2010,木,1クール以下,3,2
C14282,2010,木,1クール以下,3,2
C14665,2010,木,1クール以下,3,2
C14818,2010,木,1クール以下,3,2
C14827,2010,木,1クール以下,3,2
C14913,2010,木,1クール以下,3,2
C14975,2010,木,1クール以下,3,2
C15009,2010,木,1クール以下,3,2
C15401,2010,木,1クール以下,3,2
C15443,2010,木,1クール以下,3,2
C15789,2010,木,1クール以下,3,2
C15792,2010,木,1クール以下,3,2
C15883,2010,木,1クール以下,3,2
C15984,2010,木,1クール以下,3,2
C15985,2010,木,1クール以下,3,2
C15986,2010,木,1クール以下,3,2
C16031,2010,木,1クール以下,3,2
C16103,2010,木,1クール以下,3,2
C15284,2010,木,2クール以上,3,2
C13784,2010,木,2クール以上,3,2
C16029,2010,木,2クール以上,3,2
C16068,2010,木,2クール以上,3,2
C16060,2010,木,2クール以上,3,2
C14635,2010,木,2クール以上,3,2
C15439,2010,木,2クール以上,3,2
C16199,2010,木,2クール以上,3,2
C14830,2010,木,2クール以上,3,2
C15082,2010,木,2クール以上,3,2
C15236,2010,木,2クール以上,3,2
C15371,2010,木,2クール以上,3,2
C15389,2010,木,2クール以上,3,2
C16194,2010,木,2クール以上,3,2
C14780,2010,木,2クール以上,3,2
C12233,2010,木,2クール以上,3,2
C14717,2010,木,2クール以上,3,2
C15873,2010,木,2クール以上,3,2
C14666,2010,木,2クール以上,3,2
C14869,2010,木,2クール以上,3,2
C16052,2010,木,2クール以上,3,2
C15288,2010,木,2クール以上,3,2
C14811,2010,木,2クール以上,3,2
C14678,2010,木,2クール以上,3,2
C14848,2010,木,2クール以上,3,2
C16042,2010,木,2クール以上,3,2
C15993,2010,木,2クール以上,3,2
C16027,2010,木,2クール以上,3,2
C13774,2010,木,2クール以上,3,2
C15798,2010,木,2クール以上,3,2
C14019,2010,木,2クール以上,3,2
C14638,2010,木,2クール以上,3,2
C16024,2010,木,2クール以上,3,2
C14017,2010,木,2クール以上,3,2
C14977,2010,木,2クール以上,3,2
C13907,2010,木,2クール以上,3,2
C14791,2010,木,2クール以上,3,2
C13201,2010,木,2クール以上,3,2
C12655,2010,木,2クール以上,3,2
C14905,2010,木,2クール以上,3,2
C14710,2010,木,2クール以上,3,2
C15514,2010,木,2クール以上,3,2
C13622,2010,木,2クール以上,3,2
C13688,2010,金,1クール以下,4,2
C13718,2010,金,1クール以下,4,2
C14655,2010,金,1クール以下,4,2
C14934,2010,金,1クール以下,4,2
C15549,2010,金,1クール以下,4,2
C15589,2010,金,1クール以下,4,2
C15623,2010,金,1クール以下,4,2
C15656,2010,金,1クール以下,4,2
C15727,2010,金,1クール以下,4,2
C15755,2010,金,1クール以下,4,2
C15782,2010,金,1クール以下,4,2
C15878,2010,金,1クール以下,4,2
C13465,2010,金,1クール以下,4,2
C15404,2010,金,1クール以下,4,2
C14767,2010,金,1クール以下,4,2
C15915,2010,金,1クール以下,4,2
C16023,2010,金,1クール以下,4,2
C14976,2010,金,1クール以下,4,2
C15857,2010,金,1クール以下,4,2
C15858,2010,金,1クール以下,4,2
C15859,2010,金,1クール以下,4,2
C16021,2010,金,1クール以下,4,2
C15784,2010,金,1クール以下,4,2
C16019,2010,金,1クール以下,4,2
C13984,2010,金,1クール以下,4,2
C15027,2010,金,1クール以下,4,2
C15575,2010,金,1クール以下,4,2
C15794,2010,金,1クール以下,4,2
C14119,2010,金,1クール以下,4,2
C12211,2010,金,1クール以下,4,2
C14844,2010,金,1クール以下,4,2
C16018,2010,金,1クール以下,4,2
C13412,2010,金,1クール以下,4,2
C12265,2010,金,1クール以下,4,2
C13414,2010,金,1クール以下,4,2
C13607,2010,金,1クール以下,4,2
C13662,2010,金,1クール以下,4,2
C13667,2010,金,1クール以下,4,2
C14085,2010,金,1クール以下,4,2
C14790,2010,金,1クール以下,4,2
C14820,2010,金,1クール以下,4,2
C14834,2010,金,1クール以下,4,2
C14952,2010,金,1クール以下,4,2
C14982,2010,金,1クール以下,4,2
C15045,2010,金,1クール以下,4,2
C15088,2010,金,1クール以下,4,2
C15235,2010,金,1クール以下,4,2
C15375,2010,金,1クール以下,4,2
C15392,2010,金,1クール以下,4,2
C15674,2010,金,1クール以下,4,2
C15850,2010,金,1クール以下,4,2
C16015,2010,金,1クール以下,4,2
C16016,2010,金,1クール以下,4,2
C16054,2010,金,1クール以下,4,2
C16163,2010,金,1クール以下,4,2
C12172,2010,金,1クール以下,4,2
C14765,2010,金,1クール以下,4,2
C14966,2010,金,1クール以下,4,2
C12004,2010,金,1クール以下,4,2
C12156,2010,金,1クール以下,4,2
C12168,2010,金,1クール以下,4,2
C12263,2010,金,1クール以下,4,2
C12269,2010,金,1クール以下,4,2
C13481,2010,金,1クール以下,4,2
C13487,2010,金,1クール以下,4,2
C13547,2010,金,1クール以下,4,2
C13601,2010,金,1クール以下,4,2
C13611,2010,金,1クール以下,4,2
C13696,2010,金,1クール以下,4,2
C13713,2010,金,1クール以下,4,2
C13725,2010,金,1クール以下,4,2
C13727,2010,金,1クール以下,4,2
C13869,2010,金,1クール以下,4,2
C13873,2010,金,1クール以下,4,2
C13875,2010,金,1クール以下,4,2
C13936,2010,金,1クール以下,4,2
C13982,2010,金,1クール以下,4,2
C14087,2010,金,1クール以下,4,2
C14110,2010,金,1クール以下,4,2
C14117,2010,金,1クール以下,4,2
C14121,2010,金,1クール以下,4,2
C14164,2010,金,1クール以下,4,2
C14176,2010,金,1クール以下,4,2
C14178,2010,金,1クール以下,4,2
C14258,2010,金,1クール以下,4,2
C14280,2010,金,1クール以下,4,2
C14626,2010,金,1クール以下,4,2
C14663,2010,金,1クール以下,4,2
C14741,2010,金,1クール以下,4,2
C14742,2010,金,1クール以下,4,2
C14800,2010,金,1クール以下,4,2
C14810,2010,金,1クール以下,4,2
C14898,2010,金,1クール以下,4,2
C14955,2010,金,1クール以下,4,2
C14956,2010,金,1クール以下,4,2
C14969,2010,金,1クール以下,4,2
C14981,2010,金,1クール以下,4,2
C14983,2010,金,1クール以下,4,2
C14984,2010,金,1クール以下,4,2
C14986,2010,金,1クール以下,4,2
C15012,2010,金,1クール以下,4,2
C15061,2010,金,1クール以下,4,2
C15068,2010,金,1クール以下,4,2
C15080,2010,金,1クール以下,4,2
C15084,2010,金,1クール以下,4,2
C15384,2010,金,1クール以下,4,2
C15385,2010,金,1クール以下,4,2
C15414,2010,金,1クール以下,4,2
C15440,2010,金,1クール以下,4,2
C15452,2010,金,1クール以下,4,2
C15454,2010,金,1クール以下,4,2
C15461,2010,金,1クール以下,4,2
C15479,2010,金,1クール以下,4,2
C15487,2010,金,1クール以下,4,2
C15488,2010,金,1クール以下,4,2
C15558,2010,金,1クール以下,4,2
C15615,2010,金,1クール以下,4,2
C15627,2010,金,1クール以下,4,2
C15638,2010,金,1クール以下,4,2
C15690,2010,金,1クール以下,4,2
C15695,2010,金,1クール以下,4,2
C15801,2010,金,1クール以下,4,2
C15802,2010,金,1クール以下,4,2
C15808,2010,金,1クール以下,4,2
C15854,2010,金,1クール以下,4,2
C15855,2010,金,1クール以下,4,2
C15856,2010,金,1クール以下,4,2
C15870,2010,金,1クール以下,4,2
C15891,2010,金,1クール以下,4,2
C15893,2010,金,1クール以下,4,2
C15896,2010,金,1クール以下,4,2
C15905,2010,金,1クール以下,4,2
C15987,2010,金,1クール以下,4,2
C15988,2010,金,1クール以下,4,2
C15990,2010,金,1クール以下,4,2
C16076,2010,金,1クール以下,4,2
C16084,2010,金,1クール以下,4,2
C16087,2010,金,1クール以下,4,2
C16097,2010,金,1クール以下,4,2
C16111,2010,金,1クール以下,4,2
C16113,2010,金,1クール以下,4,2
C16115,2010,金,1クール以下,4,2
C16137,2010,金,1クール以下,4,2
C16142,2010,金,1クール以下,4,2
C16152,2010,金,1クール以下,4,2
C16160,2010,金,1クール以下,4,2
C16215,2010,金,1クール以下,4,2
C16007,2010,金,1クール以下,4,2
C12205,2010,金,1クール以下,4,2
C15463,2010,金,1クール以下,4,2
C12235,2010,金,1クール以下,4,2
C13570,2010,金,1クール以下,4,2
C13603,2010,金,1クール以下,4,2
C13620,2010,金,1クール以下,4,2
C13626,2010,金,1クール以下,4,2
C13694,2010,金,1クール以下,4,2
C13746,2010,金,1クール以下,4,2
C13792,2010,金,1クール以下,4,2
C13815,2010,金,1クール以下,4,2
C13934,2010,金,1クール以下,4,2
C13939,2010,金,1クール以下,4,2
C14025,2010,金,1クール以下,4,2
C14081,2010,金,1クール以下,4,2
C14083,2010,金,1クール以下,4,2
C14112,2010,金,1クール以下,4,2
C14168,2010,金,1クール以下,4,2
C14557,2010,金,1クール以下,4,2
C14711,2010,金,1クール以下,4,2
C14721,2010,金,1クール以下,4,2
C14724,2010,金,1クール以下,4,2
C14845,2010,金,1クール以下,4,2
C14854,2010,金,1クール以下,4,2
C14862,2010,金,1クール以下,4,2
C14870,2010,金,1クール以下,4,2
C14891,2010,金,1クール以下,4,2
C14894,2010,金,1クール以下,4,2
C14921,2010,金,1クール以下,4,2
C14932,2010,金,1クール以下,4,2
C14939,2010,金,1クール以下,4,2
C14944,2010,金,1クール以下,4,2
C14988,2010,金,1クール以下,4,2
C14992,2010,金,1クール以下,4,2
C15064,2010,金,1クール以下,4,2
C15071,2010,金,1クール以下,4,2
C15074,2010,金,1クール以下,4,2
C15233,2010,金,1クール以下,4,2
C15277,2010,金,1クール以下,4,2
C15279,2010,金,1クール以下,4,2
C15388,2010,金,1クール以下,4,2
C15402,2010,金,1クール以下,4,2
C15428,2010,金,1クール以下,4,2
C15445,2010,金,1クール以下,4,2
C15448,2010,金,1クール以下,4,2
C15469,2010,金,1クール以下,4,2
C15493,2010,金,1クール以下,4,2
C15509,2010,金,1クール以下,4,2
C15529,2010,金,1クール以下,4,2
C15634,2010,金,1クール以下,4,2
C15664,2010,金,1クール以下,4,2
C15691,2010,金,1クール以下,4,2
C15694,2010,金,1クール以下,4,2
C15803,2010,金,1クール以下,4,2
C15804,2010,金,1クール以下,4,2
C15805,2010,金,1クール以下,4,2
C15861,2010,金,1クール以下,4,2
C15867,2010,金,1クール以下,4,2
C15875,2010,金,1クール以下,4,2
C15989,2010,金,1クール以下,4,2
C15991,2010,金,1クール以下,4,2
C16086,2010,金,1クール以下,4,2
C16088,2010,金,1クール以下,4,2
C16098,2010,金,1クール以下,4,2
C16114,2010,金,1クール以下,4,2
C16128,2010,金,1クール以下,4,2
C16129,2010,金,1クール以下,4,2
C16191,2010,金,1クール以下,4,2
C14027,2010,金,1クール以下,4,2
C14802,2010,金,1クール以下,4,2
C15060,2010,金,1クール以下,4,2
C13194,2010,金,2クール以上,4,2
C13885,2010,金,2クール以上,4,2
C15240,2010,金,2クール以上,4,2
C15569,2010,金,2クール以上,4,2
C15769,2010,金,2クール以上,4,2
C15851,2010,金,2クール以上,4,2
C15911,2010,金,2クール以上,4,2
C14839,2010,金,2クール以上,4,2
C14558,2010,金,2クール以上,4,2
C15714,2010,金,2クール以上,4,2
C13879,2010,金,2クール以上,4,2
C15722,2010,金,2クール以上,4,2
C13473,2010,金,2クール以上,4,2
C15598,2010,金,2クール以上,4,2
C13682,2010,金,2クール以上,4,2
C13966,2010,金,2クール以上,4,2
C14142,2010,金,2クール以上,4,2
C14652,2010,金,2クール以上,4,2
C15395,2010,金,2クール以上,4,2
C16109,2010,金,2クール以上,4,2
C12170,2010,金,2クール以上,4,2
C12303,2010,金,2クール以上,4,2
C13650,2010,金,2クール以上,4,2
C13887,2010,金,2クール以上,4,2
C14525,2010,金,2クール以上,4,2
C14847,2010,金,2クール以上,4,2
C15766,2010,金,2クール以上,4,2
C12183,2010,金,2クール以上,4,2
C12237,2010,金,2クール以上,4,2
C12301,2010,金,2クール以上,4,2
C13459,2010,金,2クール以上,4,2
C13628,2010,金,2クール以上,4,2
C14029,2010,金,2クール以上,4,2
C14114,2010,金,2クール以上,4,2
C14829,2010,金,2クール以上,4,2
C14840,2010,金,2クール以上,4,2
C14855,2010,金,2クール以上,4,2
C15365,2010,金,2クール以上,4,2
C15470,2010,金,2クール以上,4,2
C15807,2010,金,2クール以上,4,2
C15863,2010,金,2クール以上,4,2
C16177,2010,金,2クール以上,4,2
C16204,2010,金,2クール以上,4,2
C15810,2010,金,2クール以上,4,2
C15050,2010,金,2クール以上,4,2
C14797,2010,金,2クール以上,4,2
C14150,2010,金,2クール以上,4,2
C15882,2010,金,2クール以上,4,2
C14659,2010,金,2クール以上,4,2
C16051,2010,金,2クール以上,4,2
C13722,2010,金,2クール以上,4,2
C14868,2010,金,2クール以上,4,2
C14146,2010,金,2クール以上,4,2
C15537,2010,金,2クール以上,4,2
C16025,2010,金,2クール以上,4,2
C14738,2010,金,2クール以上,4,2
C15781,2010,金,2クール以上,4,2
C15797,2010,金,2クール以上,4,2
C15620,2010,金,2クール以上,4,2
C13677,2010,金,2クール以上,4,2
C15525,2010,金,2クール以上,4,2
C14697,2010,金,2クール以上,4,2
C14683,2010,金,2クール以上,4,2
C15771,2010,金,2クール以上,4,2
C15520,2010,金,2クール以上,4,2
C14634,2010,金,2クール以上,4,2
C14708,2010,金,2クール以上,4,2
C14541,2010,金,2クール以上,4,2
C12231,2010,土,1クール以下,5,2
C14537,2010,土,1クール以下,5,2
C14890,2010,土,1クール以下,5,2
C15492,2010,土,1クール以下,5,2
C15560,2010,土,1クール以下,5,2
C15775,2010,土,1クール以下,5,2
C15786,2010,土,1クール以下,5,2
C15832,2010,土,1クール以下,5,2
C16050,2010,土,1クール以下,5,2
C16231,2010,土,1クール以下,5,2
C16236,2010,土,1クール以下,5,2
C15247,2010,土,1クール以下,5,2
C15684,2010,土,1クール以下,5,2
C16218,2010,土,1クール以下,5,2
C16227,2010,土,1クール以下,5,2
C14092,2010,土,1クール以下,5,2
C15607,2010,土,1クール以下,5,2
C14556,2010,土,1クール以下,5,2
C16034,2010,土,1クール以下,5,2
C15603,2010,土,1クール以下,5,2
C14786,2010,土,1クール以下,5,2
C14842,2010,土,1クール以下,5,2
C15730,2010,土,1クール以下,5,2
C14543,2010,土,1クール以下,5,2
C14545,2010,土,1クール以下,5,2
C14641,2010,土,1クール以下,5,2
C15361,2010,土,1クール以下,5,2
C14156,2010,土,1クール以下,5,2
C14910,2010,土,1クール以下,5,2
C14920,2010,土,1クール以下,5,2
C15021,2010,土,1クール以下,5,2
C15449,2010,土,1クール以下,5,2
C15628,2010,土,1クール以下,5,2
C15938,2010,土,1クール以下,5,2
C16072,2010,土,1クール以下,5,2
C16219,2010,土,1クール以下,5,2
C15073,2010,土,1クール以下,5,2
C15079,2010,土,1クール以下,5,2
C15688,2010,土,1クール以下,5,2
C12152,2010,土,1クール以下,5,2
C13461,2010,土,1クール以下,5,2
C13477,2010,土,1クール以下,5,2
C13520,2010,土,1クール以下,5,2
C13528,2010,土,1クール以下,5,2
C13609,2010,土,1クール以下,5,2
C13647,2010,土,1クール以下,5,2
C13665,2010,土,1クール以下,5,2
C13711,2010,土,1クール以下,5,2
C13853,2010,土,1クール以下,5,2
C13855,2010,土,1クール以下,5,2
C13941,2010,土,1クール以下,5,2
C14722,2010,土,1クール以下,5,2
C14744,2010,土,1クール以下,5,2
C14752,2010,土,1クール以下,5,2
C14758,2010,土,1クール以下,5,2
C14825,2010,土,1クール以下,5,2
C14902,2010,土,1クール以下,5,2
C14924,2010,土,1クール以下,5,2
C14950,2010,土,1クール以下,5,2
C14991,2010,土,1クール以下,5,2
C15032,2010,土,1クール以下,5,2
C15070,2010,土,1クール以下,5,2
C15370,2010,土,1クール以下,5,2
C15397,2010,土,1クール以下,5,2
C15405,2010,土,1クール以下,5,2
C15412,2010,土,1クール以下,5,2
C15416,2010,土,1クール以下,5,2
C15418,2010,土,1クール以下,5,2
C15425,2010,土,1クール以下,5,2
C15437,2010,土,1クール以下,5,2
C15483,2010,土,1クール以下,5,2
C15557,2010,土,1クール以下,5,2
C15563,2010,土,1クール以下,5,2
C15610,2010,土,1クール以下,5,2
C15630,2010,土,1クール以下,5,2
