"number","title","pageid","namespace","length","touched"
"198","名取将","170174","","5283","20221112063408"
"199","植木亨","1678587","","6849","20200713025236"
"200","木村拓哉","318991","","88968","20230220104413"
"201","白川周作","2122905","","16918","20220918123644"
"202","大山尚雄","1505143","","7605","20230126091625"
"203","佐藤永典","1766379","","24857","20230212055813"
"204","薬師寺順","2864408","","5661","20230205143014"
"205","入江健夫","2888049","","3910","20221016142527"
"206","滝田裕介","600176","","35752","20230101121646"
"207","肘岡拓朗","4670942","","3458","20221006015033"
"208","赤城進","989963","","24350","20230212205233"
"209","二見忠男","475314","","17549","20221019212327"
"210","塩野勝美","597873","","14026","20230109082849"
"211","山崎岳彦","2541622","","4877","20230108040753"
"212","佐藤正治_(声優)","181278","","92231","20230221071033"
"213","桐本拓哉","162708","","79761","20230212204129"
"214","石塚英彦","84940","","26850","20230202163105"
"215","大峰順二","3444501","","5514","20221219205300"
"216","立木文彦","115553","","158111","20230221064856"
"217","佐藤貴史","2241037","","38982","20230125112420"
"218","水谷貞雄","2670659","","2916","20220701143809"
"219","奥田啓人","268232","","21115","20230212214534"
"220","小竹達雄","2591930","","3307","20220706033910"
"221","辰巳努","805268","","4725","20230105221438"
"222","井上雄貴","3464707","","35813","20230218072717"
"223","永野広一","251735","","17617","20230103125517"
"224","合野琢真","1665203","","3813","20220208124302"
"225","大竹周作","2868892","","6780","20220720015358"
"226","増山佑輝","1608628","","1442","20140924031824"
"227","大塚剛央","3806648","","37400","20230222125735"
"228","有隅融","4285405","","8063","20230210133154"
"229","かとうかおる","953240","","2095","20210801074332"
"230","綿引勝彦","366216","","35273","20230207063751"
"231","益山武明","2845423","","40122","20230128100640"
"232","古川慎","2808085","","173302","20230217084800"
"233","千葉繁","273564","","152834","20230223190405"
"234","佐々木健_(声優)","988598","","27754","20220807151644"
"235","松方弘樹","74530","","84598","20230220100203"
"236","土岐隼一","3083949","","81698","20230215162833"
"237","堺雅人","90391","","54623","20230127142124"
"238","羽多野渉","154051","","210828","20230221004645"
"239","星野健一_(声優)","1940241","","9502","20230212210119"
"240","辻本耕志","3008068","","10818","20221010004530"
"241","小宅悠一","2825283","","2676","20200713030211"
"242","稲田徹","124567","","143323","20230212145717"
"243","冨田昌則","915629","","10403","20230210150710"
"244","有田洋之","220502","","5116","20230218001442"
"245","柴田秀勝","140316","","97826","20230213060224"
"246","根本幸多","910839","","15587","20220928181853"
"247","谷山紀章","111948","","156122","20230217135303"
"248","ジェフ・マニング","2035421","","5306","20220326234134"
"249","呉圭崇","1467132","","6560","20211210210834"
"250","雨宮弘樹","2051588","","3241","20221016142142"
"251","森直也","3480420","","971","20210804062358"
"252","藤村有弘","203908","","25111","20230113110856"
"253","醍醐貢介","2939803","","5135","20230109075758"
"254","高瀬哲朗","2929614","","6104","20230126085212"
"255","馬場徹","828321","","39313","20230209135317"
"256","田中進太郎","3616752","","9296","20230112115605"
"257","荘司勝也","3996449","","6067","20221114094111"
"258","弓家保則","4470282","","5231","20220605062420"
"259","林大地_(声優)","3503282","","22055","20230204161153"
"260","渋谷茂","265855","","21406","20230212090440"
"261","小柳基","1451605","","9830","20230221151947"
"262","一条和矢","30992","","50026","20230221105751"
"263","掛川公岳","1452454","","5161","20211128120126"
"264","江原実","4447492","","6243","20220725042708"
"265","中田雅之","468546","","14881","20220731082914"
"266","志田良太","4206990","","5949","20230221010235"
"267","デニス・フォルト","2282460","","2315","20220814014404"
"268","渡部俊樹","4535883","","8976","20221008143252"
"269","斎藤寛仁","2534093","","28812","20230212210434"
"270","をはり万造","984909","","11329","20220508164952"
"271","沢口友哉","2056042","","1860","20210917212341"
"272","三浦祥朗","152940","","41681","20230218085049"
"273","恩田清二郎","3303582","","20825","20221204092644"
"274","鵜澤秀行","1081956","","6364","20211121030530"
"275","岩田光央","496809","","75446","20230213114148"
"276","篠田節夫","1305860","","3625","20230207020210"
"277","辻智弘","3715483","","2421","20221112143016"
"278","鈴木貴征","2374280","","9537","20220610233939"
"279","林和良","2049626","","10217","20220812135233"
"280","青柳隆志","411406","","6958","20230208141820"
"281","山谷初男","430786","","34715","20230219125920"
"282","大海吾郎","1900442","","2326","20220204032937"
"283","小上裕通","406942","","12793","20230211085618"
"284","池田政典","124565","","30160","20230210161319"
"285","安部徹","1698306","","41661","20230121015525"
"286","加藤和夫","852592","","29530","20230217053050"
"287","鮎貝健","162207","","6285","20230126051106"
"288","苅谷俊介","565526","","26187","20221030131202"
"289","藤田安男","4114266","","1525","20220328085807"
"290","岩永悠平","4138483","","3728","20201105080832"
"291","新克利","608409","","18646","20230127052530"
"292","皇帝_(声優)","1036603","","15597","20211113162154"
"293","桜本昌弘","1584558","","3071","20221206113401"
"294","細井治","304306","","20237","20230108164454"
"295","花倉桔道","3439510","","18290","20230208145236"
"296","内田崇吉","2726575","","1303","20190307142755"
"297","浅野雅博","2925231","","7933","20220611152800"
"298","鈴木誠一_(声優)","785641","","5867","20220218003112"
"299","志垣太郎","413946","","29598","20230116181536"
"300","島田敏","82402","","130073","20230209020730"
"301","小林尚臣","1972542","","16899","20230209150533"
"302","橋爪功","171491","","60468","20230216220016"
"303","奥山敬人","2809388","","10005","20230205144502"
"304","吉成翔太郎","4453441","","4697","20220604032536"
"305","ゴブリン_(声優)","1540141","","11920","20230125125911"
"306","梶田大嗣","4019324","","9434","20230114165559"
"307","山野史人","269814","","51843","20230217232659"
"308","タニー山口","904905","","850","20221112044913"
"309","伊藤節生","3364104","","19033","20230216164437"
"310","尾上菊之助_(5代目)","172117","","20800","20230221150438"
"311","中村たかし","2943429","","6948","20220422142834"
"312","外崎友亮","3274503","","14976","20230129010237"
"313","伊藤龍","406931","","4201","20220719064146"
"314","米田直嗣","2956722","","4670","20211018212004"
"315","諸田和典","2613387","","5225","20220505153306"
"316","諏訪部順一","31008","","290003","20230223182608"
"317","小市慢太郎","204010","","34361","20221208102150"
"318","山内圭哉","257999","","26096","20230207211808"
"319","ケント・フリック","2659169","","5784","20220418055647"
"320","金田龍之介","584164","","26984","20221208094145"
"321","滝下毅","377500","","13853","20221006194801"
"322","久松保夫","664212","","25414","20230223141324"
"323","和田啓_(声優)","3239081","","5846","20220921014021"
"324","立岡耕造","2863294","","3748","20211129100625"
"325","西岡野人","2926362","","3463","20221204125940"
"326","星野貴紀","222610","","55956","20230223183736"
"327","森田成一","94158","","191777","20230221072706"
"328","吉本元喜","2863327","","6380","20220617163741"
"329","柳橋朋典","2949920","","3228","20230213220541"
"330","吉田拓真","4534826","","5027","20221014172828"
"331","程嶋しづマ","1172222","","20891","20230110174225"
"332","高倉大輝","3583271","","6255","20230122130957"
"333","バッキー木場","468211","","11119","20221219210958"
"334","泉田行夫","3793655","","4474","20201121222008"
"335","磯部弘","2161452","","20884","20221212001001"
"336","丁田政二郎","1928174","","3591","20220804001408"
"337","大泊貴揮","3572510","","23023","20230205100755"
"338","滝雅也","195999","","9447","20230219011155"
"339","佐久間大介","3212820","","20341","20230208080323"
"340","神保良介","4476991","","4211","20220122161922"
"341","佐藤俊輔","2767331","","3649","20211231082952"
"342","鈴木恭輔","1445637","","6406","20220925080003"
"343","土屋研二","2952934","","4077","20230205123527"
"344","富岡晃一郎","2355394","","13154","20230126091331"
"345","T.ラック","1293057","","2053","20211226015542"
"346","金子誠_(声優)","3566721","","14773","20230201175704"
"347","金森だいすけ","3191246","","4408","20221017043608"
"348","チャールズ・グラバー","2035528","","7268","20221230121604"
"349","矢嶋友和","2806638","","6290","20211216061152"
"350","小島敬介","2181276","","2940","20211210190340"
"351","辻井健吾","3946859","","16770","20230204101623"
"352","緒方敏也","3011147","","9448","20230220074028"
"353","神原大地","1135825","","30114","20230128094645"
"354","山中誠也","4489989","","10264","20220927034621"
"355","近田和生","475689","","11400","20220606144135"
"356","山端零","1959306","","5578","20230121115511"
"357","みのすけ","296525","","15224","20230220005641"
"358","地蔵堂武大","3994426","","8799","20230101071839"
"359","露木徳幸","4105788","","6411","20230215145939"
"360","石井マーク","3066431","","32696","20230223185231"
"361","永久勲雄","1669852","","2822","20211202081644"
"362","松田修平","3466539","","17065","20230221181103"
"363","宝田直人","2828568","","5739","20211209033507"
"364","丹宗立峰","1957336","","3334","20220612034426"
"365","原良丞","3720695","","4125","20230220140940"
"366","赤羽根健治","1556087","","82906","20230219111828"
"367","矢崎文也","1145408","","10374","20221208123030"
"368","粟根まこと","362608","","10607","20230213204341"
"369","福井信介","435040","","4436","20211209013046"
"370","山崎唯","867902","","9502","20230220101157"
"371","大仏見富士","4010936","","4261","20210811042516"
"372","吉川晃介","1597354","","4969","20220930120200"
"373","安西正弘","200130","","29673","20230221165222"
"374","橋本真也","108843","","60366","20230222074313"
"375","田中惇之","3396437","","11193","20230205141358"
"376","青山凌大","4669436","","4283","20221225120332"
"377","広瀬裕也","3264728","","41362","20230212143605"
"378","廣瀬大介","2540028","","38213","20230210200903"
"379","古田信幸","298719","","49440","20230216082603"
"380","渡部薫","1512245","","2055","20200702152629"
"381","油井昌由樹","1840691","","6873","20221227084713"
"382","宮里駿","1053696","","7189","20211231081808"
"383","天田俊明","294730","","14912","20230209071204"
"384","新恋","4556619","","5104","20230202150030"
"385","風見奏太","4352929","","4752","20230129163115"
"386","保志総一朗","18251","","171039","20230209142730"
"387","小瀬格","3120008","","20845","20230203015833"
"388","あったゆういち","2895454","","4446","20221206093713"
"389","比留間俊哉","3689175","","22661","20230128102703"
"390","曽我部和恭","128688","","53929","20230217124016"
"391","吉野裕行","137461","","149454","20230210092213"
"392","中野健治","742836","","4864","20210309102620"
"393","家弓家正","124978","","82809","20230223113422"
"394","外山誠二","2832236","","5559","20230126085024"
"395","長友達也","915613","","1833","20220522151338"
"396","折原秋良","4090190","","7616","20230130112416"
"397","林理幹","2045326","","1320","20140924043244"
"398","植田真介","2392510","","2941","20220603050920"
"399","山内雅人","6314","","27012","20230202220426"
"400","松平真之介","2590995","","4269","20211028171936"
"401","松橋登","848804","","27399","20230210102736"
"402","柴田恭兵","133972","","37754","20230121165758"
"403","斉木テツ","1604075","","6416","20230210164722"
"404","藤井つとむ","1354447","","4573","20220815043013"
"405","秋山純","413421","","10365","20230102154340"
"406","北村謙次","2136677","","12878","20220729050843"
"407","土屋トシヒデ","260156","","15421","20230211042119"
"408","浜崎貴司","538844","","20583","20221031141308"
"409","小杉十郎太","116506","","122448","20230212002650"
"410","安斉一博","1335403","","7547","20220704084451"
"411","八奈見乗児","94668","","97273","20230221072308"
"412","伊原農","4419015","","8377","20220611125409"
"413","氷河流_(声優)","1478884","","7934","20210827121220"
"414","文部おさむ","3071530","","2366","20211201122813"
"415","谷口節","192318","","67426","20220821184814"
"416","鷲田詩音","2372676","","2744","20230129180311"
"417","はせさん治","132893","","25991","20230210001900"
"418","畠山豪介","2934517","","13932","20230208114422"
"419","長門勇","583540","","31646","20230219125840"
"420","田村真","3518251","","21799","20230220115545"
"421","金田明夫","172185","","48259","20230213014821"
"422","髙嶺巌","2232662","","7895","20221211074919"
"423","原田大輔_(俳優)","2863305","","4437","20220614084006"
"424","中村哲_(俳優)","1161712","","10246","20221016123539"
"425","木下尚紀","910603","","7593","20220827110636"
"426","竹内想","2843153","","9082","20211206130704"
"427","杉山良一","3724060","","1305","20210407055436"
"428","山田寛人_(声優)","4355505","","14756","20230220164145"
"429","桜井翼","2821533","","2494","20211209052307"
"430","巧舟","933759","","7377","20230222160908"
"431","桑畑裕輔","2815789","","9496","20220616175147"
"432","臼杵寛","3374218","","10157","20220519153518"
"433","大林隆介","124987","","47047","20230203150717"
"434","園部啓一","134303","","47266","20230211054734"
"435","石川正明","1453611","","4404","20220711232851"
"436","石田博英_(俳優)","1429212","","1241","20210803234623"
"437","逢坂力","620652","","16716","20220917061859"
"438","今村一誌洋","3202201","","11316","20221001162011"
"439","松本惣己","4571877","","5061","20221127025228"
"440","風間勇刀","245263","","19457","20230126135418"
"441","石黒久也","1524862","","3919","20220817094032"
"442","大矢兼臣","912837","","22823","20220723152322"
"443","村田あつき","1934700","","2055","20221121162320"
"444","藤吉浩二","2035140","","10533","20230109092339"
"445","柴田創一郎","1464839","","7266","20230118154355"
"446","田中明生","2504151","","4948","20230126085502"
"447","井野優","4018360","","9910","20221025152722"
"448","星見陽介","3514639","","6340","20210410132837"
"449","坂本正吾","2219705","","5302","20220905222352"
"450","常田富士男","383059","","24886","20230219125847"
"451","祭大!","2484344","","3283","20200615081039"
"452","天野ユウ","1923545","","6446","20221209170947"
"453","橋本昌也","1621594","","3906","20220912121012"
"454","Taka-c","1470783","","3764","20230215095304"
"455","高梨謙吾","2508338","","28201","20230123165947"
"456","長竿蜜流","4100379","","4967","20220305063922"
"457","石森周斗","4324280","","3007","20220109143143"
"458","戸田皓久","4535676","","9666","20230209123417"
"459","市村正親","174781","","55566","20230213095638"
"460","ささきいさお","130317","","101202","20230219063018"
"461","藤城裕士","258881","","30128","20220905213618"
"462","峯暢也","935936","","9813","20211225221555"
"463","小宮山清","110519","","14684","20230219041049"
"464","南部雅一","2161763","","1606","20200818073438"
"465","野澤英義","4530485","","7215","20221022092313"
"466","加藤正之","151495","","30092","20230125132855"
"467","有働剛","3626687","","4832","20210915022919"
"468","村木藤志郎","2894687","","6283","20220223162807"
"469","鈴木壮麻","393838","","23590","20221214120043"
"470","山本耕一_(俳優)","99128","","10733","20221205094941"
"471","下出裕司","907856","","1057","20210801073117"
"472","加部亜門","1909046","","9971","20230120111736"
"473","石坂浩二","63757","","67388","20230223183452"
"474","高橋大輔_(声優)","3041247","","15152","20230218235809"
"475","柏崎隼史","4007773","","5838","20221213012124"
"476","石原凡","994739","","13381","20230219044202"
"477","福山廉士","890893","","9119","20230202133639"
"478","小林正寛","315504","","12988","20230107005637"
"479","音尾琢真","162049","","82513","20230222161122"
"480","北尾亘","2927413","","5063","20211219122112"
"481","宮崎吐夢","680482","","12471","20230118035452"
"482","坂井俊文","3110485","","2639","20211217105125"
"483","最上嗣生","208672","","55257","20230209220254"
"484","大倉孝二","213729","","36641","20230125171232"
"485","小林裕介","2903954","","117051","20230223173620"
"486","和崎俊哉","891979","","35827","20230207023614"
"487","吉田竜一","4216229","","3607","20221202084334"
"488","本田裕之","1064605","","10958","20230208172401"
"489","伝坂勉","1172594","","10276","20221011132632"
"490","金尾哲夫","272062","","90900","20230212204412"
"491","中田俊輔","3192869","","5694","20211210180324"
"492","真木駿一","3327595","","35589","20230223122746"
"493","千葉優輝","1074398","","7086","20230212205312"
"494","酒井りゅうのすけ","1614128","","2657","20190307144649"
"495","砂山哲英","2517520","","3903","20230209050922"
"496","荒木健太朗","942982","","29611","20230129185109"
"497","石原辰己","3085674","","11347","20230105172153"
"498","大西忠司","3726258","","1045","20210804152629"
"499","比嘉良介","4034371","","13553","20230219142356"
"500","大隈健太","2867417","","16208","20230107085608"
"501","実近順治","1455647","","2323","20220322135317"
"502","常泉忠通","901462","","10410","20221019204847"
"503","阪脩","139551","","87934","20230223123928"
"504","木村幌","1464623","","15947","20230216044843"
"505","神弘無","1654476","","4285","20221006034348"
"506","天月-あまつき-","3096864","","64982","20230215232922"
"507","徳森圭輔","3868211","","5651","20220414162502"
"508","剣持直明","2269504","","9908","20230213001031"
"509","坪井智浩","264499","","40721","20230122042516"
"510","吉崎亮太","1835118","","5430","20220604153907"
"511","菅谷勇","779869","","7375","20230214111004"
"512","菅生隆之","262593","","111903","20230220185504"
"513","篠原孝太朗","3278364","","19519","20230217152542"
"514","島よしのり","257248","","5159","20221031133532"
"515","西前忠久","193952","","22936","20230212064345"
"516","櫻庭裕士","4331017","","4534","20220614182832"
"517","大窪晶","2590645","","2793","20221013104000"
"518","久賀健治","1491471","","8145","20220806201850"
"519","菊池正美","125555","","47218","20230207075326"
"520","河村眞人","3387649","","25324","20220730171941"
"521","真白健太朗","4341662","","5589","20230206173636"
"522","田代隆秀","1427463","","4061","20191204142425"
"523","藤岡琢也","128262","","31979","20230220190438"
"524","ケンドーコバヤシ","152791","","57400","20230219071333"
"525","福山潤","4058852","","286760","20230223200816"
"526","正垣湊都","4489329","","5881","20220603145313"
"527","吉越拓矢","1390552","","4334","20230106131422"
"528","穂積隆信","133153","","55395","20230210061244"
"529","岩井伸平","1089908","","1517","20220703041922"
"530","渡部龍朗","1017125","","1463","20200702073231"
"531","木場ヨシユキ","2442651","","5166","20220803050038"
"532","濱岡敬祐","4007197","","12709","20230208140741"
"533","遠藤雅","1334654","","11218","20230212021632"
"534","鉄野正豊","798933","","8907","20220322153359"
"535","陣谷遥","3353781","","15352","20230215144940"
"536","永井孝則","1807693","","3266","20220712153405"
"537","池田純矢","1053711","","39058","20230130001142"
"538","山口キヨヒロ","1959759","","9099","20220809184820"
"539","梅田修一朗","4006744","","17128","20230221180548"
"540","篠原まさのり","344671","","7800","20230213052212"
"541","中村浩太郎","1053053","","37572","20230212205253"
"542","佐野史郎","106481","","80818","20230223005846"
"543","草彅剛","2813732","","197042","20230210045633"
"544","小川ゲン","3933786","","9277","20230122161845"
"545","山崎哲也_(俳優)","3845745","","7941","20220531002522"
"546","橋本さとし","208169","","28614","20230202162201"
"547","菊池英博_(声優)","704479","","11999","20221110134700"
"548","伊藤清人","4415022","","1837","20220217062231"
"549","車だん吉","112961","","15032","20230216062340"
"550","岡田吉弘_(俳優)","1398815","","14109","20230104132929"
"551","對馬芳哲","2739441","","8708","20221204200315"
"552","堀越富三郎","3294300","","17008","20230112093128"
"553","伊藤富美也","2863155","","10127","20221205165716"
"554","藤本隆行","337412","","13452","20220808142955"
"555","竹房敦司","1246811","","7048","20220322125846"
"556","古川登志夫","98200","","126542","20230221093918"
"557","朝倉崇","2138904","","1954","20230208170547"
"558","本郷淳","1823923","","8152","20221025035043"
"559","田島俊弥","2674020","","3401","20221116070400"
"560","西村晃","59071","","39947","20230217210352"
"561","瀧村直樹","3294295","","5232","20230122161132"
"562","長井新","4421319","","10427","20230210172044"
"563","栗田圭","1834431","","7996","20221221172756"
"564","神尾佑","1287012","","40503","20230126231754"
"565","田中和実","195407","","26593","20230125133449"
"566","佳月大人","1003964","","19528","20230120152600"
"567","おおしたこうた","1523682","","10846","20221214155535"
"568","細谷佳正","794513","","278593","20230220120407"
"569","風間秀郎","1722265","","4957","20220918075934"
