acid,acname,asid,n_ae,first_date,last_date,crtid,crtname
C9172,十二戦支爆烈エトレンジャー,C1749,39,1995-04-07,1996-01-26,ACRT01073,池田仁男
C9174,新機動戦記ガンダムW,C1750,49,1995-04-07,1996-03-29,ACRT00783,富野由悠季
C9174,新機動戦記ガンダムW,C1750,49,1995-04-07,1996-03-29,ACRT01173,矢立肇
C9176,スレイヤーズ,C1751,26,1995-04-07,1995-09-29,ACRT00150,あらいずみるい
C9176,スレイヤーズ,C1751,26,1995-04-07,1995-09-29,ACRT01187,神坂一
C9179,クマのプー太郎,C1754,90,1995-04-26,1996-03-29,ACRT00569,中川いさみ
C9207,赤ちゃんと僕,C1885,35,1996-07-11,1997-03-26,ACRT01235,羅川真里茂
C9213,はりもぐハーリー[第1期],C1892,80,1996-08-05,1996-11-22,ACRT00941,村上たかし
C9215,夢のクレヨン王国,C2017,70,1997-09-07,1999-01-31,ACRT01197,福永令三
C9217,マスターモスキートン'99,C1965,26,1997-09-30,1998-03-31,ACRT00137,あかほりさとる
C9217,マスターモスキートン'99,C1965,26,1997-09-30,1998-03-31,ACRT00230,ねぎしひろし
C9221,ハニ太郎です。,C2020,70,1997-10-06,1998-01-22,ACRT00654,前嶋昭人
C9223,ぼのぼの,C1491,48,1995-04-20,1996-03-28,ACRT00153,いがらしみきお
C9235,ナースエンジェルりりかSOS,C1779,35,1995-07-07,1996-03-08,ACRT01077,池野恋
C9235,ナースエンジェルりりかSOS,C1779,35,1995-07-07,1996-03-08,ACRT01201,秋元康
C9243,忍たま乱太郎[第3期],C1462,120,1995-10-02,1996-03-21,ACRT00813,尼子騒兵衛
C9245,爆れつハンター,C1787,26,1995-10-03,1996-03-26,ACRT00137,あかほりさとる
C9245,爆れつハンター,C1787,26,1995-10-03,1996-03-26,ACRT01244,臣士れい
C9247,モジャ公,C1788,74,1995-10-03,1997-03-31,ACRT01283,藤子・F・不二雄
C9249,新世紀エヴァンゲリオン,C1790,26,1995-10-04,1996-03-27,ACRT00037,GAINAX
C9251,闘魔鬼神伝ONI,C1791,25,1995-10-05,1996-03-21,ACRT00912,早川奈津子
C9251,闘魔鬼神伝ONI,C1791,25,1995-10-05,1996-03-21,ACRT01378,飯島健男
C9253,ドッカン! ロボ天どん,C1792,26,1995-10-05,1996-03-28,ACRT00414,タツノコプロ企画室
C9255,神秘の世界 エルハザード,C1819,26,1995-10-06,1996-03-29,ACRT00925,月村了衛
C9255,神秘の世界 エルハザード,C1819,26,1995-10-06,1996-03-29,ACRT00968,林宏樹
C9257,バーチャファイター[第1期],C1793,24,1995-10-09,1996-03-25,ACRT01349,鈴木裕
C9259,怪盗セイント・テール,C1794,43,1995-10-12,1996-09-12,ACRT01209,立川恵
C9277,ゲゲゲの鬼太郎[第4作],C1556,114,1996-01-07,1998-03-29,ACRT01049,水木しげる
C9279,爆走兄弟レッツ＆ゴー!!,C1847,52,1996-01-08,1996-12-30,ACRT00181,こしたてつひろ
C9281,バケツでごはん,C1848,20,1996-01-08,1996-06-24,ACRT01129,玖保キリコ
C9285,るろうに剣心―明治剣客浪漫譚―,C1850,105,1996-01-10,1998-09-08,ACRT00700,和月伸宏
C9287,名犬ラッシー,C1851,26,1996-01-14,1997-02-21,ACRT00314,エリク・ナイト
C9289,勇者指令ダグオン,C1852,48,1996-02-03,1997-01-25,ACRT01173,矢立肇
C9291,DRAGON BALL GT,C6852,66,1996-02-07,1997-11-19,ACRT01406,鳥山明
C9293,みどりのマキバオー,C1857,61,1996-03-02,1997-07-12,ACRT00214,つの丸
C9295,美少女戦士セーラームーン セーラースターズ,C1314,34,1996-03-09,1997-02-08,ACRT01039,武内直子
C9297,忍たま乱太郎[第4期],C1462,120,1996-04-01,1996-09-13,ACRT00813,尼子騒兵衛
C9299,天空のエスカフローネ,C1861,26,1996-04-02,1996-09-24,ACRT01083,河森正治
C9301,VS騎士ラムネ＆40 炎,C1047,26,1996-04-03,1996-09-25,ACRT00137,あかほりさとる
C9301,VS騎士ラムネ＆40 炎,C1047,26,1996-04-03,1996-09-25,ACRT00689,吉崎観音
C9303,はじめ人間 ゴン,C1862,117,1996-04-03,1997-01-22,ACRT00198,そのやましゅんじ
C9305,水色時代,C1863,47,1996-04-04,1997-02-27,ACRT00261,やぶうち優
C9307,機動新世紀ガンダムX,C1864,39,1996-04-05,1996-12-28,ACRT00783,富野由悠季
C9307,機動新世紀ガンダムX,C1864,39,1996-04-05,1996-12-28,ACRT01173,矢立肇
C9309,こどものおもちゃ,C1865,104,1996-04-05,1998-03-27,ACRT00810,小花美穂
C9311,スレイヤーズNEXT,C1751,26,1996-04-05,1996-09-27,ACRT00150,あらいずみるい
C9311,スレイヤーズNEXT,C1751,26,1996-04-05,1996-09-27,ACRT01187,神坂一
C9313,少年サンタの大冒険!,C1866,24,1996-04-06,1996-09-21,ACRT00518,ライマン・フランクボーム
C9315,B'T X,C1868,25,1996-04-06,1996-09-21,ACRT01326,車田正美
C9321,地獄先生ぬ～べ～,C1870,49,1996-04-13,1997-08-07,ACRT00838,岡野剛
C9321,地獄先生ぬ～べ～,C1870,49,1996-04-13,1997-08-07,ACRT01162,真倉翔
C9323,いじわるばあさん[新],C2212,92,1996-04-19,1997-06-13,ACRT01357,長谷川町子
C9346,家なき子レミ,C1894,23,1996-09-01,1997-03-23,ACRT00307,エクトル・マロ
C9348,花より男子,C1895,51,1996-09-08,1997-08-31,ACRT01188,神尾葉子
C9352,セイバーマリオネットJ,C1818,25,1996-10-01,1997-03-25,ACRT00137,あかほりさとる
C9352,セイバーマリオネットJ,C1818,25,1996-10-01,1997-03-25,ACRT00182,ことぶきつかさ
C9354,超者ライディーン,C3991,38,1996-10-02,1997-06-25,ACRT01173,矢立肇
C9354,超者ライディーン,C3991,38,1996-10-02,1997-06-25,ACRT01348,鈴木良武
C9356,エルフを狩るモノたち,C1898,12,1996-10-04,1996-12-20,ACRT01167,矢上裕
C9358,魔法少女プリティサミー,C1430,26,1996-10-04,1997-03-28,ACRT00968,林宏樹
C9360,きこちゃんすまいる,C1899,126,1996-10-05,1997-09-27,ACRT00859,布浦翼
C9362,逮捕しちゃうぞ[第1期],C1695,51,1996-10-05,1997-09-27,ACRT01287,藤島康介
C9366,わんころべえ,C1901,26,1996-10-06,1997-03-30,ACRT00147,あべゆりこ
C9380,爆走兄弟レッツ＆ゴー!! WGP,C1847,51,1997-01-06,1997-12-22,ACRT00181,こしたてつひろ
C9382,マッハGoGoGo[新],C1379,34,1997-01-09,1997-09-24,ACRT00696,吉田竜夫
C9384,EAT-MAN,C1970,12,1997-01-10,1997-03-28,ACRT00687,吉富昭仁
C9390,星方武侠 OUTLAW STAR. FUTURE HERO NEXT GENERATION,C2085,26,1998-01-09,1999-04-25,ACRT00607,伊東岳彦
C9390,星方武侠 OUTLAW STAR. FUTURE HERO NEXT GENERATION,C2085,26,1998-01-09,1999-04-25,ACRT01173,矢立肇
C9392,春庭家の3人目,C2086,45,1998-01-23,1998-03-26,ACRT00956,松井雪子
C9394,ヘリタコぷーちゃん,C2091,42,1998-02-14,1999-02-06,ACRT01225,笹木竹丸
C9398,Bビーダマン 爆外伝,C4093,48,1998-02-07,1999-01-31,ACRT00752,天野幹俊
C9398,Bビーダマン 爆外伝,C4093,48,1998-02-07,1999-01-31,ACRT01282,藤原茂樹
C9400,こっちむいてみい子,C2093,42,1998-02-14,1999-02-06,ACRT00171,おのえりこ
C9402,ふしぎ魔法ファンファンファーマシィー,C2094,48,1998-02-14,1999-02-06,ACRT00974,柏葉幸子
C9402,ふしぎ魔法ファンファンファーマシィー,C2094,48,1998-02-14,1999-02-06,ACRT01266,荒木慎司
C9404,銀河漂流バイファム13,C6737,26,1998-03-22,1998-10-04,ACRT00914,星山博之
C9404,銀河漂流バイファム13,C6737,26,1998-03-22,1998-10-04,ACRT01192,神田武幸
C9428,少女革命ウテナ,C1986,39,1997-04-02,1997-12-24,ACRT00456,ビーパパス
C9430,スーパーフィッシング グランダー武蔵,C1987,25,1997-04-02,1997-09-24,ACRT00218,てしろぎひろし
C9434,HAUNTED じゃんくしょん,C1990,12,1997-04-03,1997-06-26,ACRT00730,夢来島ねむ
C9436,MAZE★爆熱時空,C1950,25,1997-04-03,1997-09-25,ACRT00137,あかほりさとる
C9438,スレイヤーズTRY,C1751,26,1997-04-04,1997-09-26,ACRT00150,あらいずみるい
C9438,スレイヤーズTRY,C1751,26,1997-04-04,1997-09-26,ACRT01187,神坂一
C9440,はいぱーぽりす,C1991,25,1997-04-04,1997-09-26,ACRT00070,MEE（みいくん）
C9446,白鯨伝説,C1993,28,1997-04-04,1999-05-12,ACRT00650,出崎統
C9446,白鯨伝説,C1993,28,1997-04-04,1999-05-12,ACRT00939,杉野昭夫
C9450,中華一番,C1994,52,1997-04-27,1998-09-13,ACRT00795,小川悦司
C9464,CLAMP学園探偵団,C2002,26,1997-05-03,1997-10-25,ACRT00020,CLAMP
C9470,はれときどきぶた,C7057,62,1997-07-03,1998-09-29,ACRT01172,矢玉四郎
C9472,みすて❤ないで デイジー,C2008,12,1997-07-03,1997-09-18,ACRT01063,永野のりこ
C9476,あずみマンマ・ミーア,C2010,60,1997-07-07,1997-10-02,ACRT01256,若尾はるか
C9478,烈火の炎,C2012,42,1997-07-19,1998-07-10,ACRT00768,安西信行
C9483,エルフを狩るモノたち Ⅱ,C1898,12,1997-10-02,1997-12-25,ACRT01167,矢上裕
C9485,超魔神英雄伝ワタル,C7030,51,1997-10-02,1998-09-24,ACRT00596,井内秀治
C9485,超魔神英雄伝ワタル,C7030,51,1997-10-02,1998-09-24,ACRT00867,広井王子
C9485,超魔神英雄伝ワタル,C7030,51,1997-10-02,1998-09-24,ACRT01173,矢立肇
C9491,アニメ がんばれゴエモン,C1517,23,1997-10-04,1998-03-28,ACRT00060,KONAMI
C9493,剣風伝説ベルセルク,C2024,25,1997-10-08,1998-04-01,ACRT00553,三浦健太郎
C9495,深海伝説MEREMANOID,C2025,24,1997-10-09,1998-04-02,ACRT00788,寺田憲史
C9497,忍たま乱太郎[第5期],C1462,100,1997-10-06,1998-02-25,ACRT00813,尼子騒兵衛
C9499,フォーチュン・クエストL,C1548,26,1997-10-19,1998-05-24,ACRT01101,深沢美潮
C9499,フォーチュン・クエストL,C1548,26,1997-10-19,1998-05-24,ACRT01328,迎夏生
C9505,ドクタースランプ,C5379,93,1997-11-26,1999-09-22,ACRT01406,鳥山明
C9525,セクシーコマンドー外伝 すごいよ!! マサルさん,C2083,50,1998-01-06,1998-04-03,ACRT00164,うすた京介
C9527,爆走兄弟レッツ＆ゴー!! MAX,C1847,51,1998-01-05,1998-12-21,ACRT00181,こしたてつひろ
C9532,ぶぶチャチャ,C2259,26,1999-04-29,1999-11-25,ACRT00053,Iku
C9532,ぶぶチャチャ,C2259,26,1999-04-29,1999-11-25,ACRT00279,アミノテツロー
C9539,日本一の男の魂2,C2216,51,1999-05-04,1999-11-17,ACRT00704,喜国雅彦
C9543,SURF SIDE HIGH-SCHOOL,C2264,20,1999-06-01,1999-07-02,ACRT01112,澤井健
C9549,下級生,C1824,13,1999-07-02,1999-09-24,ACRT00315,エルフ
C9551,バーバパパ 世界をまわる,C3856,50,1999-07-05,1999-10-01,ACRT00278,アネット・チゾン
C9557,ブギーポップは 笑わない Boogiepop Phantom,C2355,13,2000-01-06,2000-03-23,ACRT00563,上遠野浩平
C9560,万能文化猫娘,C2084,12,1998-01-07,1998-03-25,ACRT01401,高田裕三
C9563,ふたり暮らし,C2108,36,1998-04-28,1998-06-30,ACRT00982,柿本ケンジロウ
C9576,火魅子伝,C2222,12,1999-01-07,1999-04-01,ACRT01247,舞阪洸
C9578,イケてる2人,C2224,16,1999-02-02,1999-02-26,ACRT00625,佐野タカシ
C9582,超発明BOYカニパン,C2225,21,1999-02-05,1999-06-25,ACRT00168,えん
C9592,Petshop of Horrors,C2232,4,1999-03-02,1999-03-23,ACRT01199,秋乃茉莉
C9600,ロードス島戦記 英雄騎士伝,C1119,27,1998-04-01,1998-09-30,ACRT00724,夏元雅人
C9600,ロードス島戦記 英雄騎士伝,C1119,27,1998-04-01,1998-09-30,ACRT01056,水野良
C9600,ロードス島戦記 英雄騎士伝,C1119,27,1998-04-01,1998-09-30,ACRT01158,百やしきれい
C9602,TRIGUN,C2110,26,1998-04-02,1998-10-01,ACRT00644,内藤泰弘
C9608,ロスト・ユニバース,C2113,26,1998-04-03,1998-09-25,ACRT01187,神坂一
C9608,ロスト・ユニバース,C2113,26,1998-04-03,1998-09-25,ACRT01239,義仲翔子
C9610,アキハバラ電脳組,C2114,26,1998-04-04,1998-09-26,ACRT00182,ことぶきつかさ
C9612,グランダー武蔵RV レボリューション,C1987,39,1998-04-04,1998-12-26,ACRT00217,てしろぎたかし
C9612,グランダー武蔵RV レボリューション,C1987,39,1998-04-04,1998-12-26,ACRT01292,藤本信行
C9614,たこやきマントマン,C2115,154,1998-04-04,1999-09-25,ACRT00575,中村泰敏
C9614,たこやきマントマン,C2115,154,1998-04-04,1999-09-25,ACRT01400,高田ひろお
C9616,遊☆戯☆王,C2116,27,1998-04-04,1998-10-10,ACRT01392,高橋和希
C9618,ひみつのアッコちゃん（第3作）,C1789,44,1998-04-05,1999-02-28,ACRT01322,赤塚不二夫
C9620,魔法のステージ ファンシーララ,C2117,26,1998-04-05,1998-09-27,ACRT00388,スタジオぴえろ
C9622,忍たま乱太郎[第6期],C1462,60,1998-04-06,1998-06-26,ACRT00813,尼子騒兵衛
C9624,ああっ女神さまっ 小っちゃいって事は便利だねっ,C1507,48,1998-04-06,1999-03-29,ACRT01287,藤島康介
C9626,アリスSOS,C2118,54,1998-04-06,1999-01-28,ACRT00564,中原涼
C9628,南海奇皇[第1期],C2119,24,1998-04-06,1998-09-28,ACRT00241,ぴえろ
C9628,南海奇皇[第1期],C2119,24,1998-04-06,1998-09-28,ACRT00481,ポニーキャニオン
C9628,南海奇皇[第1期],C2119,24,1998-04-06,1998-09-28,ACRT00924,會川昇
C9630,カードキャプターさくら,C2120,35,1998-04-07,1998-12-29,ACRT00020,CLAMP
C9632,サイレントメビウス,C1191,26,1998-04-07,1998-09-29,ACRT01412,麻宮騎亜
C9636,ブレンパワード,C2122,26,1998-04-08,1998-11-11,ACRT00783,富野由悠季
C9640,センチメンタル ジャーニー,C2125,12,1998-04-09,1998-07-02,ACRT00494,マーカス
C9640,センチメンタル ジャーニー,C2125,12,1998-04-09,1998-07-02,ACRT01208,窪田正義
C9646,頭文字D,C2127,26,1998-04-19,1998-12-06,ACRT00189,しげの秀一
C9654,浦安鉄筋家族,C2131,32,1998-07-01,1998-08-25,ACRT01088,浜岡賢次
C9658,影技 SHADOW SKILL,C1832,26,1998-07-03,1998-12-25,ACRT00835,岡田芽武
C9659,ポポロクロイス物語,C2155,25,1998-10-04,1999-03-28,ACRT01145,田森庸介
C9661,おじゃる丸,C2158,90,1998-10-05,1999-02-09,ACRT01123,犬丸りん
C9665,スーパードール★リカちゃん,C1140,52,1998-10-06,1999-09-28,ACRT00407,タカラ
C9667,セイバーマリオネットJ to X,C1818,25,1998-10-06,1999-03-30,ACRT00137,あかほりさとる
C9667,セイバーマリオネットJ to X,C1818,25,1998-10-06,1999-03-30,ACRT00182,ことぶきつかさ
C9669,聖ルミナス女学院,C2160,13,1998-10-06,1998-12-30,ACRT00788,寺田憲史
C9669,聖ルミナス女学院,C2160,13,1998-10-06,1998-12-30,ACRT01242,聖ルミナス女学院製作委員会
C9671,MASTER KEATON マスターキートン,C2161,24,1998-10-06,1999-03-30,ACRT00663,勝鹿北星
C9671,MASTER KEATON マスターキートン,C2161,24,1998-10-06,1999-03-30,ACRT01093,浦沢直樹
C9671,MASTER KEATON マスターキートン,C2161,24,1998-10-06,1999-03-30,ACRT01354,長崎尚志
C9673,LET'Sぬぷぬぷっ,C2162,16,1998-10-07,1998-11-03,ACRT00543,三ツ森あきら
C9675,快傑蒸気探偵団 TV ANIMATION SERIES,C2163,26,1998-10-07,1999-03-31,ACRT01412,麻宮騎亜
C9677,ジェネレイターガウル,C2164,12,1998-10-07,1998-12-23,ACRT00414,タツノコプロ企画室
C9679,EAT-MAN '98,C1970,12,1998-10-08,1998-12-24,ACRT00687,吉富昭仁
C9681,バブルガムクライシス TOKYO2040,C7069,24,1998-10-08,1999-04-01,ACRT00004,AIC
C9683,花さか天使テンテンくん,C2165,43,1998-10-10,1999-09-25,ACRT00805,小栗かずまた
C9685,デビルマンレディー,C2589,26,1998-10-11,1999-05-09,ACRT01059,永井豪
C9687,まもって守護月天!,C2166,22,1998-10-17,1999-04-03,ACRT00990,桜野みねね
C9689,どっきりドクター,C2167,27,1998-10-21,1999-08-10,ACRT01232,細野不二彦
C9699,超速スピナー,C2172,22,1998-11-30,1999-09-06,ACRT01032,橋口隆志
C9717,日本一の男の魂,C2216,48,1999-01-05,1999-07-16,ACRT00704,喜国雅彦
C9719,爆球連発!! スーパービーダマン,C2217,18,1999-01-04,1999-09-27,ACRT00604,今賀俊
C9720,逮捕しちゃうぞ[Special],C1695,20,1999-03-30,1999-09-25,ACRT01287,藤島康介
C9730,十兵衛ちゃん ラブリー眼帯の秘密,C2237,13,1999-04-06,1999-06-29,ACRT00485,マッドハウス
C9730,十兵衛ちゃん ラブリー眼帯の秘密,C2237,13,1999-04-06,1999-06-29,ACRT00735,大地丙太郎
C9736,ゴクドーくん漫遊記,C2239,26,1999-04-02,1999-09-24,ACRT00572,中村うさぎ
C9736,ゴクドーくん漫遊記,C2239,26,1999-04-02,1999-09-24,ACRT00985,桐嶋たける
C9738,To Heart,C2240,13,1999-04-02,1999-06-25,ACRT00272,アクアプラス
C9742,神八剣伝,C2242,26,1999-04-03,1999-09-25,ACRT00865,平野靖士
C9744,POWER STONE,C2243,26,1999-04-03,1999-09-25,ACRT00018,CAPCOM
C9750,それゆけ! 宇宙戦艦ヤマモト・ヨーコ,C1923,26,1999-04-04,1999-09-26,ACRT00870,庄司卓
C9752,おじゃる丸[第2期],C2158,90,1999-04-05,1999-11-26,ACRT01123,犬丸りん
C9758,エデンズボゥイ,C2249,26,1999-04-06,1999-09-28,ACRT00749,天王寺きつね
C9760,D4プリンセス,C2250,24,1999-04-06,1999-09-28,ACRT00674,原田将太郎
C9762,南海奇皇[第2期],C2119,25,1999-03-29,1999-09-28,ACRT00341,キャニオンミュージック
C9762,南海奇皇[第2期],C2119,25,1999-03-29,1999-09-28,ACRT00388,スタジオぴえろ
C9762,南海奇皇[第2期],C2119,25,1999-03-29,1999-09-28,ACRT00924,會川昇
C9764,星方天使エンジェル リンクス,C2251,13,1999-04-07,1999-06-30,ACRT00607,伊東岳彦
C9764,星方天使エンジェル リンクス,C2251,13,1999-04-07,1999-06-30,ACRT01173,矢立肇
C9766,天使になるもんっ!,C2252,26,1999-04-07,1999-09-29,ACRT00044,HEAVENPROJECT
C9766,天使になるもんっ!,C2252,26,1999-04-07,1999-09-29,ACRT00388,スタジオぴえろ
C9766,天使になるもんっ!,C2252,26,1999-04-07,1999-09-29,ACRT00449,バンダイビジュアル
C9770,デュアル! ぱられルンルン物語,C2254,13,1999-04-08,1999-07-01,ACRT00996,梶島正樹
C9772,コレクター・ユイ[第1期],C2255,26,1999-04-09,1999-10-15,ACRT01412,麻宮騎亜
C9784,パパと踊ろう,C2277,27,1999-07-06,1999-07-30,ACRT00711,地下沢中也
C9786,魔法使いTai!,C1941,13,1999-07-07,1999-10-06,ACRT00428,トライアングルスタッフ
C9804,COLORFUL,C2287,15,1999-09-07,1999-10-01,ACRT00845,岸虎次郎
C9806,アレクサンダー戦記［合作］,C2288,13,1999-09-15,1999-09-18,ACRT01264,荒俣宏
C9818,イッパツ危機娘,C2294,16,1999-10-05,1999-10-29,ACRT00675,原田重光
C9857,いつも心に太陽を!,C2310,18,1999-11-02,1999-11-26,ACRT00704,喜国雅彦
C9885,風まかせ 月影蘭,C2359,13,2000-01-26,2000-04-19,ACRT00735,大地丙太郎
C9887,OH! スーパーミルクちゃん,C2130,12,2000-01-27,2000-04-13,ACRT01138,田中秀幸
C9909,ファーブル先生は 名探偵,C2371,26,2000-04-11,2000-10-17,ACRT00288,アンリ・ファーブル
C9909,ファーブル先生は 名探偵,C2371,26,2000-04-11,2000-10-17,ACRT00573,中村修
C9915,NieA_7 domestic poor@nimation,C2374,13,2000-04-26,2000-07-19,ACRT01420,ＪＫ
C9923,GATE KEEPERS,C2376,24,2000-04-03,2000-09-18,ACRT00818,山口宏
C9923,GATE KEEPERS,C2376,24,2000-04-03,2000-09-18,ACRT01419,ＤＧ＋
C9946,タイムボカン2000 怪盗 きらめき マン,C3412,26,2000-04-05,2000-09-27,ACRT00411,タツノコプロ
C9950,陽だまりの樹,C2382,25,2000-04-05,2000-09-20,ACRT00894,手塚治虫
C9954,BOYS BE…,C2383,13,2000-04-11,2000-07-04,ACRT00295,イタバシマサヒロ
C9954,BOYS BE…,C2383,13,2000-04-11,2000-07-04,ACRT01128,玉越博幸
C9958,星界の戦旗,C2219,15,2000-04-07,2000-07-14,ACRT01003,森岡浩之
C9966,妖しのセレス,C2386,24,2000-04-20,2000-09-28,ACRT01104,渡瀬悠宇
C9975,HAND MAiD May,C2392,10,2000-07-26,2000-09-27,ACRT01208,窪田正義
C9983,Di Gi Charat サマースペシャル 20*0*0*,C2313,4,2000-08-22,2000-08-23,ACRT00351,コゲどんぼ
