acid,acname,asid,n_ae,first_date,last_date,actid,actname,wiki_size,gender
C12571,金色のコルダ ～primo passo～,C3890,25,2006-10-02,2007-03-26,ACT00839,佐藤朱,18118.0,female
C12571,金色のコルダ ～primo passo～,C3890,25,2006-10-02,2007-03-26,ACT01337,増田ゆき,28634.0,female
C12571,金色のコルダ ～primo passo～,C3890,25,2006-10-02,2007-03-26,ACT07428,森田成一,191777.0,male
C12571,金色のコルダ ～primo passo～,C3890,25,2006-10-02,2007-03-26,ACT03102,水橋かおり,132220.0,female
C12571,金色のコルダ ～primo passo～,C3890,25,2006-10-02,2007-03-26,ACT08029,石川英郎,71407.0,male
C12571,金色のコルダ ～primo passo～,C3890,25,2006-10-02,2007-03-26,ACT08090,福山潤,286760.0,male
C12571,金色のコルダ ～primo passo～,C3890,25,2006-10-02,2007-03-26,ACT08521,谷山紀章,156122.0,male
C12571,金色のコルダ ～primo passo～,C3890,25,2006-10-02,2007-03-26,ACT04921,高木礼子,23232.0,female
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25,ACT05288,三宅淳一,16930.0,male
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25,ACT01259,國府田マリ子,75172.0,female
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25,ACT06418,宮田幸季,96351.0,male
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25,ACT06737,岡本寛志,29600.0,male
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25,ACT07428,森田成一,191777.0,male
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25,ACT08029,石川英郎,71407.0,male
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25,ACT08236,置鮎龍太郎,208838.0,male
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25,ACT08336,菅沼久義,55476.0,male
C12573,Marginal Prince ─月桂樹の王子達─,C3891,13,2006-10-02,2006-12-25,ACT08590,遊佐浩二,130743.0,male
C12575,ウサハナ 夢みるバレリーナ,C3892,7,2006-10-03,2006-12-26,ACT02270,成田紗矢香,18653.0,female
C12575,ウサハナ 夢みるバレリーナ,C3892,7,2006-10-03,2006-12-26,ACT02974,椎名へきる,66187.0,female
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT05287,三宅健太,155933.0,male
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT00748,伊藤静,196877.0,female
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT01766,小林沙苗,99085.0,female
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT06577,小西克幸,226715.0,male
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT07211,東地宏樹,114095.0,male
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT07418,森川智之,360890.0,male
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT07515,櫻井孝宏,325313.0,male
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT03341,清水愛,69620.0,female
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT07768,滝口順平,64608.0,male
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT08236,置鮎龍太郎,208838.0,male
C12577,D.Gray-man,C3893,103,2006-10-03,2008-09-30,ACT04424,豊口めぐみ,130318.0,female
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT05373,中尾良平,17426.0,male
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT00655,井口裕香,168045.0,female
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT05842,勝杏里,56933.0,male
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT01170,吉川友,70918.0,female
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT06001,吉野裕行,149454.0,male
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT06424,宮野真守,302282.0,male
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT02227,後藤沙緒里,71720.0,female
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT03341,清水愛,69620.0,female
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT03482,牧島有希,12479.0,female
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT03692,矢作紗友里,76905.0,female
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT04326,藤田咲,104302.0,female
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT08754,長嶝高士,69726.0,male
C12579,ときめき メモリアル Only Love,C2330,25,2006-10-03,2007-03-27,ACT08950,高橋広樹,168807.0,male
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18,ACT00640,井上喜久子,241858.0,female
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18,ACT01085,南見ちはる,3353.0,female
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18,ACT06334,子安武人,253119.0,male
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18,ACT01943,山本麻里安,43377.0,female
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18,ACT02194,庄司宇芽香,42671.0,female
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18,ACT03144,永井真衣,10258.0,female
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18,ACT04011,綱掛裕美,6356.0,female
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18,ACT08876,飛田展男,138303.0,male
C12581,パンプキン・シザーズ 帝国陸軍情報部第3課,C3894,24,2006-10-03,2007-03-18,ACT08907,高城元気,24625.0,male
C12583,BLACK LAGOON The Second Barrage,C3854,12,2006-10-03,2006-12-19,ACT05615,佐々木勝彦,55681.0,male
C12583,BLACK LAGOON The Second Barrage,C3854,12,2006-10-03,2006-12-19,ACT01073,南央美,43741.0,female
C12583,BLACK LAGOON The Second Barrage,C3854,12,2006-10-03,2006-12-19,ACT02860,桑島法子,154671.0,female
C12583,BLACK LAGOON The Second Barrage,C3854,12,2006-10-03,2006-12-19,ACT07387,梁田清之,76827.0,male
C12583,BLACK LAGOON The Second Barrage,C3854,12,2006-10-03,2006-12-19,ACT04609,金田朋子,83741.0,female
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19,ACT00455,中原麻衣,170568.0,female
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19,ACT02092,川崎恵理子,14902.0,female
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19,ACT02103,川澄綾子,190814.0,female
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19,ACT02230,後藤邑子,92441.0,female
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19,ACT02834,桃井はるこ,153584.0,female
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19,ACT03913,竹間千ノ美,6082.0,female
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19,ACT04146,茅原実里,215136.0,female
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19,ACT08325,荻原秀樹,40696.0,male
C12585,らぶドル Lovely Idol,C3895,12,2006-10-03,2006-12-19,ACT04563,野川さくら,84124.0,female
C12587,ゴースト ハント,C3896,25,2006-10-04,2007-03-28,ACT01207,名塚佳織,154078.0,female
C12587,ゴースト ハント,C3896,25,2006-10-04,2007-03-28,ACT06733,岡本信彦,283870.0,male
C12587,ゴースト ハント,C3896,25,2006-10-04,2007-03-28,ACT06986,成田剣,86696.0,male
C12587,ゴースト ハント,C3896,25,2006-10-04,2007-03-28,ACT07654,泰勇気,42081.0,male
C12587,ゴースト ハント,C3896,25,2006-10-04,2007-03-28,ACT07684,浜田賢二,102077.0,male
C12587,ゴースト ハント,C3896,25,2006-10-04,2007-03-28,ACT04613,釘宮理恵,302690.0,female
C12587,ゴースト ハント,C3896,25,2006-10-04,2007-03-28,ACT04643,鈴木真仁,34875.0,female
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28,ACT01766,小林沙苗,99085.0,female
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28,ACT06577,小西克幸,226715.0,male
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28,ACT07418,森川智之,360890.0,male
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28,ACT03595,甲斐田ゆき,55738.0,female
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28,ACT08046,石田彰,280140.0,male
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28,ACT04586,野田順子,151589.0,female
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28,ACT08783,関俊彦,180371.0,male
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28,ACT08950,高橋広樹,168807.0,male
C12589,少年陰陽師,C3897,26,2006-10-04,2007-03-28,ACT09014,麦人,133673.0,male
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT00139,さとうあい,46036.0,female
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT05761,内田直哉,98323.0,male
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT05769,内藤玲,24035.0,male
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT06424,宮野真守,302282.0,male
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT06527,小林清志,151665.0,male
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT06633,山口勝平,171251.0,male
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT02115,工藤晴香,35383.0,female
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT07125,木内秀信,51168.0,male
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT02686,松井菜桜子,78962.0,female
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT08029,石川英郎,71407.0,male
C12591,DEATH NOTE,C3898,39,2006-10-04,2007-06-27,ACT08390,藤原啓治,203368.0,male
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT00130,こやまきみこ,46014.0,female
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT05264,ワタナベシンイチ,16594.0,male
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT00455,中原麻衣,170568.0,female
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT00693,今野宏美,39472.0,female
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT06627,山内悠椰,2366.0,male
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT07175,杉田智和,330195.0,male
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT07404,森久保祥太郎,202836.0,male
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT03185,江里夏,8326.0,female
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT03463,熊谷ニーナ,11140.0,female
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT08641,野島裕史,77486.0,male
C12593,ヤマトナデシコ七変化❤,C3899,25,2006-10-04,2007-03-28,ACT04897,高口幸子,11556.0,female
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14,ACT01064,升望,21978.0,female
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14,ACT06334,子安武人,253119.0,male
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14,ACT01651,富坂晶,9176.0,female
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14,ACT01888,山口立花子,51430.0,female
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14,ACT02359,新谷良子,73259.0,female
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14,ACT03209,沢城みゆき,354094.0,female
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14,ACT03812,福圓美里,120822.0,female
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14,ACT04458,辻あゆみ,28760.0,female
C12595,RED GARDEN,C3901,22,2006-10-04,2007-03-14,ACT08574,近藤隆,149139.0,male
C12597,銀河鉄道物語 ～永遠への分岐点～,C4312,24,2006-10-05,2007-03-29,ACT00052,あかいとまと,3288.0,female
C12597,銀河鉄道物語 ～永遠への分岐点～,C4312,24,2006-10-05,2007-03-29,ACT06220,大塚明夫,328094.0,male
C12597,銀河鉄道物語 ～永遠への分岐点～,C4312,24,2006-10-05,2007-03-29,ACT06409,宮林康,7511.0,male
C12597,銀河鉄道物語 ～永遠への分岐点～,C4312,24,2006-10-05,2007-03-29,ACT03689,真田アサミ,51070.0,female
C12597,銀河鉄道物語 ～永遠への分岐点～,C4312,24,2006-10-05,2007-03-29,ACT07985,矢薙直樹,12527.0,male
C12597,銀河鉄道物語 ～永遠への分岐点～,C4312,24,2006-10-05,2007-03-29,ACT08046,石田彰,280140.0,male
C12597,銀河鉄道物語 ～永遠への分岐点～,C4312,24,2006-10-05,2007-03-29,ACT08226,緑川光,231169.0,male
C12597,銀河鉄道物語 ～永遠への分岐点～,C4312,24,2006-10-05,2007-03-29,ACT04650,鈴木菜穂子,8523.0,female
C12599,人造昆虫カブトボーグVxV,C3902,52,2006-10-05,2007-10-11,ACT00371,三橋加奈子,18577.0,female
C12599,人造昆虫カブトボーグVxV,C3902,52,2006-10-05,2007-10-11,ACT00664,井関佳子,6509.0,female
C12599,人造昆虫カブトボーグVxV,C3902,52,2006-10-05,2007-10-11,ACT05797,前田剛,32035.0,male
C12599,人造昆虫カブトボーグVxV,C3902,52,2006-10-05,2007-10-11,ACT01598,宍戸留美,52503.0,female
C12599,人造昆虫カブトボーグVxV,C3902,52,2006-10-05,2007-10-11,ACT01671,寺崎裕香,58501.0,female
C12599,人造昆虫カブトボーグVxV,C3902,52,2006-10-05,2007-10-11,ACT07238,松山鷹志,60250.0,male
C12599,人造昆虫カブトボーグVxV,C3902,52,2006-10-05,2007-10-11,ACT03711,知桐京子,7422.0,female
C12599,人造昆虫カブトボーグVxV,C3902,52,2006-10-05,2007-10-11,ACT08535,豊永利行,146689.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT05298,三木眞一郎,216561.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT00953,冬馬由美,88982.0,female
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT06118,堀内賢雄,210229.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT06124,堀川仁,25610.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT02025,岩男潤子,79442.0,female
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT02137,平井理子,11313.0,female
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT07175,杉田智和,330195.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT07339,柴田秀勝,97826.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT07418,森川智之,360890.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT03120,水谷優子,81038.0,female
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT07711,清川元夢,61580.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT07853,田中大文,17354.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT07855,田中完,21098.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT08236,置鮎龍太郎,208838.0,male
C12601,スーパーロボット大戦 OG -ディバイン・ウォーズ-,C3903,26,2006-10-05,2007-03-29,ACT04954,高橋美佳子,76778.0,female
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT05139,てらそままさき,116714.0,male
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT00589,久川綾,107659.0,female
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT05684,佐藤雄大,11376.0,male
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT01392,大原さやか,189302.0,female
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT06300,天田益男,56688.0,male
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT06653,山寺宏一,313661.0,male
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT07099,有本欽隆,90568.0,male
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT07387,梁田清之,76827.0,male
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT07452,楠大典,123764.0,male
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT07611,池田勝,103015.0,male
C12603,蒼天の拳,C6792,22,2006-10-05,2007-03-15,ACT08106,秋元羊介,127323.0,male
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29,ACT00434,下屋則子,50272.0,female
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29,ACT06053,園部好徳,16172.0,male
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29,ACT02171,平野綾,140766.0,female
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29,ACT02785,柚木涼香,116872.0,female
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29,ACT07592,江原正士,314490.0,male
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29,ACT07965,真殿光昭,76049.0,male
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29,ACT08090,福山潤,286760.0,male
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29,ACT08569,近藤孝行,64442.0,male
C12605,武装錬金,C3904,26,2006-10-05,2007-03-29,ACT08873,風間勇刀,19457.0,male
C12607,夜明け前より瑠璃色な ─Crescent Love─,C3905,12,2006-10-05,2006-12-21,ACT00748,伊藤静,196877.0,female
C12607,夜明け前より瑠璃色な ─Crescent Love─,C3905,12,2006-10-05,2006-12-21,ACT05891,千葉進歩,70816.0,male
C12607,夜明け前より瑠璃色な ─Crescent Love─,C3905,12,2006-10-05,2006-12-21,ACT03139,氷青,47382.0,female
C12607,夜明け前より瑠璃色な ─Crescent Love─,C3905,12,2006-10-05,2006-12-21,ACT03284,浅川悠,87696.0,female
C12607,夜明け前より瑠璃色な ─Crescent Love─,C3905,12,2006-10-05,2006-12-21,ACT03514,生天目仁美,104701.0,female
C12607,夜明け前より瑠璃色な ─Crescent Love─,C3905,12,2006-10-05,2006-12-21,ACT08574,近藤隆,149139.0,male
C12607,夜明け前より瑠璃色な ─Crescent Love─,C3905,12,2006-10-05,2006-12-21,ACT04546,野々瀬ミオ,2973.0,female
C12607,夜明け前より瑠璃色な ─Crescent Love─,C3905,12,2006-10-05,2006-12-21,ACT05056,黒河奈美,26209.0,female
C12609,あさって の方向。,C3906,12,2006-10-06,2006-12-22,ACT00748,伊藤静,196877.0,female
C12609,あさって の方向。,C3906,12,2006-10-06,2006-12-22,ACT06069,土門仁,12917.0,male
C12609,あさって の方向。,C3906,12,2006-10-06,2006-12-22,ACT01798,小清水亜美,181625.0,female
C12609,あさって の方向。,C3906,12,2006-10-06,2006-12-22,ACT07064,日野聡,185118.0,male
C12609,あさって の方向。,C3906,12,2006-10-06,2006-12-22,ACT03381,渡辺明乃,78630.0,female
C12609,あさって の方向。,C3906,12,2006-10-06,2006-12-22,ACT04311,藤村歩,77278.0,female
C12609,あさって の方向。,C3906,12,2006-10-06,2006-12-22,ACT08447,西前忠久,22936.0,male
C12609,あさって の方向。,C3906,12,2006-10-06,2006-12-22,ACT08646,野村勝人,7081.0,male
C12612,魔法食堂チャラポンタン,C3924,13,2006-11-01,2006-11-30,ACT06471,小山力也,183982.0,male
C12612,魔法食堂チャラポンタン,C3924,13,2006-11-01,2006-11-30,ACT06828,川中子雅人,17302.0,male
C12612,魔法食堂チャラポンタン,C3924,13,2006-11-01,2006-11-30,ACT02295,折笠愛,91307.0,female
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT00247,ゆかな,123558.0,female
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT05432,中田譲治,139946.0,male
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT05699,保志総一朗,171039.0,male
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT02103,川澄綾子,190814.0,female
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT02737,松来未祐,93537.0,female
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT04092,花井なお,7797.0,female
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT08521,谷山紀章,156122.0,male
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT08574,近藤隆,149139.0,male
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT04554,野中藍,90263.0,female
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT08748,長克巳,38122.0,male
C12614,奏光のストレイン,C3925,13,2006-11-02,2007-02-15,ACT09014,麦人,133673.0,male
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18,ACT05287,三宅健太,155933.0,male
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18,ACT05298,三木眞一郎,216561.0,male
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18,ACT05846,勝矢,23547.0,male
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18,ACT01753,小林ゆう,192664.0,female
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18,ACT06970,志村知幸,77491.0,male
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18,ACT07547,水島大宙,69375.0,male
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18,ACT07692,浪川大輔,284320.0,male
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18,ACT08257,腹筋善之介,4335.0,male
C12616,TOKYO TRIBE 2,C3926,13,2006-11-12,2007-02-18,ACT08613,郷里大輔,130133.0,male
C12618,RGB ADVENTURE,C3927,10,2006-11-05,2007-01-21,ACT00418,上田愛美,18292.0,female
C12618,RGB ADVENTURE,C3927,10,2006-11-05,2007-01-21,ACT00642,井上奈々子,5493.0,female
C12618,RGB ADVENTURE,C3927,10,2006-11-05,2007-01-21,ACT05561,伊丸岡篤,56854.0,male
C12618,RGB ADVENTURE,C3927,10,2006-11-05,2007-01-21,ACT01837,小野涼子,32525.0,female
C12618,RGB ADVENTURE,C3927,10,2006-11-05,2007-01-21,ACT07032,斧アツシ,33422.0,male
C12618,RGB ADVENTURE,C3927,10,2006-11-05,2007-01-21,ACT04110,花村怜美,14014.0,female
C12618,RGB ADVENTURE,C3927,10,2006-11-05,2007-01-21,ACT08370,葛城政典,3303.0,male
C12620,うっかりペネロペ,C3928,26,2006-11-20,2006-12-25,ACT00640,井上喜久子,241858.0,female
C12620,うっかりペネロペ,C3928,26,2006-11-20,2006-12-25,ACT01768,小林由美子,64535.0,female
C12620,うっかりペネロペ,C3928,26,2006-11-20,2006-12-25,ACT06637,山口太郎,24932.0,male
C12620,うっかりペネロペ,C3928,26,2006-11-20,2006-12-25,ACT02704,松岡由貴,72206.0,female
C12620,うっかりペネロペ,C3928,26,2006-11-20,2006-12-25,ACT03381,渡辺明乃,78630.0,female
C12620,うっかりペネロペ,C3928,26,2006-11-20,2006-12-25,ACT04073,能登麻美子,204373.0,female
C12620,うっかりペネロペ,C3928,26,2006-11-20,2006-12-25,ACT04954,高橋美佳子,76778.0,female
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31,ACT05864,北村弘一,69572.0,male
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31,ACT01476,大野エリ,5506.0,female
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31,ACT01740,小暮英麻,22751.0,female
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31,ACT03582,田畑ゆり,5313.0,female
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31,ACT08206,納谷六朗,120212.0,male
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31,ACT03991,細野雅世,17728.0,female
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31,ACT04411,谷井あすか,20060.0,female
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31,ACT04421,谷育子,50758.0,female
C12622,すてき!さくらママ,C3930,18,2000-12-02,2001-03-31,ACT04539,重松朋,11547.0,female
C12626,ふしぎ大調査,C4228,20,2005-04-05,2006-03-07,ACT06922,広瀬正志,86022.0,male
C12626,ふしぎ大調査,C4228,20,2005-04-05,2006-03-07,ACT08273,芦澤孝臣,2837.0,male
C12626,ふしぎ大調査,C4228,20,2005-04-05,2006-03-07,ACT04364,西原久美子,37082.0,female
C12628,超ぽじてぃぶ! ファイターズ 燃えるぜ焼けるぜ! シリーズ,C2858,26,2005-04-03,2005-09-25,ACT00448,並木のり子,20778.0,female
C12628,超ぽじてぃぶ! ファイターズ 燃えるぜ焼けるぜ! シリーズ,C2858,26,2005-04-03,2005-09-25,ACT06281,大竹宏,50239.0,male
C12628,超ぽじてぃぶ! ファイターズ 燃えるぜ焼けるぜ! シリーズ,C2858,26,2005-04-03,2005-09-25,ACT08385,藤井啓輔,12556.0,male
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT05105,うえだゆうじ,101819.0,male
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT00121,こおろぎさとみ,73558.0,female
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT05268,一条和矢,50026.0,male
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT00389,三石琴乃,154613.0,female
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT05333,上田敏也,62595.0,male
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT00818,佐藤なる美,3278.0,female
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT01073,南央美,43741.0,female
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT06502,小村哲生,19012.0,male
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT01990,岡村明美,60879.0,female
C12630,おじゃる丸［第8期］,C2158,90,2005-04-04,2005-12-02,ACT03363,渕崎ゆり子,62837.0,female
