マンガ雑誌名,ccid,マンガ作品名,8話目までの平均掲載位置,8話目までの平均ページ数,8話目までのカラー獲得率,合計各話数,アニメ化,連載開始日
週刊少年ジャンプ,C89150,ペナントレース やまだたいちの奇跡,0.3349115904481956,26.625,0.125,127.0,False,1991-06-10
週刊少年ジャンプ,C89153,ベルモンド Le VisiteuR,0.47605279613852725,25.75,0.25,19.0,False,2007-07-23
週刊少年ジャンプ,C89178,ツリッキーズ ピン太郎,0.48487386726449355,28.625,0.25,19.0,False,2000-03-06
週刊少年ジャンプ,C89210,電影少女 VIDEO-GIRL-LEN,0.7775039997242352,20.5,0.0,12.0,False,1992-04-27
週刊少年ジャンプ,C89211,天外君の華麗なる悩み,0.37764877642078465,23.25,0.125,17.0,False,1991-09-30
週刊少年ジャンプ,C89214,てんぎゃん -南方熊楠伝-,0.6059871525283337,25.0,0.125,12.0,False,1990-11-26
週刊少年ジャンプ,C89227,天然色男児BURAY,0.3953753456205582,25.0,0.125,13.0,False,1991-12-02
週刊少年ジャンプ,C89228,天より高く!,0.5950270092306778,24.625,0.125,18.0,False,1991-09-23
週刊少年ジャンプ,C89237,東京犯罪物語 -菩薩と不動-,0.5210561253159505,28.25,0.125,9.0,False,1994-09-26
週刊少年ジャンプ,C89254,どがしかでん!,0.4183368510170132,26.0,0.25,13.0,False,2008-06-16
週刊少年ジャンプ,C89289,ニューラルネットワーク ミリンダ❤ファイト,0.5879676017668196,23.875,0.125,11.0,False,1993-11-08
週刊少年ジャンプ,C89308,ねこわっぱ!,0.3907386086440122,29.0,0.375,15.0,False,2009-06-15
週刊少年ジャンプ,C89323,ノルマンディーひみつ倶楽部,0.5840141579374434,25.5,0.25,46.0,False,2000-05-29
週刊少年ジャンプ,C89343,バカバカしいの!,0.5011292972722046,21.625,0.375,14.0,False,2000-07-17
週刊少年ジャンプ,C89352,爆発!宇宙クマさん タータ・ベア＆菊千代くん,0.30993641995281335,20.0,0.25,22.0,False,1992-01-20
週刊少年ジャンプ,C89356,爆裂1コマ漫画,1.0,1.0,0.0,44.0,False,2012-01-01
週刊少年ジャンプ,C89364,パジャマな彼女。,0.3060709357903064,27.25,0.25,26.0,False,2012-03-12
週刊少年ジャンプ,C89400,瑪羅門の家族,0.30773805823288103,31.875,0.25,38.0,False,1991-11-25
週刊少年ジャンプ,C89403,バリハケン,0.4087270523741795,26.5,0.375,34.0,False,2008-03-31
週刊少年ジャンプ,C89409,バレーボール使い 郷田豪,0.4825517033019148,26.0,0.25,23.0,False,2007-03-26
週刊少年ジャンプ,C89434,ひかる!チャチャチャ!!,0.3889330556348071,25.25,0.125,60.0,False,1990-03-19
週刊少年ジャンプ,C89441,密リターンズ!,0.3484244665981685,25.625,0.125,58.0,False,1995-02-20
週刊少年ジャンプ,C89450,瞳のカトブレパス,0.45809974416915744,30.25,0.25,16.0,False,2006-09-18
週刊少年ジャンプ,C89453,火ノ丸相撲,0.3300616838740156,30.5,0.375,158.0,False,2013-09-09
週刊少年ジャンプ,C89459,ひめドル!!,0.5078746783033936,26.75,0.25,16.0,False,2013-08-19
週刊少年ジャンプ,C89460,ピューと吹く!ジャガー,0.9840372276519198,7.375,0.125,442.0,False,2000-09-04
週刊少年ジャンプ,C89473,ファイアスノーの風,0.4447672415171277,26.0,0.125,11.0,False,1993-03-15
週刊少年ジャンプ,C89488,フープメン,0.4911196503116208,27.25,0.25,17.0,False,2009-03-16
週刊少年ジャンプ,C89496,不可思議堂奇譚,0.5235186823669625,27.875,0.125,10.0,False,1993-09-20
週刊少年ジャンプ,C89501,不思議ハンター,0.5373742067073966,25.5,0.125,17.0,False,1990-07-23
週刊少年ジャンプ,C89502,武士沢レシーブ,0.3755588672661248,21.75,0.25,20.0,False,1999-04-12
週刊少年ジャンプ,C89515,仏ゾーン,0.33758240909482007,26.375,0.125,19.0,False,1997-03-03
週刊少年ジャンプ,C89528,プリティフェイス,0.2805445983773503,26.0,0.125,52.0,False,2002-05-27
週刊少年ジャンプ,C89538,無頼男 -ブレーメン-,0.4581954608614671,26.75,0.25,82.0,False,2000-01-08
週刊少年ジャンプ,C89541,惑星をつぐ者,0.3354798255887103,26.0,0.125,9.0,False,1995-09-25
週刊少年ジャンプ,C89543,ぼっけさん,0.42445204602071773,25.25,0.25,19.0,False,2009-01-15
週刊少年ジャンプ,C89562,ボンボン坂高校演劇部,0.284759853984278,18.125,0.125,142.0,False,1992-08-10
週刊少年ジャンプ,C89565,マイスター,0.42279979028622394,25.5,0.25,11.0,False,2009-01-01
週刊少年ジャンプ,C89572,幕張,0.4224274637458558,22.5,0.125,82.0,False,1996-02-26
週刊少年ジャンプ,C89582,魔術師^2 マジシャン・スクエア,0.3913021745158709,29.375,0.375,17.0,False,2000-11-13
週刊少年ジャンプ,C89587,魔女娘ViVian,0.28165801177791244,21.375,0.125,43.0,False,1996-11-18
週刊少年ジャンプ,C89591,魔神冒険譚-アラビアン-ランプ・ランプ,0.4082402354872293,26.25,0.125,23.0,False,1991-12-16
週刊少年ジャンプ,C89599,マッハヘッド,0.5178873198924908,28.125,0.25,14.0,False,1998-09-28
週刊少年ジャンプ,C89608,・・・のマル秘エピソードをマンガ化!!,0.9746036403080454,1.0,0.0,16.0,False,2013-11-04
週刊少年ジャンプ,C89609,・・・のマル秘エピソードをマンガ化!!,0.6605765349927218,1.0,0.125,17.0,False,2013-06-03
週刊少年ジャンプ,C89624,マンギリ,1.0,1.0,0.0,46.0,False,2013-01-01
週刊少年ジャンプ,C89626,まんゆうき ～ばばあと あわれな げぼくたち～,0.41015200789980255,21.25,0.125,21.0,False,1994-07-04
週刊少年ジャンプ,C89627,みえるひと,0.3684507678182256,30.25,0.375,58.0,False,2004-10-18
週刊少年ジャンプ,C89630,未確認少年ゲドー,0.39892214357104894,31.0,0.375,48.0,False,2003-06-16
週刊少年ジャンプ,C89641,水のともだちカッパーマン,0.3476105760090303,20.25,0.125,35.0,False,1995-10-23
週刊少年ジャンプ,C89644,三ツ首コンドル,0.46359255469050414,30.5,0.375,17.0,False,2014-01-15
週刊少年ジャンプ,C89647,翠山ポリスギャング,0.2949582891750149,26.125,0.125,20.0,False,1994-02-07
週刊少年ジャンプ,C89662,無敵鉄姫スピンちゃん,0.4760975006339177,20.75,0.25,11.0,False,2004-03-29
週刊少年ジャンプ,C89663,無刀ブラック,0.40635521554176673,30.5,0.375,13.0,False,2012-04-30
週刊少年ジャンプ,C89666,ムヒョとロージーの魔法律相談事務所,0.2989573619015553,31.75,0.375,158.0,False,2004-08-23
週刊少年ジャンプ,C89677,明稜帝梧桐勢十郎,0.38507922116149096,24.5,0.125,95.0,False,1997-12-08
週刊少年ジャンプ,C89684,メゾン・ド・ペンギン,0.3596281264666499,10.25,0.25,62.0,False,2006-02-27
週刊少年ジャンプ,C89689,メタリカメタルカ,0.34500808456358434,29.25,0.375,18.0,False,2009-09-14
週刊少年ジャンプ,C89697,メルヘン王子グリム,0.4202613718572524,20.25,0.375,20.0,False,2010-04-12
週刊少年ジャンプ,C89706,燃える!お兄さん2,0.7828119535331226,15.0,0.0,22.0,False,1991-03-04
週刊少年ジャンプ,C89709,モートゥルー・コマンドーGUY,0.41763058546067783,29.875,0.25,13.0,False,1994-08-01
週刊少年ジャンプ,C89722,もののけ!にゃんタロー,0.43352880816895595,28.25,0.375,12.0,False,2001-05-07
週刊少年ジャンプ,C89732,モンモン物語,0.32108970403871473,21.5,0.25,85.0,False,1991-04-29
週刊少年ジャンプ,C89735,柳生烈風伝連也,0.384220786871582,26.875,0.125,10.0,False,1992-03-23
週刊少年ジャンプ,C89744,奴の名はMARIA,0.4397694186440438,26.5,0.125,9.0,False,1994-09-19
週刊少年ジャンプ,C89750,邪馬台幻想記,0.3803394038372291,27.5,0.375,18.0,False,1998-08-24
週刊少年ジャンプ,C89752,闇神コウ～暗闇にドッキリ!～,0.4849791057786675,26.0,0.25,17.0,False,2003-04-14
週刊少年ジャンプ,C89770,ユート,0.3935912120022925,26.5,0.25,21.0,False,2005-02-28
週刊少年ジャンプ,C89810,ライジングインパクト,0.5386066360287227,24.75,0.25,146.0,False,1998-12-07
週刊少年ジャンプ,C89827,竜堂のシグ,0.5252260029538743,25.5,0.125,13.0,False,1995-05-29
週刊少年ジャンプ,C89831,りりむキッス,0.4230099429643238,23.25,0.375,25.0,False,2000-04-24
週刊少年ジャンプ,C89846,烈!!!伊達先パイ,0.43489829401810637,22.25,0.375,21.0,False,2012-02-20
週刊少年ジャンプ,C89860,ロケットでつきぬけろ!,0.5890246004360571,25.25,0.125,10.0,False,2000-08-07
週刊少年ジャンプ,C89870,Waqwaq ワークワーク,0.3336679215953666,27.0,0.25,34.0,False,2004-09-13
週刊少年ジャンプ,C89882,私のカエル様,0.2742456012929741,28.25,0.25,14.0,False,1996-08-12
週刊少年ジャンプ,C89885,わっしょい!わじマニア,0.532877024069938,9.625,0.25,17.0,False,2009-08-03
週刊少年ジャンプ,C112626,BORUTO-ボルト- -NARUTO NEXT GENERATIONS-,0.35511472460059595,48.25,1.0,15.0,True,2016-05-23
週刊少年ジャンプ,C87458,とってもラッキーマン,0.48069671062749764,20.75,0.125,191.0,True,1993-04-12
週刊少年ジャンプ,C87485,トリコ,0.18514483265518597,39.625,0.625,408.0,True,2002-01-23
週刊少年ジャンプ,C87611,BLACK CAT,0.4576165450959869,24.625,0.25,187.0,True,2000-07-24
週刊少年ジャンプ,C87612,BLEACH,0.39708566355586306,25.5,0.375,715.0,True,2001-08-20
週刊少年ジャンプ,C87653,DEATH NOTE,0.32326218485798336,28.0,0.375,111.0,True,2003-08-18
週刊少年ジャンプ,C87655,D.Gray-man,0.3521705766579775,26.0,0.25,187.0,True,2004-06-14
週刊少年ジャンプ,C87657,D・N・A²～何処かで失くしたあいつのアイツ～,0.33111005307285535,26.625,0.25,42.0,True,1993-08-23
週刊少年ジャンプ,C87719,HUNTER×HUNTER,0.25841025757279573,22.0,0.25,372.0,True,1998-03-16
週刊少年ジャンプ,C87802,NARUTO-ナルト-,0.45100094171980826,25.0,0.25,722.0,True,1999-10-04
週刊少年ジャンプ,C87804,NINK〔U_ 〕-忍空-,0.39064068596014745,26.5,0.125,55.0,True,1993-06-14
週刊少年ジャンプ,C87818,ONE PIECE,0.2840603565850196,25.75,0.25,893.0,True,1997-08-04
週刊少年ジャンプ,C87854,SKET DANCE,0.5007182596414951,30.25,0.25,297.0,True,2006-09-11
週刊少年ジャンプ,C87855,SLAM DUNK,0.39058096009057897,21.5,0.125,273.0,True,1990-10-01
週刊少年ジャンプ,C87887,To LOVEる -とらぶる-,0.33434859597761374,27.5,0.25,164.0,True,2006-05-08
週刊少年ジャンプ,C87929,アイシールド21,0.2634555376328743,29.0,0.25,341.0,True,2002-03-18
週刊少年ジャンプ,C88034,暗殺教室,0.2173474538331701,27.0,0.25,187.0,True,2012-07-16
週刊少年ジャンプ,C88064,いちご100％,0.2763188025123736,24.0,0.25,168.0,True,2002-03-04
週刊少年ジャンプ,C88312,家庭教師ヒットマンREBORN!,0.38639762268293903,30.5,0.25,419.0,True,2003-12-01
週刊少年ジャンプ,C88332,人形草子あやつり左近,0.2741706548888684,27.625,0.25,32.0,True,1995-05-22
週刊少年ジャンプ,C88426,銀魂,0.3406873829031977,23.375,0.25,655.0,True,2004-01-08
週刊少年ジャンプ,C88489,食戟のソーマ,0.39881297225481205,26.75,0.25,229.0,True,2012-12-10
週刊少年ジャンプ,C88593,黒子のバスケ,0.48614345885749755,24.25,0.25,284.0,True,2009-01-08
週刊少年ジャンプ,C88710,斉木楠雄のΨ難,0.2960330592892335,19.25,0.375,255.0,True,2012-05-28
週刊少年ジャンプ,C88780,地獄先生ぬ～べ～,0.5070625638362013,25.375,0.125,278.0,True,1993-09-06
週刊少年ジャンプ,C88806,シャーマンキング,0.28446882666924833,24.25,0.25,289.0,True,1998-07-13
週刊少年ジャンプ,C88936,セクシーコマンドー外伝 すごいよ!!マサルさん,0.2505014872509521,20.5,0.125,79.0,True,1995-12-11
週刊少年ジャンプ,C89136,僕のヒーローアカデミア,0.4297080133988804,27.25,0.25,154.0,True,2014-07-21
週刊少年ジャンプ,C89152,べるぜバブ,0.3053174341496298,30.75,0.375,247.0,True,2008-08-25
週刊少年ジャンプ,C89162,ホイッスル!,0.4481599989403949,27.125,0.25,218.0,True,1998-03-09
週刊少年ジャンプ,C89166,封神演義,0.3752348553949837,27.75,0.125,205.0,True,1996-06-24
週刊少年ジャンプ,C89200,テニスの王子様,0.4581736876410704,29.5,0.25,385.0,True,1998-09-21
週刊少年ジャンプ,C89277,ニセコイ,0.2810157669588444,26.0,0.25,237.0,True,2011-11-21
週刊少年ジャンプ,C89302,ぬらりひょんの孫,0.4292916917223439,30.25,0.375,218.0,True,2007-08-13
週刊少年ジャンプ,C89330,ハイキュー!!,0.3132199856898461,29.75,0.375,270.0,True,2011-05-09
週刊少年ジャンプ,C89355,バクマン。,0.3871231527781055,28.0,0.25,181.0,True,2008-08-25
週刊少年ジャンプ,C89375,初恋限定。,0.3818174931763474,25.0,0.25,32.0,True,2007-10-15
週刊少年ジャンプ,C89382,花さか天使テンテンくん,0.2893660772862677,25.75,0.25,164.0,True,1996-10-21
週刊少年ジャンプ,C89435,ヒカルの碁,0.33695601786121937,26.25,0.25,202.0,True,1999-01-08
週刊少年ジャンプ,C89504,武装錬金,0.2228804973674498,27.0,0.25,80.0,True,2003-07-07
週刊少年ジャンプ,C89552,ボボボーボ・ボーボボ,0.39375037065310853,20.875,0.375,255.0,True,2000-10-30
週刊少年ジャンプ,C89589,魔人探偵脳噛ネウロ,0.3478406328785433,29.75,0.25,205.0,True,2004-09-20
週刊少年ジャンプ,C89646,みどりのマキバオー,0.23049232377386716,23.625,0.125,157.0,True,1994-11-28
週刊少年ジャンプ,C89685,めだかボックス,0.36745561376638963,30.5,0.375,197.0,True,2009-02-16
週刊少年ジャンプ,C89762,遊☆戯☆王,0.32256936435945976,27.375,0.125,350.0,True,1996-09-30
週刊少年ジャンプ,C89775,幽☆遊☆白書,0.4823371093518035,25.125,0.125,175.0,True,1990-12-03
週刊少年ジャンプ,C89841,るろうに剣心 -明治剣客浪漫譚-,0.43000179684193796,27.0,0.125,257.0,True,1994-04-25
週刊少年ジャンプ,C89851,レベルE,0.20379911911034526,39.0,0.125,16.0,True,1995-10-02
週刊少年ジャンプ,C89872,ワールドトリガー,0.27892505217636177,26.5,0.25,167.0,True,2013-02-25
週刊少年チャンピオン,C110911,喧嘩村,0.7435468031972078,22.25,0.0,8.0,False,2014-08-28
週刊少年チャンピオン,C110923,チカカラチカ,0.49682254152660676,20.5,0.125,18.0,False,2014-09-18
週刊少年チャンピオン,C110940,辻浦さんとチュパカブラ,0.5012016284282278,25.5,0.125,35.0,False,2014-10-23
週刊少年チャンピオン,C110942,行徳の漫画家とイトの日記,0.42043670424713314,4.25,0.125,21.0,False,2014-10-30
週刊少年チャンピオン,C110975,鮫島、最後の十五日,0.2727579651845223,28.0,0.25,129.0,False,2014-11-13
週刊少年チャンピオン,C110976,兄妹 少女探偵と幽霊警官の怪奇事件簿,0.5630879995372566,26.0,0.125,61.0,False,2014-11-20
週刊少年チャンピオン,C110978,Gメン,0.4059299772025698,27.75,0.25,126.0,False,2014-11-27
週刊少年チャンピオン,C110995,バイオハザード ～ヘヴンリーアイランド～,0.40705733669640015,20.5,0.125,50.0,False,2015-01-15
週刊少年チャンピオン,C110998,はらまき,0.4217528117113992,4.0,0.0,10.0,False,2015-01-29
週刊少年チャンピオン,C111000,私を食卓に連れてって,0.8737588825591935,20.75,0.0,8.0,False,2015-02-05
週刊少年チャンピオン,C111002,マジカロマジカル,0.4556365963234465,26.875,0.125,43.0,False,2015-02-12
週刊少年チャンピオン,C111051,羽恋らいおん,0.49430592826818576,28.0,0.125,34.0,False,2015-03-26
週刊少年チャンピオン,C111053,私のお兄ちゃんはサイボーグです。,0.8454711946584347,8.0,0.0,9.0,False,2015-04-02
週刊少年チャンピオン,C111091,ニコべん!,0.5724957909647215,25.75,0.125,42.0,False,2015-06-11
週刊少年チャンピオン,C111093,スメラギドレッサーズ,0.6180839327014067,22.0,0.125,36.0,False,2015-06-18
週刊少年チャンピオン,C111104,藍の時代 -Indigo Period- 一期一会,0.4343609620198264,22.5,0.25,8.0,False,2015-07-16
週刊少年チャンピオン,C112585,AIの遺伝子,0.3779991667749857,19.0,0.125,82.0,False,2015-11-05
週刊少年チャンピオン,C112586,BADBROS,0.48993054234227185,26.75,0.125,25.0,False,2015-10-29
週刊少年チャンピオン,C112592,永遠の一手 2030年、コンピューター将棋に挑む,0.5797043752093993,31.5,0.125,14.0,False,2016-06-09
週刊少年チャンピオン,C112596,劇場霊,0.6564930540028298,22.75,0.125,8.0,False,2015-11-19
週刊少年チャンピオン,C112600,正義の殺人鬼,0.46392909481606165,22.25,0.125,26.0,False,2016-01-28
週刊少年チャンピオン,C112604,猫神じゃらし!,0.23943305588268557,9.25,0.25,66.0,False,2016-04-07
週刊少年チャンピオン,C112607,放課後ウィザード倶楽部,0.4548768570728776,27.5,0.25,38.0,False,2016-03-17
週刊少年チャンピオン,C112612,マル勇 九ノ島さん,0.58815175471875,27.0,0.25,34.0,False,2016-05-26
週刊少年チャンピオン,C112613,ミドリノユーグレ,0.5109989262898947,27.25,0.25,36.0,False,2016-03-31
週刊少年チャンピオン,C112618,六道の悪女たち,0.3787736320678728,28.75,0.375,52.0,False,2016-06-23
週刊少年チャンピオン,C115393,ネズミと花火,0.8460902923259047,14.25,0.125,8.0,False,2016-08-25
週刊少年チャンピオン,C115397,ベルリンは鐘ヤッホー,0.38502567735695475,2.0,0.125,44.0,False,2016-09-01
週刊少年チャンピオン,C115400,BEASTARS,0.42670181325870254,27.75,0.25,42.0,False,2016-09-08
週刊少年チャンピオン,C115409,あつまれ!ふしぎ研究部,0.20052198337368515,9.5,0.25,41.0,False,2016-09-29
週刊少年チャンピオン,C115468,JINBA,0.7621995467046376,25.25,0.125,8.0,False,2017-02-09
週刊少年チャンピオン,C115478,虚ろう君と,0.5289889886288218,28.875,0.125,21.0,False,2017-02-23
週刊少年チャンピオン,C115479,英雄!シーザーさん,0.5716912824627816,8.0,0.0,11.0,False,2017-02-23
週刊少年チャンピオン,C115480,魔入りました!入間くん,0.43875382504594995,25.5,0.25,19.0,False,2017-03-02
週刊少年チャンピオン,C115484,SIX,0.784906763260493,24.0,0.0,8.0,False,2017-03-16
週刊少年チャンピオン,C115507,サウエとラップ～自由形～,0.4791795615614258,15.5,0.25,23.0,False,2017-01-26
週刊少年チャンピオン,C93975,棘,0.2507847185870692,23.25,0.25,24.0,False,1995-01-12
週刊少年チャンピオン,C93980,鬼さんコチラ,0.6736292115057547,24.25,0.125,11.0,False,2012-08-23
週刊少年チャンピオン,C93983,オバコブラ,0.13757230988837946,12.75,0.125,35.0,False,2000-03-16
週刊少年チャンピオン,C93985,おまかせ!ピース電器店,0.34790107728877445,22.75,0.125,216.0,False,1996-11-07
週刊少年チャンピオン,C93987,おもかげ幻舞,0.5521238875535243,23.25,0.125,35.0,False,1996-09-12
週刊少年チャンピオン,C93992,おやつ,0.7832664222002181,3.75,0.0,241.0,False,1997-01-30
週刊少年チャンピオン,C93993,オヤマ!菊之助,0.40723449147395746,20.375,0.0,245.0,False,1996-04-25
週刊少年チャンピオン,C93994,泳げ!ひなのちゃん,0.6619098790803634,25.0,0.25,23.0,False,2013-03-21
週刊少年チャンピオン,C93997,俺たち鶴高ラグビー部,0.490231426303355,25.5,0.125,20.0,False,1993-01-01
週刊少年チャンピオン,C94006,ガキ教室,0.41981963776689335,27.0,0.25,44.0,False,2012-01-26
週刊少年チャンピオン,C94007,ガキ警察,0.192872146487495,28.125,0.125,51.0,False,2005-03-17
週刊少年チャンピオン,C94011,覚悟のススメ,0.09341907707702088,25.25,0.25,104.0,False,1994-03-10
週刊少年チャンピオン,C94021,風が如く,0.34744435180407196,27.5,0.375,70.0,False,2008-11-06
週刊少年チャンピオン,C94026,風の宿,0.44578307916130916,22.0,0.0,72.0,False,1993-09-02
週刊少年チャンピオン,C94030,家族のオキテ,0.3586605245307207,25.75,0.125,25.0,False,2001-05-31
週刊少年チャンピオン,C94035,学校怪談,0.778202164690095,11.25,0.0,259.0,False,1995-01-26
週刊少年チャンピオン,C94056,オレは力だ!,0.17568407960199,23.5,0.125,100.0,False,1991-10-17
週刊少年チャンピオン,C94070,快速王,0.8092820870864178,20.0,0.0,8.0,False,1997-06-05
週刊少年チャンピオン,C94076,カオシックルーン,0.45372045897652,24.125,0.125,71.0,False,2003-02-27
週刊少年チャンピオン,C94094,24のひとみ,0.3013698630136986,29.875,0.125,129.0,False,2006-01-12
週刊少年チャンピオン,C94096,2×2,0.15177003949807683,21.875,0.125,108.0,False,1998-10-22
週刊少年チャンピオン,C94098,3LDKの花子さん,0.3557255255974713,12.5,0.125,40.0,False,2013-05-30
週刊少年チャンピオン,C94105,5％ブルース,0.3730988731389107,23.375,0.125,18.0,False,1990-11-01
週刊少年チャンピオン,C94109,777 スリーセブン,0.3485779631943895,29.0,0.25,33.0,False,2013-05-23
週刊少年チャンピオン,C94113,A.-D.O.G.S.,0.3545053978396447,24.25,0.125,27.0,False,2001-12-06
週刊少年チャンピオン,C94114,AL  THE WHITE TRICERATOPS,0.541452325312919,28.5,0.25,34.0,False,2010-01-07
週刊少年チャンピオン,C94116,Am a Boy,0.3182788542136786,20.5,0.125,18.0,False,2003-10-02
週刊少年チャンピオン,C94117,ANGEL VOICE,0.3401271285199528,27.75,0.25,356.0,False,2007-05-03
週刊少年チャンピオン,C94118,Athlete,0.22543426426934868,31.25,0.25,16.0,False,2004-03-18
週刊少年チャンピオン,C94120,BA-KU,0.3250176796813935,23.5,0.125,28.0,False,1990-03-08
週刊少年チャンピオン,C94123,BM ネクタール,0.3813418738672163,22.75,0.0,105.0,False,2000-01-06
週刊少年チャンピオン,C94127,BOYSTYLEの達人スタイル,0.45110203733585497,4.125,0.0,17.0,False,2002-07-11
週刊少年チャンピオン,C94128,BROTHER,0.3676329712170485,23.375,0.125,22.0,False,1990-09-20
週刊少年チャンピオン,C94137,C'mon!ごーすと,0.757383639936314,12.125,0.0,24.0,False,1996-06-27
週刊少年チャンピオン,C94142,Damons ダイモンズ,0.1709514001262397,23.75,0.25,116.0,False,2006-02-16
週刊少年チャンピオン,C94145,DRAGON BLADE ドラゴン ブレード,0.47373386701769155,16.625,0.0,8.0,False,1995-08-24
週刊少年チャンピオン,C94147,D-ZOIC,0.487503648403532,23.25,0.25,55.0,False,2008-04-24
週刊少年チャンピオン,C94151,GAMBLE FISH ギャンブルフィッシュ,0.36256627957160287,29.375,0.125,168.0,False,2007-02-15
週刊少年チャンピオン,C94153,ＧＥＴ！フジ丸,0.11521148966224154,26.25,0.25,88.0,False,1994-01-27
週刊少年チャンピオン,C94158,I'mダチ公,0.2608070737323422,21.75,0.125,9.0,False,1994-04-07
週刊少年チャンピオン,C94164,Ｊフーリガン,0.39469216417910447,22.75,0.125,8.0,False,1994-02-10
週刊少年チャンピオン,C94166,KUROKO 黒衣,0.5074697611564446,18.75,0.125,43.0,False,2000-09-28
週刊少年チャンピオン,C94169,LOOK UP!,0.5341304155995602,23.25,0.125,18.0,False,2008-04-10
週刊少年チャンピオン,C94175,LUCKY STRIKE,0.5890765573527419,27.875,0.25,34.0,False,2011-11-03
週刊少年チャンピオン,C94177,MASTER GUN MASTER,0.331673001583726,26.25,0.125,43.0,False,2004-09-09
週刊少年チャンピオン,C94178,MAX!,0.5849319131737808,23.5,0.25,19.0,False,1995-01-19
週刊少年チャンピオン,C94183,MOB 私立宝蔵学園萌え部,0.8308358588425889,20.875,0.125,8.0,False,2010-07-01
週刊少年チャンピオン,C94186,NOAH'S ARK,0.33066342518427455,23.875,0.125,18.0,False,1992-07-23
週刊少年チャンピオン,C94191,NUDE 少女鮮明,0.3790719026447188,22.0,0.125,18.0,False,1999-10-07
週刊少年チャンピオン,C94192,O-HA-YO,0.5072174782890767,4.25,0.0,115.0,False,1999-07-15
週刊少年チャンピオン,C94195,ORANGE,0.10257400214268997,25.75,0.25,112.0,False,2001-09-20
週刊少年チャンピオン,C94197,Pika☆Pokoスクランブル!,0.47548381130862116,22.75,0.125,18.0,False,2000-11-23
週刊少年チャンピオン,C94199,Pound for Pound,0.3936015442828761,27.625,0.125,43.0,False,2005-09-08
週刊少年チャンピオン,C94200,PUNISHER,0.3659263072258688,29.25,0.375,60.0,False,2008-02-21
週刊少年チャンピオン,C94203,RAIN DOG,0.28506917768822915,25.5,0.25,19.0,False,1998-03-12
週刊少年チャンピオン,C94206,SAKURA斬く!,0.4328376973630482,22.25,0.125,22.0,False,1995-07-27
週刊少年チャンピオン,C94207,SAMURAIMAN,0.25074450158271033,26.0,0.125,25.0,False,2002-05-02
週刊少年チャンピオン,C94212,sh〔u＾〕ji-修二-,0.19787779923624518,25.25,0.0,43.0,False,1993-01-28
週刊少年チャンピオン,C94216,SPRING MAN,0.3263643180703431,25.25,0.125,35.0,False,1999-07-08
週刊少年チャンピオン,C94219,Switch,0.1407461703066629,27.0,0.25,115.0,False,2002-08-29
週刊少年チャンピオン,C94222,THE KIZAKURA SHOW,0.7570686682297224,4.0,0.0,14.0,False,2009-01-22
週刊少年チャンピオン,C94226,THEフンドシ守護霊,0.7565058288137149,20.25,0.0,27.0,False,2007-08-09
週刊少年チャンピオン,C94231,Twin Falcon,0.5629828245706142,25.5,0.125,9.0,False,1994-11-03
週刊少年チャンピオン,C94232,TWO突風!,0.24971905157787502,25.5,0.25,70.0,False,2002-11-07
週刊少年チャンピオン,C94233,UKキングダム,0.24857831092524812,24.5,0.125,35.0,False,2003-07-17
週刊少年チャンピオン,C94243,アイアンジョーカーズ,0.410699709324905,26.5,0.25,17.0,False,2004-04-29
週刊少年チャンピオン,C94253,アイホシモドキ,0.6496975975659249,23.0,0.125,35.0,False,2006-07-06
週刊少年チャンピオン,C94261,青空ずかん,0.41934976345092273,24.25,0.125,18.0,False,1994-06-23
週刊少年チャンピオン,C94266,アクション!!,0.6413306000229982,21.25,0.0,11.0,False,1996-04-25
週刊少年チャンピオン,C94267,悪徒 -ACT-,0.5416087892396132,27.0,0.25,30.0,False,2008-03-20
週刊少年チャンピオン,C94271,アクメツ 悪滅,0.17453562674236806,25.75,0.125,162.0,False,2002-10-03
週刊少年チャンピオン,C94288,あの頃のお姉ちゃんはもういない?,0.7867566382180354,12.75,0.0,9.0,False,2013-03-21
週刊少年チャンピオン,C94293,呼火走,0.35192051351885145,24.125,0.125,26.0,False,1994-07-07
週刊少年チャンピオン,C94298,あまねあたためる,0.5072508869877386,17.0,0.25,39.0,False,2012-11-22
週刊少年チャンピオン,C94299,あまのじゃくん,0.7018049906397305,17.875,0.0,8.0,False,1990-06-28
週刊少年チャンピオン,C94315,有明スプライト,0.39445165247216424,23.375,0.125,12.0,False,1991-03-21
週刊少年チャンピオン,C94320,アルマジロ,0.7622263400554228,2.0,0.0,23.0,False,1991-04-18
週刊少年チャンピオン,C94330,いきいきごんぼ,0.5002480861469807,14.0,0.125,38.0,False,2011-10-27
週刊少年チャンピオン,C94331,いきいきごんぼZ,0.6164286043686833,11.75,0.125,79.0,False,2013-04-18
週刊少年チャンピオン,C94338,いざ!!海高剣道部,0.5717329335273208,20.75,0.125,20.0,False,2007-09-13
週刊少年チャンピオン,C94346,一丸伝記,0.5405322044968865,14.25,0.0,13.0,False,2002-06-06
週刊少年チャンピオン,C94348,いっぽん!,0.33302049809377043,26.0,0.25,123.0,False,2004-04-08
週刊少年チャンピオン,C94354,イノセント・インカル,0.5380009500237506,21.75,0.125,13.0,False,1994-09-22
週刊少年チャンピオン,C94355,生命のダイアリー,0.48530325488601234,23.0,0.125,8.0,False,2001-06-21
