マンガ雑誌巻号名,マンガ作品数,マンガ作者数,合計ページ数,発売日,価格,マンガ雑誌名,マンガ作品数（ジッタリング後）,マンガ作者数（ジッタリング後）,発売年
週刊少年サンデー 1991年 表示号数26,21,23,402.0,1991-06-19,200.0,週刊少年サンデー,21.358338125720497,22.613901054653326,1991
週刊少年サンデー 1991年 表示号数27,22,24,418.0,1991-06-26,200.0,週刊少年サンデー,22.1045995028273,23.613359740007837,1991
週刊少年サンデー 1991年 表示号数28,22,24,416.0,1991-07-03,200.0,週刊少年サンデー,22.108886539823914,24.14665462965021,1991
週刊少年サンデー 1991年 表示号数29,23,26,419.0,1991-07-10,200.0,週刊少年サンデー,22.85019393063507,26.293794671889337,1991
週刊少年サンデー 1991年 表示号数30,24,27,418.0,1991-07-17,200.0,週刊少年サンデー,24.00827243778469,27.398616157955555,1991
週刊少年サンデー 1991年 表示号数31,24,27,416.0,1991-07-24,200.0,週刊少年サンデー,23.786459684796412,26.776139619012522,1991
週刊少年サンデー 1991年 表示号数32,23,26,410.0,1991-07-31,200.0,週刊少年サンデー,22.820014866964527,25.742300493060306,1991
週刊少年サンデー 1991年 表示号数33,23,26,420.0,1991-08-07,200.0,週刊少年サンデー,22.776606399421453,25.932015300078863,1991
週刊少年サンデー 1991年 表示号数34,24,27,416.0,1991-08-14,200.0,週刊少年サンデー,23.960994027250678,26.50606746453154,1991
週刊少年サンデー 1991年 表示号数35,25,27,450.0,1991-08-21,210.0,週刊少年サンデー,25.262273296980002,26.852767205989064,1991
週刊少年サンデー 1991年 表示号数37,24,26,418.0,1991-09-04,200.0,週刊少年サンデー,24.792743693322546,26.212947409378828,1991
週刊少年サンデー 1991年 表示号数38,24,26,418.0,1991-09-11,200.0,週刊少年サンデー,24.047374909386978,26.408650625342354,1991
週刊少年サンデー 1991年 表示号数39,21,23,400.0,1991-09-18,200.0,週刊少年サンデー,20.66289672806097,23.069788863408665,1991
週刊少年サンデー 1991年 表示号数4,23,26,434.0,1991-01-23,200.0,週刊少年サンデー,23.316245832464062,26.410138412138817,1991
週刊少年サンデー 1991年 表示号数40,23,25,402.0,1991-09-25,200.0,週刊少年サンデー,22.924804030880992,25.10271823449977,1991
週刊少年サンデー 1991年 表示号数41,22,24,402.0,1991-10-02,200.0,週刊少年サンデー,21.834847851505753,24.04784097878473,1991
週刊少年サンデー 1991年 表示号数42,21,24,400.0,1991-10-09,200.0,週刊少年サンデー,21.052462369480764,23.95713970313062,1991
週刊少年サンデー 1991年 表示号数43,21,24,395.0,1991-10-16,200.0,週刊少年サンデー,20.689843850110943,24.046734261443,1991
週刊少年サンデー 1991年 表示号数44,22,25,402.0,1991-10-23,200.0,週刊少年サンデー,22.05561579100215,24.936286763189027,1991
週刊少年サンデー 1991年 表示号数45,21,24,402.0,1991-10-30,200.0,週刊少年サンデー,20.97790611920021,23.96477231190246,1991
週刊少年サンデー 1991年 表示号数46,22,25,410.0,1991-11-06,200.0,週刊少年サンデー,22.024594476703868,24.834527041265083,1991
週刊少年サンデー 1991年 表示号数47,21,24,402.0,1991-11-13,200.0,週刊少年サンデー,21.095354063552293,24.064757975448,1991
週刊少年サンデー 1991年 表示号数48,21,24,402.0,1991-11-20,200.0,週刊少年サンデー,21.0168730643102,24.003612103754445,1991
週刊少年サンデー 1991年 表示号数49,22,25,402.0,1991-11-27,200.0,週刊少年サンデー,22.004084521028222,24.630104991345974,1991
週刊少年サンデー 1991年 表示号数50,21,24,402.0,1991-12-04,200.0,週刊少年サンデー,21.071078629749486,23.939824874562003,1991
週刊少年サンデー 1991年 表示号数51,21,24,402.0,1991-12-11,200.0,週刊少年サンデー,21.10385015654278,23.786082151901375,1991
週刊少年サンデー 1991年 表示号数52,19,22,402.0,1991-12-18,200.0,週刊少年サンデー,18.742129384921185,21.487949885314805,1991
週刊少年サンデー 1991年 表示号数6,22,25,402.0,1991-01-30,200.0,週刊少年サンデー,21.642502185328638,25.12097091233533,1991
週刊少年サンデー 1991年 表示号数7,22,25,402.0,1991-02-06,200.0,週刊少年サンデー,21.984590486956947,25.389672063630595,1991
週刊少年サンデー 1991年 表示号数8,23,26,416.0,1991-02-13,200.0,週刊少年サンデー,22.641816127516474,26.592432547266228,1991
週刊少年サンデー 1991年 表示号数9,22,25,418.0,1991-02-20,200.0,週刊少年サンデー,22.02188286773042,25.39060488237324,1991
週刊少年サンデー 1992年 表示号数1,20,23,430.0,1992-01-01,210.0,週刊少年サンデー,20.234686718920578,22.782299611847986,1992
週刊少年サンデー 1992年 表示号数10,21,23,410.0,1992-02-26,200.0,週刊少年サンデー,21.15177791797901,23.293811248177015,1992
週刊少年サンデー 1992年 表示号数11,20,22,402.0,1992-03-04,200.0,週刊少年サンデー,19.73795739829363,22.279974750889036,1992
週刊少年サンデー 1992年 表示号数12,21,23,402.0,1992-03-11,200.0,週刊少年サンデー,20.78493438701062,22.503042617151344,1992
週刊少年サンデー 1992年 表示号数13,21,22,402.0,1992-03-18,200.0,週刊少年サンデー,21.08207532375019,22.215322128847863,1992
週刊少年サンデー 1992年 表示号数14,21,22,402.0,1992-03-25,200.0,週刊少年サンデー,20.899675548716623,22.15679425884788,1992
週刊少年サンデー 1992年 表示号数15,21,22,402.0,1992-04-01,200.0,週刊少年サンデー,20.920836176236975,22.0407020625767,1992
週刊少年サンデー 1992年 表示号数16,21,23,408.0,1992-04-08,200.0,週刊少年サンデー,21.14922662031199,23.072154178919202,1992
週刊少年サンデー 1992年 表示号数17,20,23,402.0,1992-04-15,200.0,週刊少年サンデー,19.753178326635588,23.014576845686022,1992
週刊少年サンデー 1992年 表示号数18,22,25,402.0,1992-04-22,200.0,週刊少年サンデー,21.899691322522205,25.407983962163758,1992
週刊少年サンデー 1992年 表示号数19,23,26,432.0,1992-04-29,210.0,週刊少年サンデー,22.79997938097885,25.89955279154203,1992
週刊少年サンデー 1992年 表示号数20,22,25,401.0,1992-05-06,200.0,週刊少年サンデー,21.73921762549116,24.95001515169468,1992
週刊少年サンデー 1992年 表示号数21,24,27,436.0,1992-05-13,210.0,週刊少年サンデー,23.785730452832208,27.001847245926545,1992
週刊少年サンデー 1992年 表示号数23,23,26,402.0,1992-05-27,200.0,週刊少年サンデー,23.169365542336603,26.06891601878752,1992
週刊少年サンデー 1992年 表示号数24,23,26,402.0,1992-06-03,200.0,週刊少年サンデー,23.012955097370604,25.559187549752192,1992
週刊少年サンデー 1992年 表示号数25,24,27,402.0,1992-06-10,200.0,週刊少年サンデー,23.78020984279123,27.34699345238724,1992
週刊少年サンデー 1992年 表示号数26,23,26,402.0,1992-06-17,200.0,週刊少年サンデー,22.942224598101753,26.05654993921079,1992
週刊少年サンデー 1992年 表示号数27,22,25,402.0,1992-06-24,200.0,週刊少年サンデー,21.590298173219455,25.142281148956194,1992
週刊少年サンデー 1992年 表示号数28,23,26,398.0,1992-07-01,200.0,週刊少年サンデー,22.816671798104082,26.049328997936946,1992
週刊少年サンデー 1992年 表示号数29,22,24,402.0,1992-07-08,200.0,週刊少年サンデー,22.53739363371682,23.95338968217903,1992
週刊少年サンデー 1992年 表示号数3,19,21,434.0,1992-01-11,210.0,週刊少年サンデー,18.97743903758356,20.91118962162576,1992
週刊少年サンデー 1992年 表示号数30,22,24,402.0,1992-07-15,200.0,週刊少年サンデー,22.1829147317576,24.02402853558488,1992
週刊少年サンデー 1992年 表示号数31,21,23,402.0,1992-07-22,200.0,週刊少年サンデー,20.98362790621388,23.038013085233356,1992
週刊少年サンデー 1992年 表示号数32,22,24,398.0,1992-07-29,200.0,週刊少年サンデー,22.087042308810453,24.288815438854538,1992
週刊少年サンデー 1992年 表示号数33,22,24,400.0,1992-08-05,200.0,週刊少年サンデー,22.165814522419794,24.086514436571168,1992
週刊少年サンデー 1992年 表示号数34,22,24,398.0,1992-08-12,200.0,週刊少年サンデー,21.723845850618382,23.966627832658485,1992
週刊少年サンデー 1992年 表示号数35,23,25,442.0,1992-08-19,210.0,週刊少年サンデー,22.99226593568151,25.4966412777356,1992
週刊少年サンデー 1992年 表示号数37,22,25,406.0,1992-09-02,200.0,週刊少年サンデー,22.394716298604123,24.68014346092162,1992
週刊少年サンデー 1992年 表示号数38,22,24,398.0,1992-09-09,200.0,週刊少年サンデー,21.801124862486677,23.664947706024126,1992
週刊少年サンデー 1992年 表示号数39,22,25,398.0,1992-09-16,200.0,週刊少年サンデー,21.858390036566945,25.088650513028206,1992
週刊少年サンデー 1992年 表示号数40,20,21,400.0,1992-09-23,200.0,週刊少年サンデー,19.92307718065825,20.946906678627347,1992
週刊少年サンデー 1992年 表示号数41,21,23,400.0,1992-09-30,200.0,週刊少年サンデー,21.06725601829406,22.556351002943792,1992
週刊少年サンデー 1992年 表示号数42,20,23,381.0,1992-10-07,200.0,週刊少年サンデー,20.13122946591147,22.921942584655547,1992
週刊少年サンデー 1992年 表示号数43,21,24,402.0,1992-10-14,200.0,週刊少年サンデー,21.316852913704665,23.822336057329803,1992
週刊少年サンデー 1992年 表示号数44,22,25,396.0,1992-10-21,200.0,週刊少年サンデー,22.124874558367164,25.28278215010624,1992
週刊少年サンデー 1992年 表示号数45,22,25,402.0,1992-10-28,200.0,週刊少年サンデー,21.984486718550418,24.844687057392438,1992
週刊少年サンデー 1992年 表示号数46,22,25,402.0,1992-11-04,200.0,週刊少年サンデー,22.314791782402704,25.262653662216817,1992
週刊少年サンデー 1992年 表示号数47,22,25,407.0,1992-11-11,200.0,週刊少年サンデー,22.176027755535397,25.114945425052547,1992
週刊少年サンデー 1992年 表示号数48,22,25,404.0,1992-11-18,200.0,週刊少年サンデー,21.626080120935747,24.94841727198878,1992
週刊少年サンデー 1992年 表示号数49,20,22,384.0,1992-11-25,200.0,週刊少年サンデー,20.631592060088998,22.005292957147038,1992
週刊少年サンデー 1992年 表示号数5,21,22,426.0,1992-01-22,210.0,週刊少年サンデー,21.442480347049184,22.107164684908472,1992
週刊少年サンデー 1992年 表示号数50,21,23,382.0,1992-12-02,200.0,週刊少年サンデー,20.95794644430823,22.422990371592924,1992
週刊少年サンデー 1992年 表示号数51,21,23,396.0,1992-12-09,200.0,週刊少年サンデー,21.09447752543462,23.081767101892343,1992
週刊少年サンデー 1992年 表示号数52,20,22,389.0,1992-12-16,200.0,週刊少年サンデー,20.33108968749896,21.90522009729979,1992
週刊少年サンデー 1992年 表示号数6,19,20,402.0,1992-01-29,200.0,週刊少年サンデー,18.95694980182578,20.44947984159703,1992
週刊少年サンデー 1992年 表示号数7,20,22,402.0,1992-02-05,200.0,週刊少年サンデー,20.182587947594254,21.82718276080946,1992
週刊少年サンデー 1992年 表示号数8,20,22,402.0,1992-02-12,200.0,週刊少年サンデー,20.27614461839287,22.285640980001304,1992
週刊少年サンデー 1992年 表示号数9,20,22,402.0,1992-02-19,200.0,週刊少年サンデー,19.746293523066388,21.371268843898555,1992
週刊少年サンデー 1993年 表示号数1,22,23,434.0,1993-01-01,210.0,週刊少年サンデー,21.849417036604283,23.20365625374607,1993
週刊少年サンデー 1993年 表示号数10,21,23,395.0,1993-02-24,200.0,週刊少年サンデー,21.230352099452645,23.069025688480817,1993
週刊少年サンデー 1993年 表示号数11,20,22,409.0,1993-03-03,200.0,週刊少年サンデー,20.115203619287207,21.938245877278565,1993
週刊少年サンデー 1993年 表示号数12,22,25,398.0,1993-03-10,200.0,週刊少年サンデー,22.230949140078486,24.969777672378417,1993
週刊少年サンデー 1993年 表示号数13,21,23,400.0,1993-03-17,200.0,週刊少年サンデー,20.96685799633657,22.934859852344413,1993
週刊少年サンデー 1993年 表示号数14,21,23,406.0,1993-03-24,200.0,週刊少年サンデー,20.927748697261443,23.105750802395818,1993
週刊少年サンデー 1993年 表示号数15,21,22,418.0,1993-03-31,210.0,週刊少年サンデー,20.500340131104156,21.966437858842422,1993
週刊少年サンデー 1993年 表示号数16,20,21,402.0,1993-04-07,200.0,週刊少年サンデー,19.71349989337314,20.55306557289554,1993
週刊少年サンデー 1993年 表示号数17,20,23,402.0,1993-04-14,200.0,週刊少年サンデー,20.011766523664622,22.953547285804916,1993
週刊少年サンデー 1993年 表示号数18,21,22,401.0,1993-04-21,200.0,週刊少年サンデー,21.20613930489106,22.558680434406472,1993
週刊少年サンデー 1993年 表示号数19,21,22,402.0,1993-04-28,200.0,週刊少年サンデー,21.132794591633925,22.011711551214574,1993
週刊少年サンデー 1993年 表示号数20,20,22,394.0,1993-05-05,200.0,週刊少年サンデー,19.967939506493074,22.072696986617178,1993
週刊少年サンデー 1993年 表示号数21,21,22,423.0,1993-05-12,210.0,週刊少年サンデー,20.932057108377325,21.890486373128095,1993
週刊少年サンデー 1993年 表示号数23,20,23,400.0,1993-05-26,200.0,週刊少年サンデー,20.05429490815957,23.043513616540434,1993
週刊少年サンデー 1993年 表示号数24,20,23,402.0,1993-06-02,200.0,週刊少年サンデー,20.01955279527304,23.0444863894904,1993
週刊少年サンデー 1993年 表示号数25,20,22,403.0,1993-06-09,200.0,週刊少年サンデー,20.351136378734928,21.934699520135872,1993
週刊少年サンデー 1993年 表示号数26,21,23,424.0,1993-06-16,210.0,週刊少年サンデー,21.036610192619563,23.215815849734355,1993
週刊少年サンデー 1993年 表示号数27,21,24,410.0,1993-06-23,200.0,週刊少年サンデー,20.629688509450677,23.769230510728917,1993
週刊少年サンデー 1993年 表示号数28,21,23,398.0,1993-06-30,200.0,週刊少年サンデー,20.681860466241922,22.967451197949583,1993
週刊少年サンデー 1993年 表示号数29,21,23,394.0,1993-07-07,200.0,週刊少年サンデー,21.379689834240896,23.126263438073025,1993
週刊少年サンデー 1993年 表示号数3,25,24,447.0,1993-01-07,210.0,週刊少年サンデー,24.70720988463748,23.933248955164522,1993
週刊少年サンデー 1993年 表示号数30,21,23,394.0,1993-07-14,200.0,週刊少年サンデー,21.191124363258382,22.69403008735619,1993
週刊少年サンデー 1993年 表示号数31,19,21,382.0,1993-07-21,200.0,週刊少年サンデー,18.932906816197654,21.13956605464191,1993
週刊少年サンデー 1993年 表示号数32,20,22,400.0,1993-07-28,200.0,週刊少年サンデー,19.957560426524378,21.754459760492832,1993
週刊少年サンデー 1993年 表示号数33,19,21,402.0,1993-08-04,200.0,週刊少年サンデー,18.966466804307895,20.888172959561654,1993
週刊少年サンデー 1993年 表示号数34,22,23,398.0,1993-08-11,200.0,週刊少年サンデー,22.3053462398648,22.79296310270293,1993
週刊少年サンデー 1993年 表示号数35,20,23,424.0,1993-08-18,210.0,週刊少年サンデー,19.95178954286401,22.972317896489724,1993
週刊少年サンデー 1993年 表示号数37,21,24,422.0,1993-09-01,210.0,週刊少年サンデー,20.99167017928871,23.892653506696746,1993
週刊少年サンデー 1993年 表示号数38,21,24,406.0,1993-09-08,210.0,週刊少年サンデー,20.617299125650128,23.88135253323015,1993
週刊少年サンデー 1993年 表示号数39,22,25,402.0,1993-09-15,200.0,週刊少年サンデー,22.051672627927,25.170244731828515,1993
週刊少年サンデー 1993年 表示号数40,22,25,402.0,1993-09-22,200.0,週刊少年サンデー,22.132760626744513,25.44065222535416,1993
週刊少年サンデー 1993年 表示号数41,22,26,396.0,1993-09-29,200.0,週刊少年サンデー,22.059786395163446,25.910621446495245,1993
週刊少年サンデー 1993年 表示号数42,23,27,410.0,1993-10-06,200.0,週刊少年サンデー,23.349474065271682,27.13066379352453,1993
週刊少年サンデー 1993年 表示号数43,23,27,402.0,1993-10-13,200.0,週刊少年サンデー,23.013792838695057,26.911146627376965,1993
週刊少年サンデー 1993年 表示号数44,22,25,402.0,1993-10-20,200.0,週刊少年サンデー,22.074744364029755,25.024735561508123,1993
週刊少年サンデー 1993年 表示号数45,23,26,402.0,1993-10-27,200.0,週刊少年サンデー,23.412126002567046,26.281937836237557,1993
週刊少年サンデー 1993年 表示号数46,23,26,402.0,1993-11-03,200.0,週刊少年サンデー,22.612496452660462,26.01257330975676,1993
週刊少年サンデー 1993年 表示号数47,23,25,402.0,1993-11-10,200.0,週刊少年サンデー,22.886043663050156,24.796113162198814,1993
週刊少年サンデー 1993年 表示号数48,22,24,402.0,1993-11-17,200.0,週刊少年サンデー,22.356539688004816,23.81751834692809,1993
週刊少年サンデー 1993年 表示号数49,22,24,396.0,1993-11-24,200.0,週刊少年サンデー,22.23403228707777,23.84581339373471,1993
週刊少年サンデー 1993年 表示号数5,21,22,430.0,1993-01-20,210.0,週刊少年サンデー,21.169595024710116,21.996673944673127,1993
週刊少年サンデー 1993年 表示号数50,23,25,400.0,1993-12-01,200.0,週刊少年サンデー,23.20816268486612,25.21450286302277,1993
週刊少年サンデー 1993年 表示号数51,21,23,405.0,1993-12-08,210.0,週刊少年サンデー,21.081766552280257,22.660300789724516,1993
週刊少年サンデー 1993年 表示号数52,22,24,407.0,1993-12-15,210.0,週刊少年サンデー,22.407899356883068,23.740677707661256,1993
週刊少年サンデー 1993年 表示号数6,20,21,393.0,1993-01-27,200.0,週刊少年サンデー,20.09443979243268,20.76886469710599,1993
週刊少年サンデー 1993年 表示号数7,21,24,409.0,1993-02-03,200.0,週刊少年サンデー,21.059966776473818,23.562648644567695,1993
週刊少年サンデー 1993年 表示号数8,21,23,407.0,1993-02-10,200.0,週刊少年サンデー,21.03973966853141,23.33148067087212,1993
週刊少年サンデー 1993年 表示号数9,22,24,407.0,1993-02-17,200.0,週刊少年サンデー,22.048215988887595,23.990905339058976,1993
週刊少年サンデー 1994年 表示号数1,22,24,400.0,1994-01-01,210.0,週刊少年サンデー,21.710745679796034,24.475194829930956,1994
週刊少年サンデー 1994年 表示号数10,24,28,410.0,1994-02-23,200.0,週刊少年サンデー,24.192668263615836,27.64391658120475,1994
週刊少年サンデー 1994年 表示号数11,23,27,400.0,1994-03-02,200.0,週刊少年サンデー,22.967390066554167,27.323545578314793,1994
週刊少年サンデー 1994年 表示号数12,23,27,410.0,1994-03-09,200.0,週刊少年サンデー,23.455478774465103,26.82458786695901,1994
週刊少年サンデー 1994年 表示号数13,23,27,410.0,1994-03-16,200.0,週刊少年サンデー,22.981087382352893,26.898157578706403,1994
週刊少年サンデー 1994年 表示号数14,23,26,402.0,1994-03-23,200.0,週刊少年サンデー,23.105229571043914,25.752758885727115,1994
週刊少年サンデー 1994年 表示号数15,24,27,416.0,1994-03-30,210.0,週刊少年サンデー,24.061650546565332,26.762534035128084,1994
週刊少年サンデー 1994年 表示号数16,23,26,402.0,1994-04-06,200.0,週刊少年サンデー,22.843610741222687,25.66906364719286,1994
週刊少年サンデー 1994年 表示号数17,23,26,400.0,1994-04-13,200.0,週刊少年サンデー,23.248034207129628,26.05408323940512,1994
週刊少年サンデー 1994年 表示号数18,23,25,402.0,1994-04-20,200.0,週刊少年サンデー,23.476265910140004,24.671449741868294,1994
週刊少年サンデー 1994年 表示号数19,22,25,402.0,1994-04-27,200.0,週刊少年サンデー,21.996305695085038,24.939549533669283,1994
週刊少年サンデー 1994年 表示号数20,22,25,402.0,1994-05-04,200.0,週刊少年サンデー,21.924880303603643,24.99769961393915,1994
週刊少年サンデー 1994年 表示号数21,23,26,414.0,1994-05-11,210.0,週刊少年サンデー,22.911242817236158,26.166652671351528,1994
週刊少年サンデー 1994年 表示号数23,22,25,406.0,1994-05-25,200.0,週刊少年サンデー,21.526909526670664,25.025097930599888,1994
週刊少年サンデー 1994年 表示号数24,21,24,406.0,1994-06-01,200.0,週刊少年サンデー,20.95554671407425,24.080331458365645,1994
週刊少年サンデー 1994年 表示号数25,23,26,404.0,1994-06-08,200.0,週刊少年サンデー,23.06274952900208,26.12860289014158,1994
週刊少年サンデー 1994年 表示号数26,21,25,395.0,1994-06-15,200.0,週刊少年サンデー,21.26368948129507,24.995687283685072,1994
週刊少年サンデー 1994年 表示号数27,23,28,431.0,1994-06-22,210.0,週刊少年サンデー,23.24001193528748,28.090836979643566,1994
週刊少年サンデー 1994年 表示号数28,23,26,399.0,1994-06-29,200.0,週刊少年サンデー,22.89587522939083,25.755069952138754,1994
週刊少年サンデー 1994年 表示号数29,23,26,406.0,1994-07-06,200.0,週刊少年サンデー,22.930794251306526,25.80613239132402,1994
週刊少年サンデー 1994年 表示号数3,22,25,406.0,1994-01-07,210.0,週刊少年サンデー,22.28097632640361,25.47437770178484,1994
週刊少年サンデー 1994年 表示号数30,22,26,394.0,1994-07-13,200.0,週刊少年サンデー,21.95663402573178,25.99706644640586,1994
週刊少年サンデー 1994年 表示号数31,22,26,395.0,1994-07-20,200.0,週刊少年サンデー,21.872492615061095,25.82237483133326,1994
週刊少年サンデー 1994年 表示号数32,22,26,395.0,1994-07-27,200.0,週刊少年サンデー,22.34812961235857,26.344969975267738,1994
週刊少年サンデー 1994年 表示号数33,22,26,423.0,1994-08-03,210.0,週刊少年サンデー,22.25939641676266,25.960789347371307,1994
週刊少年サンデー 1994年 表示号数34,25,27,431.0,1994-08-10,210.0,週刊少年サンデー,25.004697947943566,26.838377243304002,1994
週刊少年サンデー 1994年 表示号数35,23,27,423.0,1994-08-17,210.0,週刊少年サンデー,22.851555638055334,26.63775211286949,1994
週刊少年サンデー 1994年 表示号数36,29,33,457.0,1994-08-24,220.0,週刊少年サンデー,28.497029920188822,33.19487296651305,1994
週刊少年サンデー 1994年 表示号数37,25,30,435.0,1994-08-31,210.0,週刊少年サンデー,25.14742590139368,29.728424773197275,1994
週刊少年サンデー 1994年 表示号数38,25,31,427.0,1994-09-07,210.0,週刊少年サンデー,24.775907569361955,30.86524185499499,1994
週刊少年サンデー 1994年 表示号数40,24,29,407.0,1994-09-21,200.0,週刊少年サンデー,23.509316997714812,29.161024996985734,1994
週刊少年サンデー 1994年 表示号数41,24,29,407.0,1994-09-28,200.0,週刊少年サンデー,24.396205131837256,29.04590839356453,1994
週刊少年サンデー 1994年 表示号数42,23,28,407.0,1994-10-05,200.0,週刊少年サンデー,23.161991947752472,27.97839328153955,1994
週刊少年サンデー 1994年 表示号数43,22,26,395.0,1994-10-12,200.0,週刊少年サンデー,21.71524795172076,25.946503054609618,1994
週刊少年サンデー 1994年 表示号数44,23,27,407.0,1994-10-19,200.0,週刊少年サンデー,22.696399654260187,27.28648183853358,1994
週刊少年サンデー 1994年 表示号数45,23,27,407.0,1994-10-26,200.0,週刊少年サンデー,23.217740445542905,27.55756853695042,1994
週刊少年サンデー 1994年 表示号数46,24,28,407.0,1994-11-02,200.0,週刊少年サンデー,23.78050734586603,27.862809792711904,1994
週刊少年サンデー 1994年 表示号数47,23,27,407.0,1994-11-09,200.0,週刊少年サンデー,23.324037466881972,27.142226022625678,1994
週刊少年サンデー 1994年 表示号数48,23,27,407.0,1994-11-16,200.0,週刊少年サンデー,23.15411482815654,27.48220007633853,1994
週刊少年サンデー 1994年 表示号数49,22,25,405.0,1994-11-23,200.0,週刊少年サンデー,22.134149130141704,25.26976426373768,1994
週刊少年サンデー 1994年 表示号数5,23,25,408.0,1994-01-19,210.0,週刊少年サンデー,23.101173863903576,24.8282920935554,1994
週刊少年サンデー 1994年 表示号数50,22,26,407.0,1994-11-30,200.0,週刊少年サンデー,22.047862718005977,25.89232984323151,1994
週刊少年サンデー 1994年 表示号数51,21,25,399.0,1994-12-07,200.0,週刊少年サンデー,21.220127799794277,24.85050786437494,1994
週刊少年サンデー 1994年 表示号数52,21,25,395.0,1994-12-14,200.0,週刊少年サンデー,20.886479909371097,24.771639147586306,1994
週刊少年サンデー 1994年 表示号数6,21,25,396.0,1994-01-26,200.0,週刊少年サンデー,21.021487993358598,24.844023711832836,1994
週刊少年サンデー 1994年 表示号数7,23,24,410.0,1994-02-02,200.0,週刊少年サンデー,23.1879866469193,24.065468869735085,1994
週刊少年サンデー 1994年 表示号数8,23,25,410.0,1994-02-09,200.0,週刊少年サンデー,23.14074742964653,24.8532427487113,1994
週刊少年サンデー 1994年 表示号数9,23,27,396.0,1994-02-16,200.0,週刊少年サンデー,22.701253298682836,27.219049965662588,1994
週刊少年サンデー 1995年 表示号数1,22,26,395.0,1995-01-01,200.0,週刊少年サンデー,21.874897583173933,26.030813865893197,1995
週刊少年サンデー 1995年 表示号数10,23,26,407.0,1995-02-22,200.0,週刊少年サンデー,23.063200876354788,25.900718579285964,1995
週刊少年サンデー 1995年 表示号数11,23,26,405.0,1995-03-01,200.0,週刊少年サンデー,22.897996322740024,26.221522480051746,1995
週刊少年サンデー 1995年 表示号数12,22,25,407.0,1995-03-08,200.0,週刊少年サンデー,22.443664640243334,25.079742956430117,1995
週刊少年サンデー 1995年 表示号数13,23,25,415.0,1995-03-15,200.0,週刊少年サンデー,22.901711701311473,25.066216906446442,1995
週刊少年サンデー 1995年 表示号数14,22,25,408.0,1995-03-22,200.0,週刊少年サンデー,21.959445388105827,25.26000961363362,1995
週刊少年サンデー 1995年 表示号数15,22,26,445.0,1995-03-29,220.0,週刊少年サンデー,22.192357544544326,26.14331636213126,1995
週刊少年サンデー 1995年 表示号数16,22,26,429.0,1995-04-05,210.0,週刊少年サンデー,22.082633185808728,25.97277538329049,1995
週刊少年サンデー 1995年 表示号数17,23,27,429.0,1995-04-12,210.0,週刊少年サンデー,22.96368138569881,27.234388710716935,1995
週刊少年サンデー 1995年 表示号数18,22,26,407.0,1995-04-19,200.0,週刊少年サンデー,21.81087661777981,26.077329450551165,1995
週刊少年サンデー 1995年 表示号数19,22,26,407.0,1995-04-26,200.0,週刊少年サンデー,22.075378514349193,26.729327190718276,1995
週刊少年サンデー 1995年 表示号数2,23,27,441.0,1995-01-04,220.0,週刊少年サンデー,23.259774110094597,27.27467212526178,1995
週刊少年サンデー 1995年 表示号数20,21,25,407.0,1995-05-03,200.0,週刊少年サンデー,21.119773806024558,25.28830315534368,1995
週刊少年サンデー 1995年 表示号数21,23,26,453.0,1995-05-10,220.0,週刊少年サンデー,22.805454119635968,26.322748342907122,1995
週刊少年サンデー 1995年 表示号数23,23,26,423.0,1995-05-24,200.0,週刊少年サンデー,23.43419373924418,26.019959902814072,1995
週刊少年サンデー 1995年 表示号数24,22,25,415.0,1995-05-31,200.0,週刊少年サンデー,21.638355527491026,25.32822385288243,1995
週刊少年サンデー 1995年 表示号数25,23,26,439.0,1995-06-07,200.0,週刊少年サンデー,22.604328589549304,26.005839256892415,1995
週刊少年サンデー 1995年 表示号数26,22,25,423.0,1995-06-14,200.0,週刊少年サンデー,22.24013930611431,24.79220664920365,1995
週刊少年サンデー 1995年 表示号数27,23,26,423.0,1995-06-21,200.0,週刊少年サンデー,23.056460119650673,25.85900338539746,1995
週刊少年サンデー 1995年 表示号数28,22,25,423.0,1995-06-28,200.0,週刊少年サンデー,21.86262536342399,25.131987638583134,1995
週刊少年サンデー 1995年 表示号数29,23,27,437.0,1995-07-05,210.0,週刊少年サンデー,22.72535731811117,26.609720027335328,1995
週刊少年サンデー 1995年 表示号数30,22,26,423.0,1995-07-12,200.0,週刊少年サンデー,22.580199959820074,26.052088230363562,1995
週刊少年サンデー 1995年 表示号数31,22,26,411.0,1995-07-19,200.0,週刊少年サンデー,22.02927271803886,25.817912478638156,1995
週刊少年サンデー 1995年 表示号数32,22,26,423.0,1995-07-26,200.0,週刊少年サンデー,22.133550292711444,26.179554095640462,1995
週刊少年サンデー 1995年 表示号数33,22,25,443.0,1995-08-02,210.0,週刊少年サンデー,22.079471274309544,24.813456572335664,1995
週刊少年サンデー 1995年 表示号数34,22,26,433.0,1995-08-09,210.0,週刊少年サンデー,22.108701989432788,26.46807581556883,1995
週刊少年サンデー 1995年 表示号数35,23,27,459.0,1995-08-16,210.0,週刊少年サンデー,23.135023615131203,27.191954532247717,1995
週刊少年サンデー 1995年 表示号数36,22,25,455.0,1995-08-23,220.0,週刊少年サンデー,22.18310600243872,24.68278526020655,1995
週刊少年サンデー 1995年 表示号数38,23,26,447.0,1995-09-06,210.0,週刊少年サンデー,22.90619439980983,26.43968983752096,1995
