マンガ雑誌名,ccid,マンガ作品名,平均掲載位置,平均ページ数,カラー獲得率,合計各話数
週刊少年ジャンプ,C89705,燃える!お兄さん,0.27495899096936155,18.5,0.125,188
週刊少年ジャンプ,C88772,シェイプアップ乱 SHAPE UP RAN,0.2766292063406238,21.25,0.125,128
週刊少年ジャンプ,C88326,神様はサウスポー,0.27909076294246354,22.25,0.125,109
週刊少年ジャンプ,C89528,プリティフェイス,0.2805445983773503,26.0,0.125,52
週刊少年ジャンプ,C89587,魔女娘ViVian,0.28165801177791244,21.375,0.125,43
週刊少年ジャンプ,C88755,侍ジャイアンツ,0.2823523678353198,27.75,0.125,150
週刊少年ジャンプ,C89562,ボンボン坂高校演劇部,0.284759853984278,18.125,0.125,142
週刊少年ジャンプ,C88386,キャッツ・アイ CATS・EYE,0.2861481836136214,28.25,0.125,157
週刊少年ジャンプ,C89139,ボクはしたたか君,0.2864602784814735,13.875,0.125,70
週刊少年ジャンプ,C88605,警察犬物語 警視庁・鑑識課雨野しげお奮闘記,0.2932380407527974,21.75,0.125,47
週刊少年ジャンプ,C89647,翠山ポリスギャング,0.2949582891750149,26.125,0.125,20
週刊少年ジャンプ,C87606,BE TAKUTO! ～野蛮なれ～,0.29739112834705517,25.75,0.125,20
週刊少年ジャンプ,C88390,キャプテン翼,0.29753570966320586,23.0,0.125,363
週刊少年ジャンプ,C88935,赤龍王,0.3005091808644248,22.5,0.125,50
週刊少年ジャンプ,C87833,RASH!!,0.30571188866815757,29.125,0.125,17
週刊少年ジャンプ,C89388,花も嵐も,0.3078639162859817,24.0,0.125,32
週刊少年ジャンプ,C87649,CYBORGじいちゃんG,0.30984303688536685,24.375,0.125,32
週刊少年ジャンプ,C88689,こもれ陽の下で・・・,0.3117255831003333,27.125,0.125,25
週刊少年ジャンプ,C89437,びくびくニャンコ,0.3138788240203988,15.125,0.125,12
週刊少年ジャンプ,C89396,隼人18番勝負,0.31519979498630274,24.0,0.125,17
週刊少年ジャンプ,C87914,Wrestling with もも子,0.31622344992961104,19.75,0.125,18
週刊少年ジャンプ,C88914,陣内流柔術武闘伝 真島クンすっとばす!!,0.31974802317136003,27.625,0.125,141
週刊少年ジャンプ,C89762,遊☆戯☆王,0.32256936435945976,27.375,0.125,350
週刊少年ジャンプ,C88485,ショーアップハイスクール,0.3231520151535898,24.875,0.125,12
週刊少年ジャンプ,C88457,酒呑☆ドージ,0.3315013149270945,27.625,0.125,16
週刊少年ジャンプ,C88300,甲冑の戦士 雅武 銀牙外伝,0.3322991064343125,23.625,0.125,16
週刊少年ジャンプ,C88138,黄金のバンタム,0.33325731077627413,21.75,0.125,15
週刊少年ジャンプ,C89150,ペナントレース やまだたいちの奇跡,0.3349115904481956,26.625,0.125,127
週刊少年ジャンプ,C89252,ドーベルマン刑事,0.33508453947317873,23.0,0.125,212
週刊少年ジャンプ,C89541,惑星をつぐ者,0.3354798255887103,26.0,0.125,9
週刊少年ジャンプ,C89515,仏ゾーン,0.33758240909482007,26.375,0.125,19
週刊少年ジャンプ,C87446,特別交通機動隊 SUPER PATROL,0.33963848966862165,25.0,0.125,16
週刊少年ジャンプ,C89055,チェンジUP!!,0.3429105070956425,25.75,0.125,21
週刊少年ジャンプ,C88738,さすらい騎士道,0.34350825047048744,23.375,0.125,12
週刊少年ジャンプ,C87640,COOL～RENTAL BODYGUARD～,0.34562071492904406,32.5,0.125,19
週刊少年ジャンプ,C87608,BIG1,0.3456360447861864,19.625,0.125,20
週刊少年ジャンプ,C89125,ボギー THE GREAT,0.3466953472091514,22.875,0.125,29
週刊少年ジャンプ,C89641,水のともだちカッパーマン,0.3476105760090303,20.25,0.125,35
週刊少年ジャンプ,C87761,KID,0.3476824180272539,22.5,0.125,19
週刊少年ジャンプ,C89441,密リターンズ!,0.3484244665981685,25.625,0.125,58
週刊少年ジャンプ,C89821,ラブ＆ファイヤー,0.34850630105935465,23.25,0.125,13
週刊少年ジャンプ,C88534,スタア爆発,0.3513311318426094,23.25,0.125,19
週刊少年ジャンプ,C87463,どはずれ天下一,0.35474435563610196,21.75,0.125,25
週刊少年ジャンプ,C89071,超機動員ヴァンダー,0.3568916895462815,22.5,0.125,20
週刊少年ジャンプ,C89871,ワースト,0.3583808739251974,21.375,0.125,31
週刊少年ジャンプ,C89000,タイムウォーカー零,0.35872538418095035,27.375,0.125,23
週刊少年ジャンプ,C89151,べらんめえホームズ,0.36056955429965126,15.375,0.125,15
週刊少年ジャンプ,C89140,ぼくは少年探偵ダン!!,0.3610085357856758,20.5,0.125,20
週刊少年ジャンプ,C89884,渡り教師,0.36356447063889885,22.125,0.125,11
週刊少年ジャンプ,C88193,鬼が来たりて,0.3638622267726094,30.75,0.125,14
週刊少年ジャンプ,C88417,キララ,0.36389226288786947,21.875,0.125,15
週刊少年ジャンプ,C88352,キーガール,0.36639428591897355,20.5,0.125,20
週刊少年ジャンプ,C88745,サテライトの虹,0.3672128577348187,21.625,0.125,27
週刊少年ジャンプ,C88499,私立ポセイドン学園高等部,0.3729450770150658,13.0,0.125,18
週刊少年ジャンプ,C89893,ワンマン☆アーミー,0.3731487106961776,22.125,0.125,10
週刊少年ジャンプ,C88811,ジャストACE,0.37353021409437775,24.0,0.125,10
週刊少年ジャンプ,C89166,封神演義,0.3752348553949837,27.75,0.125,205
週刊少年ジャンプ,C87882,THE MoMoTARoH ザ・モモタロウ,0.37652388720272606,17.875,0.125,109
週刊少年ジャンプ,C89211,天外君の華麗なる悩み,0.37764877642078465,23.25,0.125,17
週刊少年ジャンプ,C88072,いぬまるだしっ,0.37845574624589307,7.875,0.125,203
週刊少年ジャンプ,C89098,プレゼント・フロム LEMON,0.3787358837257828,24.125,0.125,19
週刊少年ジャンプ,C87835,ROADRUNNER ロードランナー,0.38222433732920447,22.75,0.125,22
週刊少年ジャンプ,C88329,カメレオンジェイル,0.3826421274850877,24.75,0.125,12
週刊少年ジャンプ,C89735,柳生烈風伝連也,0.384220786871582,26.875,0.125,10
週刊少年ジャンプ,C89677,明稜帝梧桐勢十郎,0.38507922116149096,24.5,0.125,95
週刊少年ジャンプ,C88046,怒りのマウンド,0.3870798089405658,20.75,0.125,10
週刊少年ジャンプ,C87562,4タロウ1ヒメ,0.38776174076717407,22.125,0.125,15
週刊少年ジャンプ,C88433,くおん…,0.3879207846553387,22.5,0.125,11
週刊少年ジャンプ,C89434,ひかる!チャチャチャ!!,0.3889330556348071,25.25,0.125,60
週刊少年ジャンプ,C87855,SLAM DUNK,0.39058096009057897,21.5,0.125,273
週刊少年ジャンプ,C87804,NINK〔U_ 〕-忍空-,0.39064068596014745,26.5,0.125,55
週刊少年ジャンプ,C88282,影武者徳川家康,0.3922171465387235,30.0,0.125,51
週刊少年ジャンプ,C88397,ギャルがライバル!!,0.39312539008062375,21.5,0.125,37
週刊少年ジャンプ,C89531,ブルーシティ,0.3934550831650464,24.25,0.125,18
週刊少年ジャンプ,C88687,コマンダー0,0.393979726330177,22.75,0.125,15
週刊少年ジャンプ,C89227,天然色男児BURAY,0.3953753456205582,25.0,0.125,13
週刊少年ジャンプ,C89197,鉄のドンキホーテ,0.3992960055372397,23.0,0.125,10
週刊少年ジャンプ,C87787,METAL FINISH メタル・フィニッシュ,0.40167562420998243,24.25,0.125,14
週刊少年ジャンプ,C88248,怪艇ポセイドン,0.40337001291652036,23.0,0.125,9
週刊少年ジャンプ,C89072,超機動暴発蹴球野郎 リベロの武田,0.40434648587025196,22.5,0.125,83
週刊少年ジャンプ,C89124,ホールインワン,0.4055555555555555,23.0,0.125,126
週刊少年ジャンプ,C88513,スーパーマシーンRUN,0.40811191822231124,29.5,0.125,12
週刊少年ジャンプ,C89591,魔神冒険譚-アラビアン-ランプ・ランプ,0.4082402354872293,26.25,0.125,23
週刊少年ジャンプ,C89296,人間の条件,0.40880315998652916,24.625,0.125,12
週刊少年ジャンプ,C89626,まんゆうき ～ばばあと あわれな げぼくたち～,0.41015200789980255,21.25,0.125,21
週刊少年ジャンプ,C88551,FW陣! ー蹴球伝ーフィールドの狼,0.4109351956525833,26.0,0.125,17
週刊少年ジャンプ,C87957,アカテン教師梨本小鉄,0.4109380866516276,23.0,0.125,30
週刊少年ジャンプ,C88491,ジョジョの奇妙な冒険,0.4115985857286022,22.75,0.125,594
週刊少年ジャンプ,C89404,はるかかなた,0.41216564513034565,24.125,0.125,20
週刊少年ジャンプ,C87499,ドン・ボルカン -聖なる男の伝説-,0.41747231575583754,26.875,0.125,11
週刊少年ジャンプ,C87852,SILENT KNIGHT翔,0.4200469163643787,25.375,0.125,13
週刊少年ジャンプ,C88427,キン肉マン,0.4217543988036,15.25,0.125,400
週刊少年ジャンプ,C89572,幕張,0.4224274637458558,22.5,0.125,82
週刊少年ジャンプ,C89168,暴走ハンター,0.423550886292444,21.5,0.125,14
週刊少年ジャンプ,C88424,銀牙 -流れ星 銀-,0.42583644158773837,22.25,0.125,164
週刊少年ジャンプ,C87703,GP BOY☆グランプリボーイ☆,0.4268946834258758,24.875,0.125,17
週刊少年ジャンプ,C88423,きりん ～The Last Unicon～,0.42761457754336535,25.75,0.125,20
週刊少年ジャンプ,C89841,るろうに剣心 -明治剣客浪漫譚-,0.43000179684193796,27.0,0.125,257
週刊少年ジャンプ,C89640,ミステリオス,0.432906597111324,22.5,0.125,20
週刊少年ジャンプ,C89088,珍遊記,0.4331315187858307,20.75,0.125,63
週刊少年ジャンプ,C87975,あした天兵,0.4335009522503592,21.75,0.125,22
週刊少年ジャンプ,C88232,画・ROW,0.4348172462019856,25.0,0.125,9
週刊少年ジャンプ,C88270,ガクエン情報部H.I.P.,0.4352522419142335,22.75,0.125,29
週刊少年ジャンプ,C87593,AT Lady！,0.43597571441154825,24.5,0.125,11
週刊少年ジャンプ,C89807,四丁目の怪人くん,0.4375194494004398,22.0,0.125,33
週刊少年ジャンプ,C88110,うるとら☆イレブン,0.4388525951288278,23.75,0.125,10
週刊少年ジャンプ,C89744,奴の名はMARIA,0.4397694186440438,26.5,0.125,9
週刊少年ジャンプ,C88680,ゴッドサイダー,0.4403533899811568,23.125,0.125,78
週刊少年ジャンプ,C89090,ついでにとんちんかん,0.4430563944319934,17.25,0.125,212
週刊少年ジャンプ,C89473,ファイアスノーの風,0.4447672415171277,26.0,0.125,11
週刊少年ジャンプ,C87786,Merry Wind,0.44579135102152434,26.75,0.125,11
週刊少年ジャンプ,C87917,ああ一郎,0.4465483337626921,23.25,0.125,39
週刊少年ジャンプ,C87727,JOKER,0.4475654190201486,30.25,0.125,16
週刊少年ジャンプ,C87617,BOY-ボーイ-HARELUYAⅡ,0.4495658544967799,26.0,0.125,297
週刊少年ジャンプ,C88425,銀河パトロール ジャコ,0.4506366279254603,20.25,0.125,11
週刊少年ジャンプ,C89680,機械戦士ギルファー,0.45104524429409804,22.5,0.125,13
週刊少年ジャンプ,C87599,BAKUDAN,0.4519220705840072,27.0,0.125,17
週刊少年ジャンプ,C88517,スカイイーグル,0.45617193534212597,22.625,0.125,12
週刊少年ジャンプ,C87821,PANKRA BOY,0.4619927962779013,22.875,0.125,11
週刊少年ジャンプ,C89335,ハイスクール!奇面組,0.46340579710144925,13.875,0.125,261
週刊少年ジャンプ,C88400,究極!!変態仮面,0.4639944641013275,23.5,0.125,54
週刊少年ジャンプ,C87687,Fの閃光 -アイルトン・セナの挑戦-,0.4666050608783531,25.75,0.125,16
週刊少年ジャンプ,C89161,保安官ジョー,0.4697837503376773,27.5,0.125,12
週刊少年ジャンプ,C87616,BOMBER GIRL,0.4699097101270902,25.5,0.125,11
週刊少年ジャンプ,C88487,ショーリ!!,0.47123445930249835,22.5,0.125,13
週刊少年ジャンプ,C89593,魔神竜バリオン,0.4716006673074376,21.75,0.125,11
週刊少年ジャンプ,C88902,神光援団紳士録,0.473656554869334,26.625,0.125,16
週刊少年ジャンプ,C89442,ビッグガン,0.47404240133862185,22.75,0.125,10
週刊少年ジャンプ,C88782,地獄戦士 魔王,0.47553305096110754,17.75,0.125,29
週刊少年ジャンプ,C87487,ドルヒラ,0.4779341326128236,25.75,0.125,14
週刊少年ジャンプ,C89833,リングにかけろ,0.4805658426623503,22.75,0.125,241
週刊少年ジャンプ,C87458,とってもラッキーマン,0.48069671062749764,20.75,0.125,191
週刊少年ジャンプ,C89328,ハードラック HARD LUCK,0.4823145892778268,23.25,0.125,11
週刊少年ジャンプ,C89775,幽☆遊☆白書,0.4823371093518035,25.125,0.125,175
週刊少年ジャンプ,C88982,ターヘルアナ富子,0.48393558666349734,22.375,0.125,15
週刊少年ジャンプ,C89317,ノーサイド,0.48713018674448283,23.0,0.125,11
週刊少年ジャンプ,C88918,心理捜査官 草薙葵,0.48743468027384335,27.0,0.125,23
週刊少年ジャンプ,C88565,すもも,0.49129072852085887,17.625,0.125,10
週刊少年ジャンプ,C87897,VICE -ヴァイス-,0.49370044524928625,26.625,0.125,10
週刊少年ジャンプ,C87779,MADDOG マッドドッグ,0.493913699304143,25.0,0.125,10
週刊少年ジャンプ,C89546,ホップステップ,0.49417562724014336,21.75,0.125,47
週刊少年ジャンプ,C87904,WING-MAN ウィングマン,0.49667395635913303,23.0,0.125,113
週刊少年ジャンプ,C88221,おれは竜,0.4970481298438937,21.0,0.125,8
週刊少年ジャンプ,C88970,空のキャンバス,0.49889523987741674,21.75,0.125,59
週刊少年ジャンプ,C89079,超弩級戦士ジャスティス,0.5009402339508552,27.75,0.125,14
週刊少年ジャンプ,C89336,灰になる少年,0.5012057877813505,23.0,0.125,11
週刊少年ジャンプ,C87828,PSYCHO+,0.5016455493676095,25.75,0.125,11
週刊少年ジャンプ,C88441,クライシスダイバー,0.5026237852417074,26.5,0.125,12
週刊少年ジャンプ,C88669,コスモスストライカー,0.5053551334156663,23.625,0.125,13
週刊少年ジャンプ,C87610,BLACK KNIGHT バット,0.5056043992511188,20.5,0.125,10
週刊少年ジャンプ,C87556,3年奇面組,0.5062676898301777,15.5,0.125,78
週刊少年ジャンプ,C88780,地獄先生ぬ～べ～,0.5070625638362013,25.375,0.125,278
週刊少年ジャンプ,C88374,きまぐれオレンジ★ロード,0.5078092858756587,23.0,0.125,157
週刊少年ジャンプ,C87805,NINK〔U_ 〕-忍空- SECOND STAGE,0.5079798720278462,25.0,0.125,27
週刊少年ジャンプ,C89371,はだしのゲン,0.5082392435354803,21.625,0.125,55
週刊少年ジャンプ,C88195,鬼っ子,0.5083160922086732,21.875,0.125,24
週刊少年ジャンプ,C87713,HARELUYA-ハレルヤ-,0.5088978064682775,25.125,0.125,10
週刊少年ジャンプ,C88529,すすめ!!パイレーツ,0.5095515445551984,14.875,0.125,150
週刊少年ジャンプ,C87881,THE EDGE,0.5100645955681004,23.0,0.125,16
週刊少年ジャンプ,C89274,虹のランナー,0.510779771464289,22.25,0.125,13
週刊少年ジャンプ,C88460,ジュン JUN,0.5159420289855072,13.875,0.125,10
週刊少年ジャンプ,C88416,キラーBOY,0.5166294319836072,22.625,0.125,16
週刊少年ジャンプ,C89155,変幻戦忍アスカ ASUKA,0.519234873961873,23.75,0.125,18
週刊少年ジャンプ,C89237,東京犯罪物語 -菩薩と不動-,0.5210561253159505,28.25,0.125,9
週刊少年ジャンプ,C89496,不可思議堂奇譚,0.5235186823669625,27.875,0.125,10
週刊少年ジャンプ,C88912,真説ボボボーボ・ボーボボ,0.5238453424222118,18.0,0.125,58
週刊少年ジャンプ,C89384,はなったれBoogie,0.5247635373731565,15.5,0.125,10
週刊少年ジャンプ,C89827,竜堂のシグ,0.5252260029538743,25.5,0.125,13
週刊少年ジャンプ,C89476,ファインプレイ,0.5272060992390253,21.5,0.125,10
週刊少年ジャンプ,C88114,うわさのBOY,0.5294055903342679,21.75,0.125,19
週刊少年ジャンプ,C88627,剣客渋井柿之介,0.5311470355407555,15.75,0.125,13
週刊少年ジャンプ,C89314,熱風の虎,0.5339014579929442,24.875,0.125,33
週刊少年ジャンプ,C89501,不思議ハンター,0.5373742067073966,25.5,0.125,17
週刊少年ジャンプ,C88632,原色超人PAINT MAN,0.5451962181176639,26.625,0.125,11
週刊少年ジャンプ,C89494,フォーエバー神児くん,0.5454758386156952,22.625,0.125,30
週刊少年ジャンプ,C89376,ハッスル拳法つよし,0.5484530979623445,23.0,0.125,10
週刊少年ジャンプ,C88261,かおす寒鰤屋,0.5499619530814315,29.5,0.125,10
週刊少年ジャンプ,C89607,マリオ THE STRIKER,0.5505858024786416,21.5,0.125,12
週刊少年ジャンプ,C87903,WILD HALF,0.5523396483979937,27.125,0.125,142
週刊少年ジャンプ,C88303,ガッツトライ,0.5535190615835777,21.75,0.125,10
週刊少年ジャンプ,C88229,女だらけ,0.5544854785169461,15.75,0.125,90
週刊少年ジャンプ,C89631,命,0.562093303341145,21.375,0.125,11
週刊少年ジャンプ,C88112,ウルフにKISS,0.5684418604855203,22.375,0.125,13
週刊少年ジャンプ,C89128,北斗の騎士,0.5690223336288782,25.875,0.125,14
週刊少年ジャンプ,C88106,海の戦士,0.5693157030778543,23.75,0.125,10
週刊少年ジャンプ,C87870,SUPER POLICE スーパーポリス,0.5700916101673179,22.125,0.125,11
週刊少年ジャンプ,C88446,グラナダ -究極科学探検隊-,0.5714925851893151,26.0,0.125,13
週刊少年ジャンプ,C87798,Mr.ホワイティ,0.5718269084980884,24.25,0.125,10
週刊少年ジャンプ,C88139,王様はロバ -はったり帝国の逆襲-,0.5727228384472759,8.25,0.125,129
週刊少年ジャンプ,C89637,ミスター❤ライオン,0.5729066304357758,21.0,0.125,10
週刊少年ジャンプ,C87981,あすなろ旋風,0.5738950351517793,21.5,0.125,10
週刊少年ジャンプ,C88449,暗闇をぶっとばせ!,0.5798044765581286,26.5,0.125,13
週刊少年ジャンプ,C89337,バオー来訪者,0.5802445917803561,23.125,0.125,17
週刊少年ジャンプ,C89289,ニューラルネットワーク ミリンダ❤ファイト,0.5879676017668196,23.875,0.125,11
週刊少年ジャンプ,C89860,ロケットでつきぬけろ!,0.5890246004360571,25.25,0.125,10
週刊少年ジャンプ,C87767,K.O.マサトメ,0.5890854051922758,25.0,0.125,17
週刊少年ジャンプ,C88477,少年の国,0.5897565563007914,21.375,0.125,27
週刊少年ジャンプ,C89805,よろしくメカドックPART2,0.5903735815376769,22.5,0.125,113
週刊少年ジャンプ,C89004,DIAMOND　ダイヤモンド,0.5932989109027983,26.25,0.125,17
週刊少年ジャンプ,C88368,蹴撃手マモル,0.5948587533516936,23.5,0.125,32
週刊少年ジャンプ,C89228,天より高く!,0.5950270092306778,24.625,0.125,18
週刊少年ジャンプ,C88047,イカロスの拳,0.5985148096505682,22.0,0.125,10
週刊少年ジャンプ,C88365,キックオフ,0.6049726838449089,25.0,0.125,97
週刊少年ジャンプ,C89214,てんぎゃん -南方熊楠伝-,0.6059871525283337,25.0,0.125,12
週刊少年ジャンプ,C88736,サスケ忍伝,0.6077898987790267,21.5,0.125,10
週刊少年ジャンプ,C88525,スクラム SCRUM,0.608717192560387,21.25,0.125,11
週刊少年ジャンプ,C87999,アイマル剣士,0.6095341220888771,22.75,0.125,10
週刊少年ジャンプ,C87766,K.O.SEN,0.6113542347092353,26.25,0.125,12
週刊少年ジャンプ,C87942,アウターゾーン,0.6162187091428936,25.125,0.125,121
週刊少年ジャンプ,C87465,飛ぶ教室,0.6201499910530597,23.0,0.125,15
週刊少年ジャンプ,C88629,元気やでっ,0.620282866671619,23.25,0.125,10
週刊少年ジャンプ,C88152,大相撲刑事,0.6213892430852136,23.25,0.125,11
週刊少年ジャンプ,C89863,ロックンロール物語,0.6251908880435291,21.125,0.125,10
週刊少年ジャンプ,C88526,スケ番あらし,0.6330637324553238,17.75,0.125,27
週刊少年ジャンプ,C88971,空の城,0.6342443729903537,21.625,0.125,10
週刊少年ジャンプ,C88335,カラテいのち,0.6429609397222352,21.125,0.125,15
週刊少年ジャンプ,C87621,CAN・えぶりでい,0.6455501721280122,21.0,0.125,12
週刊少年ジャンプ,C89586,魔少年ビーティー,0.6600362154205653,21.625,0.125,10
週刊少年ジャンプ,C89609,・・・のマル秘エピソードをマンガ化!!,0.6605765349927218,1.0,0.125,17
週刊少年ジャンプ,C88026,アルバトロス飛んだ,0.6677899006089749,22.5,0.125,11
週刊少年ジャンプ,C88295,家族動物園,0.6871194036101688,22.75,0.125,11
週刊少年ジャンプ,C88242,海人ゴンズイ,0.711279286673231,21.25,0.125,11
週刊少年ジャンプ,C88410,恐竜大紀行,0.7255016827393441,21.625,0.125,12
週刊少年ジャンプ,C88668,コスモ・エンド,0.732587630603303,22.0,0.125,13
週刊少年ジャンプ,C89761,ユーカリの木のもとで,0.7672152524843743,20.75,0.125,11
週刊少年ジャンプ,C89690,メタルK,0.823066763062019,23.125,0.125,10
週刊少年ジャンプ,C89460,ピューと吹く!ジャガー,0.9840372276519198,7.375,0.125,442
週刊少年ジャンプ,C87435,荒野の少年イサム,0.030684526044383688,26.375,0.25,112
週刊少年ジャンプ,C87862,SPACE ADVENTURE コブラ,0.13288284938692144,21.875,0.25,155
週刊少年ジャンプ,C89412,ハレンチ学園,0.13649788420021558,19.875,0.25,60
週刊少年ジャンプ,C87648,CYBERブルー,0.13721847753591718,29.375,0.25,31
週刊少年ジャンプ,C88156,大ぼら一代,0.15273311897106107,27.625,0.25,88
週刊少年ジャンプ,C89747,やぶれかぶれ,0.17463768115942027,21.125,0.25,28
週刊少年ジャンプ,C89536,プレイボール,0.17886630017633023,23.125,0.25,201
週刊少年ジャンプ,C88702,コンドルの翼,0.18983522467947384,26.25,0.25,15
週刊少年ジャンプ,C89824,リッキー台風,0.20218325047046368,25.375,0.25,79
週刊少年ジャンプ,C87726,I''s,0.20562367488561212,24.5,0.25,142
週刊少年ジャンプ,C89520,ブラックエンジェルズ,0.20591963493471918,24.875,0.25,179
週刊少年ジャンプ,C88034,暗殺教室,0.2173474538331701,27.0,0.25,187
週刊少年ジャンプ,C89504,武装錬金,0.2228804973674498,27.0,0.25,80
週刊少年ジャンプ,C88612,激!極虎一家,0.23591087811271294,22.375,0.25,111
週刊少年ジャンプ,C89116,ブンの青シュン!,0.24185121150363087,22.25,0.25,60
週刊少年ジャンプ,C87842,SAND LAND,0.25333074246937703,16.0,0.25,14
週刊少年ジャンプ,C88391,キャプテン翼ワールドユース編,0.2552429654951217,25.625,0.25,159
週刊少年ジャンプ,C87847,SHADOW LADY,0.2569958362924113,29.25,0.25,24
週刊少年ジャンプ,C87719,HUNTER×HUNTER,0.25841025757279573,22.0,0.25,372
週刊少年ジャンプ,C87929,アイシールド21,0.2634555376328743,29.0,0.25,341
週刊少年ジャンプ,C87479,虎のレーサー,0.2635487967082916,22.0,0.25,14
週刊少年ジャンプ,C88869,ジャンボでごめんなすって,0.2642857142857143,15.25,0.25,9
週刊少年ジャンプ,C88572,世紀末リーダー伝たけし!,0.26492896362492246,22.25,0.25,238
週刊少年ジャンプ,C87947,青空フィッシング,0.2652345186084488,24.0,0.25,42
週刊少年ジャンプ,C89594,魔剣士,0.26974092422892904,23.0,0.25,13
週刊少年ジャンプ,C88332,人形草子あやつり左近,0.2741706548888684,27.625,0.25,32
週刊少年ジャンプ,C89882,私のカエル様,0.2742456012929741,28.25,0.25,14
週刊少年ジャンプ,C88064,いちご100％,0.2763188025123736,24.0,0.25,168
週刊少年ジャンプ,C88252,街道レーサーGO,0.27789557381394114,22.0,0.25,23
週刊少年ジャンプ,C89872,ワールドトリガー,0.27892505217636177,26.5,0.25,167
週刊少年ジャンプ,C115512,ROBOT×LASERBEAM,0.27907977330783473,24.25,0.25,18
週刊少年ジャンプ,C89021,猛き龍星,0.27909757706496285,27.625,0.25,26
週刊少年ジャンプ,C88492,ジョジョの奇妙な冒険 Part6 ストーンオーシャン,0.27924482103481746,25.5,0.25,154
週刊少年ジャンプ,C89277,ニセコイ,0.2810157669588444,26.0,0.25,237
週刊少年ジャンプ,C87818,ONE PIECE,0.2840603565850196,25.75,0.25,893
週刊少年ジャンプ,C88806,シャーマンキング,0.28446882666924833,24.25,0.25,289
週刊少年ジャンプ,C89382,花さか天使テンテンくん,0.2893660772862677,25.75,0.25,164
週刊少年ジャンプ,C89398,ばらの坂道,0.2943058923808392,23.0,0.25,40
週刊少年ジャンプ,C88083,ウィニング・ショット WINNING・SHOT,0.2964431664981462,24.625,0.25,23
週刊少年ジャンプ,C89742,やっちん,0.29882610321316744,15.0,0.25,16
週刊少年ジャンプ,C88588,クロガネ,0.3036733760390444,26.5,0.25,69
週刊少年ジャンプ,C88925,聖闘士星矢,0.30544952626857064,24.25,0.25,245
週刊少年ジャンプ,C89364,パジャマな彼女。,0.3060709357903064,27.25,0.25,26
週刊少年ジャンプ,C88314,神奈川磯南風天組,0.30616977711214965,26.0,0.25,18
週刊少年ジャンプ,C89400,瑪羅門の家族,0.30773805823288103,31.875,0.25,38
週刊少年ジャンプ,C88723,魁!!男塾,0.30921013808815245,26.0,0.25,310
週刊少年ジャンプ,C89352,爆発!宇宙クマさん タータ・ベア＆菊千代くん,0.30993641995281335,20.0,0.25,22
週刊少年ジャンプ,C87992,あっけら貫刃帖,0.31102400317735257,27.25,0.25,13
週刊少年ジャンプ,C88354,奇怪噺 花咲一休,0.3128123187486363,26.5,0.25,15
週刊少年ジャンプ,C89002,ダイヤモンドスター,0.3163558554774746,23.25,0.25,18
週刊少年ジャンプ,C88726,サクラテツ対話篇,0.3175266558821238,22.5,0.25,19
週刊少年ジャンプ,C87866,STEEL BALL RUN,0.31879971806028706,36.375,0.25,23
週刊少年ジャンプ,C89732,モンモン物語,0.32108970403871473,21.5,0.25,85
週刊少年ジャンプ,C88949,戦星のバルジ,0.32214949607970317,26.75,0.25,16
週刊少年ジャンプ,C89187,出口兄弟奮戦記,0.3261826632826095,21.625,0.25,13
週刊少年ジャンプ,C87924,嗚呼!!毘沙門高校,0.331021236880407,24.25,0.25,20
週刊少年ジャンプ,C87657,D・N・A²～何処かで失くしたあいつのアイツ～,0.33111005307285535,26.625,0.25,42
週刊少年ジャンプ,C89870,Waqwaq ワークワーク,0.3336679215953666,27.0,0.25,34
週刊少年ジャンプ,C87887,To LOVEる -とらぶる-,0.33434859597761374,27.5,0.25,164
週刊少年ジャンプ,C89435,ヒカルの碁,0.33695601786121937,26.25,0.25,202
週刊少年ジャンプ,C87789,MIND ASSASSIN,0.3378778742762602,32.0,0.25,28
週刊少年ジャンプ,C89471,ピンボケ写太,0.3399966494953302,21.75,0.25,27
週刊少年ジャンプ,C88426,銀魂,0.3406873829031977,23.375,0.25,655
週刊少年ジャンプ,C89589,魔人探偵脳噛ネウロ,0.3478406328785433,29.75,0.25,205
週刊少年ジャンプ,C115420,歪のアマルガム,0.3509176761328141,27.0,0.25,18
週刊少年ジャンプ,C87655,D.Gray-man,0.3521705766579775,26.0,0.25,187
週刊少年ジャンプ,C88508,スーパー巨人,0.3530167320221087,22.625,0.25,18
週刊少年ジャンプ,C88549,ストップ!!ひばりくん,0.3577132716440613,15.25,0.25,61
週刊少年ジャンプ,C88130,エニグマ,0.35813244349166967,26.25,0.25,56
週刊少年ジャンプ,C89684,メゾン・ド・ペンギン,0.3596281264666499,10.25,0.25,62
週刊少年ジャンプ,C111023,ブラッククローバー,0.36116705134279703,27.75,0.25,119
週刊少年ジャンプ,C88634,現存!古代生物史パッキー,0.36456278529189656,17.25,0.25,24
週刊少年ジャンプ,C87628,CHIBI -チビー,0.3650151300093995,29.0,0.25,54
週刊少年ジャンプ,C88003,あねどきっ,0.3664927635600356,26.75,0.25,27
週刊少年ジャンプ,C89597,舞って!セーラー服騎士,0.3724408371287764,22.625,0.25,12
週刊少年ジャンプ,C89502,武士沢レシーブ,0.3755588672661248,21.75,0.25,20
週刊少年ジャンプ,C88946,戦国乱破伝サソリ,0.37714966884003465,26.75,0.25,12
