マンガ雑誌名,ccid,マンガ作品名,平均掲載位置,平均ページ数,カラー獲得率,合計各話数
週刊少年ジャンプ,C88345,神撫手,0.3812409787536705,31.0,0.25,14
週刊少年ジャンプ,C88760,サラブレッドと呼ばないで,0.38149730102944496,26.5,0.25,13
週刊少年ジャンプ,C89375,初恋限定。,0.3818174931763474,25.0,0.25,32
週刊少年ジャンプ,C111079,デビリーマン,0.3827034929063735,26.75,0.25,16
週刊少年ジャンプ,C89595,真直がいく,0.384894797553208,24.625,0.25,11
週刊少年ジャンプ,C88312,家庭教師ヒットマンREBORN!,0.38639762268293903,30.5,0.25,419
週刊少年ジャンプ,C89355,バクマン。,0.3871231527781055,28.0,0.25,181
週刊少年ジャンプ,C88909,新世紀アイドル伝説 彼方セブンチェンジ,0.38939450315676843,18.5,0.25,14
週刊少年ジャンプ,C89770,ユート,0.3935912120022925,26.5,0.25,21
週刊少年ジャンプ,C115495,Dr.STONE,0.39578214918947163,24.25,0.25,20
週刊少年ジャンプ,C87708,HACHI -東京23宮-,0.3976142287782026,26.75,0.25,22
週刊少年ジャンプ,C88450,グラン・バガン,0.398141358468855,24.125,0.25,11
週刊少年ジャンプ,C88489,食戟のソーマ,0.39881297225481205,26.75,0.25,229
週刊少年ジャンプ,C88965,SOUL CATCHER(S),0.4001703595382553,26.75,0.25,59
週刊少年ジャンプ,C111020,カガミガミ,0.4002095534060031,27.25,0.25,39
週刊少年ジャンプ,C87775,LIVE,0.40090468107229327,24.5,0.25,11
週刊少年ジャンプ,C87586,AKABOSHI-異聞水滸伝-,0.4031033567760721,27.5,0.25,24
週刊少年ジャンプ,C89145,保健室の死神,0.40511157445082885,26.75,0.25,90
週刊少年ジャンプ,C112648,左門くんはサモナー,0.40608034343133104,26.0,0.25,88
週刊少年ジャンプ,C89015,タカヤ -閃武学園激闘伝-,0.4064504533021658,26.25,0.25,38
週刊少年ジャンプ,C88563,スモーキーB.B.,0.41053232471354617,27.0,0.25,15
週刊少年ジャンプ,C88155,大泥棒ポルタ,0.41149125051366686,30.0,0.25,16
週刊少年ジャンプ,C88675,こちら葛飾区亀有公園前派出所,0.4141197017906809,22.5,0.25,1968
週刊少年ジャンプ,C88479,少年疾駆,0.41455923989249877,25.5,0.25,15
週刊少年ジャンプ,C87829,PSYREN-サイレン-,0.41515896739584834,27.0,0.25,147
週刊少年ジャンプ,C89709,モートゥルー・コマンドーGUY,0.41763058546067783,29.875,0.25,13
週刊少年ジャンプ,C89254,どがしかでん!,0.4183368510170132,26.0,0.25,13
週刊少年ジャンプ,C88366,キックスメガミックス,0.41923679763064375,27.0,0.25,13
週刊少年ジャンプ,C89565,マイスター,0.42279979028622394,25.5,0.25,11
週刊少年ジャンプ,C89060,地上最速青春卓球少年 ぷーやん,0.4243167836589728,26.25,0.25,13
週刊少年ジャンプ,C89543,ぼっけさん,0.42445204602071773,25.25,0.25,19
週刊少年ジャンプ,C89754,闇の逃亡医,0.4249201277955271,22.5,0.25,25
週刊少年ジャンプ,C88644,恋染紅葉,0.4261139540602769,23.75,0.25,28
週刊少年ジャンプ,C87659,DOIS SOL,0.42612865696764163,25.75,0.25,17
週刊少年ジャンプ,C88996,太臓もて王サーガ,0.4277020463830804,22.25,0.25,87
週刊少年ジャンプ,C89137,ぼくのわたしの勇者学,0.4289019938621589,19.25,0.25,66
週刊少年ジャンプ,C89136,僕のヒーローアカデミア,0.4297080133988804,27.25,0.25,154
週刊少年ジャンプ,C87894,Ultra Red,0.4313346558089129,25.5,0.25,34
週刊少年ジャンプ,C88679,ごっちゃんです!!,0.4332229592488935,26.0,0.25,38
週刊少年ジャンプ,C87591,A・O・M,0.43338045491471344,25.125,0.25,10
週刊少年ジャンプ,C87722,I'm A Faker!,0.43489643101142605,24.25,0.25,11
週刊少年ジャンプ,C115384,約束のネバーランド,0.43607004839485586,28.0,0.25,49
週刊少年ジャンプ,C110920,ハイファイクラスタ,0.4431691756326471,27.5,0.25,18
週刊少年ジャンプ,C88080,ILLEGAL RARE,0.4469460211885737,26.5,0.25,30
週刊少年ジャンプ,C89162,ホイッスル!,0.4481599989403949,27.125,0.25,218
週刊少年ジャンプ,C87796,Mr.FULLSWING,0.4482054070851273,26.25,0.25,229
週刊少年ジャンプ,C87802,NARUTO-ナルト-,0.45100094171980826,25.0,0.25,722
週刊少年ジャンプ,C110926,Sporting Salt,0.45344787941836234,27.25,0.25,18
週刊少年ジャンプ,C87600,Base Boys,0.45359658217242094,25.0,0.25,18
週刊少年ジャンプ,C87820,P2! -let's Play Pingpong!-,0.45439845384480054,26.25,0.25,58
週刊少年ジャンプ,C88308,河童レボリューション,0.45729052408202076,27.5,0.25,20
週刊少年ジャンプ,C87611,BLACK CAT,0.4576165450959869,24.625,0.25,187
週刊少年ジャンプ,C89450,瞳のカトブレパス,0.45809974416915744,30.25,0.25,16
週刊少年ジャンプ,C89200,テニスの王子様,0.4581736876410704,29.5,0.25,385
週刊少年ジャンプ,C89538,無頼男 -ブレーメン-,0.4581954608614671,26.75,0.25,82
週刊少年ジャンプ,C87931,i・ショウジョ,0.45823265079504727,26.5,0.25,21
週刊少年ジャンプ,C88887,ジュウドウズ,0.45939292022606,24.875,0.25,19
週刊少年ジャンプ,C115491,ぼくたちは勉強ができない,0.4594611924546675,26.75,0.25,24
週刊少年ジャンプ,C88132,エム×ゼロ,0.46079228151682716,26.5,0.25,99
週刊少年ジャンプ,C88476,少年エスパーねじめ,0.46090938480149235,20.125,0.25,21
週刊少年ジャンプ,C88543,ステルス交境曲,0.4625533910470797,27.25,0.25,22
週刊少年ジャンプ,C115422,青春兵器ナンバーワン,0.46261311999675014,27.25,0.25,41
週刊少年ジャンプ,C115442,デモンズプラン,0.46503495811758744,26.75,0.25,12
週刊少年ジャンプ,C115395,レッドスプライト,0.4673003326521582,26.25,0.25,14
週刊少年ジャンプ,C88978,ソワカ,0.4673328932540641,25.5,0.25,22
週刊少年ジャンプ,C88754,サムライうさぎ,0.46905353298701746,26.0,0.25,67
週刊少年ジャンプ,C88462,純情パイン,0.47000594985103017,19.875,0.25,14
週刊少年ジャンプ,C89068,チャゲチャ,0.4727364768182066,22.75,0.25,8
週刊少年ジャンプ,C111025,Ultra Battle Satellite,0.4730319506381861,27.5,0.25,17
週刊少年ジャンプ,C89153,ベルモンド Le VisiteuR,0.47605279613852725,25.75,0.25,19
週刊少年ジャンプ,C89662,無敵鉄姫スピンちゃん,0.4760975006339177,20.75,0.25,11
週刊少年ジャンプ,C88916,新米婦警キルコさん,0.4772616044119127,26.75,0.25,24
週刊少年ジャンプ,C87711,HAND’S -ハンズ-,0.4774386172584316,29.5,0.25,11
週刊少年ジャンプ,C87810,NUMBER 10,0.4781639206985285,26.875,0.25,10
週刊少年ジャンプ,C112665,バディストライク,0.4791413852408359,26.0,0.25,12
週刊少年ジャンプ,C87772,LIGHT WING,0.4802606317315517,26.75,0.25,22
週刊少年ジャンプ,C89409,バレーボール使い 郷田豪,0.4825517033019148,26.0,0.25,23
週刊少年ジャンプ,C89178,ツリッキーズ ピン太郎,0.48487386726449355,28.625,0.25,19
週刊少年ジャンプ,C89752,闇神コウ～暗闇にドッキリ!～,0.4849791057786675,26.0,0.25,17
週刊少年ジャンプ,C88593,黒子のバスケ,0.48614345885749755,24.25,0.25,284
週刊少年ジャンプ,C88334,鴉MAN,0.4866661444995985,24.0,0.25,16
週刊少年ジャンプ,C87886,TOKYO WONDER BOYS,0.4874551454925886,27.5,0.25,11
週刊少年ジャンプ,C88750,サバイビー,0.48814451108645146,25.25,0.25,20
週刊少年ジャンプ,C110892,ヨアケモノ,0.4905522302470857,27.75,0.25,16
週刊少年ジャンプ,C87876,TATTOO HEARTS,0.4908329811891286,31.0,0.25,15
週刊少年ジャンプ,C89488,フープメン,0.4911196503116208,27.25,0.25,17
週刊少年ジャンプ,C87884,THEファイター FIGHTER JAPAN X STORY,0.4920289855072464,24.375,0.25,14
週刊少年ジャンプ,C111078,レディ・ジャスティス,0.49238472398695127,27.75,0.25,16
週刊少年ジャンプ,C111101,ベストブルー,0.49531067718786903,27.75,0.25,19
週刊少年ジャンプ,C87819,OVER TIME,0.49556636056502346,26.5,0.25,19
週刊少年ジャンプ,C89093,ツギハギ漂流作家,0.4986246847170105,26.0,0.25,22
週刊少年ジャンプ,C87854,SKET DANCE,0.5007182596414951,30.25,0.25,297
週刊少年ジャンプ,C88254,カイン,0.502907166266453,27.125,0.25,19
週刊少年ジャンプ,C115448,オレゴラッソ,0.5049629538155795,27.0,0.25,12
週刊少年ジャンプ,C88881,重機人間ユンボル,0.5054122022696662,26.75,0.25,10
週刊少年ジャンプ,C89459,ひめドル!!,0.5078746783033936,26.75,0.25,16
週刊少年ジャンプ,C89599,マッハヘッド,0.5178873198924908,28.125,0.25,14
週刊少年ジャンプ,C88201,おみそれ!トラぶりっ娘,0.5207139295140528,15.875,0.25,10
週刊少年ジャンプ,C88265,鍵人-カギジン-,0.5224161107179431,26.75,0.25,17
週刊少年ジャンプ,C87843,★SANTA!★,0.5247396926050083,26.75,0.25,12
週刊少年ジャンプ,C88701,神力契約者 M＆Y,0.5288754394495463,29.5,0.25,11
週刊少年ジャンプ,C87916,ZOMBIE POWDER,0.5289725380035877,25.5,0.25,27
週刊少年ジャンプ,C89885,わっしょい!わじマニア,0.532877024069938,9.625,0.25,17
週刊少年ジャンプ,C87799,MUDDY,0.5333100395081958,30.0,0.25,13
週刊少年ジャンプ,C88766,三獣士,0.5360057139583464,27.25,0.25,20
週刊少年ジャンプ,C87629,CHILDRAGON,0.5373311441774291,25.25,0.25,14
週刊少年ジャンプ,C89810,ライジングインパクト,0.5386066360287227,24.75,0.25,146
週刊少年ジャンプ,C115390,ラブラッシュ!,0.5599013155836852,27.0,0.25,13
週刊少年ジャンプ,C88763,斬,0.5717079616382088,29.25,0.25,19
週刊少年ジャンプ,C89321,野武がゆく,0.5760869565217391,22.75,0.25,11
週刊少年ジャンプ,C88505,身海魚 SHINKAIGYO,0.5787782297181546,24.25,0.25,10
週刊少年ジャンプ,C88709,サーキットの狼,0.5805562559051953,22.125,0.25,229
週刊少年ジャンプ,C89804,よろしく春一番,0.5818840579710145,26.25,0.25,12
週刊少年ジャンプ,C89323,ノルマンディーひみつ倶楽部,0.5840141579374434,25.5,0.25,46
週刊少年ジャンプ,C115493,ポロの留学記,0.5843759941653467,26.5,0.25,18
週刊少年ジャンプ,C88994,大好王 ダイスキング,0.606586505306938,24.625,0.25,17
週刊少年ジャンプ,C88246,カイゼルスパイク,0.6067655159613659,24.875,0.25,13
週刊少年ジャンプ,C88478,少年探偵Q,0.6134111975135446,27.625,0.25,15
週刊少年ジャンプ,C115492,U19,0.6235677173686683,26.25,0.25,18
週刊少年ジャンプ,C88060,磯部磯兵衛物語～浮世はつらいよ～,0.698001484029323,10.125,0.25,253
週刊少年ジャンプ,C88180,男一匹ガキ大将,0.06651131892697179,27.625,0.375,106
週刊少年ジャンプ,C89224,天地を喰らう,0.10586645742661524,24.625,0.375,62
週刊少年ジャンプ,C89489,風魔の小次郎,0.11062553404508951,23.25,0.375,96
週刊少年ジャンプ,C88482,翔の伝説,0.11503792860296068,24.25,0.375,25
週刊少年ジャンプ,C88181,男坂,0.16449176585545433,26.5,0.375,30
週刊少年ジャンプ,C87633,CITY HUNTER シティ・ハンター,0.16960653085324034,27.0,0.375,337
週刊少年ジャンプ,C89548,炎の巨人,0.17523287581053945,24.75,0.375,56
週刊少年ジャンプ,C87667,DRAGON　BALL,0.18694524852688946,18.5,0.375,519
週刊少年ジャンプ,C88057,いずみちゃんグラフィティー,0.2078506312351731,22.375,0.375,36
週刊少年ジャンプ,C89776,ゆうれい小僧がやってきた!,0.22255174388096385,28.125,0.375,42
週刊少年ジャンプ,C89386,花の慶次 -雲のかなたに-,0.23446210423873323,30.0,0.375,166
週刊少年ジャンプ,C89814,ラジコン戦争,0.2347706954330004,25.25,0.375,20
週刊少年ジャンプ,C88285,カジカ,0.2361433609006803,17.25,0.375,12
週刊少年ジャンプ,C89452,ひのまる劇場,0.255571186435229,14.75,0.375,25
週刊少年ジャンプ,C89201,テニスボーイ,0.28267805599809426,22.5,0.375,130
週刊少年ジャンプ,C110958,学糾法廷,0.2836642520281379,28.0,0.375,21
週刊少年ジャンプ,C88641,恋するエジソン,0.28617613907303285,14.875,0.375,37
週刊少年ジャンプ,C89838,ルーズ!ルーズ!!,0.2900541775396588,15.75,0.375,17
週刊少年ジャンプ,C88710,斉木楠雄のΨ難,0.2960330592892335,19.25,0.375,255
週刊少年ジャンプ,C88263,鏡の国の針栖川,0.29725831831837024,26.5,0.375,30
週刊少年ジャンプ,C89121,べしゃり暮らし,0.2989301177526103,26.5,0.375,28
週刊少年ジャンプ,C89666,ムヒョとロージーの魔法律相談事務所,0.2989573619015553,31.75,0.375,158
週刊少年ジャンプ,C89152,べるぜバブ,0.3053174341496298,30.75,0.375,247
週刊少年ジャンプ,C88531,ST＆RS -スターズ-,0.31022012761573664,27.25,0.375,40
週刊少年ジャンプ,C89330,ハイキュー!!,0.3132199856898461,29.75,0.375,270
週刊少年ジャンプ,C109296,SCRAP三太夫,0.31665258412994446,29.0,0.375,19
週刊少年ジャンプ,C111077,背すじをピン!と～鹿高競技ダンス部へようこそ～,0.31670000975716184,26.75,0.375,88
週刊少年ジャンプ,C87653,DEATH NOTE,0.32326218485798336,28.0,0.375,111
週刊少年ジャンプ,C87783,magico,0.3243298590969164,25.75,0.375,65
週刊少年ジャンプ,C87838,ROOKIES,0.3264407338054203,27.25,0.375,233
週刊少年ジャンプ,C89453,火ノ丸相撲,0.3300616838740156,30.5,0.375,158
週刊少年ジャンプ,C89740,野性のバイブル,0.33160940287097596,23.375,0.375,13
週刊少年ジャンプ,C87705,GUN BLAZE WEST,0.33271137709458354,25.75,0.375,28
週刊少年ジャンプ,C89309,熱球水滸伝,0.3394524879970272,24.0,0.375,11
週刊少年ジャンプ,C88944,戦国ARMORS,0.3412667876743791,29.5,0.375,18
週刊少年ジャンプ,C89689,メタリカメタルカ,0.34500808456358434,29.25,0.375,18
週刊少年ジャンプ,C115494,腹ペコのマリー,0.361370183509944,27.0,0.375,21
週刊少年ジャンプ,C88521,スキャンドール,0.3644028628989028,24.0,0.375,36
週刊少年ジャンプ,C88472,翔と大地,0.3644927536231884,22.75,0.375,31
週刊少年ジャンプ,C89685,めだかボックス,0.36745561376638963,30.5,0.375,197
週刊少年ジャンプ,C112672,ものの歩,0.3676076997840788,27.5,0.375,45
週刊少年ジャンプ,C89627,みえるひと,0.3684507678182256,30.25,0.375,58
週刊少年ジャンプ,C88885,重臣 猪狩虎次郎,0.37125600019066124,21.25,0.375,22
週刊少年ジャンプ,C88422,切法師,0.3745470039436493,30.5,0.375,20
週刊少年ジャンプ,C89750,邪馬台幻想記,0.3803394038372291,27.5,0.375,18
週刊少年ジャンプ,C89019,卓上のアゲハ,0.38137944061989154,31.75,0.375,23
週刊少年ジャンプ,C89041,ダブルアーツ,0.3819002478358688,27.0,0.375,23
週刊少年ジャンプ,C87873,SWORD BREAKER,0.3869918686393421,28.5,0.375,17
週刊少年ジャンプ,C89308,ねこわっぱ!,0.3907386086440122,29.0,0.375,15
週刊少年ジャンプ,C87614,BLUE DRAGON ラルΩグラド,0.3909954078989709,29.25,0.375,29
週刊少年ジャンプ,C89582,魔術師^2 マジシャン・スクエア,0.3913021745158709,29.375,0.375,17
週刊少年ジャンプ,C89552,ボボボーボ・ボーボボ,0.39375037065310853,20.875,0.375,255
週刊少年ジャンプ,C87718,HUNGRY JOKER,0.397045238445064,29.75,0.375,25
週刊少年ジャンプ,C87612,BLEACH,0.39708566355586306,25.5,0.375,715
週刊少年ジャンプ,C88592,クロクロク,0.3988702633307284,30.0,0.375,18
週刊少年ジャンプ,C89630,未確認少年ゲドー,0.39892214357104894,31.0,0.375,48
週刊少年ジャンプ,C112655,たくあんとバツの日常閻魔帳,0.402840753170288,31.25,0.375,21
週刊少年ジャンプ,C88646,恋のキューピッド 焼野原塵,0.4035603175817254,30.0,0.375,22
週刊少年ジャンプ,C87874,SWOT スウォット,0.40470494950004815,29.5,0.375,21
週刊少年ジャンプ,C89663,無刀ブラック,0.40635521554176673,30.5,0.375,13
週刊少年ジャンプ,C89403,バリハケン,0.4087270523741795,26.5,0.375,34
週刊少年ジャンプ,C88372,詭弁学派、四ツ谷先生の怪談。,0.4115077642770509,29.75,0.375,19
週刊少年ジャンプ,C87836,ROMANCERS,0.41291876400408384,29.875,0.375,20
週刊少年ジャンプ,C89697,メルヘン王子グリム,0.4202613718572524,20.25,0.375,20
週刊少年ジャンプ,C89831,りりむキッス,0.4230099429643238,23.25,0.375,25
週刊少年ジャンプ,C88141,逢魔ヶ刻動物園,0.4277057518803113,29.25,0.375,39
週刊少年ジャンプ,C87978,アスクレピオス,0.42785531374220603,32.5,0.375,21
週刊少年ジャンプ,C89302,ぬらりひょんの孫,0.4292916917223439,30.25,0.375,218
週刊少年ジャンプ,C88247,改造人間ロギィ,0.43038523960853337,30.75,0.375,12
週刊少年ジャンプ,C89722,もののけ!にゃんタロー,0.43352880816895595,28.25,0.375,12
週刊少年ジャンプ,C89846,烈!!!伊達先パイ,0.43489829401810637,22.25,0.375,21
週刊少年ジャンプ,C88287,賢い犬リリエンタール,0.4408437177184579,30.75,0.375,34
週刊少年ジャンプ,C87676,E-Robot,0.4430630378056618,30.5,0.375,12
週刊少年ジャンプ,C112675,ゆらぎ荘の幽奈さん,0.4501081820702053,27.75,0.375,72
週刊少年ジャンプ,C88596,クロス・マネジ,0.45479817737550465,30.75,0.375,43
週刊少年ジャンプ,C89644,三ツ首コンドル,0.46359255469050414,30.5,0.375,17
週刊少年ジャンプ,C89013,タカマガハラ,0.46520486501031694,30.375,0.375,18
週刊少年ジャンプ,C87517,謎の村雨くん,0.4654219945917667,30.25,0.375,23
週刊少年ジャンプ,C87927,アイアンナイト,0.4656597659267421,25.5,0.375,17
週刊少年ジャンプ,C88475,少年守護神,0.4671210198091539,29.0,0.375,12
週刊少年ジャンプ,C89343,バカバカしいの!,0.5011292972722046,21.625,0.375,14
週刊少年ジャンプ,C112641,鬼滅の刃,0.5137125985713441,27.75,0.375,72
週刊少年ジャンプ,C88498,私立極道高校,0.18701705697167134,28.125,0.5,42
週刊少年ジャンプ,C87963,悪たれ巨人,0.20676556305897184,26.125,0.5,203
週刊少年ジャンプ,C89625,万年雪のみえる家,0.22400463490616213,22.25,0.5,22
