掲載日,掲載位置,作品名,各話名,カラー有無
1978-05-01,0.5145631067961165,こちら葛飾区亀有公園前派出所,❤アイドル・ポリスの巻,False
1978-05-08,0.6079734219269103,こちら葛飾区亀有公園前派出所,❤自殺ゲーム!?の巻,False
1978-05-08,0.0107913669064748,ドカベン,,True
1978-05-15,0.7722772277227723,こちら葛飾区亀有公園前派出所,●スクランブル・レースの巻,False
1978-05-15,0.1289198606271777,ドカベン,,False
1978-05-22,0.1552346570397112,ドカベン,,False
1978-05-22,0.4735099337748344,こちら葛飾区亀有公園前派出所,●マルチ時代!?の巻,False
1978-05-29,0.0108303249097472,ドカベン,,True
1978-05-29,0.2229508196721311,こちら葛飾区亀有公園前派出所,リングアウト!?・・・の巻,False
1978-06-05,0.1618705035971223,ドカベン,,False
1978-06-05,0.6622950819672131,こちら葛飾区亀有公園前派出所,☆亀有の夜はやさしく!?の巻,False
1978-06-12,0.5475409836065573,こちら葛飾区亀有公園前派出所,○屋根の上の休日・・・の巻,False
1978-06-12,0.1546762589928057,ドカベン,,False
1978-06-19,0.8098360655737705,こちら葛飾区亀有公園前派出所,公園ブギウギ・・・の巻,False
1978-06-19,0.010752688172043,ドカベン,,True
1978-06-26,0.0162337662337662,こちら葛飾区亀有公園前派出所,☆ガンファイター!の巻,True
1978-06-26,0.1330935251798561,ドカベン,,False
1978-07-03,0.2240802675585284,こちら葛飾区亀有公園前派出所,❤安全バンド再び!の巻,False
1978-07-03,0.1541218637992831,ドカベン,,False
1978-07-10,0.4590163934426229,こちら葛飾区亀有公園前派出所,●奪還!の巻,False
1978-07-10,0.0108303249097472,ドカベン,,True
1978-07-17,0.2122302158273381,ドカベン,,False
1978-07-17,0.6262295081967213,こちら葛飾区亀有公園前派出所,適材適署!?の巻,False
1978-07-24,0.6063492063492063,こちら葛飾区亀有公園前派出所,山奥村大戦争の巻,False
1978-07-24,0.1546762589928057,ドカベン,,False
1978-07-31,0.3311475409836065,こちら葛飾区亀有公園前派出所,●部長代行の日!?の巻,False
1978-07-31,0.014388489208633,ドカベン,,True
1978-08-07,0.2122302158273381,ドカベン,,False
1978-08-07,0.4207792207792207,こちら葛飾区亀有公園前派出所,❤愛があれば・・・の巻,False
1978-08-14,0.1546762589928057,ドカベン,,False
1978-08-14,0.6262295081967213,こちら葛飾区亀有公園前派出所,❤いとしのマイカー!の巻,False
1978-08-21,0.0106382978723404,ドカベン,,True
1978-08-21,0.6065573770491803,こちら葛飾区亀有公園前派出所,モー暑粉砕!の巻,False
1978-08-28,0.5114754098360655,こちら葛飾区亀有公園前派出所,❤モンスター・ポリスの巻,False
1978-08-28,0.1541218637992831,ドカベン,,False
1978-09-04,0.2196721311475409,こちら葛飾区亀有公園前派出所,夕立ち!の巻,False
1978-09-04,0.1253644314868804,ドカベン,,False
1978-09-11,0.4254742547425474,こちら葛飾区亀有公園前派出所,野菜カレー!の巻,False
1978-09-11,0.0087463556851311,ドカベン,,True
1978-09-18,0.1725146198830409,ドカベン,,False
1978-09-18,0.0160771704180064,こちら葛飾区亀有公園前派出所,■ポール・中川来日す!の巻,True
1978-09-25,0.1906474820143885,ドカベン,,False
1978-09-25,0.4557377049180328,こちら葛飾区亀有公園前派出所,征服志願!の巻,False
1978-10-02,0.6622950819672131,こちら葛飾区亀有公園前派出所,■お巡りさんコールの巻,False
1978-10-02,0.0107913669064748,ドカベン,,True
1978-10-09,0.2122302158273381,ドカベン,,False
1978-10-09,0.2885245901639344,こちら葛飾区亀有公園前派出所,★レディー!?の巻,False
1978-10-16,0.2122302158273381,ドカベン,,False
1978-10-16,0.4295081967213114,こちら葛飾区亀有公園前派出所,★パトロール・デイト!?の巻,False
1978-10-23,0.6163934426229508,こちら葛飾区亀有公園前派出所,●風よ吹け!の巻,False
1978-10-23,0.0108695652173913,ドカベン,,True
1978-10-30,0.7016393442622951,こちら葛飾区亀有公園前派出所,さすらいのワンちゃんの巻,False
1978-10-30,0.1546762589928057,ドカベン,,False
1978-11-06,0.5591054313099042,こちら葛飾区亀有公園前派出所,●野球必勝法!?の巻,False
1978-11-06,0.1402877697841726,ドカベン,,False
1978-11-13,0.7311475409836066,こちら葛飾区亀有公園前派出所,●バイク倶楽部の巻,False
1978-11-13,0.0107913669064748,ドカベン,,True
1978-11-20,0.2338129496402877,ドカベン,,False
1978-11-20,,こちら葛飾区亀有公園前派出所,,
1978-11-27,0.2338129496402877,ドカベン,,False
1978-11-27,0.4065573770491803,こちら葛飾区亀有公園前派出所,●亀有バザールの巻,False
1978-12-04,0.0107913669064748,ドカベン,,True
