ccid,crtid,ccname,n_ce,n_2c,n_4c,first_date,last_date,mcid,mcname,crtname
C92574,CCRT01590,風の伝承者,96,7,0,1997-12-10,2000-02-23,C117607,週刊少年サンデー,山本智
C92574,CCRT02851,風の伝承者,96,7,0,1997-12-10,2000-02-23,C117607,週刊少年サンデー,若桑一人
C92576,CCRT02006,風を抜け!,125,7,0,1986-01-09,1988-06-29,C117607,週刊少年サンデー,村上もとか
C92582,CCRT00320,ガチンコ,12,2,0,1992-09-02,1992-11-18,C117607,週刊少年サンデー,ほんまかずひろ
C92582,CCRT00754,ガチンコ,12,2,0,1992-09-02,1992-11-18,C117607,週刊少年サンデー,二枚矢コウ
C92583,CCRT03285,勝手なやつら,1,0,0,1978-07-09,1978-07-09,C117607,週刊少年サンデー,高橋留美子
C92584,CCRT00741,かってに改蔵,290,2,7,1998-05-06,2011-05-18,C119033,週刊少年マガジン,久米田康治
C92585,CCRT00278,かってに頼道,22,4,0,1980-07-27,1980-12-21,C117607,週刊少年サンデー,はしもとみつお
C92588,CCRT02857,カップ越し,1,0,1,2013-01-09,2013-01-09,C117607,週刊少年サンデー,草場道輝
C92589,CCRT02539,カッポレ団,12,0,0,1976-07-04,1976-11-28,C117607,週刊少年サンデー,田村信
C92590,CCRT02611,かつみ,22,3,0,1977-01-16,1977-09-04,C117607,週刊少年サンデー,矢口高雄矢口プロ作品
C92591,CCRT01842,克巳パラドックス,1,0,0,1984-01-06,1984-01-06,C117607,週刊少年サンデー,斉藤むねお
C92592,CCRT01514,喝!!ワシが師匠ぜよ!,9,0,0,2010-11-24,2011-02-02,C117607,週刊少年サンデー,小笠原真
C92594,CCRT00278,家内安全,1,0,0,1979-02-11,1979-02-11,C117607,週刊少年サンデー,はしもとみつお
C92596,CCRT00669,彼女がリングにあがったら,2,0,0,1994-04-27,1994-05-04,C117607,週刊少年サンデー,中原裕
C92601,CCRT02845,神のみぞ知るセカイ,272,0,21,2008-04-23,2014-04-23,C117607,週刊少年サンデー,若木民喜
C92602,CCRT00048,カミロボ誕生物語,1,0,0,2005-08-10,2005-08-10,C117607,週刊少年サンデー,あおやぎ孝夫
C92604,CCRT00061,がむしゃら,13,1,0,1976-02-01,1976-05-02,C117607,週刊少年サンデー,あだち充
C92604,CCRT00370,がむしゃら,13,1,0,1976-02-01,1976-05-02,C117607,週刊少年サンデー,やまさき十三
C92609,CCRT03000,仮面豪打丸,10,2,1,1975-10-12,1975-12-14,C117607,週刊少年サンデー,貝塚ひろし
C92612,CCRT02629,仮面ライダーBlack,60,3,1,1987-09-23,1988-11-23,C117607,週刊少年サンデー,石ノ森章太郎
C92613,CCRT01585,からかい上手の,1,0,0,2014-06-11,2014-06-11,C117607,週刊少年サンデー,山本崇一朗
C92615,CCRT02936,からくりサーカス,425,3,22,1997-07-23,2006-06-14,C117607,週刊少年サンデー,藤田和日郎
C92616,CCRT02936,からくりの君,1,0,0,1994-11-09,1994-11-09,C117607,週刊少年サンデー,藤田和日郎
C92617,CCRT00886,カラス The master of GAMES,1,0,0,2002-08-07,2002-08-07,C117607,週刊少年サンデー,佐藤周一郎
C92618,CCRT01831,ガラスの脳,1,0,1,1971-02-21,1971-02-21,C117607,週刊少年サンデー,手塚治虫
C92619,CCRT02571,からっ風教室,1,0,0,1977-01-09,1977-01-09,C117607,週刊少年サンデー,白水義行スタジオシップ作品
C92620,CCRT01577,からっ風野郎,1,0,0,1971-04-04,1971-04-04,C117607,週刊少年サンデー,山本こう平
C92621,CCRT00510,空手犬,1,0,0,1992-09-30,1992-09-30,C117607,週刊少年サンデー,トリケラトプス
C92623,CCRT02322,ガリベン,1,0,1,1973-04-22,1973-04-22,C117607,週刊少年サンデー,永井豪とダイナミック・プロ
C92624,CCRT02282,川上憲伸物語,1,0,0,1999-04-14,1999-04-14,C117607,週刊少年サンデー,武村勇治
C92624,CCRT02618,川上憲伸物語,1,0,0,1999-04-14,1999-04-14,C117607,週刊少年サンデー,矢崎良一
C92625,CCRT02857,川口能活物語,1,0,1,2002-01-09,2002-01-09,C117607,週刊少年サンデー,草場道輝
C92626,CCRT03272,川島敦志物語,2,0,1,1996-10-16,1996-10-23,C117607,週刊少年サンデー,高橋よしひろ
C92628,CCRT00710,ガンダムAGE ～始まりの物語～,2,0,2,2011-10-05,2011-10-12,C117607,週刊少年サンデー,中西寛
C92629,CCRT01979,かん太郎物語,10,0,1,1972-08-20,1972-10-22,C117607,週刊少年サンデー,本宮ひろ志
C92630,CCRT01468,関東大震災,1,0,0,1975-09-28,1975-09-28,C117607,週刊少年サンデー,小松崎茂
C92633,CCRT02188,ガンバ!Fly high,4,0,0,2000-09-27,2000-10-18,C117607,週刊少年サンデー,森末慎二
C92633,CCRT02887,ガンバ!Fly high,4,0,0,2000-09-27,2000-10-18,C117607,週刊少年サンデー,菊田洋之
C92634,CCRT02769,カンパイ!次郎長先生,1,0,0,1974-05-12,1974-05-12,C117607,週刊少年サンデー,篠原とおる
C92636,CCRT02188,ガンバ!!Fly high,305,21,6,1994-06-08,2000-09-20,C117607,週刊少年サンデー,森末慎二
C92636,CCRT02887,ガンバ!!Fly high,305,21,6,1994-06-08,2000-09-20,C117607,週刊少年サンデー,菊田洋之
C92637,CCRT00034,がんばれ!!アパチャイ君,2,0,0,2002-12-11,2003-01-08,C117607,週刊少年サンデー,S松江名君
C92639,CCRT01443,がんばれ元気,242,43,6,1976-05-09,1981-03-18,C117607,週刊少年サンデー,小山ゆう
C92640,CCRT01577,がんばれ三組!!,1,0,0,1972-02-27,1972-02-27,C117607,週刊少年サンデー,山本こう平
C92641,CCRT02663,がんばれロボコン,28,0,0,1974-08-18,1975-04-20,C117607,週刊少年サンデー,石森章太郎
C92642,CCRT00963,カンフー少年 赤っ鼻の安安,1,0,0,2007-06-06,2007-06-06,C117607,週刊少年サンデー,出口真人
C92643,CCRT03134,樹,1,0,0,1988-12-14,1988-12-14,C117607,週刊少年サンデー,長沢裕
C92644,CCRT01603,気合を入れろ!,1,0,0,1991-05-29,1991-05-29,C117607,週刊少年サンデー,山桃浩司
C92645,CCRT02223,きいてください私の悩み,1,0,0,1973-04-08,1973-04-08,C117607,週刊少年サンデー,楳図かずお
C92648,CCRT03190,消えた入学式,1,0,1,2013-01-09,2013-01-09,C117607,週刊少年サンデー,青山剛昌
C92652,CCRT00039,気怪,1,0,0,1985-01-01,1985-01-01,C117607,週刊少年サンデー,YUKITO
C92655,CCRT02141,鬼月,1,0,0,2008-02-13,2008-02-13,C117607,週刊少年サンデー,桐幡歩
C92657,CCRT01646,傷あと,1,1,0,1987-07-29,1987-07-29,C117607,週刊少年サンデー,岡村賢二
C92658,CCRT01647,己棲虫,1,0,0,2007-01-31,2007-01-31,C117607,週刊少年サンデー,岡田きじ
C92661,CCRT02064,スタンレーの魔女,1,0,0,1973-11-11,1973-11-11,C117607,週刊少年サンデー,松本零士
C92662,CCRT01463,すっかりれっどぞーん,1,0,0,1987-11-11,1987-11-11,C117607,週刊少年サンデー,小川智明
C92664,CCRT03326,ズッコケ動物記,4,0,0,1971-09-12,1971-10-03,C117607,週刊少年サンデー,鳥飼ケンタロー
C92666,CCRT00562,すっとん競,1,0,0,1972-02-27,1972-02-27,C117607,週刊少年サンデー,モンキー・パンチ
C92667,CCRT03106,ステキに野蛮人,19,2,0,1985-01-09,1985-05-22,C117607,週刊少年サンデー,鈴宮和由
C92668,CCRT02791,ストイコビッチ物語,2,1,0,1996-10-30,1996-11-06,C117607,週刊少年サンデー,細野不二彦
C92670,CCRT02633,ストレートどまん中,1,0,0,1987-08-05,1987-08-05,C117607,週刊少年サンデー,石井さだよし
C92673,CCRT02321,ズバ蛮,26,1,2,1971-07-04,1971-12-26,C117607,週刊少年サンデー,永井豪とダイナミックプロ
C92674,CCRT02454,スパルタッコ,1,0,1,1971-01-24,1971-01-24,C117607,週刊少年サンデー,滝沢解
C92674,CCRT03013,スパルタッコ,1,0,1,1971-01-24,1971-01-24,C117607,週刊少年サンデー,赤塚不二夫フジオ・プロ
C92678,CCRT03267,スピカ,2,0,2,2010-07-21,2013-07-03,C117607,週刊少年サンデー,高橋しん
C92679,CCRT01914,スピンナウト,38,2,2,1998-08-12,1999-05-26,C117607,週刊少年サンデー,春風邪三太
C92679,CCRT02967,スピンナウト,38,2,2,1998-08-12,1999-05-26,C117607,週刊少年サンデー,西森博之
C92680,CCRT02064,西部長屋人別帖,1,0,0,1972-08-27,1972-08-27,C117607,週刊少年サンデー,松本零士
C92682,CCRT02900,セーラー服を纏った教祖様,1,0,1,2012-02-08,2012-02-08,C117607,週刊少年サンデー,葛城一
C92686,CCRT00814,世界最初の列車強盗,1,0,0,1976-07-25,1976-07-25,C117607,週刊少年サンデー,今道英治
C92686,CCRT00865,世界最初の列車強盗,1,0,0,1976-07-25,1976-07-25,C117607,週刊少年サンデー,佐伯誠一
C92696,CCRT02215,絶対可憐チルドレン,480,0,34,2004-09-08,2017-04-12,C117607,週刊少年サンデー,椎名高志
C92697,CCRT01923,絶体絶命でんぢゃらすじーさん,2,0,1,2004-09-01,2005-04-27,C117607,週刊少年サンデー,曽山一寿
C92698,CCRT02660,せっちん谷の大決闘,1,0,0,1971-09-19,1971-09-19,C117607,週刊少年サンデー,石川賢
C92699,CCRT00489,銭ゲバ,24,1,1,1970-08-02,1971-02-07,C117607,週刊少年サンデー,ジョージ秋山
C92700,CCRT00048,背番号は○(まる),1,0,0,2002-03-27,2002-03-27,C117607,週刊少年サンデー,あおやぎ孝夫
C92702,CCRT01831,ゼフィルス,1,0,1,1971-05-23,1971-05-23,C117607,週刊少年サンデー,手塚治虫
C92703,CCRT00940,セブンデイズ,1,0,0,1993-08-18,1993-08-18,C117607,週刊少年サンデー,六田登
C92704,CCRT01794,銀塩少年,2,0,0,2009-10-14,2010-01-13,C117607,週刊少年サンデー,後藤隼平
C92705,CCRT02064,ゼロ,1,0,0,1974-08-11,1974-08-11,C117607,週刊少年サンデー,松本零士
C92710,CCRT00126,全員留年!2年森組♪,1,0,0,2011-05-11,2011-05-11,C117607,週刊少年サンデー,おたみ
C92712,CCRT02879,鮮血夢想,1,0,0,2008-09-03,2008-09-03,C117607,週刊少年サンデー,菅野孝典
C92713,CCRT03262,スペース用心棒でござ候。,1,0,0,2006-08-16,2006-08-16,C117607,週刊少年サンデー,高枝景水
C92714,CCRT02320,スペオペ宙学,36,9,0,1978-08-20,1979-05-20,C117607,週刊少年サンデー,永井豪
C92715,CCRT00049,スポーツてんこ盛り,114,2,2,1987-09-16,1989-12-13,C117607,週刊少年サンデー,あおやま英雄
C92716,CCRT01428,スポーツマン金太郎,1,0,0,1977-09-25,1977-09-25,C117607,週刊少年サンデー,寺田ヒロオ
C92717,CCRT03065,スマイルfor美衣,112,6,0,1987-01-10,1989-03-29,C117607,週刊少年サンデー,里見桂
C92718,CCRT00489,すみれとリーゼント,1,0,1,1976-07-18,1976-07-18,C117607,週刊少年サンデー,ジョージ秋山
C92719,CCRT01112,すもレス三四郎,1,0,0,1988-02-10,1988-02-10,C117607,週刊少年サンデー,吉田将
C92720,CCRT01831,スリル博士,1,0,0,1977-09-25,1977-09-25,C117607,週刊少年サンデー,手塚治虫
C92721,CCRT00050,星雲児,57,9,0,1983-01-19,1984-02-29,C117607,週刊少年サンデー,あかねこか
C92721,CCRT02339,星雲児,57,9,0,1983-01-19,1984-02-29,C117607,週刊少年サンデー,池上遼一
C92723,CCRT02845,聖結晶アルバトロス,47,0,5,2006-01-01,2006-12-06,C117607,週刊少年サンデー,若木民喜
C92724,CCRT00149,青拳狼,30,4,0,1984-05-30,1985-01-01,C117607,週刊少年サンデー,きむらはじめ
C92724,CCRT02339,青拳狼,30,4,0,1984-05-30,1985-01-01,C117607,週刊少年サンデー,池上遼一
C92726,CCRT00741,育ってダーリン!!,2,0,0,2002-04-24,2002-05-01,C117607,週刊少年サンデー,久米田康治
C92727,CCRT03248,速球屋,16,0,1,1971-05-23,1971-10-17,C117607,週刊少年サンデー,高山よしさと
C92728,CCRT02596,卒業,1,0,0,1993-03-17,1993-03-17,C117607,週刊少年サンデー,真斗
C92729,CCRT02015,卒業,2,0,0,1996-02-14,1996-02-21,C117607,週刊少年サンデー,村川和宏
C92730,CCRT02995,その気になっても❤,32,1,0,1983-04-06,1983-11-09,C117607,週刊少年サンデー,谷村明彦
C92731,CCRT01085,その名はミユキ,2,0,1,1970-11-08,1970-11-15,C117607,週刊少年サンデー,叶バンチョウ
C92732,CCRT00940,その名もあがろう,30,4,0,1983-01-07,1983-08-03,C117607,週刊少年サンデー,六田登
C92733,CCRT01919,その道のプロ,1,0,0,1995-10-11,1995-10-11,C117607,週刊少年サンデー,智田うに
C92734,CCRT02495,その風のキャンディ,1,0,0,1971-04-11,1971-04-11,C117607,週刊少年サンデー,牧村和美
C92738,CCRT02936,空に羽が…,1,0,1,1997-05-07,1997-05-07,C117607,週刊少年サンデー,藤田和日郎
C92742,CCRT02205,それでも僕は変身する,1,0,1,2012-10-03,2012-10-03,C117607,週刊少年サンデー,森田滋
C92745,CCRT01532,だれよりもはやく…,1,0,0,1985-01-18,1985-01-18,C117607,週刊少年サンデー,尾瀬あきら
C92746,CCRT00011,ダレン・シャン,113,0,11,2006-08-23,2009-02-18,C117607,週刊少年サンデー,DarrenShan
C92746,CCRT01864,ダレン・シャン,113,0,11,2006-08-23,2009-02-18,C117607,週刊少年サンデー,新井隆広
C92747,CCRT01718,タロとはなこ,1,0,0,1971-08-29,1971-08-29,C117607,週刊少年サンデー,川崎のぼるとカワサキプロ
C92750,CCRT02680,団子が増える…,1,0,1,2013-01-09,2013-01-09,C117607,週刊少年サンデー,神先史土
C92750,CCRT03279,団子が増える…,1,0,1,2013-01-09,2013-01-09,C117607,週刊少年サンデー,高橋伸輔
C92751,CCRT01117,断罪の炎人,1,0,0,2004-10-06,2004-10-06,C117607,週刊少年サンデー,吉田正紀
C92754,CCRT03190,探偵ジョージのミニミニ大作戦,3,0,0,1988-04-13,1988-04-27,C117607,週刊少年サンデー,青山剛昌
C92755,CCRT02064,弾道トンネル150,1,0,0,1977-06-05,1977-06-05,C117607,週刊少年サンデー,松本零士
C92756,CCRT01337,ちいさいひと 青葉児童相談所物語,14,0,3,2010-11-03,2012-06-20,C117607,週刊少年サンデー,夾竹桃ジン
C92756,CCRT02314,ちいさいひと 青葉児童相談所物語,14,0,3,2010-11-03,2012-06-20,C117607,週刊少年サンデー,水野光博
C92759,CCRT02033,チェンジボーイ,1,0,0,2008-03-26,2008-03-26,C117607,週刊少年サンデー,東毅
C92760,CCRT01577,ちかいの背負い投げ,1,0,0,1971-05-30,1971-05-30,C117607,週刊少年サンデー,山本こう平
C92763,CCRT00635,ちからくんスパーク☆,5,0,0,1984-04-25,1984-05-23,C117607,週刊少年サンデー,三鷹公一
C92764,CCRT02339,青春賭博,22,1,3,1971-04-18,1971-09-12,C117607,週刊少年サンデー,池上遼一
C92764,CCRT02598,青春賭博,22,1,3,1971-04-18,1971-09-12,C117607,週刊少年サンデー,真樹日佐夫
C92765,CCRT01262,青春の土,1,0,0,1971-06-06,1971-06-06,C117607,週刊少年サンデー,大島やすいち
C92766,CCRT00489,青春の河,34,2,0,1977-07-17,1978-03-19,C117607,週刊少年サンデー,ジョージ秋山
