マンガ作品名,マンガ雑誌名,初出年代,制作形態,マンガ雑誌名ID
格闘パニック,週刊少年ジャンプ,1980,単独制作,1
カズ!,週刊少年ジャンプ,1980,単独制作,1
学校処刑人,週刊少年ジャンプ,1980,単独制作,1
甲冑の戦士 雅武 銀牙外伝,週刊少年ジャンプ,1980,単独制作,1
ガッツトライ,週刊少年ジャンプ,1980,単独制作,1
かっぺれ!ハナ風船,週刊少年ジャンプ,1980,単独制作,1
家庭教師エイリアン,週刊少年ジャンプ,1980,単独制作,1
彼女が家に来た日,週刊少年ジャンプ,1980,単独制作,1
神様はサウスポー,週刊少年ジャンプ,1980,単独制作,1
空丸くん日本晴れ,週刊少年ジャンプ,1980,単独制作,1
華麗なるジョージ,週刊少年ジャンプ,1980,単独制作,1
かんとりいぼうい,週刊少年ジャンプ,1980,単独制作,1
菊一輪,週刊少年ジャンプ,1980,単独制作,1
キックオフ,週刊少年ジャンプ,1980,単独制作,1
気まぐれ❤アーティスト,週刊少年ジャンプ,1980,単独制作,1
きまぐれオレンジ★ロード,週刊少年ジャンプ,1980,単独制作,1
キャッツ・アイ CATS・EYE,週刊少年ジャンプ,1980,単独制作,1
キャプテンスペース,週刊少年ジャンプ,1980,単独制作,1
キャプテン翼,週刊少年ジャンプ,1980,単独制作,1
ギャルがライバル!!,週刊少年ジャンプ,1980,単独制作,1
球春ING,週刊少年ジャンプ,1980,単独制作,1
恐竜大紀行,週刊少年ジャンプ,1980,単独制作,1
キラーBOY,週刊少年ジャンプ,1980,単独制作,1
キララ,週刊少年ジャンプ,1980,単独制作,1
銀牙 -流れ星 銀-,週刊少年ジャンプ,1980,単独制作,1
金のオノ,週刊少年ジャンプ,1980,単独制作,1
くおん…,週刊少年ジャンプ,1980,単独制作,1
クソッタレだぜェ!!,週刊少年ジャンプ,1980,単独制作,1
酒呑☆ドージ,週刊少年ジャンプ,1980,単独制作,1
ジュン JUN,週刊少年ジャンプ,1980,単独制作,1
笑撃ボンバー,週刊少年ジャンプ,1980,単独制作,1
少ジャンの良くん,週刊少年ジャンプ,1980,単独制作,1
翔と大地,週刊少年ジャンプ,1980,単独制作,1
少年は青春が好きだった,週刊少年ジャンプ,1980,単独制作,1
翔の伝説,週刊少年ジャンプ,1980,単独制作,1
ショーリ!!,週刊少年ジャンプ,1980,単独制作,1
女子高教師,週刊少年ジャンプ,1980,単独制作,1
ジョジョの奇妙な冒険,週刊少年ジャンプ,1980,単独制作,1
スーパーマシーンRUN,週刊少年ジャンプ,1980,単独制作,1
超人間ロクロー,週刊少年ジャンプ,1980,単独制作,1
スキャンドール,週刊少年ジャンプ,1980,単独制作,1
スクラップ・スティック物語,週刊少年ジャンプ,1980,単独制作,1
スクラム SCRUM,週刊少年ジャンプ,1980,単独制作,1
スタートラブルスペコマE-1,週刊少年ジャンプ,1980,単独制作,1
スタア爆発,週刊少年ジャンプ,1980,単独制作,1
スター坊主テニスコートの逆襲,週刊少年ジャンプ,1980,単独制作,1
ストップ!!ひばりくん,週刊少年ジャンプ,1980,単独制作,1
昴 -すばる-,週刊少年ジャンプ,1980,単独制作,1
スペース・エンジェル,週刊少年ジャンプ,1980,単独制作,1
すもも,週刊少年ジャンプ,1980,単独制作,1
スラッガーベン,週刊少年ジャンプ,1980,単独制作,1
青春120％,週刊少年ジャンプ,1980,単独制作,1
ぐれいとパンプキン,週刊少年ジャンプ,1980,単独制作,1
グレイトパンプキン,週刊少年ジャンプ,1980,単独制作,1
黒ヒゲクライシス,週刊少年ジャンプ,1980,単独制作,1
黒部秘境物語破砕帯をぬけ,週刊少年ジャンプ,1980,単独制作,1
激!極虎一家,週刊少年ジャンプ,1980,単独制作,1
剣客渋井柿之介,週刊少年ジャンプ,1980,単独制作,1
剣之介さま,週刊少年ジャンプ,1980,単独制作,1
県立海空高校野球部員山下たろーくん,週刊少年ジャンプ,1980,単独制作,1
恋するチーク・ドッグ,週刊少年ジャンプ,1980,単独制作,1
甲子園の狼,週刊少年ジャンプ,1980,単独制作,1
光太郎光太郎,週刊少年ジャンプ,1980,単独制作,1
氷の国のナターシャ NATASSIA,週刊少年ジャンプ,1980,単独制作,1
コスモ・エンド,週刊少年ジャンプ,1980,単独制作,1
ゴッドサイダー,週刊少年ジャンプ,1980,単独制作,1
コマンダー0,週刊少年ジャンプ,1980,単独制作,1
ごめんください!!アリゲーター,週刊少年ジャンプ,1980,単独制作,1
コンバットドール,週刊少年ジャンプ,1980,単独制作,1
最後の実録!!神輪会,週刊少年ジャンプ,1980,単独制作,1
罪薬,週刊少年ジャンプ,1980,単独制作,1
サオちゃん,週刊少年ジャンプ,1980,単独制作,1
ザ・グリーンアイズ,週刊少年ジャンプ,1980,単独制作,1
ザ・サムライ,週刊少年ジャンプ,1980,単独制作,1
サスケ忍伝,週刊少年ジャンプ,1980,単独制作,1
さよなら銀次郎,週刊少年ジャンプ,1980,単独制作,1
シェイプアップ乱 SHAPE UP RAN,週刊少年ジャンプ,1980,単独制作,1
時空無頼漢,週刊少年ジャンプ,1980,単独制作,1
実録市川南一丁目,週刊少年ジャンプ,1980,単独制作,1
死神に乾杯!,週刊少年ジャンプ,1980,単独制作,1
シャカの息子,週刊少年ジャンプ,1980,単独制作,1
ジャストACE,週刊少年ジャンプ,1980,単独制作,1
シャドーポリス'82セスナ炎上,週刊少年ジャンプ,1980,単独制作,1
ジャングルの王者ターちゃん,週刊少年ジャンプ,1980,単独制作,1
ジャンプ☆ラン,週刊少年ジャンプ,1980,単独制作,1
聖闘士星矢,週刊少年ジャンプ,1980,単独制作,1
セーラー服騎士,週刊少年ジャンプ,1980,単独制作,1
赤龍王,週刊少年ジャンプ,1980,単独制作,1
セコンド,週刊少年ジャンプ,1980,単独制作,1
瀬戸際少年野球団,週刊少年ジャンプ,1980,単独制作,1
センセーションⅡ,週刊少年ジャンプ,1980,単独制作,1
そして大地,週刊少年ジャンプ,1980,単独制作,1
卒業 -100Mジャンパー2-,週刊少年ジャンプ,1980,単独制作,1
空のキャンバス,週刊少年ジャンプ,1980,単独制作,1
それからのパイレーツ,週刊少年ジャンプ,1980,単独制作,1
ターヘルアナ富子,週刊少年ジャンプ,1980,単独制作,1
大飢饉,週刊少年ジャンプ,1980,単独制作,1
ダイヤモンドスター,週刊少年ジャンプ,1980,単独制作,1
タカオ愛の天使,週刊少年ジャンプ,1980,単独制作,1
ダサイ君,週刊少年ジャンプ,1980,単独制作,1
闘将!!拉麺男,週刊少年ジャンプ,1980,単独制作,1
たんぽぽの咲く道,週刊少年ジャンプ,1980,単独制作,1
超機動員ヴァンダー,週刊少年ジャンプ,1980,単独制作,1
ついでにとんちんかん,週刊少年ジャンプ,1980,単独制作,1
つっぱらかってつぼみ組,週刊少年ジャンプ,1980,単独制作,1
プレゼント・フロム LEMON,週刊少年ジャンプ,1980,単独制作,1
ブンの青シュン!,週刊少年ジャンプ,1980,単独制作,1
文明のひにく,週刊少年ジャンプ,1980,単独制作,1
ボギー THE GREAT,週刊少年ジャンプ,1980,単独制作,1
ぼくたちの戦線,週刊少年ジャンプ,1980,単独制作,1
ボクはしたたか君,週刊少年ジャンプ,1980,単独制作,1
ぼくは天使,週刊少年ジャンプ,1980,単独制作,1
北壁ダウンヒラー!!,週刊少年ジャンプ,1980,単独制作,1
星,週刊少年ジャンプ,1980,単独制作,1
変幻戦忍アスカ ASUKA,週刊少年ジャンプ,1980,単独制作,1
突撃捕手 ワカナだぜ!!,週刊少年ジャンプ,1980,単独制作,1
ツッパリベイベー,週刊少年ジャンプ,1980,単独制作,1
出口兄弟奮戦記,週刊少年ジャンプ,1980,単独制作,1
デスゲーム,週刊少年ジャンプ,1980,単独制作,1
デスマッチ,週刊少年ジャンプ,1980,単独制作,1
鉄のドンキホーテ,週刊少年ジャンプ,1980,単独制作,1
電影少女 VIDEO-GIRL-AI,週刊少年ジャンプ,1980,単独制作,1
天下に冠たる,週刊少年ジャンプ,1980,単独制作,1
転校生はヘンソウセイ!?,週刊少年ジャンプ,1980,単独制作,1
天使の贈りもの,週刊少年ジャンプ,1980,単独制作,1
天地を喰らう,週刊少年ジャンプ,1980,単独制作,1
てんで性悪キューピット,週刊少年ジャンプ,1980,単独制作,1
東京深川三代目,週刊少年ジャンプ,1980,単独制作,1
頭狂駅改札寸話,週刊少年ジャンプ,1980,単独制作,1
どおでも一刀,週刊少年ジャンプ,1980,単独制作,1
なんちゃって MY WAY,週刊少年ジャンプ,1980,単独制作,1
軟派!剣太郎,週刊少年ジャンプ,1980,単独制作,1
ニートに翔んで,週刊少年ジャンプ,1980,単独制作,1
虹のランナー,週刊少年ジャンプ,1980,単独制作,1
日ペンの美子ちゃん,週刊少年ジャンプ,1980,単独制作,1
日本列島異常なし,週刊少年ジャンプ,1980,単独制作,1
ネコの王様,週刊少年ジャンプ,1980,単独制作,1
ネコまんまおかわり❤,週刊少年ジャンプ,1980,単独制作,1
ノーサイド,週刊少年ジャンプ,1980,単独制作,1
野武がゆく,週刊少年ジャンプ,1980,単独制作,1
ハードラック HARD LUCK,週刊少年ジャンプ,1980,単独制作,1
ハイスクール!奇面組,週刊少年ジャンプ,1980,単独制作,1
バオー来訪者,週刊少年ジャンプ,1980,単独制作,1
ばくだん,週刊少年ジャンプ,1980,単独制作,1
旗日なふたり,週刊少年ジャンプ,1980,単独制作,1
ハッスル拳法つよし,週刊少年ジャンプ,1980,単独制作,1
華SHONEN,週刊少年ジャンプ,1980,単独制作,1
はなったれBoogie,週刊少年ジャンプ,1980,単独制作,1
隼人18番勝負,週刊少年ジャンプ,1980,単独制作,1
パロパロ,週刊少年ジャンプ,1980,単独制作,1
ひのまる劇場,週刊少年ジャンプ,1980,単独制作,1
風魔の小次郎,週刊少年ジャンプ,1980,単独制作,1
フォーエバー神児くん,週刊少年ジャンプ,1980,単独制作,1
ぶぎ❤うぎアリゲーター,週刊少年ジャンプ,1980,単独制作,1
復讐のチャレンジャー,週刊少年ジャンプ,1980,単独制作,1
武装ポーカー,週刊少年ジャンプ,1980,単独制作,1
ぶち丸アウトロー,週刊少年ジャンプ,1980,単独制作,1
ぶっちぎりヨコハマ,週刊少年ジャンプ,1980,単独制作,1
プッツン物語,週刊少年ジャンプ,1980,単独制作,1
ブラックエンジェルズ,週刊少年ジャンプ,1980,単独制作,1
ふりむいて❤ギャル,週刊少年ジャンプ,1980,単独制作,1
ポポちゃん,週刊少年ジャンプ,1980,単独制作,1
ポラアンドロイド,週刊少年ジャンプ,1980,単独制作,1
毎日まつりクン!,週刊少年ジャンプ,1980,単独制作,1
魔海伝説,週刊少年ジャンプ,1980,単独制作,1
まじかる☆タルるートくん,週刊少年ジャンプ,1980,単独制作,1
まじかる☆りあねーちゃん,週刊少年ジャンプ,1980,単独制作,1
マジック摩耶ちゃん,週刊少年ジャンプ,1980,単独制作,1
魔少年ビーティー,週刊少年ジャンプ,1980,単独制作,1
魔神竜バリオン,週刊少年ジャンプ,1980,単独制作,1
舞って!セーラー服騎士,週刊少年ジャンプ,1980,単独制作,1
-豆次郎くん-MAMEJIR〔O＾＾〕,週刊少年ジャンプ,1980,単独制作,1
ミスター・ホー Mr.■,週刊少年ジャンプ,1980,単独制作,1
ミスター❤ライオン,週刊少年ジャンプ,1980,単独制作,1
ミチとの遭遇,週刊少年ジャンプ,1980,単独制作,1
ムンムクムン,週刊少年ジャンプ,1980,単独制作,1
メタルK,週刊少年ジャンプ,1980,単独制作,1
燃える!お兄さん,週刊少年ジャンプ,1980,単独制作,1
もったり純平,週刊少年ジャンプ,1980,単独制作,1
モンスタートらぶル,週刊少年ジャンプ,1980,単独制作,1
やぶれかぶれ,週刊少年ジャンプ,1980,単独制作,1
山崎銀次郎,週刊少年ジャンプ,1980,単独制作,1
勇者ビッグボディ,週刊少年ジャンプ,1980,単独制作,1
夕日のギャグマン,週刊少年ジャンプ,1980,単独制作,1
ゆうれい小僧がやってきた!,週刊少年ジャンプ,1980,単独制作,1
よろしく春一番,週刊少年ジャンプ,1980,単独制作,1
よろしくメカドックPART2,週刊少年ジャンプ,1980,単独制作,1
ライブ,週刊少年ジャンプ,1980,単独制作,1
雷鳴のザジ,週刊少年ジャンプ,1980,単独制作,1
羅刹-修羅たちの鎮魂曲,週刊少年ジャンプ,1980,単独制作,1
ラスト・スパート,週刊少年ジャンプ,1980,単独制作,1
ラッキールートへランナウェイ,週刊少年ジャンプ,1980,単独制作,1
ラフオアスレース,週刊少年ジャンプ,1980,単独制作,1
ラブ＆ファイヤー,週刊少年ジャンプ,1980,単独制作,1
ランナウェイ シャネルズ物語,週刊少年ジャンプ,1980,単独制作,1
リッキー台風,週刊少年ジャンプ,1980,単独制作,1
レッツGORO,週刊少年ジャンプ,1980,単独制作,1
れふと,週刊少年ジャンプ,1980,単独制作,1
老王,週刊少年ジャンプ,1980,単独制作,1
ろくでなしBLUES,週刊少年ジャンプ,1980,単独制作,1
ワイルドアドベンチャー 爆走4000マイル!!アメリカ横断冒険記,週刊少年ジャンプ,1980,単独制作,1
わが青春のハーロック,週刊少年ジャンプ,1980,単独制作,1
われらスペパト5/8,週刊少年ジャンプ,1980,単独制作,1
American Dream,週刊少年ジャンプ,1990,共同制作,1
COM COP～夢みる佳人～,週刊少年ジャンプ,1990,共同制作,1
FORZA!!ロベルト・バッジョ物語,週刊少年ジャンプ,1990,共同制作,1
Fの閃光 -アイルトン・セナの挑戦-,週刊少年ジャンプ,1990,共同制作,1
GP BOY☆グランプリボーイ☆,週刊少年ジャンプ,1990,共同制作,1
HANG TIME マイケル・ジョーダン物語,週刊少年ジャンプ,1990,共同制作,1
LAST ACTION HERO,週刊少年ジャンプ,1990,共同制作,1
MAX～マック鈴木の挑戦!～,週刊少年ジャンプ,1990,共同制作,1
METAL FINISH メタル・フィニッシュ,週刊少年ジャンプ,1990,共同制作,1
MIDNIGHT☆MAGIC,週刊少年ジャンプ,1990,共同制作,1
Muscle BOMBER,週刊少年ジャンプ,1990,共同制作,1
蒼空の果て -少年たちの戦場-,週刊少年ジャンプ,1990,共同制作,1
おやじのゲンコツ,週刊少年ジャンプ,1990,共同制作,1
格闘職人アウディ,週刊少年ジャンプ,1990,共同制作,1
影武者徳川家康,週刊少年ジャンプ,1990,共同制作,1
風と踊れ! -時代を疾走ぬけた男バロン西-,週刊少年ジャンプ,1990,共同制作,1
人形草子あやつり左近,週刊少年ジャンプ,1990,共同制作,1
金メダル・ウォーズ!!,週刊少年ジャンプ,1990,共同制作,1
暗闇をぶっとばせ!,週刊少年ジャンプ,1990,共同制作,1
クリスマスプレゼント,週刊少年ジャンプ,1990,共同制作,1
少年探偵Q,週刊少年ジャンプ,1990,共同制作,1
職業兇手,週刊少年ジャンプ,1990,共同制作,1
元気やでっ,週刊少年ジャンプ,1990,共同制作,1
地獄先生ぬ～べ～,週刊少年ジャンプ,1990,共同制作,1
地獄先生ぬ～ぼ～,週刊少年ジャンプ,1990,共同制作,1
