マンガ作品名,マンガ雑誌名,初出年代,制作形態,マンガ雑誌名ID
リングの竜,週刊少年ジャンプ,2000,単独制作,1
レッツゴォ!!ジャンプフェスタ2004!,週刊少年ジャンプ,2000,単独制作,1
レッツゴー!ジャンプフェスタ2003,週刊少年ジャンプ,2000,単独制作,1
ロケットでつきぬけろ!,週刊少年ジャンプ,2000,単独制作,1
ロザリオとバンパイア,週刊少年ジャンプ,2000,単独制作,1
ロ・マン,週刊少年ジャンプ,2000,単独制作,1
Waqwaq ワークワーク,週刊少年ジャンプ,2000,単独制作,1
わっしょい!わじマニア,週刊少年ジャンプ,2000,単独制作,1
To LOVEる -とらぶる- ダークネス,週刊少年ジャンプ,2010,共同制作,1
テラフォーマーズ[TERRA FORMARS],週刊少年ジャンプ,2010,共同制作,1
終わりのセラフ,週刊少年ジャンプ,2010,共同制作,1
ある朝起きたら,週刊少年ジャンプ,2010,共同制作,1
返信願望!,週刊少年ジャンプ,2010,共同制作,1
娘入り箱,週刊少年ジャンプ,2010,共同制作,1
学糾法廷,週刊少年ジャンプ,2010,共同制作,1
オフサイドを教えて,週刊少年ジャンプ,2010,共同制作,1
とんかつDJアゲ太郎,週刊少年ジャンプ,2010,共同制作,1
僕らは雑には学ばない,週刊少年ジャンプ,2010,共同制作,1
カラダ探し,週刊少年ジャンプ,2010,共同制作,1
～華麗なる晩餐会～,週刊少年ジャンプ,2010,共同制作,1
マジカルパティシエ小咲ちゃん!!,週刊少年ジャンプ,2010,共同制作,1
食戟のソーマ エトワール,週刊少年ジャンプ,2010,共同制作,1
黒子のバスケ Replace PLUS,週刊少年ジャンプ,2010,共同制作,1
プラチナエンド,週刊少年ジャンプ,2010,共同制作,1
BORUTO-ボルト- -NARUTO NEXT GENERATIONS-,週刊少年ジャンプ,2010,共同制作,1
BORUTO-RODE TO “B”-,週刊少年ジャンプ,2010,共同制作,1
「ONE PIECE」公式スピンオフコメディ!!「ワンピースパーティー」JC2巻発売記念SP漫画劇場!!,週刊少年ジャンプ,2010,共同制作,1
キセキの待ったなし対決!!,週刊少年ジャンプ,2010,共同制作,1
クリメイターズ,週刊少年ジャンプ,2010,共同制作,1
殺せんせーQ[クエスト],週刊少年ジャンプ,2010,共同制作,1
バクマン。age 13,週刊少年ジャンプ,2010,共同制作,1
バクマン。age 14,週刊少年ジャンプ,2010,共同制作,1
バトルスピリッツ ダブルドライブ,週刊少年ジャンプ,2010,共同制作,1
僕のヒーローアカデミアすまっしゅ!!,週刊少年ジャンプ,2010,共同制作,1
恋愛配達人ぽすお,週刊少年ジャンプ,2010,共同制作,1
約束のネバーランド,週刊少年ジャンプ,2010,共同制作,1
Legacy,週刊少年ジャンプ,2010,共同制作,1
非正規雇用死神パマパマ～青垣大和が殺せない～,週刊少年ジャンプ,2010,共同制作,1
阿佐ヶ谷芸術高校映像科へようこそ,週刊少年ジャンプ,2010,共同制作,1
Dr.STONE,週刊少年ジャンプ,2010,共同制作,1
綾樫くんは飼っている,週刊少年ジャンプ,2010,共同制作,1
戦国ベースボール,週刊少年ジャンプ,2010,共同制作,1
クロモリクライム,週刊少年ジャンプ,2010,共同制作,1
ONE PIECE PARTY,週刊少年ジャンプ,2010,共同制作,1
KIBA ＆ KIBA,週刊少年ジャンプ,2010,共同制作,1
TOKYO WONDER BOYS,週刊少年ジャンプ,2010,共同制作,1
岡崎慎司ヒストリー 一生ダイビングヘッド!!,週刊少年ジャンプ,2010,共同制作,1
俺コイ!!,週刊少年ジャンプ,2010,共同制作,1
奇怪とんち噺 花咲一休,週刊少年ジャンプ,2010,共同制作,1
奇怪噺 花咲一休,週刊少年ジャンプ,2010,共同制作,1
食戟のソーマ,週刊少年ジャンプ,2010,共同制作,1
ST＆RS -スターズ-,週刊少年ジャンプ,2010,共同制作,1
ステルス交境曲,週刊少年ジャンプ,2010,共同制作,1
スモーキーB.B.,週刊少年ジャンプ,2010,共同制作,1
クロノマンション,週刊少年ジャンプ,2010,共同制作,1
恋染紅葉,週刊少年ジャンプ,2010,共同制作,1
恋染紅葉,週刊少年ジャンプ,2010,共同制作,1
コマブリ,週刊少年ジャンプ,2010,共同制作,1
超速変形ジャイロゼッター,週刊少年ジャンプ,2010,共同制作,1
てとくち,週刊少年ジャンプ,2010,共同制作,1
ニセキュー!!  ハイキュー!!×ニセコイ,週刊少年ジャンプ,2010,共同制作,1
遊☆戯☆王ZEXAL,週刊少年ジャンプ,2010,共同制作,1
「若ーカードバトルで勝負です!!」,週刊少年ジャンプ,2010,共同制作,1
ワンパンマン,週刊少年ジャンプ,2010,共同制作,1
血界戦線,週刊少年ジャンプ,2010,単独制作,1
ヨアケモノ,週刊少年ジャンプ,2010,単独制作,1
ネジヤマさん。,週刊少年ジャンプ,2010,単独制作,1
DEVILYMAN,週刊少年ジャンプ,2010,単独制作,1
肋骨さん,週刊少年ジャンプ,2010,単独制作,1
笠原さんと雨の日に,週刊少年ジャンプ,2010,単独制作,1
BRAIN BREAKER -ブレイン・ブレイカー-,週刊少年ジャンプ,2010,単独制作,1
少年ナンデヤネン,週刊少年ジャンプ,2010,単独制作,1
ハイファイクラスタ,週刊少年ジャンプ,2010,単独制作,1
拝啓 運命の人,週刊少年ジャンプ,2010,単独制作,1
Sporting Salt,週刊少年ジャンプ,2010,単独制作,1
うちはサスケの写輪眼伝,週刊少年ジャンプ,2010,単独制作,1
れっつ!ハイキュー!?,週刊少年ジャンプ,2010,単独制作,1
本当にはなかったし別に怖くもない話,週刊少年ジャンプ,2010,単独制作,1
実食!ウサキチくん,週刊少年ジャンプ,2010,単独制作,1
なんて古っ代!ファラオくん,週刊少年ジャンプ,2010,単独制作,1
モロモノの事情,週刊少年ジャンプ,2010,単独制作,1
GARDEN,週刊少年ジャンプ,2010,単独制作,1
元妖怪ポト丸,週刊少年ジャンプ,2010,単独制作,1
最強ジャンプ3周年!!,週刊少年ジャンプ,2010,単独制作,1
もめるひと,週刊少年ジャンプ,2010,単独制作,1
磯部磯兵衛物語～浮世はつらいよ～,週刊少年ジャンプ,2010,単独制作,1
食戟のソーマ,週刊少年ジャンプ,2010,単独制作,1
ヤンショフ,週刊少年ジャンプ,2010,単独制作,1
誰?,週刊少年ジャンプ,2010,単独制作,1
鶴に恩返し,週刊少年ジャンプ,2010,単独制作,1
エブリタイム子育て,週刊少年ジャンプ,2010,単独制作,1
半見開きまんが,週刊少年ジャンプ,2010,単独制作,1
しりこだま!,週刊少年ジャンプ,2010,単独制作,1
門番カエルはしゃがみたい,週刊少年ジャンプ,2010,単独制作,1
猫田びより,週刊少年ジャンプ,2010,単独制作,1
タイガー兄とドラゴン,週刊少年ジャンプ,2010,単独制作,1
モテキマジック,週刊少年ジャンプ,2010,単独制作,1
駄々,週刊少年ジャンプ,2010,単独制作,1
天杖のアルワンド,週刊少年ジャンプ,2010,単独制作,1
オニゴロキ,週刊少年ジャンプ,2010,単独制作,1
エルドライブ[elDLIVE],週刊少年ジャンプ,2010,単独制作,1
カガミガミ,週刊少年ジャンプ,2010,単独制作,1
ブラッククローバー,週刊少年ジャンプ,2010,単独制作,1
Ultra Battle Satellite,週刊少年ジャンプ,2010,単独制作,1
新読者ページ,週刊少年ジャンプ,2010,単独制作,1
赤毛のアチョー!!,週刊少年ジャンプ,2010,単独制作,1
ドンドハレ,週刊少年ジャンプ,2010,単独制作,1
みかんくん,週刊少年ジャンプ,2010,単独制作,1
究極球舞,週刊少年ジャンプ,2010,単独制作,1
グルメ319.5 海の八王!!,週刊少年ジャンプ,2010,単独制作,1
蠅庭のジグザグ,週刊少年ジャンプ,2010,単独制作,1
マスターマン対懇親会,週刊少年ジャンプ,2010,単独制作,1
背すじをピン!と～鹿高競技ダンス部へようこそ～,週刊少年ジャンプ,2010,単独制作,1
レディ・ジャスティス,週刊少年ジャンプ,2010,単独制作,1
デビリーマン,週刊少年ジャンプ,2010,単独制作,1
笑いの神々～最終回～,週刊少年ジャンプ,2010,単独制作,1
温泉街のメデューサ,週刊少年ジャンプ,2010,単独制作,1
天狗警察,週刊少年ジャンプ,2010,単独制作,1
新たなるホライズン,週刊少年ジャンプ,2010,単独制作,1
ベストブルー,週刊少年ジャンプ,2010,単独制作,1
世界の黒さわ,週刊少年ジャンプ,2010,単独制作,1
双星の陰陽師,週刊少年ジャンプ,2010,単独制作,1
千早さんはそのままでいい,週刊少年ジャンプ,2010,単独制作,1
20周年パーティーの悲劇,週刊少年ジャンプ,2010,単独制作,1
BOZE,週刊少年ジャンプ,2010,単独制作,1
DEADMAN KILLER,週刊少年ジャンプ,2010,単独制作,1
GALAXY GANGS,週刊少年ジャンプ,2010,単独制作,1
KUNG-FU MASTER,週刊少年ジャンプ,2010,単独制作,1
No.9,週刊少年ジャンプ,2010,単独制作,1
Q.E.D!!,週刊少年ジャンプ,2010,単独制作,1
TRANSCEND・GAME 遊☆戯☆王,週刊少年ジャンプ,2010,単独制作,1
あの娘はヤリマン,週刊少年ジャンプ,2010,単独制作,1
妖移植変異体ガロ,週刊少年ジャンプ,2010,単独制作,1
カーボネーター,週刊少年ジャンプ,2010,単独制作,1
カラダ探し,週刊少年ジャンプ,2010,単独制作,1
鬼滅の刃,週刊少年ジャンプ,2010,単独制作,1
クラマの閃,週刊少年ジャンプ,2010,単独制作,1
幻獣医トテク,週刊少年ジャンプ,2010,単独制作,1
殺し屋ドミノ,週刊少年ジャンプ,2010,単独制作,1
左門くんはサモナー,週刊少年ジャンプ,2010,単独制作,1
始末屋K,週刊少年ジャンプ,2010,単独制作,1
少女復旧リカバリーQ,週刊少年ジャンプ,2010,単独制作,1
「食戟のソーマ」原作附田祐斗先生 in ミラノ万博,週刊少年ジャンプ,2010,単独制作,1
前衛のアーチャー,週刊少年ジャンプ,2010,単独制作,1
たくあんとバツの日常閻魔帳,週刊少年ジャンプ,2010,単独制作,1
超豪華Wふろく紹介マンガ!!,週刊少年ジャンプ,2010,単独制作,1
痛天街SCRAP,週刊少年ジャンプ,2010,単独制作,1
電王戦ルポ漫画in平泉中尊寺,週刊少年ジャンプ,2010,単独制作,1
DRAGON QUEST 蒼天のソウラ,週刊少年ジャンプ,2010,単独制作,1
とんかつDJアゲ太郎,週刊少年ジャンプ,2010,単独制作,1
人間 碓氷一臣,週刊少年ジャンプ,2010,単独制作,1
バディストライク,週刊少年ジャンプ,2010,単独制作,1
フードファイタータベル,週刊少年ジャンプ,2010,単独制作,1
ふぞろいの分身たち,週刊少年ジャンプ,2010,単独制作,1
フルチャージ!!家電ちゃん,週刊少年ジャンプ,2010,単独制作,1
燃えよ!サイ・ジャックD!!,週刊少年ジャンプ,2010,単独制作,1
ものの歩,週刊少年ジャンプ,2010,単独制作,1
勇者歓迎!ドラトンホテル,週刊少年ジャンプ,2010,単独制作,1
ゆらぎ荘の幽奈さん,週刊少年ジャンプ,2010,単独制作,1
龍刃伝ガガ丸,週刊少年ジャンプ,2010,単独制作,1
東京喰種[トーキョーグール],週刊少年ジャンプ,2010,単独制作,1
最強ボスザル伝アラシ!!!,週刊少年ジャンプ,2010,単独制作,1
フライング・ダーウィン,週刊少年ジャンプ,2010,単独制作,1
わんぴぃすふぃるむごぉるど,週刊少年ジャンプ,2010,単独制作,1
ラブラッシュ!,週刊少年ジャンプ,2010,単独制作,1
レッドスプライト,週刊少年ジャンプ,2010,単独制作,1
BOY THE GOLD,週刊少年ジャンプ,2010,単独制作,1
特別国家公務員改造者対策課 田中誠司,週刊少年ジャンプ,2010,単独制作,1
竹取憑き物語,週刊少年ジャンプ,2010,単独制作,1
両さん・フォーエバー,週刊少年ジャンプ,2010,単独制作,1
企画の趣旨を理解してない奴の為の漫画。,週刊少年ジャンプ,2010,単独制作,1
もし超神田寿司にソーマ1話のあの人がやってきたら,週刊少年ジャンプ,2010,単独制作,1
左門くんは舎弟,週刊少年ジャンプ,2010,単独制作,1
美食屋両さん!!,週刊少年ジャンプ,2010,単独制作,1
バラバルジュラ,週刊少年ジャンプ,2010,単独制作,1
ボイスビーアンビシャス,週刊少年ジャンプ,2010,単独制作,1
歪のアマルガム,週刊少年ジャンプ,2010,単独制作,1
青春兵器ナンバーワン,週刊少年ジャンプ,2010,単独制作,1
みんなのこち亀×べるぜバブ,週刊少年ジャンプ,2010,単独制作,1
みんなのこち亀×仲間りょう,週刊少年ジャンプ,2010,単独制作,1
みんなのこち亀×ニセコイ,週刊少年ジャンプ,2010,単独制作,1
悪魔のメムメムちゃん,週刊少年ジャンプ,2010,単独制作,1
こちら開盟学園生活支援部部室,週刊少年ジャンプ,2010,単独制作,1
秘密結社D対ファントム戦闘員エンタロウ,週刊少年ジャンプ,2010,単独制作,1
天使にエールを,週刊少年ジャンプ,2010,単独制作,1
デモンズプラン,週刊少年ジャンプ,2010,単独制作,1
こちら葛飾区亀有公園前派出所 みんなのこと亀×ぬらりひょんの孫,週刊少年ジャンプ,2010,単独制作,1
地球人間テラちゃん,週刊少年ジャンプ,2010,単独制作,1
オレゴラッソ,週刊少年ジャンプ,2010,単独制作,1
こちら葛飾区亀有公園前派出所 みんなのこち亀,週刊少年ジャンプ,2010,単独制作,1
私が甲子園に連れてったる!!,週刊少年ジャンプ,2010,単独制作,1
頭突け!!横浜謳歌高校XXxX部,週刊少年ジャンプ,2010,単独制作,1
忌の重倶郎,週刊少年ジャンプ,2010,単独制作,1
GOLEM HEARTS,週刊少年ジャンプ,2010,単独制作,1
Whim,週刊少年ジャンプ,2010,単独制作,1
ぼくたちは勉強ができない,週刊少年ジャンプ,2010,単独制作,1
U19,週刊少年ジャンプ,2010,単独制作,1
ポロの留学記,週刊少年ジャンプ,2010,単独制作,1
腹ペコのマリー,週刊少年ジャンプ,2010,単独制作,1
Canvas,週刊少年ジャンプ,2010,単独制作,1
トマトイプーのリコピン,週刊少年ジャンプ,2010,単独制作,1
はるよ、こい!,週刊少年ジャンプ,2010,単独制作,1
月光のアルカディア,週刊少年ジャンプ,2010,単独制作,1
ROBOT×LASERBEAM,週刊少年ジャンプ,2010,単独制作,1
ちんぎり,週刊少年ジャンプ,2010,単独制作,1
わたしの超理想ボーイフレンド,週刊少年ジャンプ,2010,単独制作,1
アリスと太陽,週刊少年ジャンプ,2010,単独制作,1
シューダン!,週刊少年ジャンプ,2010,単独制作,1
なんて古っ代!ファラオくん,週刊少年ジャンプ,2010,単独制作,1
クロスアカウント,週刊少年ジャンプ,2010,単独制作,1
MISTERIA -怪奇コレクション-,週刊少年ジャンプ,2010,単独制作,1
想いよ届け ～物理的には届かない～,週刊少年ジャンプ,2010,単独制作,1
祝!ONE PIECE 20周年!!尾田さんとの思い出漫画! by しまぶー.,週刊少年ジャンプ,2010,単独制作,1
青の祓魔師,週刊少年ジャンプ,2010,単独制作,1
カッコカワイイ宣言!,週刊少年ジャンプ,2010,単独制作,1
貧乏神が!,週刊少年ジャンプ,2010,単独制作,1
マリオ,週刊少年ジャンプ,2010,単独制作,1
ドッグ＆ボーイの巻,週刊少年ジャンプ,2010,単独制作,1
隣の席の珍子ちゃん,週刊少年ジャンプ,2010,単独制作,1
となりのマサミちゃん,週刊少年ジャンプ,2010,単独制作,1
006,週刊少年ジャンプ,2010,単独制作,1
31HEROES,週刊少年ジャンプ,2010,単独制作,1
4コママンガ,週刊少年ジャンプ,2010,単独制作,1
Cave Of Shine,週刊少年ジャンプ,2010,単独制作,1
CHOPPERMAN,週刊少年ジャンプ,2010,単独制作,1
DARK PAWN -闇の質屋-,週刊少年ジャンプ,2010,単独制作,1
DOIS SOL,週刊少年ジャンプ,2010,単独制作,1
DOORCONBOURO -ドア、こん棒、炉-,週刊少年ジャンプ,2010,単独制作,1
DOPPELER,週刊少年ジャンプ,2010,単独制作,1
DOUBLE BULLET,週刊少年ジャンプ,2010,単独制作,1
DRUMP,週刊少年ジャンプ,2010,単独制作,1
ENMA GAVEL,週刊少年ジャンプ,2010,単独制作,1
E-Robot,週刊少年ジャンプ,2010,単独制作,1
GAZER,週刊少年ジャンプ,2010,単独制作,1
GLASS FEET,週刊少年ジャンプ,2010,単独制作,1
HACHI -東京23宮-,週刊少年ジャンプ,2010,単独制作,1
HACO -ハコ-,週刊少年ジャンプ,2010,単独制作,1
Hi-Fi CLUSTER -六攻特課事件実例-,週刊少年ジャンプ,2010,単独制作,1
HUNGRY JOKER,週刊少年ジャンプ,2010,単独制作,1
INPWEAR CODE,週刊少年ジャンプ,2010,単独制作,1
IPPONバンビ,週刊少年ジャンプ,2010,単独制作,1
KINTOKI 金目族のトキ,週刊少年ジャンプ,2010,単独制作,1
LIGHT WING,週刊少年ジャンプ,2010,単独制作,1
magico,週刊少年ジャンプ,2010,単独制作,1
Moon Walker,週刊少年ジャンプ,2010,単独制作,1
Moon Walker LTD.,週刊少年ジャンプ,2010,単独制作,1
Ohじゅけん!,週刊少年ジャンプ,2010,単独制作,1
PEACH PLUCK,週刊少年ジャンプ,2010,単独制作,1
-SINS-,週刊少年ジャンプ,2010,単独制作,1
Sporting Salt -塩谷の解剖学-,週刊少年ジャンプ,2010,単独制作,1
SUCCEED,週刊少年ジャンプ,2010,単独制作,1
TAKUDO!!!!,週刊少年ジャンプ,2010,単独制作,1
TOTEM,週刊少年ジャンプ,2010,単独制作,1
W.C.フレンズ,週刊少年ジャンプ,2010,単独制作,1
WOLF×RED,週刊少年ジャンプ,2010,単独制作,1
WONDERFUL WONDER WORLD,週刊少年ジャンプ,2010,単独制作,1
Yo!SAY!JUMP FESTA!2011～妖精と学ぶジャンフェス講座～,週刊少年ジャンプ,2010,単独制作,1
アイアンナイト,週刊少年ジャンプ,2010,単独制作,1
i・ショウジョ,週刊少年ジャンプ,2010,単独制作,1
明るい人,週刊少年ジャンプ,2010,単独制作,1
アナノムジナ,週刊少年ジャンプ,2010,単独制作,1
アヌ中,週刊少年ジャンプ,2010,単独制作,1
あばれ猿,週刊少年ジャンプ,2010,単独制作,1
あやかしポリスメンひよこっぷ,週刊少年ジャンプ,2010,単独制作,1
アラタのツクモガミ,週刊少年ジャンプ,2010,単独制作,1
アルベリーとアワレな悪魔憑き,週刊少年ジャンプ,2010,単独制作,1
暗殺教室,週刊少年ジャンプ,2010,単独制作,1
いいよね!米澤先生,週刊少年ジャンプ,2010,単独制作,1
異議あり!!,週刊少年ジャンプ,2010,単独制作,1
磯部磯兵衛物語,週刊少年ジャンプ,2010,単独制作,1
磯部磯兵衛物語～浮世はつらいよ～,週刊少年ジャンプ,2010,単独制作,1
磯部磯兵衛物語、2月期JCを告知する。,週刊少年ジャンプ,2010,単独制作,1
[イラスト],週刊少年ジャンプ,2010,単独制作,1
ILLEGAL RARE,週刊少年ジャンプ,2010,単独制作,1
ウェルカム!猫の木坂!,週刊少年ジャンプ,2010,単独制作,1
宇宙人と僕,週刊少年ジャンプ,2010,単独制作,1
宇宙卓球,週刊少年ジャンプ,2010,単独制作,1
うるし,週刊少年ジャンプ,2010,単独制作,1
永久不滅デビルポイント,週刊少年ジャンプ,2010,単独制作,1
エニグマ,週刊少年ジャンプ,2010,単独制作,1
後夜祭,週刊少年ジャンプ,2010,単独制作,1
縁結びの神!?マッケイ,週刊少年ジャンプ,2010,単独制作,1
お母さんはスパイ,週刊少年ジャンプ,2010,単独制作,1
奥間セイのツボ,週刊少年ジャンプ,2010,単独制作,1
お前んち、お化け屋敷,週刊少年ジャンプ,2010,単独制作,1
オンオフ,週刊少年ジャンプ,2010,単独制作,1
怪奇コンビネィション,週刊少年ジャンプ,2010,単独制作,1
改造人間ロギィ,週刊少年ジャンプ,2010,単独制作,1
帰ってきたっ!新米婦警キルコさん,週刊少年ジャンプ,2010,単独制作,1
鏡の国の針栖川,週刊少年ジャンプ,2010,単独制作,1
カミドリ,週刊少年ジャンプ,2010,単独制作,1
バンバレカンチャン!!,週刊少年ジャンプ,2010,単独制作,1
競技ダンス部へようこそ,週刊少年ジャンプ,2010,単独制作,1
銀河パトロール ジャコ,週刊少年ジャンプ,2010,単独制作,1
グルメ学園トリコ,週刊少年ジャンプ,2010,単独制作,1
瞬間×ヒロイズム,週刊少年ジャンプ,2010,単独制作,1
少年疾駆,週刊少年ジャンプ,2010,単独制作,1
スマホで漫画を読もうのまんが,週刊少年ジャンプ,2010,単独制作,1
黒鉄-クロガネ-,週刊少年ジャンプ,2010,単独制作,1
クロガネ,週刊少年ジャンプ,2010,単独制作,1
黒き妖のゴゴゴ,週刊少年ジャンプ,2010,単独制作,1
クロクロク,週刊少年ジャンプ,2010,単独制作,1
クロス・マネジ,週刊少年ジャンプ,2010,単独制作,1
刑事シゲさん,週刊少年ジャンプ,2010,単独制作,1
G人道!!SPお年玉プレゼント道場破り!!,週刊少年ジャンプ,2010,単独制作,1
激辛!カレー王子,週刊少年ジャンプ,2010,単独制作,1
月・水・金はスイミング,週刊少年ジャンプ,2010,単独制作,1
ケルベロスッ,週刊少年ジャンプ,2010,単独制作,1
現存!古代生物史パッキー,週刊少年ジャンプ,2010,単独制作,1
恋するエジソン,週刊少年ジャンプ,2010,単独制作,1
恋のキューピッド 焼野原塵,週刊少年ジャンプ,2010,単独制作,1
こがねいろ,週刊少年ジャンプ,2010,単独制作,1
こっくり屋ぁい!,週刊少年ジャンプ,2010,単独制作,1
ゴブリンナイト,週刊少年ジャンプ,2010,単独制作,1
斉木楠雄のΨ難,週刊少年ジャンプ,2010,単独制作,1
最強ヒーローがやってきた!!チョッパーマン,週刊少年ジャンプ,2010,単独制作,1
さくらん(仮),週刊少年ジャンプ,2010,単独制作,1
サジタリ,週刊少年ジャンプ,2010,単独制作,1
ジェダの通学路,週刊少年ジャンプ,2010,単独制作,1
ジェントルくん,週刊少年ジャンプ,2010,単独制作,1
式神トワイライトデイズ,週刊少年ジャンプ,2010,単独制作,1
実食!悪魔の実!!,週刊少年ジャンプ,2010,単独制作,1
実力派エリート迅,週刊少年ジャンプ,2010,単独制作,1
死にかけ戦士!!痩身マン,週刊少年ジャンプ,2010,単独制作,1
週刊少年伊原,週刊少年ジャンプ,2010,単独制作,1
蹴ジャン! SHOOT JUMP! 番外編 ブラジルなう!,週刊少年ジャンプ,2010,単独制作,1
重装思春機兵ティーンエイザー,週刊少年ジャンプ,2010,単独制作,1
ジュウドウズ,週刊少年ジャンプ,2010,単独制作,1
呪禁奇譚宮浦さん,週刊少年ジャンプ,2010,単独制作,1
信魂さんいらっしゃい,週刊少年ジャンプ,2010,単独制作,1
新米婦警キルコさん,週刊少年ジャンプ,2010,単独制作,1
世界遺産大戦パルテノンくん,週刊少年ジャンプ,2010,単独制作,1
戦国ARMORS,週刊少年ジャンプ,2010,単独制作,1
戦国バショウ,週刊少年ジャンプ,2010,単独制作,1
戦星のバルジ,週刊少年ジャンプ,2010,単独制作,1
善代官,週刊少年ジャンプ,2010,単独制作,1
全力マジシャン,週刊少年ジャンプ,2010,単独制作,1
SOUL CATCHER(S),週刊少年ジャンプ,2010,単独制作,1
それいけ!融合くん,週刊少年ジャンプ,2010,単独制作,1
ダーリンは宇宙人,週刊少年ジャンプ,2010,単独制作,1
タカマガハラ,週刊少年ジャンプ,2010,単独制作,1
抱きしムェタイ!,週刊少年ジャンプ,2010,単独制作,1
卓上のアゲハ,週刊少年ジャンプ,2010,単独制作,1
知恵熱!!タビットさん,週刊少年ジャンプ,2010,単独制作,1
超頭脳王子ユニ平さまZ,週刊少年ジャンプ,2010,単独制作,1
超能力者 斉木楠雄のΨ難,週刊少年ジャンプ,2010,単独制作,1
チョッパーマン,週刊少年ジャンプ,2010,単独制作,1
ツキミのソバ,週刊少年ジャンプ,2010,単独制作,1
前夜祭,週刊少年ジャンプ,2010,単独制作,1
ポー,週刊少年ジャンプ,2010,単独制作,1
ボクのアイドル,週刊少年ジャンプ,2010,単独制作,1
僕のヒーローアカデミア,週刊少年ジャンプ,2010,単独制作,1
ベンチ,週刊少年ジャンプ,2010,単独制作,1
ヘンテコ忍者いもがくれチンゲンサイ様,週刊少年ジャンプ,2010,単独制作,1
放課後アイドル,週刊少年ジャンプ,2010,単独制作,1
放課後オブ・ザ・デッド,週刊少年ジャンプ,2010,単独制作,1
デビル☆クラッチ,週刊少年ジャンプ,2010,単独制作,1
逃がし屋,週刊少年ジャンプ,2010,単独制作,1
ニセコイ,週刊少年ジャンプ,2010,単独制作,1
眠寝太郎現る!!,週刊少年ジャンプ,2010,単独制作,1
ハイキュー!!,週刊少年ジャンプ,2010,単独制作,1
はしやすめに猫田さん,週刊少年ジャンプ,2010,単独制作,1
パジャマな彼女。,週刊少年ジャンプ,2010,単独制作,1
ばんからさんが通る,週刊少年ジャンプ,2010,単独制作,1
半見開き昔話,週刊少年ジャンプ,2010,単独制作,1
半見開き漫画,週刊少年ジャンプ,2010,単独制作,1
ビクトリー・ウチダのVジャンプ20歳の挑戦!!,週刊少年ジャンプ,2010,単独制作,1
火ノ丸相撲,週刊少年ジャンプ,2010,単独制作,1
ひみつはらプレアデス -はつ恋-,週刊少年ジャンプ,2010,単独制作,1
ひめドル!!,週刊少年ジャンプ,2010,単独制作,1
氷上布武,週刊少年ジャンプ,2010,単独制作,1
ファニーハニー,週刊少年ジャンプ,2010,単独制作,1
フタガミ☆ダブル,週刊少年ジャンプ,2010,単独制作,1
ぶらんにゅー SCHOOL DAY,週刊少年ジャンプ,2010,単独制作,1
フリーメイソン小林,週刊少年ジャンプ,2010,単独制作,1
「ボンゴレGP来る!」超よこくマンガ,週刊少年ジャンプ,2010,単独制作,1
マインズ,週刊少年ジャンプ,2010,単独制作,1
魔境旅行師グラム,週刊少年ジャンプ,2010,単独制作,1
魔神のガルド!,週刊少年ジャンプ,2010,単独制作,1
・・・のマル秘エピソードをマンガ化!!,週刊少年ジャンプ,2010,単独制作,1
・・・のマル秘エピソードをマンガ化!!,週刊少年ジャンプ,2010,単独制作,1
微塵虎兄さん,週刊少年ジャンプ,2010,単独制作,1
三ツ首コンドル,週刊少年ジャンプ,2010,単独制作,1
未来への跳躍～長浜洋次郎物語～,週刊少年ジャンプ,2010,単独制作,1
見渡すかぎりの未成年,週刊少年ジャンプ,2010,単独制作,1
むこうみず君,週刊少年ジャンプ,2010,単独制作,1
無刀ブラック,週刊少年ジャンプ,2010,単独制作,1
叢鋼 -ムラハガネ-,週刊少年ジャンプ,2010,単独制作,1
メカペン先生 変形ゼミ,週刊少年ジャンプ,2010,単独制作,1
メルヘン王子グリム,週刊少年ジャンプ,2010,単独制作,1
目を見張るほどの未成年,週刊少年ジャンプ,2010,単独制作,1
もしジャンプの編集長がドラッカーの『マネジメント』を読んだら,週刊少年ジャンプ,2010,単独制作,1
もしも磯兵衛が、「こち亀」世界に行ったら…!?,週刊少年ジャンプ,2010,単独制作,1
もしも斉木楠雄が「食戟のソーマ」の世界に行ったら…!?,週刊少年ジャンプ,2010,単独制作,1
ゆるキャラ伝説 くまモンじゃないヤツ物語,週刊少年ジャンプ,2010,単独制作,1
ヨーロッパ特派員の体験レポート漫画!!,週刊少年ジャンプ,2010,単独制作,1
ラッコ11号,週刊少年ジャンプ,2010,単独制作,1
留守電マスター木村,週刊少年ジャンプ,2010,単独制作,1
烈!!!伊達先パイ,週刊少年ジャンプ,2010,単独制作,1
恋愛銀河区石川荘,週刊少年ジャンプ,2010,単独制作,1
レンゴク,週刊少年ジャンプ,2010,単独制作,1
ロック・リーの青春フルパワー忍伝,週刊少年ジャンプ,2010,単独制作,1
六攻特課,週刊少年ジャンプ,2010,単独制作,1
ワールドトリガー,週刊少年ジャンプ,2010,単独制作,1
男は豪太郎,週刊少年チャンピオン,1970,共同制作,2
格闘士ローマの星,週刊少年チャンピオン,1970,共同制作,2
かげろう,週刊少年チャンピオン,1970,共同制作,2
ガッツジュン,週刊少年チャンピオン,1970,共同制作,2
青いパンサー,週刊少年チャンピオン,1970,共同制作,2
朝日の恋人,週刊少年チャンピオン,1970,共同制作,2
